Id	Key	Text
20099008	ExpeditionRefreshException	Refresh error
20099009	ExpeditionCannotFindCharacterConfig	Character info not found
20099010	ExpeditionCharacterLevelWrong	Character level error
20099011	ExpeditionCommentTooLong	The message is too long
20099012	ExpeditionNotOpen	Event is not available yet
20099013	ExpeditionHadCommented	You have already sent a message
20099014	ExpeditionCannotFindCommand	Message info not found
20099015	ExpeditionChapterRewardIsGot	Failed to claim reward. You have already claimed it
20099016	ExpeditionChapterIsNotPassed	Complete the stage first
20099017	ExpeditionCanNotFindCharacterConfig	Character info not found
20099018	ExpeditionCanNotFindBaseCharacterConfig	Basic character configuration not found
20099019	ExpeditionCanNotFindDrawPrConfig	Recruit chance configuration not found
20099020	ExpeditionCanNotFindDrawStarConfig	Recruit rank configuration not found
20099021	ExpeditionCanNotFindChapterRewardConfig	Chapter reward configuration not found
20099022	ExpeditionActivityIsEnd	Event is over
20099023	ExpeditionActivityIsReset	Event has been reset
20099024	ExpeditionPreLayerNotPass	20099024 Complete the prerequisite floor first
20099025	ExpeditionStageDoNotNeedReset	20099025 No need to reset stage
20099026	ExpeditionChapterDoNotNeedReset	No content needs to be reset
20099027	ExpeditionSelectDefaultTeamFirst	20099027 Select a preset team first
20099028	ExpeditionDefaultTeamIdDoNotExist	20099028 Preset team does not exist
20099029	ExpeditionCanNotSelectDefaultTeamRepeatedly	20099029 Unable to select the same preset team again
20099030	ExpeditionCanNotFireDefaultTeamCharacter	20099030 Unable to fire members of the preset team
20099031	ExpeditionCannotFindTierConfig	20099031 Cannot reach stage level configuration
20099032	ExpeditionCannotFindCharacterConfigByBaseId	20099032 Unable to find character configuration for corresponding base ID
20099033	ExpeditionCannotFindCharacterConfigByRank	20099033 Unable to find character configuration for corresponding rank
20099034	ExpeditionCharacterHadBeenUsedInSameLayer	20099034 The character is already used in another stage of the same level
20099035	ExpeditionPreStageNotPass	20099035 Pre-requisite stage limit not reached
20099036	ExpeditionChapterNotOpen	20099036 Chapter not available yet
20100001	RpgNotOpen	Event is not available yet
20100002	RpgCanNotFindCharacter	Character data not found
20100003	RpgTalentPosHadActivated	Modification Slot already activated
20100004	RpgCanNotFindTalentConfig	Modification Slot configuration not found
20100005	RpgTalentPointsNotEnough	Insufficient Modification Points
20100006	RpgSameCharacter	The same character already exists
20100007	RpgFightParamsError	Event battle parameter error
20100008	RpgTalentDoNotNeedReset	No need to reset
20100009	RpgTalentIsNotForThisCharacter	Not the Modification Slot of Current Character
20100010	RpgCanNotFindCharacterTalentLayer	20100010 Character talent level configuration not found
20100011	RpgCanNotFindTalentLayer	Modification Layer configuration not found
20100012	RpgPreTalentLayerDoNotActivated	Activate the Modification Slot on the previous layer first
20100013	RpgCanNotFindDailyReward	Daily Supply Rewards configuration not found
20100014	RpgHadGetDailyReward	Daily supply claimed today
20100015	RpgTalentPosNotActivated	20100017 Talent point not activated
20100016	RpgMustResetNextLayerTalent	20100018 Reset the talent of the next level first
20100017	RpgCanNotFindTalentLayerTemplate	20100017 Talent level configuration not found
20100018	RpgTalentNeedTeamLevelNotEnough	20100018 Insufficient team level
20100019	RpgTalentNotFindTalentType	20100019 Character switch talent does not exist
20100020	RpgTalentNotResetNotUseTalentType	20100020 Talent type error of the skill
20100021	RpgTalentActivateNotCurLayer	20100021 Unable to activate stat is not on the talent page
20101001	BackgroundChoseSameScene	
20101002	BackgroundIsLock	
20102001	DragPuzzleActivityInvalidId	Invalid Event ID
20102002	DragPuzzleActivityInvalidPuzzleId	Invalid Puzzle ID
20102003	DragPuzzleActivityInvalidPieceId	Invalid Shard ID
20102004	DragPuzzleActivityNoPieceCanBeExchanged	No Shard available
20102005	DragPuzzleActivityInvalidTargetIdx	Invalid target location
20102006	DragPuzzleActivityPieceIdxIsCorrect	This Shard is already in the correct location
20102007	DragPuzzleActivityPieceIdxEqualsTargetIdx	Shard has not been moved
20102008	DragPuzzleActivityCantSwapOnBoardPiece	Unable to swap Shards not on the puzzle
20102009	DragPuzzleActivityInvalidRewardIdx	Invalid reward index
20102010	DragPuzzleActivityInvalidRewardIdxIsGot	Reward has been claimed
20102011	DragPuzzleActivityCorrectPieceNotEnoughForReward	Reward requirement not met
20102012	DragPuzzleActivityExchangePieceRandIdExisted	Exchange failed. Please try again
20102013	DragPuzzleActivityPasswordAlreadyCorrect	
20102014	DragPuzzleActivityPuzzleStatusError	
20102015	DragPuzzleActivityPuzzlePasswordFormatError	
20102016	DragPuzzleActivityPuzzlePasswordOutRange	
20103001	MaintainerActionWrongCard	Patrol plan does not exist
20103002	MaintainerActionCardPoolError	Patrol plan pool error
20103003	MaintainerActionBoxFinish	Weekly support limit reached
20103004	MaintainerActionNodeEventValueError	Area data error
20103005	MaintainerActionDailyActionPointLimit	Daily action limit reached
20103006	MaintainerActionCurrentNodeException	Current area error
20103007	MaintainerActionNodeTypeIsNotFight	You are not in a battle mission area and cannot challenge the stage
20103008	MaintainerActionStageIdError	Stage ID error
20103009	MaintainerActionFightFinish	Battle mission completed
20103010	MaintainerActionNodeNotTriggered	Area event not triggered. Unable to move
20103011	MaintainerActionNodeIsTriggered	Area event has been triggered
20103012	MaintainerActionNotOpen	Feature not yet available
20103013	MaintainerActionHadReset	Event has been reset
20103014	MaintainerActionCanNotFindFightNode	Battle mission not found
20103015	MaintainerActionFightNodeException	Battle mission error
20103016	MaintainerActionExplorationIsComplete	Unknown area has already been explored
20103017	MaintainerActionWarehouseFinish	Abandoned Warehouse is already completed
20104001	TrpgTargetLinkIdExit	Target chain does not exist
20104002	TrpgFuncNotOpen	Feature is not available yet
20104003	TrpgTimeNotOpen	The area is not available yet
20104004	TrpgTargetCfgNotExist	Target settings not found
20104005	TrpgTargetIsFinished	Target completed
20104006	TrpgPreTargetNotFinished	Prerequisite condition incomplete
20104007	TrpgFuncCfgNotExist	Function event settings not found
20104008	TrpgFuncIdNotNeedSave	Function event does not need to be completed
20104009	TrpgFuncIdNotInGroup	Function event ID not in the group
20104010	TrpgFuncGroupPreFuncNotFinish	Prerequisite function event incomplete
20104011	TrpgFuncIsFinished	Function event already completed
20104012	TrpgFuncStageNotFinish	Function event stage incomplete
20104013	TrpgFuncExamineNotFinish	Function event check incomplete
20104014	TrpgCharacterNotOwner	You don't own this investigator
20104015	TrpgCharacterCfgNotExist	Investigator configuration not found
20104016	TrpgTalentCfgNotExit	Talent does not exist
20104017	TrpgTalentAlreadyActivate	Talent already activated
20104018	TrpgTalentPreIdNotActivate	Prerequisite talent not activated
20104019	TrpgTalentPointNoEnough	Insufficient talent points
20104020	TrpgCharacterTalentsIsEmpty	No talent activated
20104021	TrpgMazeIdNotExist	Maze ID error
20104022	TrpgMazeInstNotExist	Maze data not found
20104023	TrpgLayerIdNotInCurrentMaze	Current maze does not have this level
20104024	TrpgLayerCfgNotExist	Maze level settings not found
20104025	TrpgMapCfgNotExist	Map settings not found
20104026	TrpgSelectLayerIdIsError	Level selection error
20104027	TrpgSelectNodeIdIsError	Node selection error
20104028	TrpgSelectPosNodeIdNotExist	Selected node does not exist
20104029	TrpgSelectPosIndexNotExist	Selected index location does not exist
20104030	TrpgSelectCardCfgNotExist	Card settings not found
20104031	TrpgSelectPosIndexIsCross	Selected index location overflow
20104032	TrpgSelectCardCanNotGiveUp	Unable to give up current card
20104033	TrpgLevelNotEnough	Exploration level too low
20104034	TrpgBlockCardCanNotSelect	Unable to select a Block Card
20104035	TrpgItemCfgNotExist	Item settings not found
20104036	TrpgUseItemCountError	Item use quantity error
20104037	TrpgUseItemCountNotEnough	Insufficient items
20104038	TrpgItemCanNotUse	This item cannot be used
20104039	TrpgExamineIdError	Check ID error
20104040	TrpgExamineActionIdError	Check action ID error
20104041	TrpgEnduranceNotEnough	Insufficient Stamina for checking
20104042	TrpgExamineInstNotExist	Check data not found
20104043	TrpgExamineReachMaxRound	Max check rounds reached
20104044	TrpgExamineCurRoundNotFinish	Current round is not completed
20104045	TrpgExamineIdIsError	Check ID error
20104046	TrpgExamineAttributeIdNotExist	Check stats ID not found
20104047	TrpgExamineRoundError	Check round error
20104048	TrpgExamineCharacterAlreadyExamine	Character has already gone through check
20104049	TrpgExamineUseItemNotExist	Check item does not exist
20104050	TrpgExamineUseItemEffectError	Check item usage error
20104051	TrpgExamineUseItemAttributeError	Check item stats error
20104052	TrpgExamineCharacterNotHaveScore	Character has not been checked yet
20104053	TrpgShopIdIsError	Shop ID error
20104054	TrpgShopItemIdIsError	Shop item ID error
20104055	TrpgShopItemCfgNotExist	Shop item settings not found
20104056	TrpgShopItemBuyCountNotEnough	Insufficient item purchase attempts
20104057	TrpgMemoirIdIsError	Memory ID error
20104058	TrpgMemoirIdAlreadyUnlock	Memory already unlocked
20104059	TrpgMemoirUnlockItemNotEnough	Insufficient unlock items
20104060	TrpgRewardIdIsError	Reward ID error
20104061	TrpgRewardIdAlreadyGet	Reward Claimed
20104062	TrpgBossNotInOpenTime	Boss is not available
20104063	TrpgBossPhasesRewardIdIsError	Progress reward error
20104064	TrpgBossPhasesRewardIdAlreadyGet	Progress reward claimed
20104065	TrpgBossPercentNotEnough	Insufficient Boss HP
20104066	TrpgBossCfgNotExist	Boss settings not found
20104067	TrpgBossChallengeCountNotEnough	Insufficient Boss challenge attempts
20104068	TrpgPageStatusNotChange	No change to page switching status
20104069	TrpgConditionNotPass	Requirements not met
20104070	TrpgSecondMainStageNotExist	Stage does not exist
20105001	NieRActivityIsNotOpen	Event is not available yet
20105002	NieRRepeatedCharacter	Duplicate battle character
20105003	NieRFightNpcIsNullOrEmpty	You must deploy at least one character
20105004	NieRCanNotFindCharacterConfig	Character configuration not found
20105005	NieRCanNotFindCharacterLevelConfig	Character level configuration not found
20105006	NieRCanNotFindCharacter	Character data not found
20105007	NieRWrongFightCharacter	Incorrect battle character
20105008	NieRCharacterDoNotHasFashion	Character does not own this Coating
20105009	NieRCharacterIsLocked	Character locked
20105010	NieRWrongItemType	Incorrect item type
20105011	NieRFightResultIsNull	Battle result empty
20105012	NieRCanNotFindChapterConfig	Chapter configuration not found
20105013	NieRChapterNotInTime	Chapter locked
20105014	NieRCanNotFindRepeatableStageConfig	Stage configuration not found
20105015	NieRCanNotFindRepeatableStageStarConfig	Stage rank configuration not found
20105016	NieRCanNotFindExStageConfig	Stage configuration not found
20105017	NieRCanNotFindBossData	Boss data not found
20105018	NieRCanNotFindActivityConfig	Event configuration not found
20105019	NieRCanNotFindSupportConfig	POD configuration not found
20105020	NieRCanNotFindSupportSkillConfig	POD skill configuration not found
20105021	NieRCanNotFindSupportLevelConfig	POD level configuration not found
20105022	NieRCanNotFindSupportSkillLevelConfig	POD skill level configuration not found
20105023	NieRCanNotFindSkillData	Skill data not found
20105024	NieRCanNotFindSupportData	POD data not found
20105025	NieRSupportSkillMaxLevel	Skill at max level
20105026	NieRActivityIsEnd	Event is over
20105027	NieRActivityIsReset	Event has been reset
20105028	NieRCanNotFindEasterEggMessageConfig	Message configuration not found
20105029	NieREasterEggAgeWrong	Message age error
20105030	NieRCanNotFindEasterEggLabelConfig	Message tag configuration not found
20105031	NieREasterEggNotOpen	Easter egg locked
20105032	NieREasterEggStageNotPass	Rank reward claimed
20105033	NieREasterEggHadFinished	Already completed
20105034	NieREasterEggWrongFightCharacter	Incorrect battle character
20106001	MentorServiceUnavailable	Mentorship system not available
20106002	MentorNotExit	The other player has not posted an Instructor announcement
20106003	StudentNotExit	Student does not exist
20106004	StudentNotPublish	The other player has not posted a student announcement
20106005	MentorStudentFull	The other player's student list is full. Unable to start collaboration
20106006	MentorStudentApplyFull	This Instructor cannot receive anymore request
20106007	MentorApplyCd	Request in cooldown
20106008	MentorAckApplyNotApply	This student is not on the request list
20106009	MentorAckApplyReachCapacity	Student list full. Cannot recruit more students
20106010	MentorAckApplyStudentLevelError	Student level does not meet the requirement
20106011	MentorApplyFriendFailedIsNotRepeatApply	Failed to send student request as you have requested already
20106012	MentorApplyListFull	The player's application list is full
20106013	MentorAcceptFriendFailedApplyIsNotExist	Failed! Player does not exist or is your student already!
20106014	MentorStudentDataError	Student info error
20106015	MentorCannotApplyIsNotMentor	Not an Instructor
20106016	MentorCannotApplyToMyself	You cannot send request to yourself
20106017	MentorYourStudentFull	Student list is full. Unable to start collaboration
20106018	MentorIsYourStudentAlready	The player is already your student
20106019	MentorOnlyStudentCanAgreeTeacher	Only a student can accept the Instructor's request
20106020	MentorNotSendAnnouncement	You have not posted an announcement
20106021	MentorCannotSendAnnouncement	You do not have the permission to post an announcement
20106022	MentorNoAuthority	You don't have the permission
20106023	MentorManagerApplyFailedIsRefused	Your request has been rejected
20106024	MentorManagerApplyFriendFailedIsDeleted	Request failed. You have been deleted
20106025	MentorManagerRecommendFriendFailedRecommendCoolDownTime	You are refreshing the recommendation list too often. Please wait 1 minute before trying again
20106026	MentorDailyApplyCountTooMuch	Too many requests today
20106027	MentorManagerSearchFriendFailedRecommendCoolDownTime	Player search failed. Search in cooldown
20106028	MentorAddMemberMongoDbError	This player is already a student and cannot be recruited by other Instructors
20106029	MentorTickMemberMongoDbError	Error deleting player database
20106030	MentorCannotTickMyself	Unable to delete yourself
20106031	MentorCannotApplyMentorForTheMoment	You cannot establish collaboration at the moment
20106032	MentorCannotApplyStudentForTheMoment	You cannot recruit students at the moment
20106033	MentorMailContentFormatError	Mentorship mail format error
20106034	MentorAddMemberFullForStudent	This player is already a student and cannot be recruited by other Instructors
20106035	MentorAddMemberFullForTeacher	The player is a student of another Instructor and cannot be recruited by you
20106036	MentorAnnouncementTooLong	Announcement too long
20106037	MentorCannotGetTaskRewardAfterGraduate	You cannot claim graduation challenge reward after graduating
20106038	MentorCannotGetGraduateRewardCondition	Graduation requirement not met
20106039	MentorCannotGraduateMyself	The Instructor cannot graduate
20106040	MentorMasterStageNotExit	Graduation progress reward not found
20106041	MentorAlreadyGetStageReward	You have already claimed this reward
20106042	MentorMasterStageNotReachCondition	Claim requirement not met
20106043	MentorMasterGetRewardAfterStudentGraduate	Student can only claim rewards after graduation
20106044	MentorGraduateTaskNotExit	This mission does not exist
20106045	MentorGraduateTaskNotAchieved	This mission is not completed yet
20106046	MentorCannotGetGraduateTaskRewardTwice	Cannot claim the same mission reward again
20106047	MentorManagerRefreshFriendFailedRecommendCoolDownTime	Failed to refresh player mission list. Refresh in cooldown
20106048	MentorOnlyTeacherCanRefreshGraduateTask	Only an Instructor can refresh the mission list
20106049	MentorStudentAlreadyGraduate	This player has already graduated
20106050	MentorTaskNotExist	This mission does not exist
20106051	MentorTaskAlreadyReceived	This mission has already been claimed
20106052	MentorTaskAlreadyCompleted	This mission has been completed
20106053	MentorChangeTaskCountTooMany	Mission swap limit reached
20106054	MentorGetTaskCountTooMany	Daily mission limit reached
20106055	MentorGetWeeklyTaskCountTooMany	Daily mission limit reached
20106056	MentorTaskNotInCache	This mission is not in the refresh cache
20106057	MentorEquipTooMany	Memory quantity limit reached
20106058	MentorEquipNotExist	Memory does not exist
20106059	MentorEquipLevelWrong	Memory level does not match
20106060	MentorEquipStarWrong	Memory rank does not match
20106061	MentorTaskStatusWrong	Mission incomplete or has already awarded a Memory
20106062	MentorEquipIsLock	Memory is locked
20106063	MentorEquipTypeWrong	Equipment type error
20106064	MentorEquipNotInCache	No Memory available
20106065	MentorEquipFull	Warehouse full
20106066	MentorEquipAlreadyPutOn	Memory has already been equipped
20106067	MentorEquipTooFew	Please select at least 1 Memory
20106068	MentorCannotAgreeStudentForTheMoment	This instructor cannot recruit students at the moment
20106069	MentorApplyAlreadyTimeout	Request has expired
20106070	MentorMasterTaskExpire	Reward has expired
20106071	MentorMonthlyStudentCountTooMany	Instructor's monthly student limit reached
20106072	MentorMonthlyStudentCountTooManyForMentor	Monthly student limit reached
20106073	MentorMessageBoardIsNull	Message cannot be empty
20106074	MentorMessageBoardInvalid	Message contains invalid characters
20106075	MentorMessageBoardTooLong	Message is too long
20106076	MentorGiftNotEnough	Insufficient gifts
20106077	MentorCanNotSendToMyself	You can't give yourself a gift
20106078	MentorAlreadySendGift	You have sent out your gift
20106079	MentorTaskAlreadyChange	You have changed the mission for your students
20106080	MentorSendMessageNotExit	You should publish Instructor's Declaration on [Recruitment] to activate message function
20106081	MentorCannotApplyMentorByBlockList	Currently blacklisted, cannot establish collaboration.
20106082	MentorCannotApplyStudentByBlockList	Currently blacklisted, cannot send request.
20107001	TeachingActivityIsNotOpen	Event has not started
20107002	TeachingActivityIdNotFount	Event is over
20107003	TeachingActivityHaveNotPassedRecord	No clear record found
20107004	TeachingActivityTreasureRewardNotFound	No chest reward found
20107005	TeachingActivityRobotCanNotUse	No Trial Character in current stage
20107006	TeachingActivityStageNoThisRobot	Trial Character cannot be used in current stage
20107007	TeachingActivityCharCountNotMatch	Inconsistent number of configuration characters
20107008	TeachingActivityRobotIdsIsNull	Available character list cannot be empty
20108001	GuardCampActivityIdError	Event ID error
20108002	GuardCampIdError	Faction ID error
20108003	GuardCampNotInOpenTime	Event has not started
20108004	GuardCampNotInSupportTime	Cheering has not started for the event
20108005	GuardCampIsInSupportTime	Cheering has started for the event
20108006	GuardCampCenterDataNotFound	Event data not found
20108007	GuardCampWinCampAlreadySet	Winning faction has already been configured
20108008	GuardCampAlreadySelected	You have already chosen a faction
20108009	GuardCampNotSelectCamp	Choose your faction first
20108010	GuardCampSupportCountNotEnough	Insufficient cheer attempt
20108011	GuardCampIsOperating	Processing. Please wait...
20108012	GuardCampNotJoinActivity	You have not participated in this event
20108013	GuardCampResultRewardIsGet	Reward Claimed
20108014	GuardCampResultIsNotSet	Event results are not available yet
20108015	GuardCampResultRewardIsEmpty	Reward data error
20108016	GuardCampGlobalDataNotFound	Event data not found
20109001	PokemonIsNotOpen	Outside the event period
20109002	PokemonMonsterInvalidMonsterId	Invalid Mechanoid
20109003	PokemonMonsterDataNotExist	Mechanoid not obtained
20109011	PokemonFirstMonsterIsGot	You have already obtained your first mechanoid
20109012	PokemonFirstMonsterNotConfig	This mechanoid cannot be obtained via the first mechanoid
20109021	PokemonMonsterLevelConfigNotExist	Mechanoid level not found
20109022	PokemonMonsterMaxLevel	Mechanoid has reached level limit
20109023	PokemonMonsterStarConfigNotExist	Mechanoid rank not found
20109024	PokemonMonsterLevelNotEnoughForStarUp	Mechanoid level too low to star up
20109025	PokemonMonsterMaxStar	Mechanoid rank limit reached
20109031	PokemonMonsterInvalidSkillId	Invalid mechanoid skill
20109032	PokemonMonsterStarNotEnoughForSkill	Mechanoid skill level too low to star up
20109041	PokemonFormationMonsterRepeated	Duplicate mechanoid in the lineup
20109042	PokemonFormationMonsterNotExist	Locked mechanoid in the lineup
20109043	PokemonFormationPositionLocked	Lineup slot locked
20109044	PokemonFormationOutOfEnergy	Lineup requirement not met
20109045	PokemonMonsterTeamBossCountError	Incorrect core member quantity
20109051	PokemonStageInvalidId	Invalid Micawberism Cloisters stage
20109052	PokemonPokeChapterIsNotOpen	Chapter locked
20109053	PokemonStageFailedToRandom	Micawberism Cloisters random failure
20109054	PokemonStageTimesNotEnough	Insufficient challenge attempts
20109055	PokemonStageActivityIdDoNotMatch	Micawberism Cloisters event ID do not match
20109056	PokemonStageSkipRepeated	Stage cleared or skipped
20109057	PokemonStageSkipTimesNotEnough	Insufficient Trap Dolls
20109061	PokemonTimeSupplyTimeNotEnough	Insufficient time to claim rewards
20110001	ComposeGameBagCapacityIsFull	Inventory full. Cannot purchase
20110002	ComposeGameRewardAlreadyGet	Reward Claimed
20110003	ComposeGameRewardScheduleNotEnough	Insufficient prototype progress. Unable to claim
20110004	ComposeGameCanNotFoundReward	Corresponding reward is empty
20110005	ComposeGameCanNotFoundShopId	Part material not found
20110006	ComposeGameActivityIsNotOpen	Event has not started
20110007	ComposeGameActivityIsNotFound	Event is over
20110008	ComposeGameShopIdAlreadySell	Part material has already been purchased
20110009	ComposeGameGoodNotFound	You don't own this part material
20110010	ComposeGameRefreshCountNotEnough	Not enough refresh attempts
20110011	ComposeGameCanNotFoundCanRefreshGoods	Material shop is empty under the current prototype progress
20110012	ComposeGameFubenScheduleNotEnough	You must meet the required prototype progress to unlock
20111001	LottoNotOpen	Coating pool not available
20111002	LottoTemplateNotFound	Failed to retrieve research info of pool
20111003	LottoAlreadyGetMaxLimitTimes	Pool research attempt limit reached
20111004	LottoBuyTicketTemplateNotFound	Failed to retrieve token exchange info
20111005	LottoBuyTicketCanNotFindCostItemId	Failed to retrieve token-consumable exchange info
20111006	LottoBuyTicketCanNotFindCostItemCount	Failed to retrieve token-consumable exchange quantity
20111007	LottoBuyTicketRuleCountError	Token exchange info does not match the pool research attempts
20112001	CoupletIndexError	Outside the event period
20112002	DoubleClickCoupletIndexError	[Fill] step already completed
20112003	CoupletConfigError	Couplets configuration error
20112004	CoupletSortError	The lines don't match. Check your second line again!
20113001	StrongholdNotOpen	Event is not available yet
20113002	StrongholdActivityIdNotMatch	Event id does not match
20113003	StrongholdAssistDataIsLoading	Loading support data
20113004	StrongholdSetAssistCharacterIsSame	Support character is the same as current character
20113005	StrongholdSetAssistCharacterIsInCd	Support character setting in cooldown
20113006	StrongholdSetAssistCharacterFail	Support character setting failed
20113007	StrongholdFightNotBegin	Challenge phase has not started
20113008	StrongholdFightIsEnd	Battle phase has ended
20113009	StrongholdNotMineralLeft	No Ore available to claim
20113010	StrongholdNotHaveMineOutPutDetail	No Ore production log available
20113011	StrongholdResetGroupInfoNotExist	Current stronghold has no progress
20113012	StrongholdElectricTeamMemberCountError	Electricity support member quantity error
20113013	StrongholdPreTeamCountError	Team preset quantity error
20113014	StrongholdPreTeamCharacterRepeat	Duplicate member configured
20113015	StrongholdPluginIdNotExist	Add-on id does not exist
20113016	StrongholdElectricEnergyNotEnough	Insufficient current electricity
20113017	StrongholdCharacterIdIsInElectricTeam	This member is already set for electricity support
20113018	StrongholdGroupIdNotExist	Stage id does not exist
20113019	StrongholdGroupNotOpen	Challenge stage locked
20113020	StrongholdEnduranceNotEnough	Insufficient combat points
20113021	StrongholdGroupStageDataNotFound	Stage data not found
20113022	StrongholdFightTeamCountError	Combat team quantity error
20113023	StrongholdTeamSetCharacterError	Team size configuration error
20113024	StrongholdFinishedStageCanNotChangeTeam	Unable to change team for already completed stage
20113025	StrongholdFightTeamCharacterRepeat	Duplicate team character configuration
20113026	StrongholdCurFightTeamDataNotExist	Combat team info does not exist
20113027	StrongholdRobotIdIsNotExist	Trial member id does not exist
20113028	StrongholdRobotCharacterIdNotMatch	Trial member does not match
20113029	StrongholdRobotIsNotValid	Invalid trial member id
20113030	StrongholdFightGroupIdError	Current stronghold id error
20113031	StrongholdStageNotInCurActivity	Stage is not in the current stronghold
20113032	StrongholdStageIsFinished	Stage already completed
20113033	StrongholdPreStageNotFinish	You have not completed the previous stage yet
20113034	StrongholdStageTeamNotExist	Stage team does not exist
20113035	StrongholdPreFightDataTeamError	Team data error prior to stage
20113036	StrongholdBorrowDataNotExist	Borrow data not found
20113037	StrongholdBorrowCharacterIdError	Borrowed character error
20113038	StrongholdBorrowCharacterCountOverflow	Character borrowed exceeding single limit
20113039	StrongholdBorrowCountReachMax	Total borrow exceeding limit
20113040	StrongholdRewardIdIsError	Reward ID error
20113041	StrongholdRewardIdIsOffline	Reward has expired
20113042	StrongholdRewardIdIsAlreadyGet	Reward Claimed
20113043	StrongholdMinerCountNotEnough	Insufficient total miners
20113044	StrongholdMineralNotEnough	Insufficient total Ore production
20113045	StrongholdFinishGroupNotEnough	Insufficient stages completed
20113046	StrongholdGroupNotFinish	Configured stronghold not completed
20113047	StrongholdGroupIsFinish	Configured stronghold already completed
20113048	StrongholdPredictMineralCountNotEnough	Insufficient expected total Ore production
20113049	StrongholdFightTeamNotFull	Deployed team is not full
20113050	StrongholdFightTeamNotReachAbility	Deployed team is below the required power
20113051	StrongholdHaveGroupNotFinished	Deployed team is below the required power
20113052	StrongholdPreSetTeamCanNotAssistCharacter	Unable to set support character for preset team
20113053	StrongholdPreSetTeamCanNotRobot	Unable to set miner for preset team
20113054	StrongholdNotSelectLevelId	Level id not selected
20113055	StrongholdAlreadySelectLevelId	Level id selected
20113056	StrongholdLevelIdCfgNotExit	Level settings not found
20113057	StrongholdLevelIdNotMatch	Selection-Level not match
20113058	StrongholdRewardLevelIdNotMatch	Reward-Level not match
20113059	StrongholdCurDayCanNotStay	Cannot pause currently
20113060	StrongholdCurDayIsStay	Paused currently
20113061	StrongholdGroupChapterError	Stronghold Chapter error
20113062	StrongholdTeamSetRuneRepeat	Energy Field settings repeated
20113063	StrongholdRuneCfgNotExist	Energy Field settings not found
20113064	StrongholdSetSubRuneError	Energy Field Module settings error
20113065	StrongholdSetRuneIdIsNotOpen	This Energy Field is not yet available
20113066	StrongholdGroupStageNotFinish	Current Stronghold stage not cleared, cannot reset
20113067	StrongholdElectricEnergyOverMax	Electricity used exceeds the upper limit
20113068	StrongholdLendCharacterDisableUse	20113068 Use of support characters prohibited
20113069	StrongholdFinishGroupUsedElectricOutOfRange	Electricity used exceeds the upper limit of the area
20113070	StrongholdGroupIsFinished	Chapter already cleared
20113071	StrongholdSweepStageConditionIsNull	You cannot auto clear the area
20114001	PartnerTemplateNotFound	Unable to find CUB configuration
20114002	PartnerCapacityNotEnough	Insufficient CUB hangar capacity
20114003	PartnerGetPartnerNotFound	CUB does not exist
20114004	PartnerChangeNameIsTooLong	Name length exceeding 5 characters
20114005	PartnerChangeNameIsNotChange	Name has no change
20114006	PartnerChangeNameIsNull	Name is empty
20114007	PartnerChangeNameIsInvalid	Name contains sensitive characters. Please change it
20114008	PartnerNewPartnerFail	Failed to add CUB
20114009	PartnerCanNotCarryByThisCharacterType	This character type cannot equip a CUB
20114010	PartnerIsLocked	CUB is locked
20114011	PartnerIsUnLock	CUB is unlocked
20114012	PartnerLevelUpUseMaterialsIsEmpty	No CUB upgrade material
20114013	PartnerLevelUpIsMaxLevel	CUB has reached max level
20114014	PartnerGetLevelUpTemplateNotFound	Unable to find CUB upgrade configuration
20114015	PartnerLevelUpLevelLimit	CUB has reached level limit
20114016	PartnerBreakThroughLevelNotEnough	Must reach the max level to overclock
20114017	PartnerBreakThroughIsMaxLevel	CUB overclock full
20114018	PartnerCostPartnerStatusIsLock	One or more CUBs to be consumed is locked
20114019	PartnerCostPartnerIsCarryByCharacter	One or more CUBs to be consumed is equipped
20114020	PartnerCostPartnerIsDifferActivate	Consumed CUB ID is different from the activated CUB ID
20114021	PartnerStarScheduleIsFull	CUB node is full. No need to activate
20114022	PartnerStarScheduleIsNotFull	CUB node is not full. Unable to evolve
20114023	PartnerQualityIsMax	Max quality reached
20114024	PartnerTemplateSkillNotFound	CUB skill configuration not found
20114025	PartnerAllSkillAlreadyFullLevel	All CUB skills have reached max level
20114026	PartnerSkillIdIsNotActivate	Skill unactivated
20114027	PartnerSkillChangeTypeNotTheSame	Skill to replace has different type
20114028	PartnerMainSkillPosCanNotBeTakeOff	Main skill is fixed and cannot be unequipped
20114029	PartnerMainSkillPosCanNotBeWear	Main skill is fixed and cannot be equipped
20114030	PartnerSkillPosHaveNotUnlock	This slot is locked and cannot be equipped
20114031	PartnerSkillSwitchNotSameGroup	The skill to swap does not belong to the same group
20114032	PartnerSkillSwitchElementNotFound	The skill to swap has different element type
20114033	PartnerSkillPosNotChange	Skill slot has not changed
20114034	PartnerComposeChipNotEnough	Insufficient shards to combine
20114035	PartnerHasNotBeCarry	This CUB is not equipped
20114036	PartnerBreakThroughTemplateNotFound	Unable to find CUB overclock configuration
20114037	PartnerQualityTemplateNotFound	Unable to find CUB quality configuration
20114038	PartnerSkillEffectTemplateNotFound	Unable to find CUB skill effect configuration
20114039	PartnerStoryTemplateNotFound	Unable to find CUB story configuration
20114040	PartnerCarryRepeat	This CUB is already equipped by the character
20114041	PartnerCostPartnerIsCanNotBeSelf	Unable to consume self
