Id	Name	Function	Describe	IsShowCourse	ImageAsset[1]	ImageAsset[2]	ImageAsset[3]	ImageAsset[4]	ImageAsset[5]	ImageAsset[6]	ImageAsset[7]	ImageAsset[8]	ImageAsset[9]	ImageAsset[10]	ImageAsset[11]	ImageAsset[12]	ImageAsset[13]	ImageAsset[14]
10109	2-Year Anniversary Shooting Mode	MaverickHelp	2-Year Anniversary Shooting Mode Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpMaverick01.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMaverick02.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMaverick03.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMaverick04.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMaverick05.jpg									
10110	Special Dispatch - White Dispatch	AreaWarRankingList	High-risk Dark Block Contribution Ranking	1	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar01.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar02.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar03.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar04.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar05.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar06.png								
10111	Springtime Tavern	DiceGameActivityHelp	Dice Minigame Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpDiceGame01.png	Assets/Product/Texture/Image/UiHelp/UiHelpDiceGame02.png	Assets/Product/Texture/Image/UiHelp/UiHelpDiceGame03.png	Assets/Product/Texture/Image/UiHelp/UiHelpDiceGame04.png										
10112	Recitativo di Fantasia System Guide	Theatre	Recitativo di Fantasia System Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide01.png	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide02.png	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide03.png	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide04.png										
10113	Recitativo di Fantasia Battle Guide	TheTheatreFightGuide	Recitativo di Fantasia Battle Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide01.png	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide02.png	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide03.png	Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide04.png										
10114	Immunopolis Event Guide	UiDoomsdayChapter	Immunopolis Event Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday201.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday202.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday203.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday204.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday205.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday206.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday207.png							
10115	Immunopolis Event Guide	UiDoomsdayFubenMain	Immunopolis Event Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday201.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday202.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday203.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday204.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday205.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday206.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday207.png							
10116	Immunopolis Exploration Guide	UiDoomsdayExplore	Immunopolis Exploration Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday208.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday209.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday210.png	Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday211.png										
10117	New Year Lottery	UiNewYearLuck	Lottery Ticket Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck1.png	Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck2.png	Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck3.png	Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck4.png										
10118	Farewell Memento	HitMouseHelp	Whac-a-Mole Image	1	Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse01.png	Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse02.png	Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse03.png	Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse04.png	Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse05.png	Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse06.png								
10119	Operation Uniframe	PivotCombatHelp	Operation Uniframe Phase 1 Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat01.png	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat02.png	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat03.png	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat04.png										
10120	Crabsgiving Day	SnowGameHelp	Crabsgiving Day Phase 2 Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame01.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame02.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame03.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame04.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame05.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame06.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame07.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame08.jpg						
10121	Soul Devourer Escape	Escape	Soul Devourer Escape Phase 1 Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpEscape1.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape2.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape3.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape4.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape5.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape6.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape7.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape8.png	Assets/Product/Texture/Image/UiHelp/UiHelpEscape9.png					
10122	Guild Expedition	GuildWarHelp	Guild Expedition Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar1.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar2.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar3.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar4.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar5.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar6.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar7.png							
10123	Operation Uniframe Secondary Area	PivotCombatSecondaryHelp	Operation Uniframe Phase 1 Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat01.png	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat02.png	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat03.png	Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat04.png										
10124	Flipbook Finder	BodyCombineGame	Guess-Who-I-AM Puzzle Image Article	1	Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide01.png	Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide02.png	Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide03.png	Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide04.png	Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide05.png									
10125	Celica's Class - Member Stage Interface	PracticeCharacterDetail	111	1	Assets/Product/Texture/Image/UiHelp/UiHelpPractice1.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPractice2.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPractice3.jpg											
10126	Fortune's Favor	ConsumeActivityMain	1. During [Fortune's Favor], commandants can spend various [R&D Tickets] or [Fortune Pouches] to get [Fortune]. The amount of [Fortune] you can earn is as below (this is the capacity list; for the amount of Fortune you can earn, check your missions for details):\n\nEvent Construct R&D Ticket: 18,450 Fortune, costing up to 150,000 R&D Tickets;\nFortune Pouch: 2,260 Fortune, costing a total of 400 Fortune Pouches;\nTargeted Weapon R&D Ticket: 2,250 Fortune, costing a total of 22,500 R&D Tickets;\nCUB R&D Ticket: 3,480 Fortune, costing a total of 30,000 R&D Tickets;\nBasic Construct R&D Ticket: 220 Fortune, costing a total of 5,000 R&D Tickets;\n\n 2. You can spend Fortune to exchange for Bianca: Veritas Special Effect Coating [Spring Huntress] from [Fortune Merchant] (Portrait included) and other numerous rewards;\n\n 3. By earning 2,000 Fortune, you can get Kamui: Tenebrion Special Effect Coating [Tiger Imperium] for free (Portrait included); by earning 8,888 Fortune, you'll additionally get the special Portrait Frame [Tiger Cloud Tail]!	2														
10127	Black Card Monthly Pass A	MonthcardBg02	1. Purchase the [Black Card Monthly Pass A] to claim 100 Black Cards at 07:00 UTC every day for 30 days.\n2. You may purchase up to 2 [Black Card Monthly Pass A] only. Cannot own [Black Card Monthly Pass A] & [Black Card Monthly Pass C] in a same period.\n3. Once you have purchased a [Black Card Monthly Pass A], you will receive 300 Black Cards immediately.	2														
10128	Serum Monthly Pass	MonthcardBg01	[Character Serum Monthly Pass] After purchasing this, you'll instantly get 680 Black Cards. Starting from the day of purchase, you can claim one Monthly Pass mail at 07:00 UTC every day for 30 days. The mail contains Event Construct R&D Ticket x50 and Serum Bundle β (M) x2.	2														
10129	Weapon Monthly Pass	MonthcardBg03	[Weapon Research Monthly Pass] After purchasing this, you'll instantly get 1190 Black Cards. Starting from the day of purchase, you can claim one Monthly Pass mail at 07:00 UTC every day for 30 days. The mail contains Targeted Weapon R&D Ticket x90 and 6★ Weapon Resonance Shard x1.	2														
10130	Winter Sequence	DoubleTowerActivityHelp	Winter Sequence Image Guide	1	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp01.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp02.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp03.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp04.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp05.png									
10131	Handmade Blessings	YuanxiaoHelp	Handmade Blessings Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao01.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao02.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao03.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao04.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao05.jpg									
10132	Winter Sequence	DoubleTowerDeployHelp	Winter Sequence Add-on Image Guide	1	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp01.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp02.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp03.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp04.png	Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp05.png									
10133	Cat Grab	GoldenMiner	Cat Grab Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpGoldenMiner01.png	Assets/Product/Texture/Image/UiHelp/UiHelpGoldenMiner02.png	Assets/Product/Texture/Image/UiHelp/UiHelpGoldenMiner03.png	Assets/Product/Texture/Image/UiHelp/UiHelpGoldenMiner04.png	Assets/Product/Texture/Image/UiHelp/UiHelpGoldenMiner05.png	Assets/Product/Texture/Image/UiHelp/UiHelpGoldenMiner06.png								
10134	Rabbit Hunt	RpgMakerGame2		1	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame1.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame2.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame3.png											
10135	Plum Snow	RpgMakerGame1		1	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame103.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame203.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame303.png											
10136	Disco Panini	TaikoMasterHelp		1	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster01.png	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster02.png	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster03.png	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster04.png	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster05.png	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster06.png	Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster07.png							
10137	CUB Preset	PartnerPrefabHelp	CUB Preset Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset01.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset02.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset03.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset04.png										
10138	Multidimensional Challenge	MultiDimMain	Multidimensional Challenge Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim01.png	Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim02.png	Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim03.png	Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim04.png	Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim05.png	Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim06.png								
10139	Parkour Mode Position	MoeWarParkourMain	Parkour Mode Position	1	Assets/Product/Texture/Image/UiHelp/UiHelpParkour01.png	Assets/Product/Texture/Image/UiHelp/UiHelpParkour02.png	Assets/Product/Texture/Image/UiHelp/UiHelpParkour03.png	Assets/Product/Texture/Image/UiHelp/UiHelpParkour04.png										
10140	United Command Bureau	GuildDorm	United Command Bureau Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm1.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuild2.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpGuild3.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm2.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm3.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm4.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm5.png							
10141	Magic Square Funfair	SpecialTrainHelp	Magic Square Funfair Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough01.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough02.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough03.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough04.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough05.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough06.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough07.png							
10142	Inner World	TwoSideTower	Inner World Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower01.png	Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower02.png	Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower03.png	Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower04.png	Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower05.png	Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower06.png								
10143	Recommended Equipment	UiEquipGuideRecommend	Recommended Equipment Screen Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide03.png	Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide04.png												
10144	Equipment Goal	UiEquipGuideDetail	Equipment Goal Screen Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide01.png	Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide02.png												
10145	Summer Thoughts	SummerSignInMain	Event Time: September 27, 2023–October 18, 2023 06:59 (UTC)\n\n1. During the event period, logging in every day rewards 1 postcard check attempt. Your check attempts <color=#0E70BD>reset at 07:00 (UTC) every day</color> and cannot accumulate.\n\n2. You will get 1 limited-time free Research chance by opening a postcard. It will <color=#0E70BD>expire at 07:00 (UTC)</color>. Please use it before its expiration.\n\nReward Info: You can acquire up to 3 free Research that can be chosen from [Themed Character/Fate Themed Character], 3 free Research that can be chosen from [Arrival Target Character/Fate Arrival Target Character], 4 [Target Weapon] free Research, and 4 [Basic Character] free Research.	2														
10146	Midsummer Memento	SummerEpisodeHelp	Midsummer Memento Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode201.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode202.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode203.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode204.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode205.png									
10147	Exam System - Course Screen	SpecialTrainHelp	Exam System - Course Screen Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpCourse5.png	Assets/Product/Texture/Image/UiHelp/UiHelpCourse1.png	Assets/Product/Texture/Image/UiHelp/UiHelpCourse2.png											
10148	Exam System - Exam Screen	MoeWarParkourMain	Exam System - Exam Screen Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpCourse6.png	Assets/Product/Texture/Image/UiHelp/UiHelpCourse3.png	Assets/Product/Texture/Image/UiHelp/UiHelpCourse4.png											
10149	Guild Expedition Dangerous Cliff	GuildWarHelpPanda	Guild Expedition Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar8.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar9.png	Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar10.png											
10150	Starry Conversations	PokerGuessing	Starry Conversations Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing1.png	Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing2.png	Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing3.png	Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing4.png										
10151	Cursed Waves	BiancaTheatre	Cursed Waves Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre01.png	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre02.png	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre03.png	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre04.png	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre05.png	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre06.png	Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre07.png							
10152	Music Player	GuildDormMusicPlayer	Command Bureau Music Player Instructions:\n1. Only Commander-in-Chief and Deputy Commander are authorized to <color=#0E70BD>edit the playlist</color>:\n      Tap <color=#0E70BD>Edit</color> to open the editing screen;\n      Tap <color=#0E70BD>Pin</color> to put a desired song to the top;\n      Tap <color=#0E70BD>Delete</color> to remove songs from the current playlist;\n      Tap <color=#0E70BD>Library</color> to open the song library;\n      Tap to select your favorite songs and add them to your current playlist.\n\n2. Command Bureau members can select and play a song from the current playlist:\n      The playlist will <color=#0E70BD>loop continuously</color> unless otherwise set.	2														
20001		Draw		2														
20002		Strongholdone	111	1	Assets/Product/Texture/Image/UiHelp/UiHelpBfrt1.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpBfrt2.jpg												
20003		Strongholdtwo	111	1	Assets/Product/Texture/Image/UiHelp/UiHelpBfrt3.jpg													
20004		Strongholdthree	111	1	Assets/Product/Texture/Image/UiHelp/UiHelpBfrt4.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpBfrt5.jpg												
1000039	Autopoiesis Maze	InfestorExplore2	111	1	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore1.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore2.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore3.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore4.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore5.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore6.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpInfestorExplore7.jpg							
1010128	Black Card Monthly Pass C	MonthcardBg04	1. Purchase the [Black Card Monthly Pass C] to claim 90 Black Cards at 07:00 UTC every day for 30 days.\n2. You may purchase up to 2 [Black Card Monthly Pass C] only. Cannot own [Black Card Monthly Pass A] and [Black Card Monthly Pass C] in a same period.\n3. Once you have purchased a [Black Card Monthly Pass C], you will receive 300 Black Cards immediately.	2														
