Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
84100109	10105		10010301																													Unlocks after clearing Main Story 1-9
84100110	10105		10010302																													Unlocks after clearing Main Story 1-10
84100111	10105		10010303																													Unlocks after clearing Main Story 1-11
84100112	10105		10010304																													Unlocks after clearing Main Story 1-12
84100201	10105		10020101																													Unlocks after clearing Main Story 2-1
84100202	10105		10020102																													Unlocks after clearing Main Story 2-2
84100203	10105		10020103																													Unlocks after clearing Main Story 2-3
84100204	10105		10020104																													Unlocks after clearing Main Story 2-4
84100205	10105		10020201																													Unlocks after clearing Main Story 2-5
84100206	10105		10020202																													Unlocks after clearing Main Story 2-6
84100207	10105		10020203																													Unlocks after clearing Main Story 2-7
84100208	10105		10020204																													Unlocks after clearing Main Story 2-8
84100209	10105		10020301																													Unlocks after clearing Main Story 2-9
84100210	10105		10020302																													Unlocks after clearing Main Story 2-10
84100211	10105		10020303																													Unlocks after clearing Main Story 2-11
84100212	10105		10020304																													Unlocks after clearing Main Story 2-12
84100301	10105		10030101																													Unlocks after clearing Main Story 3-1
84100302	10105		10030102																													Unlocks after clearing Main Story 3-2
84100303	10105		10030103																													Unlocks after clearing Main Story 3-3
84100304	10105		10030104																													Unlocks after clearing Main Story 3-4
84100305	10105		10030201																													Unlocks after clearing Main Story 3-5
84100306	10105		10030202																													Unlocks after clearing Main Story 3-6
84100307	10105		10030203																													Unlocks after clearing Main Story 3-7
84100308	10105		10030204																													Unlocks after clearing Main Story 3-8
84100309	10105		10030301																													Unlocks after clearing Main Story 3-9
84100310	10105		10030302																													Unlocks after clearing Main Story 3-10
84100311	10105		10030303																													Unlocks after clearing Main Story 3-11
84100312	10105		10030304																													Unlocks after clearing Main Story 3-12
84100401	10105		10040101																													Unlocks after clearing Main Story 4-1
84100402	10105		10040102																													Unlocks after clearing Main Story 4-2
84100403	10105		10040103																													Unlocks after clearing Main Story 4-3
84100404	10105		10040104																													Unlocks after clearing Main Story 4-4
84100405	10105		10040201																													Unlocks after clearing Main Story 4-5
84100406	10105		10040202																													Unlocks after clearing Main Story 4-6
84100407	10105		10040203																													Unlocks after clearing Main Story 4-7
84100408	10105		10040204																													Unlocks after clearing Main Story 4-8
84100409	10105		10040301																													Unlocks after clearing Main Story 4-9
84100410	10105		10040302																													Unlocks after clearing Main Story 4-10
84100411	10105		10040303																													Unlocks after clearing Main Story 4-11
84100412	10105		10040304																													Unlocks after clearing Main Story 4-12
84100501	10105		10050101																													Unlocks after clearing Main Story 5-1
84100502	10105		10050102																													Unlocks after clearing Main Story 5-2
84100503	10105		10050103																													Unlocks after clearing Main Story 5-3
84100504	10105		10050104																													Unlocks after clearing Main Story 5-4
84100505	10105		10050201																													Unlocks after clearing Main Story 5-5
84100506	10105		10050202																													Unlocks after clearing Main Story 5-6
84100507	10105		10050203																													Unlocks after clearing Main Story 5-7
84100508	10105		10050204																													Unlocks after clearing Main Story 5-8
84100509	10105		10050301																													Unlocks after clearing Main Story 5-9
84100510	10105		10050302																													Unlocks after clearing Main Story 5-10
84100511	10105		10050303																													Unlocks after clearing Main Story 5-11
84100512	10105		10050304																													Unlocks after clearing Main Story 5-12
84100601	10105		10060101																													Unlocks after clearing Main Story 6-1
84100602	10105		10060102																													Unlocks after clearing Main Story 6-2
84100603	10105		10060103																													Unlocks after clearing Main Story 6-3
84100604	10105		10060104																													Unlocks after clearing Main Story 6-4
84100605	10105		10060201																													Unlocks after clearing Main Story 6-5
84100606	10105		10060202																													Unlocks after clearing Main Story 6-6
84100607	10105		10060203																													Unlocks after clearing Main Story 6-7
84100608	10105		10060204																													Unlocks after clearing Main Story 6-8
84100609	10105		10060301																													Unlocks after clearing Main Story 6-9
84100610	10105		10060302																													Unlocks after clearing Main Story 6-10
84100611	10105		10060303																													Unlocks after clearing Main Story 6-11
84100612	10105		10060304																													Unlocks after clearing Main Story 6-12
84100701	10105		10070101																													Unlocks after clearing Main Story 7-1
84100702	10105		10070102																													Unlocks after clearing Main Story 7-2
84100703	10105		10070103																													Unlocks after clearing Main Story 7-3
84100704	10105		10070104																													Unlocks after clearing Main Story 7-4
84100705	10105		10070201																													Unlocks after clearing Main Story 7-5
84100706	10105		10070202																													Unlocks after clearing Main Story 7-6
84100707	10105		10070203																													Unlocks after clearing Main Story 7-7
84100708	10105		10070204																													Unlocks after clearing Main Story 7-8
84100709	10105		10070301																													Unlocks after clearing Main Story 7-9
84100710	10105		10070302																													Unlocks after clearing Main Story 7-10
84100711	10105		10070303																													Unlocks after clearing Main Story 7-11
84100712	10105		10070304																													Unlocks after clearing Main Story 7-12
84100801	10105		10080101																													Unlocks after clearing Main Story 8-1
84100802	10105		10080102																													Unlocks after clearing Main Story 8-2
84100803	10105		10080103																													Unlocks after clearing Main Story 8-3
84100804	10105		10080104																													Unlocks after clearing Main Story 8-4
84100805	10105		10080201																													Unlocks after clearing Main Story 8-5
84100806	10105		10080202																													Unlocks after clearing Main Story 8-6
84100807	10105		10080203																													Unlocks after clearing Main Story 8-7
84100808	10105		10080204																													Unlocks after clearing Main Story 8-8
84100809	10105		10080301																													Unlocks after clearing Main Story 8-9
84100810	10105		10080302																													Unlocks after clearing Main Story 8-10
84100811	10105		10080303																													Unlocks after clearing Main Story 8-11
84100812	10105		10080304																													Unlocks after clearing Main Story 8-12
84100901	10105		10090101																													Unlocks after clearing Main Story 9-1
84100902	10105		10090102																													Unlocks after clearing Main Story 9-2
84100903	10105		10090103																													Unlocks after clearing Main Story 9-3
84100904	10105		10090104																													Unlocks after clearing Main Story 9-4
84100905	10105		10090201																													Unlocks after clearing Main Story 9-5
84100906	10105		10090202																													Unlocks after clearing Main Story 9-6
84100907	10105		10090203																													Unlocks after clearing Main Story 9-7
84100908	10105		10090204																													Unlocks after clearing Main Story 9-8
84100909	10105		10090301																													Unlocks after clearing Main Story 9-9
84100910	10105		10090302																													Unlocks after clearing Main Story 9-10
84100911	10105		10090303																													Unlocks after clearing Main Story 9-11
84100912	10105		10090304																													Unlocks after clearing Main Story 9-12
84100913	10105		10090401																													Unlocks after clearing Main Story 9-13
84101001	10105		10100101																													Unlocks after clearing Main Story 10-1
84101002	10105		10100102																													Unlocks after clearing Main Story 10-2
84101003	10105		10100103																													Unlocks after clearing Main Story 10-3
84101004	10105		10100104																													Unlocks after clearing Main Story 10-4
84101005	10105		10100201																													Unlocks after clearing Main Story 10-5
84101006	10105		10100202																													Unlocks after clearing Main Story 10-6
84101007	10105		10100203																													Unlocks after clearing Main Story 10-7
84101008	10105		10100204																													Unlocks after clearing Main Story 10-8
84101009	10105		10100301																													Unlocks after clearing Main Story 10-9
84101010	10105		10100302																													Unlocks after clearing Main Story 10-10
84101011	10105		10100303																													Unlocks after clearing Main Story 10-11
84101012	10105		10100304																													Unlocks after clearing Main Story 10-12
84101101	10105		10110101																													Unlocks after clearing Main Story 11-1
84101102	10105		10110102																													Unlocks after clearing Main Story 11-2
84101103	10105		10110103																													Unlocks after clearing Main Story 11-3
84101104	10105		10110104																													Unlocks after clearing Main Story 11-4
84101105	10105		10110105																													Unlocks after clearing Main Story 11-5
84101106	10105		10110106																													Unlocks after clearing Main Story 11-6
84101107	10105		10110107																													Unlocks after clearing Main Story 11-7
84101108	10105		10110108																													Unlocks after clearing Main Story 11-8
84101109	10105		10110109																													Unlocks after clearing Main Story 11-9
84101110	10105		10110112																													Unlocks after clearing Main Story 11-10
84101111	10105		10110113																													Unlocks after clearing Main Story 11-11
84101112	10105		10110111																													Unlocks after clearing Main Story 11-12
84101201	10105		10120101																													Unlocks after clearing Main Story 12-1
84101202	10105		10120102																													Unlocks after clearing Main Story 12-2
84101203	10105		10120103																													Unlocks after clearing Main Story 12-3
84101204	10105		10120104																													Unlocks after clearing Main Story 12-4
84101205	10105		10120105																													Unlocks after clearing Main Story 12-5
84101206	10105		10120106																													Unlocks after clearing Main Story 12-6
84101207	10105		10120107																													Unlocks after clearing Main Story 12-7
84101208	10105		10120108																													Unlocks after clearing Main Story 12-8
84101209	10105		10120109																													Unlocks after clearing Main Story 12-9
84101210	10105		10120110																													Unlocks after clearing Main Story 12-10
84101211	10105		10120111																													Unlocks after clearing Main Story 12-11
84101212	10105		10120112																													Unlocks after clearing Main Story 12-12
84101213	10105		10120113																													Unlocks after clearing Main Story 12-13
84101214	10105		10120114																													Unlocks after clearing Main Story 12-14
84101215	10105		10120115																													Unlocks after clearing Main Story 12-15
84101216	10105		10120116																													Unlocks after clearing Main Story 12-16
84101217	10105		10120117																													Unlocks after clearing Main Story 12-17
84101218	10105		10120118																													Unlocks after clearing Main Story 12-18
84101219	10105		10120119																													Unlocks after clearing Main Story 12-19
84101220	10105		10120120																													Unlocks after clearing Main Story 12-20
84101221	10105		10120121																													Unlocks after clearing Main Story 12-21
84101222	10105		10120122																													Unlocks after clearing Main Story 12-22
84101223	10105		10120123																													Unlocks after clearing Main Story 12-23
84101224	10105		10120124																													Unlocks after clearing Main Story 12-24
84101225	10105		10120125																													Unlocks after clearing Main Story 12-25
84101226	10105		10120126																													Unlocks after clearing Main Story 12-26
84101301	10105		10130200																													Clear Decision Altitude in <color=#FFE002>Regular mode</color>
84101302	10105		10130171																													Clear A Familiar Sight in <color=#FFE002>Regular mode</color>
84101303	10105		10130172																													Clear Unexpected Bolt in <color=#FFE002>Regular mode</color>
84101304	10105		10130201																													Clear Fake Friendship in <color=#FFE002>Regular mode</color>
84101305	10105		10130202																													Clear Profile of Bait in <color=#FFE002>Regular mode</color>
84101306	10105		10130203																													Clear Fragile Relationship in <color=#FFE002>Regular mode</color>
84101307	10105		10130173																													Clear Breaking a Deadlock in <color=#FFE002>Regular mode</color>
84101308	10105		10130204																													Clear Shutting in <color=#FFE002>Regular mode</color>
84101309	10105		10130174																													Clear "Huaxu" in <color=#FFE002>Regular mode</color>
84101310	10105		10130205																													Clear S.S.D.D in <color=#FFE002>Regular mode</color>
84101311	10105		10130206																													Clear Enhanced Inverse in <color=#FFE002>Regular mode</color>
84101312	10105		10130207																													Clear Restore Clue in <color=#FFE002>Regular mode</color>
84101313	10105		10130208																													Clear Enemies in Sight in <color=#FFE002>Regular mode</color>
84101314	10105		10130175																													Clear Crimson Tide in <color=#FFE002>Regular mode</color>
84101315	10105		10130209																													Clear Shades of the Past in <color=#FFE002>Regular mode</color>
84101316	10105		10130210																													Clear Piper in <color=#FFE002>Regular mode</color>
84101317	10105		10130176																													Clear Hetero-Creature in <color=#FFE002>Regular mode</color>
84101318	10105		10130211																													Clear Plunder & Sacrifice in <color=#FFE002>Regular mode</color>
84101319	10105		10130212																													Clear Past & Future in <color=#FFE002>Regular mode</color>
84101320	10105		10130213																													Clear Blood Link in <color=#FFE002>Regular mode</color>
84101321	10105		10130214																													Clear Continue Forward in <color=#FFE002>Regular mode</color>
84101322	10105		10130215																													Clear Full of Thorns in <color=#FFE002>Regular mode</color>
84101323	10105		10130177																													Clear We Were Here in <color=#FFE002>Regular mode</color>
84101324	10105		10130216																													Clear Shattered Shards in <color=#FFE002>Regular mode</color>
84101325	10105		10130217																													Clear City of Fakes in <color=#FFE002>Regular mode</color>
84101326	10105		10130218																													Clear Red Tide's Guidance in <color=#FFE002>Regular mode</color>
84101327	10105		10130178																													Clear Welcoming Ceremony in <color=#FFE002>Regular mode</color>
84101328	10105		10130219																													Clear Curtain in <color=#FFE002>Regular mode</color>
84101329	10105		10130220																													Clear Unexpected Support in <color=#FFE002>Regular mode</color>
84101330	10105		10130179																													Clear Ascension Secrets in <color=#FFE002>Regular mode</color>
84101331	10105		10130221																													Clear Test in <color=#FFE002>Regular mode</color>
84101332	10105		10130180																													Clear Question in <color=#FFE002>Regular mode</color>
84101333	10105		10130181																													Clear Fury of the Agent in <color=#FFE002>Regular mode</color>
84101334	10105		10130222																													Clear Master of Ceremony in <color=#FFE002>Regular mode</color>
84101335	10105		10130223																													Clear Cross the Bridge in <color=#FFE002>Regular mode</color>
84101336	10105		10130224																													Clear Huaxu's Projection in <color=#FFE002>Regular mode</color>
84101337	10105		10130225																													Clear Visitor in <color=#FFE002>Regular mode</color>
84101338	10105		10130226																													Clear Crimson Resolve in <color=#FFE002>Regular mode</color>
84101339	10105		10130227																													Clear Divergence Point in <color=#FFE002>Regular mode</color>
84101340	10105		10130228																													Clear Sealed Past in <color=#FFE002>Regular mode</color>
84101341	10105		10130229																													Clear Shards of Remorse in <color=#FFE002>Regular mode</color>
84101342	10105		10130230																													Clear Chaotic Memories in <color=#FFE002>Regular mode</color>
84101343	10105		10130231																													Clear Lost Heart in <color=#FFE002>Regular mode</color>
84101344	10105		10130182																													Clear Lucia in <color=#FFE002>Regular mode</color>
84101345	10105		10130232																													Clear To the Future in <color=#FFE002>Regular mode</color>
84101346	10105		10130233																													Clear Polyphage Abyss in <color=#FFE002>Regular mode</color>
84101347	10105		10130234																													Clear A Perfect Disguise? in <color=#FFE002>Regular mode</color>
84101348	10105		10130235																													Clear Audio Analysis in <color=#FFE002>Regular mode</color>
84101349	10105		10130236																													Clear Mermaid's Gift in <color=#FFE002>Regular mode</color>
84101350	10105		10130237																													Clear Mermaid Caught Up in <color=#FFE002>Regular mode</color>
84101351	10105		10130238																													Clear Horrifying Marks in <color=#FFE002>Regular mode</color>
84101352	10105		10130183																													Clear Cannibalism in <color=#FFE002>Regular mode</color>
84101353	10105		10130239																													Clear Resolve in <color=#FFE002>Regular mode</color>
84101354	10105		10130240																													Clear Mermaid's Purpose in <color=#FFE002>Regular mode</color>
84101355	10105		10130184																													Clear Huge Threat in <color=#FFE002>Regular mode</color>
84101356	10105		10130241																													Clear Confession in <color=#FFE002>Regular mode</color>
84101357	10105		10130185																													Clear Race Against Time in <color=#FFE002>Regular mode</color>
84101358	10105		10130186																													Clear Awake and Destroy in <color=#FFE002>Regular mode</color>
84101401	10105		10140101																													Unlocks after clearing Main Story 14-1
84101402	10105		10140102																													Unlocks after clearing Main Story 14-2
84101403	10105		10140103																													Unlocks after clearing Main Story 14-3
84101404	10105		10140104																													Unlocks after clearing Main Story 14-4
84101405	10105		10140105																													Unlocks after clearing Main Story 14-5
84101406	10105		10140106																													Unlocks after clearing Main Story 14-6
84101407	10105		10140107																													Unlocks after clearing Main Story 14-7
84101408	10105		10140108																													Unlocks after clearing Main Story 14-8
84101409	10105		10140109																													Unlocks after clearing Main Story 14-9
84101410	10105		10140110																													Unlocks after clearing Main Story 14-10
84101411	10105		10140111																													Unlocks after clearing Main Story 14-11
84101412	10105		10140112																													Unlocks after clearing Main Story 14-12
84101413	10105		10140113																													Unlocks after clearing Main Story 14-13
84101414	10105		10140114																													Unlocks after clearing Main Story 14-14
84101415	10105		10140115																													Unlocks after clearing Main Story 14-15
84101501	10105		10150101																													Unlocks after clearing Main Story 15-1
84101502	10105		10150102																													Unlocks after clearing Main Story 15-2
84101503	10105		10150103																													Unlocks after clearing Main Story 15-3
84101504	10105		10150104																													Unlocks after clearing Main Story 15-4
84101505	10105		10150105																													Unlocks after clearing Main Story 15-5
84101506	10105		10150106																													Unlocks after clearing Main Story 15-6
84101507	10105		10150107																													Unlocks after clearing Main Story 15-7
84101508	10105		10150108																													Unlocks after clearing Main Story 15-8
84101509	10105		10150109																													Unlocks after clearing Main Story 15-9
84101510	10105		10150110																													Unlocks after clearing Main Story 15-10
84101511	10105		10150111																													Unlocks after clearing Main Story 15-11
84101512	10105		10150112																													Unlocks after clearing Main Story 15-12
84101513	10105		10150113																													Unlocks after clearing Main Story 15-13
84101514	10105		10150114																													Unlocks after clearing Main Story 15-14
84101515	10105		10150115																													Unlocks after clearing Main Story 15-15
84101516	10105		10150116																													Unlocks after clearing Main Story 15-16
84101517	10105		10150117																													Unlocks after clearing Main Story 15-17
84101601	10105		10160101																													Unlocks after clearing Main Story 16-1
84101602	10105		10160102																													Unlocks after clearing Main Story 16-2
84101603	10105		10160103																													Unlocks after clearing Main Story 16-3
84101604	10105		10160104																													Unlocks after clearing Main Story 16-4
84101605	10105		10160105																													Unlocks after clearing Main Story 16-5
84101606	10105		10160106																													Unlocks after clearing Main Story 16-6
84101607	10105		10160107																													Unlocks after clearing Main Story 16-7
84101608	10105		10160108																													Unlocks after clearing Main Story 16-8
84101609	10105		10160109																													Unlocks after clearing Main Story 16-9
84101610	10105		10160110																													Unlocks after clearing Main Story 16-10
84101611	10105		10160111																													Unlocks after clearing Main Story 16-11
84101612	10105		10160112																													Unlocks after clearing Main Story 16-12
84101613	10105		10160113																													Unlocks after clearing Main Story 16-13
84101614	10105		10160114																													Unlocks after clearing Main Story 16-14
84101615	10105		10160115																													Unlocks after clearing Main Story 16-15
84101700	10105		10170100																													Unlocks after clearing Main Story 17-0
84101701	10105		10170101																													Unlocks after clearing Main Story 17-1
84101702	10105		10170102																													Unlocks after clearing Main Story 17-2
84101703	10105		10170103																													Unlocks after clearing Main Story 17-3
84101704	10105		10170104																													Unlocks after clearing Main Story 17-4
84101705	10105		10170105																													Unlocks after clearing Main Story 17-5
84101706	10105		10170106																													Unlocks after clearing Main Story 17-6
84101707	10105		10170107																													Unlocks after clearing Main Story 17-7
84101708	10105		10170108																													Unlocks after clearing Main Story 17-8
84101709	10105		10170109																													Unlocks after clearing Main Story 17-9
84101710	10105		10170110																													Unlocks after clearing Main Story 17-10
84101711	10105		10170111																													Unlocks after clearing Main Story 17-11
84101712	10105		10170112																													Unlocks after clearing Main Story 17-12
84101713	10105		10170113																													Unlocks after clearing Main Story 17-13
84101714	10105		10170114																													Unlocks after clearing Main Story 17-14
84101715	10105		10170115																													Unlocks after clearing Main Story 17-15
84101716	10105		10170116																													Unlocks after clearing Main Story 17-16
84101717	10105		10170117																													Unlocks after clearing Main Story 17-17
84101718	10105		10170118																													Unlocks after clearing Main Story 17-18
84101719	10105		10170119																													Unlocks after clearing Main Story 17-19
84101720	10105		10170120																													Unlocks after clearing Main Story 17-20
84101721	10105		10170121																													Unlocks after clearing Main Story 17-21
84101722	10105		10170122																													Unlocks after clearing Main Story 17-22
84101723	10105		10170123																													Unlocks after clearing Main Story 17-23
84101724	10105		10170124																													Unlocks after clearing Main Story 17-24
84101725	10105		10170126																													Unlocks after clearing Main Story 17-25
84101726	10105		10170127																													Unlocks after clearing Main Story 17-26
84101727	10105		10170125																													Unlocks after clearing Main Story 17-27
84101728	10105		10170128																													Unlocks after clearing Main Story 17-28
84101750	17000		3																													Complete Ending I of Recitativo di Fantasia
84101751	17000		8																													Complete Ending II of Recitativo di Fantasia
84101752	17000		14																													Complete Ending III of Recitativo di Fantasia
84101753	17000		20																													Complete Ending IV of Recitativo di Fantasia
84101754	17000		26																													Complete Ending V of Recitativo di Fantasia
84101755	17000		14																													Recitativo di Fantasia reaches Ending III: Walking on the Truth
84101756	17000		3																													Recitativo di Fantasia reaches Ending I: Unfinished Epilogue
84101757	17000		6																													Clear Recitativo Di Fantasia Scene 3 for the second time
84101758	17000		8																													Recitativo di Fantasia reaches Ending II: Death of the Piper
84101759	17000		26																													Recitativo di Fantasia reaches Ending V: In the Name of Iris
84101760	17000		20																													Recitativo di Fantasia reaches Ending IV: Peony and Iris
84101771	10105		15020121																													Clear Floating Record ER00-1 to unlock
84101772	10105		15020122																													Clear Floating Record ER00-2 to unlock
84101773	10105		15020123																													Clear Floating Record ER00-3 to unlock
84101774	10105		15020124																													Clear Floating Record ER00-4 to unlock
84101775	10105		15020125																													Clear Floating Record ER00-5 to unlock
84101776	10105		15020126																													Clear Floating Record ER00-6 to unlock
84101777	10105		15020127																													Clear Floating Record ER00-7 to unlock
84101778	10105		15020128																													Clear Floating Record ER00-8 to unlock
84101779	10105		15020129																													Clear Floating Record ER00-9 to unlock
84101780	10105		15020130																													Clear Floating Record ER00-10 to unlock
84101801	10105		10180101																													Unlocks after clearing Main Story 18-1
84101802	10105		10180102																													Unlocks after clearing Main Story 18-2
84101803	10105		10180103																													Unlocks after clearing Main Story 18-3
84101804	10105		10180104																													Unlocks after clearing Main Story 18-4
84101805	10105		10180105																													Unlocks after clearing Main Story 18-5
84101806	10105		10180106																													Unlocks after clearing Main Story 18-6
84101807	10105		10180107																													Unlocks after clearing Main Story 18-7
84101808	10105		10180108																													Unlocks after clearing Main Story 18-8
84101809	10105		10180109																													Unlocks after clearing Main Story 18-9
84101810	10105		10180110																													Unlocks after clearing Main Story 18-10
84101811	10105		10180111																													Unlocks after clearing Main Story 18-11
84101812	10105		10180112																													Unlocks after clearing Main Story 18-12
84101813	10105		10180113																													Unlocks after clearing Main Story 18-13
84101814	10105		10180114																													Unlocks after clearing Main Story 18-14
84101815	10105		10180115																													Unlocks after clearing Main Story 18-15
84101816	10105		10180116																													Unlocks after clearing Main Story 18-16
84101817	10105		10180117																													Unlocks after clearing Main Story 18-17
84101818	10105		10180118																													Unlocks after clearing Main Story 18-18
84101819	10105		10180119																													Unlocks after clearing Main Story 18-19
84101820	10105		10180120																													Unlocks after clearing Main Story 18-20
84101821	10105		10180121																													Unlocks after clearing Main Story 18-21
84101901	10105		15020210																													Clear Floating Record ER01-1 to unlock
84101902	10105		15020211																													Clear Floating Record ER01-2 to unlock
84101903	10105		15020212																													Clear Floating Record ER01-3 to unlock
84101904	10105		15020213																													Clear Floating Record ER01-4 to unlock
84101905	10105		15020214																													Clear Floating Record ER01-5 to unlock
84101906	10105		15020215																													Clear Floating Record ER01-6 to unlock
84101907	10105		15020216																													Clear Floating Record ER01-7 to unlock
84101908	10105		15020217																													Clear Floating Record ER01-8 to unlock
84101909	10105		15020218																													Clear Floating Record ER01-9 to unlock
84101910	10105		15020219																													Clear Floating Record ER01-10 to unlock
84101911	10105		15020220																													Clear Floating Record ER01-11 to unlock
84101912	10105		15020221																													Clear Floating Record ER01-12 to unlock
84101913	10105		15020222																													Clear Floating Record ER01-13 to unlock
84101914	10105		15020223																													Clear Floating Record ER01-14 to unlock
84102001	10105		10190101																													Unlocks after clearing Main Story 19-1
84102002	10105		10190102																													Unlocks after clearing Main Story 19-2
84102003	10105		10190103																													Unlocks after clearing Main Story 19-3
84102004	10105		10190104																													Unlocks after clearing Main Story 19-4
84102005	10105		10190105																													Unlocks after clearing Main Story 19-5
84102006	10105		10190106																													Unlocks after clearing Main Story 19-6
84102007	10105		10190107																													Unlocks after clearing Main Story 19-7
84102008	10105		10190108																													Unlocks after clearing Main Story 19-8
84102009	10105		10190109																													Unlocks after clearing Main Story 19-9
84102010	10105		10190110																													Unlocks after clearing Main Story 19-10
84102011	10105		10190111																													Unlocks after clearing Main Story 19-11
84102012	10105		10190112																													Unlocks after clearing Main Story 19-12
84102013	10105		10190113																													Unlocks after clearing Main Story 19-13
84102014	10105		10190114																													Unlocks after clearing Main Story 19-14
84102015	10105		10190115																													Unlocks after clearing Main Story 19-15
84102016	10105		10190116																													Unlocks after clearing Main Story 19-16
84102017	10105		10190117																													Unlocks after clearing Main Story 19-17
84102018	10105		10190118																													Unlocks after clearing Main Story 19-18
84102019	10105		10190119																													Unlocks after clearing Main Story 19-19
84102020	10105		10190120																													Unlocks after clearing Main Story 19-20
84102021	10105		10190121																													Unlocks after clearing Main Story 19-21
84102022	10105		10190122																													Unlocks after clearing Main Story 19-22
84102101	10105		15020301																													Clear Floating Record ER02-1 to unlock
84102102	10105		15020302																													Clear Floating Record ER02-2 to unlock
84102103	10105		15020303																													Clear Floating Record ER02-3 to unlock
84102104	10105		15020304																													Clear Floating Record ER02-4 to unlock
84102105	10105		15020305																													Clear Floating Record ER02-5 to unlock
84102106	10105		15020306																													Clear Floating Record ER02-6 to unlock
84102107	10105		15020307																													Clear Floating Record ER02-7 to unlock
84102108	10105		15020308																													Clear Floating Record ER02-8 to unlock
84102109	10105		15020309																													Clear Floating Record ER02-9 to unlock
84102110	10105		15020310																													Clear Floating Record ER02-10 to unlock
84102111	10105		15020311																													Clear Floating Record ER02-11 to unlock
84102112	10105		15020312																													Clear Floating Record ER02-12 to unlock
84102113	10105		15020313																													Clear Floating Record ER02-13 to unlock
84102114	10105		15020314																													Clear Floating Record ER02-14 to unlock
84102115	10105		15020315																													Clear Floating Record ER02-15 to unlock
84102116	10105		15020316																													Clear Floating Record ER02-16 to unlock
84102117	10105		15020317																													Clear Floating Record ER02-17 to unlock
84102118	10105		15020318																													Clear Floating Record ER02-18 to unlock
84102119	10105		15020319																													Clear Floating Record ER02-19 to unlock
84102120	10105		15020320																													Clear Floating Record ER02-20 to unlock
84102121	10105		15020321																													Clear Floating Record ER02-21 to unlock
84102122	10105		15020322																													Clear Floating Record ER02-22 to unlock
84102123	10105		15020323																													Clear Floating Record ER02-23 to unlock
84102124	10105		15020324																													Clear Floating Record ER02-24 to unlock
84102201	10105		10200101																													Unlocks after clearing Main Story 20-1
84102202	10105		10200102																													Unlocks after clearing Main Story 20-2
84102203	10105		10200103																													Unlocks after clearing Main Story 20-3
84102204	10105		10200104																													Unlocks after clearing Main Story 20-4
84102205	10105		10200105																													Unlocks after clearing Main Story 20-5
84102206	10105		10200106																													Unlocks after clearing Main Story 20-6
84102207	10105		10200107																													Unlocks after clearing Main Story 20-7
84102208	10105		10200109																													Unlocks after clearing Main Story 20-8
84102209	10105		10200110																													Unlocks after clearing Main Story 20-9
84102210	10105		10200111																													Unlocks after clearing Main Story 20-10
84102211	10105		10200112																													Unlocks after clearing Main Story 20-11
84102212	10105		10200113																													Unlocks after clearing Main Story 20-12
84102213	10105		10200114																													Unlocks after clearing Main Story 20-13
84102214	10105		10200115																													Unlocks after clearing Main Story 20-14
84102215	10105		10010003																													Unlocks after clearing Main Story 20-14
84102216	10105		30130409																													Unlocks after clearing Slumberland Stage 2
84102217	10105		30130410																													Unlocks after clearing Slumberland Stage 3
84102301	10105		15020401																													Clear Floating Record ER03-1 to unlock
84102302	10105		15020402																													Clear Floating Record ER03-2 to unlock
84102303	10105		15020403																													Clear Floating Record ER03-3 to unlock
84102304	10105		15020404																													Clear Floating Record ER03-4 to unlock
84102305	10105		15020405																													Clear Floating Record ER03-5 to unlock
84102306	10105		15020406																													Clear Floating Record ER03-6 to unlock
84102307	10105		15020407																													Clear Floating Record ER03-7 to unlock
84102308	10105		15020408																													Clear Floating Record ER03-8 to unlock
84102309	10105		15020409																													Clear Floating Record ER03-9 to unlock
84102310	10105		15020410																													Clear Floating Record ER03-10 to unlock
84102311	10105		15020411																													Clear Floating Record ER03-11 to unlock
84102312	10105		15020412																													Clear Floating Record ER03-12 to unlock
84102313	10105		15020413																													Clear Floating Record ER03-13 to unlock
84102451	10105		10210114																													Unlocks after clearing Main Story (Normal) 21-13
84102452	10105		10210214																													Unlocks after clearing Main Story (Normal) 21-13
84102453	10105		10210216																													Unlocks after clearing Main Story (Normal) 21-14
84102454	10105		10210218																													Unlocks after clearing Main Story (Normal) 21-15
84102455	10105		10210115																													Unlocks after clearing Main Story (Mutate) 0-1
84102456	10105		10210117																													Unlocks after clearing Main Story (Mutate) 2-1
84102457	10105		10210119																													Unlocks after clearing Main Story (Mutate) 5-1
84102458	10105		10210121																													Unlocks after clearing Main Story (Mutate) 8-1
84102459	10105		21000110																													Unlocks after clearing Side Story Arcade Anima: Watanabe No.1
84102460	10105		21000111																													Unlocks after clearing Side Story Arcade Anima: Watanabe No.2
84102461	10105		21000112																													Unlocks after clearing Side Story Arcade Anima: Watanabe No.3
84102462	10105		21000113																													Unlocks after clearing Side Story Arcade Anima: Watanabe No.4
84102463	10105		21000114																													Unlocks after clearing Side Story Arcade Anima: Watanabe No.5
84102464	10105		21000210																													Unlocks after clearing Side Story Arcade Anima: Alpha No.1
