Id	DrawId	IsUp	Name	Type	ProbShow	Sort
1282	170068		S-Rank Omniframe (base drop)		1.50%	2
1283	170068		B, A-Rank Omniframe		13.95%	3
1284	170068		Construct shard		22.11%	4
1285	170068		4★ equipment		28.39%	5
1286	170068		Overclock material		14.42%	6
1287	170068		EXP material		4.81%	7
1288	170068		Cog Box		14.42%	8
1289	5000		S-Rank Omniframe (including guaranteed)		1.90%	1
1290	5000		S-Rank Omniframe (base drop)		0.50%	2
1291	5000		B, A-Rank Omniframe		13.95%	3
1292	5000		Construct shard		22.11%	4
1293	5000		4★ equipment		28.39%	5
1294	5000		Overclock material		14.42%	6
1295	5000		EXP material		4.81%	7
1296	5000		Cog Box		14.42%	8
1297	5001		S-Rank Omniframe (including guaranteed)		1.90%	1
1298	5001		S-Rank Omniframe (base drop)		0.50%	2
1299	5001		B, A-Rank Omniframe		13.95%	3
1300	5001		Construct shard		22.11%	4
1301	5001		4★ equipment		28.39%	5
1302	5001		Overclock material		14.42%	6
1303	5001		EXP material		4.81%	7
1304	5001		Cog Box		14.42%	8
1305	5002		S-Rank Omniframe (including guaranteed)		1.90%	1
1306	5002		S-Rank Omniframe (base drop)		0.50%	2
1307	5002		B, A-Rank Omniframe		13.95%	3
1308	5002		Construct shard		22.11%	4
1309	5002		4★ equipment		28.39%	5
1310	5002		Overclock material		14.42%	6
1311	5002		EXP material		4.81%	7
1312	5002		Cog Box		14.42%	8
1313	5003		S-Rank Omniframe (including guaranteed)		1.90%	1
1314	5003		S-Rank Omniframe (base drop)		0.50%	2
1315	5003		B, A-Rank Omniframe		13.95%	3
1316	5003		Construct shard		22.11%	4
1317	5003		4★ equipment		28.39%	5
1318	5003		Overclock material		14.42%	6
1319	5003		EXP material		4.81%	7
1320	5003		Cog Box		14.42%	8
1321	5004		S-Rank Omniframe (including guaranteed)		1.90%	1
1322	5004		S-Rank Omniframe (base drop)		0.50%	2
1323	5004		B, A-Rank Omniframe		13.95%	3
1324	5004		Construct shard		22.11%	4
1325	5004		4★ equipment		28.39%	5
1326	5004		Overclock material		14.42%	6
1327	5004		EXP material		4.81%	7
1328	5004		Cog Box		14.42%	8
1329	5005		S-Rank Omniframe (including guaranteed)		1.90%	1
1330	5005		S-Rank Omniframe (base drop)		0.50%	2
1331	5005		B, A-Rank Omniframe		13.95%	3
1332	5005		Construct shard		22.11%	4
1333	5005		4★ equipment		28.39%	5
1334	5005		Overclock material		14.42%	6
1335	5005		EXP material		4.81%	7
1336	5005		Cog Box		14.42%	8
1337	5006		S-Rank Omniframe (including guaranteed)		1.90%	1
1338	5006		S-Rank Omniframe (base drop)		0.50%	2
1339	5006		B, A-Rank Omniframe		13.95%	3
1340	5006		Construct shard		22.11%	4
1341	5006		4★ equipment		28.39%	5
1342	5006		Overclock material		14.42%	6
1343	5006		EXP material		4.81%	7
1344	5006		Cog Box		14.42%	8
1345	5007		S-Rank Omniframe (including guaranteed)		1.90%	1
1346	5007		S-Rank Omniframe (base drop)		0.50%	2
1347	5007		B, A-Rank Omniframe		13.95%	3
1348	5007		Construct shard		22.11%	4
1349	5007		4★ equipment		28.39%	5
1350	5007		Overclock material		14.42%	6
1351	5007		EXP material		4.81%	7
1352	5007		Cog Box		14.42%	8
1353	5008		S-Rank Omniframe (including guaranteed)		1.90%	1
1354	5008		S-Rank Omniframe (base drop)		0.50%	2
1355	5008		B, A-Rank Omniframe		13.95%	3
1356	5008		Construct shard		22.11%	4
1357	5008		4★ equipment		28.39%	5
1358	5008		Overclock material		14.42%	6
1359	5008		EXP material		4.81%	7
1360	5008		Cog Box		14.42%	8
1361	6000		S-Rank Omniframe (including guaranteed)		1.90%	1
1362	6000		S-Rank Omniframe (base drop)		1.50%	2
1363	6000		B, A-Rank Omniframe		13.95%	3
1364	6000		Construct shard		22.11%	4
1365	6000		4★ equipment		28.39%	5
1366	6000		Overclock material		14.42%	6
1367	6000		EXP material		4.81%	7
1368	6000		Cog Box		14.42%	8
1369	6001		S-Rank Omniframe (including guaranteed)		1.90%	1
1370	6001		S-Rank Omniframe (base drop)		1.50%	2
1371	6001		B, A-Rank Omniframe		13.95%	3
1372	6001		Construct shard		22.11%	4
1373	6001		4★ equipment		28.39%	5
1374	6001		Overclock material		14.42%	6
1375	6001		EXP material		4.81%	7
1376	6001		Cog Box		14.42%	8
1377	6002		S-Rank Omniframe (including guaranteed)		1.90%	1
1378	6002		S-Rank Omniframe (base drop)		1.50%	2
1379	6002		B, A-Rank Omniframe		13.95%	3
1380	6002		Construct shard		22.11%	4
1381	6002		4★ equipment		28.39%	5
1382	6002		Overclock material		14.42%	6
1383	6002		EXP material		4.81%	7
1384	6002		Cog Box		14.42%	8
1385	6003		S-Rank Omniframe (including guaranteed)		1.90%	1
1386	6003		S-Rank Omniframe (base drop)		1.50%	2
1387	6003		B, A-Rank Omniframe		13.95%	3
1388	6003		Construct shard		22.11%	4
1389	6003		4★ equipment		28.39%	5
1390	6003		Overclock material		14.42%	6
1391	6003		EXP material		4.81%	7
1392	6003		Cog Box		14.42%	8
1393	6004		S-Rank Omniframe (including guaranteed)		1.90%	1
1394	6004		S-Rank Omniframe (base drop)		1.50%	2
1395	6004		B, A-Rank Omniframe		13.95%	3
1396	6004		Construct shard		22.11%	4
1397	6004		4★ equipment		28.39%	5
1398	6004		Overclock material		14.42%	6
1399	6004		EXP material		4.81%	7
1400	6004		Cog Box		14.42%	8
1401	6005		S-Rank Omniframe (including guaranteed)		1.90%	1
1402	6005		S-Rank Omniframe (base drop)		1.50%	2
1403	6005		B, A-Rank Omniframe		13.95%	3
1404	6005		Construct shard		22.11%	4
1405	6005		4★ equipment		28.39%	5
1406	6005		Overclock material		14.42%	6
1407	6005		EXP material		4.81%	7
1408	6005		Cog Box		14.42%	8
1409	6006		S-Rank Omniframe (including guaranteed)		1.90%	1
1410	6006		S-Rank Omniframe (base drop)		1.50%	2
1411	6006		B, A-Rank Omniframe		13.95%	3
1412	6006		Construct shard		22.11%	4
1413	6006		4★ equipment		28.39%	5
1414	6006		Overclock material		14.42%	6
1415	6006		EXP material		4.81%	7
1416	6006		Cog Box		14.42%	8
1417	6007		S-Rank Omniframe (including guaranteed)		1.90%	1
1418	6007		S-Rank Omniframe (base drop)		1.50%	2
1419	6007		B, A-Rank Omniframe		13.95%	3
1420	6007		Construct shard		22.11%	4
1421	6007		4★ equipment		28.39%	5
1422	6007		Overclock material		14.42%	6
1423	6007		EXP material		4.81%	7
1424	6007		Cog Box		14.42%	8
1425	6008		S-Rank Omniframe (including guaranteed)		1.90%	1
1426	6008		S-Rank Omniframe (base drop)		1.50%	2
1427	6008		B, A-Rank Omniframe		13.95%	3
1428	6008		Construct shard		22.11%	4
1429	6008		4★ equipment		28.39%	5
1430	6008		Overclock material		14.42%	6
1431	6008		EXP material		4.81%	7
1432	6008		Cog Box		14.42%	8
1433	5500		S-Rank Omniframe (including guaranteed)		1.90%	1
1434	5500		S-Rank Omniframe (base drop)		0.50%	2
1435	5500		B, A-Rank Omniframe		13.95%	3
1436	5500		Construct shard		22.11%	4
1437	5500		4★ equipment		28.39%	5
1438	5500		Overclock material		14.42%	6
1439	5500		EXP material		4.81%	7
1440	5500		Cog Box		14.42%	8
1441	5501		S-Rank Omniframe (including guaranteed)		1.90%	1
1442	5501		S-Rank Omniframe (base drop)		0.50%	2
1443	5501		B, A-Rank Omniframe		13.95%	3
1444	5501		Construct shard		22.11%	4
1445	5501		4★ equipment		28.39%	5
1446	5501		Overclock material		14.42%	6
1447	5501		EXP material		4.81%	7
1448	5501		Cog Box		14.42%	8
1449	5502		S-Rank Omniframe (including guaranteed)		1.90%	1
1450	5502		S-Rank Omniframe (base drop)		0.50%	2
1451	5502		B, A-Rank Omniframe		13.95%	3
1452	5502		Construct shard		22.11%	4
1453	5502		4★ equipment		28.39%	5
1454	5502		Overclock material		14.42%	6
1455	5502		EXP material		4.81%	7
1456	5502		Cog Box		14.42%	8
1457	5503		S-Rank Omniframe (including guaranteed)		1.90%	1
1458	5503		S-Rank Omniframe (base drop)		0.50%	2
1459	5503		B, A-Rank Omniframe		13.95%	3
1460	5503		Construct shard		22.11%	4
1461	5503		4★ equipment		28.39%	5
1462	5503		Overclock material		14.42%	6
1463	5503		EXP material		4.81%	7
1464	5503		Cog Box		14.42%	8
1465	5504		S-Rank Omniframe (including guaranteed)		1.90%	1
1466	5504		S-Rank Omniframe (base drop)		0.50%	2
1467	5504		B, A-Rank Omniframe		13.95%	3
1468	5504		Construct shard		22.11%	4
1469	5504		4★ equipment		28.39%	5
1470	5504		Overclock material		14.42%	6
1471	5504		EXP material		4.81%	7
1472	5504		Cog Box		14.42%	8
1473	6500		S-Rank Omniframe (including guaranteed)		1.90%	1
1474	6500		S-Rank Omniframe (base drop)		1.50%	2
1475	6500		B, A-Rank Omniframe		13.95%	3
1476	6500		Construct shard		22.11%	4
1477	6500		4★ equipment		28.39%	5
1478	6500		Overclock material		14.42%	6
1479	6500		EXP material		4.81%	7
1480	6500		Cog Box		14.42%	8
1481	6501		S-Rank Omniframe (including guaranteed)		1.90%	1
1482	6501		S-Rank Omniframe (base drop)		1.50%	2
1483	6501		B, A-Rank Omniframe		13.95%	3
1484	6501		Construct shard		22.11%	4
1485	6501		4★ equipment		28.39%	5
1486	6501		Overclock material		14.42%	6
1487	6501		EXP material		4.81%	7
1488	6501		Cog Box		14.42%	8
1489	6502		S-Rank Omniframe (including guaranteed)		1.90%	1
1490	6502		S-Rank Omniframe (base drop)		1.50%	2
1491	6502		B, A-Rank Omniframe		13.95%	3
1492	6502		Construct shard		22.11%	4
1493	6502		4★ equipment		28.39%	5
1494	6502		Overclock material		14.42%	6
1495	6502		EXP material		4.81%	7
1496	6502		Cog Box		14.42%	8
1497	6503		S-Rank Omniframe (including guaranteed)		1.90%	1
1498	6503		S-Rank Omniframe (base drop)		1.50%	2
1499	6503		B, A-Rank Omniframe		13.95%	3
1500	6503		Construct shard		22.11%	4
1501	6503		4★ equipment		28.39%	5
1502	6503		Overclock material		14.42%	6
1503	6503		EXP material		4.81%	7
1504	6503		Cog Box		14.42%	8
1505	6504		S-Rank Omniframe (including guaranteed)		1.90%	1
1506	6504		S-Rank Omniframe (base drop)		1.50%	2
1507	6504		B, A-Rank Omniframe		13.95%	3
1508	6504		Construct shard		22.11%	4
1509	6504		4★ equipment		28.39%	5
1510	6504		Type-4O Lance		14.42%	6
1511	6504		EXP material		4.81%	7
1512	6504		Cog Box		14.42%	8
1513	5600	1	【6★】Cruel Oath - Mod		4.00%	1
1514	5600	1	【5★】Cruel Oath		12.00%	2
1515	5600		【6★】Type-4O Lance - Mod		1.00%	3
1516	5600		【5★】Type-4O Lance		3.00%	4
1517	5600		4★ weapons		33.40%	5
1518	5600		3★ weapons		27.90%	6
1519	5600		Cog Box		9.35%	7
1520	5600		Overclock material		9.35%	8
1521	5601	1	【6★】Type-4O Lance - Mod		4.00%	1
1522	5601	1	【5★】Type-4O Lance		12.00%	2
1523	5601		【6★】Cruel Oath - Mod		1.00%	3
1524	5601		【5★】Cruel Oath		3.00%	4
1525	5601		4★ weapons		33.40%	5
1526	5601		3★ weapons		27.90%	6
1527	5601		Cog Box		9.35%	7
1528	5601		Overclock material		9.35%	8
1529	5602	1	【6★】Cruel Oath - Mod		4.00%	1
1530	5602	1	【5★】Cruel Oath		12.00%	2
1531	5602		【6★】Type-4O Lance - Mod		0.50%	3
1532	5602		【6★】Virtuous Contract - Mod		0.50%	4
1533	5602		【5★】Type-4O Lance		1.50%	5
1534	5602		【5★】Virtuous Contract		1.50%	6
1535	5602		4★ weapons		33.40%	7
1536	5602		3★ weapons		27.90%	8
1537	5602		Cog Box		9.35%	9
1538	5602		Overclock material		9.35%	10
1539	5603	1	【6★】Type-4O Lance - Mod		4.00%	1
1540	5603	1	【5★】Type-4O Lance		12.00%	2
1541	5603		【6★】Cruel Oath - Mod		0.50%	3
1542	5603		【6★】Virtuous Contract - Mod		0.50%	4
1543	5603		【5★】Cruel Oath		1.50%	5
1544	5603		【5★】Virtuous Contract		1.50%	6
1545	5603		4★ weapons		33.40%	7
1546	5603		3★ weapons		27.90%	8
1547	5603		Cog Box		9.35%	9
1548	5603		Overclock material		9.35%	10
1549	5604	1	【6★】Virtuous Contract - Mod		4.00%	1
1550	5604	1	【5★】Virtuous Contract		12.00%	2
1551	5604		【6★】Cruel Oath - Mod		0.50%	3
1552	5604		【6★】Type-4O Lance - Mod		0.50%	4
1553	5604		【5★】Cruel Oath		1.50%	5
1554	5604		【5★】Type-4O Lance		1.50%	6
1555	5604		4★ weapons		33.40%	7
1556	5604		3★ weapons		27.90%	8
1557	5604		Cog Box		9.35%	9
1558	5604		Overclock material		9.35%	10
1559	170069		S-Rank Omniframe (including guaranteed)		1.90%	1
1560	170069		S-Rank Omniframe (base drop)		0.50%	2
1561	170069		B, A-Rank Omniframe		13.95%	3
1562	170069		Construct shard		22.11%	4
1563	170069		4★ equipment		28.39%	5
1564	170069		Overclock material		14.42%	6
1565	170069		EXP material		4.81%	7
1566	170069		Cog Box		14.42%	8
1567	170070		S-Rank Omniframe (including guaranteed)		1.90%	1
1568	170070		S-Rank Omniframe (base drop)		1.50%	2
1569	170070		B, A-Rank Omniframe		13.95%	3
1570	170070		Construct shard		22.11%	4
1571	170070		4★ equipment		28.39%	5
1572	170070		Overclock material		14.42%	6
1573	170070		EXP material		4.81%	7
1574	170070		Cog Box		14.42%	8
1575	170071		S-Rank Omniframe (including guaranteed)		1.90%	1
1576	170071		S-Rank Omniframe (base drop)		0.50%	2
1577	170071		B, A-Rank Omniframe		13.95%	3
1578	170071		Construct shard		22.11%	4
1579	170071		4★ equipment		28.39%	5
1580	170071		Overclock material		14.42%	6
1581	170071		EXP material		4.81%	7
1582	170071		Cog Box		14.42%	8
1583	170072		S-Rank Omniframe (including guaranteed)		1.90%	1
1584	170072		S-Rank Omniframe (base drop)		1.50%	2
1585	170072		B, A-Rank Omniframe		13.95%	3
1586	170072		Construct shard		22.11%	4
1587	170072		4★ equipment		28.39%	5
1588	170072		Overclock material		14.42%	6
1589	170072		EXP material		4.81%	7
1590	170072		Cog Box		14.42%	8
1591	170073		S-Rank Omniframe (including guaranteed)		1.90%	1
1592	170073		S-Rank Omniframe (base drop)		0.50%	2
1593	170073		B, A-Rank Omniframe		13.95%	3
1594	170073		Construct shard		22.11%	4
1595	170073		4★ equipment		28.39%	5
1596	170073		Overclock material		14.42%	6
1597	170073		EXP material		4.81%	7
1598	170073		Cog Box		14.42%	8
1599	170074		S-Rank Omniframe (including guaranteed)		1.90%	1
1600	170074		S-Rank Omniframe (base drop)		1.50%	2
1601	170074		B, A-Rank Omniframe		13.95%	3
1602	170074		Construct shard		22.11%	4
1603	170074		4★ equipment		28.39%	5
1604	170074		Overclock material		14.42%	6
1605	170074		EXP material		4.81%	7
1606	170074		Cog Box		14.42%	8
1607	170075		S-Rank Omniframe (including guaranteed)		1.90%	1
1608	170075		S-Rank Omniframe (base drop)		0.50%	2
1609	170075		B, A-Rank Omniframe		13.95%	3
1610	170075		Construct shard		22.11%	4
1611	170075		4★ equipment		28.39%	5
1612	170075		Overclock material		14.42%	6
1613	170075		EXP material		4.81%	7
1614	170075		Cog Box		14.42%	8
1615	170076		S-Rank Omniframe (including guaranteed)		1.90%	1
1616	170076		S-Rank Omniframe (base drop)		1.50%	2
1617	170076		B, A-Rank Omniframe		13.95%	3
1618	170076		Construct shard		22.11%	4
1619	170076		4★ equipment		28.39%	5
1620	170076		Overclock material		14.42%	6
1621	170076		EXP material		4.81%	7
1622	170076		Cog Box		14.42%	8
1623	170077		S-Rank Omniframe (including guaranteed)		1.90%	1
1624	170077		S-Rank Omniframe (base drop)		0.50%	2
1625	170077		B, A-Rank Omniframe		13.95%	3
1626	170077		Construct shard		22.11%	4
1627	170077		4★ equipment		28.39%	5
1628	170077		Overclock material		14.42%	6
1629	170077		EXP material		4.81%	7
1630	170077		Cog Box		14.42%	8
1631	170078		S-Rank Omniframe (including guaranteed)		1.90%	1
1632	170078		S-Rank Omniframe (base drop)		1.50%	2
1633	170078		B, A-Rank Omniframe		13.95%	3
1634	170078		Construct shard		22.11%	4
1635	170078		4★ equipment		28.39%	5
1636	170078		Overclock material		14.42%	6
1637	170078		EXP material		4.81%	7
1638	170078		Cog Box		14.42%	8
1639	170079		S-Rank Omniframe (including guaranteed)		1.90%	1
1640	170079		S-Rank Omniframe (base drop)		0.50%	2
1641	170079		B, A-Rank Omniframe		13.95%	3
1642	170079		Construct shard		22.11%	4
1643	170079		4★ equipment		28.39%	5
1644	170079		Overclock material		14.42%	6
1645	170079		EXP material		4.81%	7
1646	170079		Cog Box		14.42%	8
1647	170080		S-Rank Omniframe (including guaranteed)		1.90%	1
1648	170080		S-Rank Omniframe (base drop)		1.50%	2
1649	170080		B, A-Rank Omniframe		13.95%	3
1650	170080		Construct shard		22.11%	4
1651	170080		4★ equipment		28.39%	5
1652	170080		Overclock material		14.42%	6
1653	170080		EXP material		4.81%	7
1654	170080		Cog Box		14.42%	8
1655	4004		S-Rank Uniframe (including guaranteed)		12.45%	1
1656	4004		S-Rank Uniframe (base drop)		5.00%	2
1657	4004		4★ equipment		28.21%	3
1658	4004		Overclock material		26.45%	4
1659	4004		EXP material		6.44%	5
1660	4004		Cog Box		26.45%	6
1661	4005		S-Rank Uniframe (including guaranteed)		12.45%	1
1662	4005		S-Rank Uniframe (base drop)		5.00%	2
1663	4005		4★ equipment		28.21%	3
1664	4005		Overclock material		26.45%	4
1665	4005		EXP material		6.44%	5
1666	4005		Cog Box		26.45%	6
1667	3017		S-Rank Omniframe (including guaranteed)		1.90%	1
1668	3017		S-Rank Omniframe (base drop)		0.50%	2
1669	3017		B, A-Rank Omniframe		13.95%	3
1670	3017		Construct shard		22.11%	4
1671	3017		4★ equipment		28.39%	5
1672	3017		Overclock material		14.42%	6
1673	3017		EXP material		4.81%	7
1674	3017		Cog Box		14.42%	8
1675	3018		S-Rank Omniframe (including guaranteed)		1.90%	1
1676	3018		S-Rank Omniframe (base drop)		0.50%	2
1677	3018		B, A-Rank Omniframe		13.95%	3
1678	3018		Construct shard		22.11%	4
1679	3018		4★ equipment		28.39%	5
1680	3018		Overclock material		14.42%	6
1681	3018		EXP material		4.81%	7
1682	3018		Cog Box		14.42%	8
1683	329	1	[6★] Waldmeister		4.00%	1
1684	329	1	[5★] Odette		12.00%	2
1685	329		[6★] Inverse - Chimera		0.50%	3
1686	329		[6★] Sakura		0.50%	4
1687	329		[5★] Lightning Spark		1.50%	5
1688	329		[5★] Kuji no Sada		1.50%	6
1689	329		4★ weapons		33.40%	7
1690	329		3★ weapons		27.90%	8
1691	329		Cog Box		9.35%	9
1692	329		Overclock material		9.35%	10
1693	330	1	[6★] Scale		4.00%	1
1694	330	1	[5★] FA2D-AP		12.00%	2
1695	330		[6★] Peacemaker		0.50%	3
1696	330		[6★] Crimson Birch		0.50%	4
1697	330		[5★] Stone Heart		1.50%	5
1698	330		[5★] Kuji no Sada		1.50%	6
1699	330		4★ weapons		33.40%	7
1700	330		3★ weapons		27.90%	8
1701	330		Cog Box		9.35%	9
1702	330		Overclock material		9.35%	10
1703	1073		S-Rank Omniframe (including guaranteed)		1.90%	1
1704	1073		S-Rank Omniframe (base drop)		0.50%	2
1705	1073		B, A-Rank Omniframe		13.95%	3
1706	1073		Construct shard		22.11%	4
1707	1073		4★ equipment		28.39%	5
1708	1073		Overclock material		14.42%	6
1709	1073		EXP material		4.81%	7
1710	1073		Cog Box		14.42%	8
1711	2067		S-Rank Omniframe (including guaranteed)		1.90%	1
1712	2067		S-Rank Omniframe (base drop)		1.50%	2
1713	2067		B, A-Rank Omniframe		13.95%	3
1714	2067		Construct shard		22.11%	4
1715	2067		4★ equipment		28.39%	5
1716	2067		Overclock material		14.42%	6
1717	2067		EXP material		4.81%	7
1718	2067		Cog Box		14.42%	8
1719	170081		S-Rank Omniframe (including guaranteed)		1.90%	1
1720	170081		S-Rank Omniframe (base drop)		0.50%	2
1721	170081		B, A-Rank Omniframe		13.95%	3
1722	170081		Construct shard		22.11%	4
1723	170081		4★ equipment		28.39%	5
1724	170081		Overclock material		14.42%	6
1725	170081		EXP material		4.81%	7
1726	170081		Cog Box		14.42%	8
1727	170082		S-Rank Omniframe (including guaranteed)		1.90%	1
1728	170082		S-Rank Omniframe (base drop)		1.50%	2
1729	170082		B, A-Rank Omniframe		13.95%	3
1730	170082		Construct shard		22.11%	4
1731	170082		4★ equipment		28.39%	5
1732	170082		Overclock material		14.42%	6
1733	170082		EXP material		4.81%	7
1734	170082		Cog Box		14.42%	8
1735	170083		S-Rank Omniframe (including guaranteed)		1.90%	1
1736	170083		S-Rank Omniframe (base drop)		0.50%	2
1737	170083		B, A-Rank Omniframe		13.95%	3
1738	170083		Construct shard		22.11%	4
1739	170083		4★ equipment		28.39%	5
1740	170083		Overclock material		14.42%	6
1741	170083		EXP material		4.81%	7
1742	170083		Cog Box		14.42%	8
1743	170084		S-Rank Omniframe (including guaranteed)		1.90%	1
1744	170084		S-Rank Omniframe (base drop)		1.50%	2
1745	170084		B, A-Rank Omniframe		13.95%	3
1746	170084		Construct shard		22.11%	4
1747	170084		4★ equipment		28.39%	5
1748	170084		Overclock material		14.42%	6
1749	170084		EXP material		4.81%	7
1750	170084		Cog Box		14.42%	8
1751	170085		S-Rank Omniframe (including guaranteed)		1.90%	1
1752	170085		S-Rank Omniframe (base drop)		0.50%	2
1753	170085		B, A-Rank Omniframe		13.95%	3
1754	170085		Construct shard		22.11%	4
1755	170085		4★ equipment		28.39%	5
1756	170085		Overclock material		14.42%	6
1757	170085		EXP material		4.81%	7
1758	170085		Cog Box		14.42%	8
1759	170086		S-Rank Omniframe (including guaranteed)		1.90%	1
1760	170086		S-Rank Omniframe (base drop)		1.50%	2
1761	170086		B, A-Rank Omniframe		13.95%	3
1762	170086		Construct shard		22.11%	4
1763	170086		4★ equipment		28.39%	5
1764	170086		Overclock material		14.42%	6
1765	170086		EXP material		4.81%	7
1766	170086		Cog Box		14.42%	8
1767	170087		S-Rank Omniframe (including guaranteed)		1.90%	1
1768	170087		S-Rank Omniframe (base drop)		0.50%	2
1769	170087		B, A-Rank Omniframe		13.95%	3
1770	170087		Construct shard		22.11%	4
1771	170087		4★ equipment		28.39%	5
1772	170087		Overclock material		14.42%	6
1773	170087		EXP material		4.81%	7
1774	170087		Cog Box		14.42%	8
1775	170088		S-Rank Omniframe (including guaranteed)		1.90%	1
1776	170088		S-Rank Omniframe (base drop)		1.50%	2
1777	170088		B, A-Rank Omniframe		13.95%	3
1778	170088		Construct shard		22.11%	4
1779	170088		4★ equipment		28.39%	5
1780	170088		Overclock material		14.42%	6
1781	170088		EXP material		4.81%	7
1782	170088		Cog Box		14.42%	8
1783	331	1	[6★] Apollo		4.00%	1
1784	331	1	[5★] Kara Type I Gunblade		12.00%	2
1785	331		[6★] Sariel		0.50%	3
1786	331		[6★] Gungnir		0.50%	4
1787	331		[5★] RL-03C Black Spike		1.50%	5
1788	331		[5★] Kuji no Sada		1.50%	6
1789	331		4★ weapons		33.40%	7
1790	331		3★ weapons		27.90%	8
1791	331		Cog Box		9.35%	9
1792	331		Overclock material		9.35%	10
1793	7001		S-Rank CUB (Including the Guarantee)		8.33%	1
1794	7001		S-Rank CUB (Base Drop)		5.82%	2
1795	7001		A-Rank CUB		14.14%	3
1796	7001		CUB EXP Material		20.72%	4
1797	7001		CUB Overclock Material		11.02%	5
1798	7001		Support Skill Component		16.31%	6
1799	7001		CUB Shard		13.42%	7
1800	7001		Cog Box		16.06%	8
1801	170089		S-Rank Omniframe (including guaranteed)		1.90%	1
1802	170089		S-Rank Omniframe (base drop)		0.50%	2
1803	170089		B, A-Rank Omniframe		13.95%	3
1804	170089		Construct shard		22.11%	4
1805	170089		4★ equipment		28.39%	5
1806	170089		Overclock material		14.42%	6
1807	170089		EXP material		4.81%	7
1808	170089		Cog Box		14.42%	8
1809	170090		S-Rank Omniframe (including guaranteed)		1.90%	1
1810	170090		S-Rank Omniframe (base drop)		1.50%	2
1811	170090		B, A-Rank Omniframe		13.95%	3
1812	170090		Construct shard		22.11%	4
1813	170090		4★ equipment		28.39%	5
1814	170090		Overclock material		14.42%	6
1815	170090		EXP material		4.81%	7
1816	170090		Cog Box		14.42%	8
1817	170091		S-Rank Omniframe (including guaranteed)		1.90%	1
1818	170091		S-Rank Omniframe (base drop)		0.50%	2
1819	170091		B, A-Rank Omniframe		13.95%	3
1820	170091		Construct shard		22.11%	4
1821	170091		4★ equipment		28.39%	5
1822	170091		Overclock material		14.42%	6
1823	170091		EXP material		4.81%	7
1824	170091		Cog Box		14.42%	8
1825	170092		S-Rank Omniframe (including guaranteed)		1.90%	1
1826	170092		S-Rank Omniframe (base drop)		1.50%	2
1827	170092		B, A-Rank Omniframe		13.95%	3
1828	170092		Construct shard		22.11%	4
1829	170092		4★ equipment		28.39%	5
1830	170092		Overclock material		14.42%	6
1831	170092		EXP material		4.81%	7
1832	170092		Cog Box		14.42%	8
1833	170093		S-Rank Omniframe (including guaranteed)		1.90%	1
1834	170093		S-Rank Omniframe (base drop)		0.50%	2
1835	170093		B, A-Rank Omniframe		13.95%	3
1836	170093		Construct shard		22.11%	4
1837	170093		4★ equipment		28.39%	5
1838	170093		Overclock material		14.42%	6
1839	170093		EXP material		4.81%	7
1840	170093		Cog Box		14.42%	8
1841	170094		S-Rank Omniframe (including guaranteed)		1.90%	1
1842	170094		S-Rank Omniframe (base drop)		1.50%	2
1843	170094		B, A-Rank Omniframe		13.95%	3
1844	170094		Construct shard		22.11%	4
1845	170094		4★ equipment		28.39%	5
1846	170094		Overclock material		14.42%	6
1847	170094		EXP material		4.81%	7
1848	170094		Cog Box		14.42%	8
1849	170095		S-Rank Omniframe (including guaranteed)		1.90%	1
1850	170095		S-Rank Omniframe (base drop)		0.50%	2
1851	170095		B, A-Rank Omniframe		13.95%	3
1852	170095		Construct shard		22.11%	4
1853	170095		4★ equipment		28.39%	5
1854	170095		Overclock material		14.42%	6
1855	170095		EXP material		4.81%	7
1856	170095		Cog Box		14.42%	8
1857	170096		S-Rank Omniframe (including guaranteed)		1.90%	1
1858	170096		S-Rank Omniframe (base drop)		1.50%	2
1859	170096		B, A-Rank Omniframe		13.95%	3
1860	170096		Construct shard		22.11%	4
1861	170096		4★ equipment		28.39%	5
1862	170096		Overclock material		14.42%	6
1863	170096		EXP material		4.81%	7
1864	170096		Cog Box		14.42%	8
1865	3019		S-Rank Omniframe (including guaranteed)		1.90%	1
1866	3019		S-Rank Omniframe (base drop)		0.50%	2
1867	3019		B, A-Rank Omniframe		13.95%	3
1868	3019		Construct shard		22.11%	4
1869	3019		4★ equipment		28.39%	5
1870	3019		Overclock material		14.42%	6
1871	3019		EXP material		4.81%	7
1872	3019		Cog Box		14.42%	8
1873	3020		S-Rank Omniframe (including guaranteed)		1.90%	1
1874	3020		S-Rank Omniframe (base drop)		0.50%	2
1875	3020		B, A-Rank Omniframe		13.95%	3
1876	3020		Construct shard		22.11%	4
1877	3020		4★ equipment		28.39%	5
1878	3020		Overclock material		14.42%	6
1879	3020		EXP material		4.81%	7
1880	3020		Cog Box		14.42%	8
1881	332	1	[6★] Snore		4.00%	1
1882	332	1	[5★] Animus		12.00%	2
1883	332		[6★] St. Elmo		0.50%	3
1884	332		[6★] Ozma		0.50%	4
1885	332		[5★] Faded Color		1.50%	5
1886	332		[5★] Solar Ring		1.50%	6
1887	332		4★ weapons		33.40%	7
1888	332		3★ weapons		27.90%	8
1889	332		Cog Box		9.35%	9
1890	332		Overclock material		9.35%	10
1891	7002		S-Rank CUB (Including the Guarantee)		8.33%	1
1892	7002		S-Rank CUB (Base Drop)		5.82%	2
