Id	GroupId	PositionId	Color	Name	Icon	TipIcon	PointDesc	EffectDesc	Type	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]
159	12	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiongrenMd000002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
160	12	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
161	13	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
162	13	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
163	13	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
164	13	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
165	13	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
166	13	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
167	13	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
168	13	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
169	13	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
170	13	10	1	Core Area	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	Constellia Core Area	Paint occasionally appears here. Pass this area to obtain it. <color=#00FFFF>Note:</color> This node is regarded as a red area when Dulcinea's skill is triggered.	4							
171	13	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
172	13	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
173	13	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiegouqiutuMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
174	13	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
175	14	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
176	14	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2. <color=#00FFFF>Suppression:</color> Completely refute the Master to make its level no longer increase.	2	1	1	1	1			
177	14	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
178	14	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
179	14	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2. <color=#00FFFF>Suppression:</color> Completely refute the Master to make its level no longer increase.	2	1	1	1	1			
180	14	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
181	14	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2. <color=#00FFFF>Suppression:</color> Completely refute the Master to make its level no longer increase.	2	1	1	1	1			
182	14	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
183	14	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
184	14	10	1	Core Area	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	Constellia Core Area	Paint occasionally appears here. Pass this area to obtain it. <color=#00FFFF>Note:</color> This node is regarded as a red area when Dulcinea's skill is triggered.	4							
185	14	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SkaterboyMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
186	14	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1XigeluenMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
187	14	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1ShengtangMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
188	14	0	0	Hidden Master	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
189	15	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
190	15	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
191	15	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
192	15	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
193	16	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
194	16	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
195	16	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
196	16	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
197	16	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
198	16	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
199	16	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
200	16	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
201	16	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
202	16	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
203	16	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
204	16	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004040.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
205	16	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
