Hash	EffectNameHash	Url	UrlEx
651795519	651795519	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Cy03.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Cy03.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Cy03.bytes
919272986	919272986	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08DaoGuang.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08DaoGuang.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08DaoGuang.bytes
-1768712658	-1768712658	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi01.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi01.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi01.bytes
-1768712659	-1768712659	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi02.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi02.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi02.bytes
-1768712660	-1768712660	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi03.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi03.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Gangsi03.bytes
757669767	757669767	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Hit.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Hit.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Hit.bytes
1587487826	1587487826	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Trail.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Trail.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Trail.bytes
1552214106	1552214106	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Xuli.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk08Xuli.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk08Xuli.bytes
-1732705353	-1732705353	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk10.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk10.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk10.bytes
-1921742907	-1921742907	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk10Trail.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk10Trail.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk10Trail.bytes
-1732705352	-1732705352	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk11.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk11.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk11.bytes
-2135989880	-2135989880	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk20.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluAtk20.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluAtk20.bytes
846968720	846968720	Assets/Product/Effect/Prefab/FxMe1YunluMd000002/FxMe1YunluSiXian.prefab	Assets/Product/EffectEx/Prefab/FxMe1YunluMd000002/FxMe1YunluSiXian.prefab	Assets/Product/EffectEx/Data/FxMe1YunluMd000002/FxMe1YunluSiXian.bytes
894222354	894222354	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack01.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack01.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack01.bytes
-1651093780	-1651093780	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack01Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack01Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack01Shouji.bytes
894222355	894222355	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack02.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack02.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack02.bytes
-1650848627	-1650848627	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack02Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack02Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack02Shouji.bytes
894222356	894222356	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack03.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack03.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack03.bytes
-1650882386	-1650882386	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack03Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack03Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack03Shouji.bytes
894222357	894222357	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack04.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack04.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack04.bytes
-1650916537	-1650916537	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack04Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack04Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack04Shouji.bytes
894222358	894222358	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack05.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack05.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack05.bytes
-1650950296	-1650950296	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack05Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack05Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack05Shouji.bytes
894222359	894222359	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack06.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack06.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack06.bytes
894222360	894222360	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack07.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack07.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack07.bytes
894222345	894222345	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack08.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack08.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack08.bytes
894222346	894222346	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack09.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack09.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack09.bytes
-1651363868	-1651363868	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack09Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack09Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack09Shouji.bytes
-671861588	-671861588	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack10.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack10.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack10.bytes
-671861587	-671861587	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11.bytes
1164279742	1164279742	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11Dandao.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11Dandao.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11Dandao.bytes
1131355175	1131355175	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11Shouji.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack11Shouji.bytes
-733546106	-733546106	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Canying01.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Canying01.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Canying01.bytes
1995337249	1995337249	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Canying02.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Canying02.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Canying02.bytes
573470775	573470775	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Tuowei.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Tuowei.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Attack16Tuowei.bytes
-601887997	-601887997	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Born2chuchang.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Born2chuchang.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Born2chuchang.bytes
1213676804	1213676804	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Fangyubuff.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Fangyubuff.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Fangyubuff.bytes
285990648	285990648	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001FxYujingXian01.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001FxYujingXian01.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001FxYujingXian01.bytes
285990645	285990645	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001FxYujingXian02.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001FxYujingXian02.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001FxYujingXian02.bytes
1208679640	1208679640	Assets/Product/Effect/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Gongjibuff.prefab	Assets/Product/EffectEx/Prefab/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Gongjibuff.prefab	Assets/Product/EffectEx/Data/FxMe1ZhizunMd000001Prefab/FxMe1ZhizunMd000001Gongjibuff.bytes
-1147575876	-1147575876	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack01.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack01.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack01.bytes
422005956	422005956	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack01Fire.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack01Fire.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack01Fire.bytes
1416367350	1416367350	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack01Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack01Shouji.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack01Shouji.bytes
-1147575879	-1147575879	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack02.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack02.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack02.bytes
422009217	422009217	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack02Fire.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack02Fire.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack02Fire.bytes
1416468755	1416468755	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack02Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack02Shouji.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack02Shouji.bytes
-1147575878	-1147575878	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack03.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack03.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack03.bytes
422008002	422008002	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack03Fire.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack03Fire.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack03Fire.bytes
1416434996	1416434996	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack03Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack03Shouji.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack03Shouji.bytes
-1147575881	-1147575881	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack04.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack04.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack04.bytes
422002823	422002823	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack04Fire.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack04Fire.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack04Fire.bytes
1416257625	1416257625	Assets/Product/Effect/Prefab/FxMeFeiji/FxMeFeijiAttack04Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxMeFeijiAttack04Shouji.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxMeFeijiAttack04Shouji.bytes
-2066082873	-2066082873	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxDubianFeijiBornPingmu.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxDubianFeijiBornPingmu.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxDubianFeijiBornPingmu.bytes
-1781623529	-1781623529	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiCanying.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiCanying.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiCanying.bytes
-515666381	-515666381	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianfeijiDandao.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianfeijiDandao.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxMt1DubianfeijiDandao.bytes
1915111615	1915111615	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiMoveL.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiMoveL.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiMoveL.bytes
1915111605	1915111605	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiMoveR.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiMoveR.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiMoveR.bytes
1518131840	1518131840	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianfeijiShouji.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianfeijiShouji.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxMt1DubianfeijiShouji.bytes
-1384810790	-1384810790	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiTrail.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiTrail.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxMt1DubianFeijiTrail.bytes
13800434	13800434	Assets/Product/Effect/Prefab/FxMeFeiji/FxDubianFeiji/FxR3Mt1DubianfeijiMd01001Body.prefab	Assets/Product/EffectEx/Prefab/FxMeFeiji/FxDubianFeiji/FxR3Mt1DubianfeijiMd01001Body.prefab	Assets/Product/EffectEx/Data/FxMeFeiji/FxDubianFeiji/FxR3Mt1DubianfeijiMd01001Body.bytes
-1030255963	-1030255963	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Assets/Product/EffectEx/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Assets/Product/EffectEx/Data/FxMengZhanPrefab/FxMengZhan01RunSmoke.bytes
-973284175	-973284175	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack01.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack01.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack01.bytes
-897710537	-897710537	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack01Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack01Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack01Shouji.bytes
-1376568702	-1376568702	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack02.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack02.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack02.bytes
1428556968	1428556968	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack02Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack02Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack02Shouji.bytes
-213769288	-213769288	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack04.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack04.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack04.bytes
-2111591098	-2111591098	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack04Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack04Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack04Shouji.bytes
1352314653	1352314653	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack05.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack05.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack05.bytes
-1329514535	-1329514535	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack09.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack09.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack09.bytes
-973284174	-973284174	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack11.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack11.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Attack11.bytes
-1150504670	-1150504670	Assets/Product/Effect/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Death.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010071/FxMo1ArmorMd010071Death.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010071/FxMo1ArmorMd010071Death.bytes
284564344	284564344	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack01.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack01.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Attack01.bytes
-2033016954	-2033016954	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack01Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack01Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Attack01Shouji.bytes
284564345	284564345	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack02.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack02.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Attack02.bytes
-2033050585	-2033050585	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack02Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack02Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Attack02Shouji.bytes
284564346	284564346	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack03.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack03.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Attack03.bytes
-2033084344	-2033084344	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack03Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Attack03Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Attack03Shouji.bytes
1976524666	1976524666	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010AttackWalk.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010AttackWalk.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010AttackWalk.bytes
-1125266849	-1125266849	Assets/Product/Effect/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Death.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010081/FxMoActMd010010Death.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010081/FxMoActMd010010Death.bytes
1915162108	1915162108	Assets/Product/Effect/Prefab/FxMo1ArmorMd010111/FxMoActMd15Attack01.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010111/FxMoActMd15Attack01.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010111/FxMoActMd15Attack01.bytes
520008322	520008322	Assets/Product/Effect/Prefab/FxMo1ArmorMd010111/FxMoActMd15Attack01Shouji.prefab	Assets/Product/EffectEx/Prefab/FxMo1ArmorMd010111/FxMoActMd15Attack01Shouji.prefab	Assets/Product/EffectEx/Data/FxMo1ArmorMd010111/FxMoActMd15Attack01Shouji.bytes
