Id	BankId	HelperId	Type	Chat	ChatReply	PreChatId	Weight	Question	RightAnswer	Answers[1]	Answers[2]	Answers[3]	RightReply	WrongReply	HelperIcon	HelperName
21017302	10173	1017	2				3000	Under whose authority did I get my new frame?	1	My	Nikola's	Celica's	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Yours</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017303	10173	1017	2				3000	Which aspect of the CUB did I help in development?	3	You didn't help	Firepower	Power System	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Power System</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
31017101		1017	3	Well... since you came all the way to find me, I'll help you.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
41017101		1017	4	Hmph, are you messing with me?	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
11018101		1018	1	Although you and I don't have to act like strangers...		0									Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
11018102		1018	1	Because of your status, I need you to answer a few questions first. Otherwise, I won't be able to explain to my Forsaken members.		11018101									Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018101	10181	1018	2				3000	Which group was I originally a part of?	3	Kowloong	Arctic Route Union	Babylonia	Yes, you got it right.	You intentionally got that wrong, right? You know the answer is obviously <color=#3291DB>Babylonia</color>.	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018102	10181	1018	2				3000	What is my favorite gift?	2	Iris	MRE Rations	Hugging Pillow	Yes, you got it right.	You must have known that the answer is <color=#3291DB>MRE Rations</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018103	10181	1018	2				3000	What is the Core Passive effect of my Nightblade frame?	1	Unleashing a shade to attack	Piloting an aircraft	Teleporting behind the enemy to assassinate	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Unleashing a shade to attack</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018201	10182	1018	2				3000	Do you know what animal I like?	1	Cat	Dog	Both	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Cat</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018202	10182	1018	2				3000	Which of the following do I not excel at?	1	Creating precision machines	Piloting mechs	Recycling resources	Yes, you got it right.	You intentionally got that wrong, right? You know the answer is obviously <color=#3291DB>Creating precision machines</color>.	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018203	10182	1018	2				3000	Do you know why I have heterochromia?	3	Personal preference	Following the trend	Production error	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Production error</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018301	10183	1018	2				3000	What are the specialties of our desert areas?	2	Cactus	Unnamed wild mint	Firearms	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Unnamed wild mint</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018302	10183	1018	2				3000	Why did I found the Forsaken?	1	To protect humans and Constructs left on Earth.	To unite Earth	To fight against Babylonia	Yes, you got it right.	You intentionally got that wrong, right? You know the answer is obviously <color=#3291DB>To protect humans and Constructs left on Earth</color>.	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
21018303	10183	1018	2				3000	Do you know what instrument I am good at?	3	Drum set	Harmonica	Guitar	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Guitar</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
31018101		1018	3	I can sense your determination. Let's go. What can I do for you?	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
41018101		1018	4	Sorry, I can't convince the Forsaken with those answers.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	Watanabe
11019101		1019	1	Although you and I don't have to act like strangers...		0									Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
11019102		1019	1	Due to our different roles, you will have to answer a few questions first. At least then, I'll have some explanation for the Forsakens.		11019101									Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019101	10191	1019	2				3000	What is my favorite gift?	2	Iris	MRE Rations	Hugging Pillow	Yes, you got it right.	You must have known that the answer is <color=#3291DB>MRE Rations</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019102	10191	1019	2				3000	What special function module does Astral possess?	1	Visually dynamic stealth	Visual range amplification	Rapid flight	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Visually dynamic stealth</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019103	10191	1019	2				3000	How to trigger the Core Passive of my frame Astral?	1	Any 3-Ping + Red Orb	Call an aircraft	Attack the enemy from behind	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Any 3-Ping + Red Orb</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019201	10192	1019	2				3000	What was the purpose in designing Astral?	1	To pilot spacecrafts	To infiltrate	To escort vehicles	Yes, you got it right.	You must have known that the answer is <color=#3291DB>To pilot spacecrafts</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019202	10192	1019	2				3000	Can you tell me a piece of my secret?	1	Being good at bargaining	Being good at dealing with Bianca	Being good at dealing with Nanami	Yes, you got it right.	You must have known that the answer is <color=#3291DB>being good at bargaining</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019203	10192	1019	2				3000	In my opinion, who is the only person worth talking to in Babylonia?	3	Celica	Nikola	Me?	Yes, you got it right.	You must have known that the answer is <color=#3291DB>You</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019301	10193	1019	2				3000	What are the specialties of our desert areas?	2	Cactus	Unnamed wild mint	Firearms	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Unnamed wild mint</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019302	10193	1019	2				3000	What do the Forsaken dumplings taste like? Don't tell me you've forgotten.	1	Sweet	Salty	The Forsaken do not eat dumplings	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Sweet</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
21019303	10193	1019	2				3000	Do you know what instrument I am good at?	3	Drum set	Harmonica	Guitar	Yes, you got it right.	You must have known that the answer is <color=#3291DB>Guitar</color>, right? Why would you get it wrong on purpose?	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
31019101		1019	3	I can sense your determination. Let's go. What can I do for you?	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
41019101		1019	4	Sorry, I can't convince the Forsaken with those answers.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	Watanabe
11020101		1020	1	Huh? You want my help right now?		0									Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
11020102		1020	1	But I still want to take advantage of the rare opportunity to get you to be my life drawing model. What should I do?		11020101									Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
11020103		1020	1	How about we solve our problems with some questions? If you answer correctly, I will help you first, but if you answer incorrectly, you will be my model first.		11020102									Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020101	10201	1020	2				3000	Which organization am I a part of?	1	WGAA of Babylonia	Science Council	Cosmos Industries	What a wonderful answer.	The correct answer is <color=#3291DB>WGAA of Babylonia</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020102	10201	1020	2				3000	What is the Core Passive effect of my Brilliance frame?	3	Stunning the enemy	Shuttling and pulling the enemy	Charging and pulling in nearby enemies	What a wonderful answer.	The correct answer is <color=#3291db>Charging and pulling in nearby enemies</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020103	10201	1020	2				3000	Do you know what I like better?	1	Painting Kit	Iris	Lily Brooch	What a wonderful answer.	The correct answer is <color=#3291db>Painting Kit</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020201	10202	1020	2				3000	Do you know why I use a Scythe as a weapon?	2	For Scythe represents strength	For Scythe represents art	For Scythe represents coolness	What a wonderful answer.	The correct answer is <color=#3291DB>Scythe represents art</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020202	10202	1020	2				3000	What do I put on when I get serious?	2	A mask	Glasses	Headphones	What a wonderful answer.	The correct answer is <color=#3291DB>Glasses</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020203	10202	1020	2				3000	What system is my skirt equipped with?	3	Missile system	Shield system	Balancing system	What a wonderful answer.	The correct answer is <color=#3291DB>Balancing system</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020301	10203	1020	2				3000	I was going to exhibit something called "Installation Art". Do you remember what it looked like at the beginning?	2	A building block with an exclamation point	A building block with a question mark	A dark metal statue	What a wonderful answer.	The correct answer is <color=#3291db>A building block with a question mark</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020302	10203	1020	2				3000	Do you know which painting is my old work?	1	Early Spring	Pinkish Red Dots	The Tempest	What a wonderful answer.	The correct answer is <color=#3291db>Early Spring</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
21020303	10203	1020	2				3000	Who influenced my choice in becoming a Construct?	3	Allen	Me?	Selena	What a wonderful answer.	The correct answer is <color=#3291DB>Selena</color>. You got it wrong, hehe! Remember, you're modeling for me if you lose!	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
31020101		1020	3	You are so clever! You got them all correct. I guess we should get going then. Consider being my model afterward if you have time.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
41020101		1020	4	Hey, come on, let me draw the way you look preparing for the Festival! I'll consider helping you once I'm done.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Ayla
11021101		1021	1	Akdilek never does business at a loss.		0									Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
11021102		1021	1	Depending on your answers, I can reduce the price needed to ask me for help.		11021101									Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021101	10211	1021	2				3000	Where am I from?	1	Akdilek	The Nighter	Babylonia	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Akdilek</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021102	10211	1021	2				3000	Do you know what effect does my Silverfang frame's Core Passive have?	3	Stunning the enemy	Burning the enemy	Dropping Energy Balls	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Dropping Energy Balls</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021103	10211	1021	2				3000	What is my special ability?	2	Combat strategy	Climbing and leaping	Writing	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Climbing and leaping</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021201	10212	1021	2				3000	Do you know what I prefer?	2	Media Player	High-Power Batteries	R3 Cleaning Robot	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>High-Power Batteries</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021202	10212	1021	2				3000	Who isn't a member of Little League?	2	Nanami	Pulao	Changyu	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Pulao</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021203	10212	1021	2				3000	What type of game do I like to play?	2	Cops and robbers	Hide-and-seek	Video games	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Hide-and-seek</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021301	10213	1021	2				3000	Do you know what Sophia means?	2	Hyena	Gift from God	Nihility	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Gift from God</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021302	10213	1021	2				3000	What's the name of the system on Silverfang？	1	Golden Apple	Silver Spoon	Harvest	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Golden Apple</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
21021303	10213	1021	2				3000	What supplies does Asslam regularly transport from Babylonia?	3	Manpower	Firearms	Helium 3	You got it right. Let me reduce the price by... this much.	The correct answer is <color=#3291DB>Helium 3</color>. The cost of telling you the answer has been included in your bill.	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
31021101		1021	3	Well, it seems that helping you would be a reasonable investment.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
41021101		1021	4	Your answers haven't reduced the amount you have to pay. The total cost of my help is 9999999999 Black Cards. Please choose your payment method.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Sophia
11022101		1022	1	I can feel your anxiety from your message. It looks like you have encountered a very tricky problem.		0									Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
11022102		1022	1	Hmm, although the situation is urgent, please answer a few questions for me first, Commandant.		11022101									Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
11022103		1022	1	After all, improving our understanding of each other can maximize our efficiency.		11022102									Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022101	10221	1022	2				3000	Commandant, do you know what my role is in Strike Hawk?	3	Regular member	Temporary member	Captain	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Captain</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022102	10221	1022	2				3000	Do you know which weapon I excel in?	1	All weapons	Only Scythe	Only Chainsaw	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>All weapons</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022103	10221	1022	2				3000	What is the role of Strike Hawk?	2	Attacking	Scouting	Logistics	That is correct. I expected no less from you.	Upon further investigation, that is incorrect. The correct answer is <color=#3291DB>Scouting</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022201	10222	1022	2				3000	Do you know why I prefer carrying a Scythe when I'm on a mission with Strike Hawk?	1	To hook back teammates	To harvest the enemy	To clean up the battlefield	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291db>To hook back teammates</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022202	10222	1022	2				3000	Which of the following describes me best?	2	Agent	Flawless Person	Executor	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291db>Flawless person</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022203	10222	1022	2				3000	Do you know what my specialized Inver-Device does?	3	To be a handsome accessory	To maximize access from a commandant	To take only the bare minimum orders from any commandant	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291db>To take only the bare minimum orders from any commandant</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022301	10223	1022	2				3000	Where do my memories come from?	1	Langston	Smith	John	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Langston</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022302	10223	1022	2				3000	Before I became a Construct, what was my rank in F.O.S. College?	1	First	Second	Lowest	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>First</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
21022303	10223	1022	2				3000	What weapon did I use to injure Ascendant Lamia in Kowloong Metropolis?	3	Death Broker	Scythe	Sniper Rifle	That is correct. I expected no less from you.	Upon further investigation, that is incorrect. The correct answer is <color=#3291DB>Sniper Rifle</color>.	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
31022101		1022	3	You know your teammates well, Commandant, just as I expected from you. I'm glad to help.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
41022101		1022	4	It may be risky to act rashly in such a state. Just in case, please allow me to draw up some action plans first.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	Chrome
11023101		1023	1	I can feel your anxiety from your message. It looks like you have encountered a very tricky problem.		0									Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
11023102		1023	1	Hmm, although the situation is urgent, please answer a few questions for me first, Commandant.		11023101									Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
11023103		1023	1	After all, improving our understanding of each other can maximize our efficiency.		11023102									Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023101	10231	1023	2				1000	Commandant, do you know what my role is in Strike Hawk?	3	Regular member	Temporary member	Captain	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Captain</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023102	10231	1023	2				2000	On whose advice was Glory's Inver-Device made?	2	Me?	John Smith	Hassen	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>John Smith</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023103	10231	1023	2				3000	Commandant, do you know how to trigger the Core Passive of my frame Glory?	3	Press QWER in sequence	Any 3-Ping + Blue Orb	Press and hold Basic Attack	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Press and hold Basic Attack</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023201	10232	1023	2				3000	Aside from chess, what else do I like to do?	1	Reading books	Painting	Running	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Reading books</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023202	10232	1023	2				2000	Which of the following describes me best?	2	Agent	Flawless person	Executor	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Flawless person</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023203	10232	1023	2				3000	Do you know what the earrings on the Glory frame are for?	2	Handsome accessory	To amplify radar perception	To maximize the separation from any commandant's command	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291db>To amplify radar perception</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023301	10233	1023	2				3000	What is my last name?	2	Langston	Smith	John	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Smith</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023302	10233	1023	2				3000	Which member of the Kowloong Crew helped Strike Hawk on the Nighter?	1	Chaofeng	Pulao	Yazi	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>Chaofeng</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
21023303	10233	1023	2				3000	When was the first time I used Glory?	3	When your power reached a bottleneck	Prior to conducting a special mission	After being critically wounded when fighting an Ascendant	That is correct. I expected no less from you.	Think harder and eliminate the impossible, and you will find that the correct answer is <color=#3291DB>After being critically wounded when fighting an Ascendant</color>.	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
31023101		1023	3	You know your teammates well, Commandant, just as I expected from you. I'm glad to help.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
41023101		1023	4	It may be risky to act rashly in such a state. Just in case, please allow me to draw up some action plans first.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	Chrome
11024101		1024	1	If you can prove your bond with the Forest Guard...		0									Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
11024102		1024	1	I will gladly offer you my spear.		11024101									Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024101	10241	1024	2				3000	Where did I live back on Earth?	3	Kowloong	Akdilek	Arctic Route Union	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Arctic Route Union</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024102	10241	1024	2				3000	Try to name one way the Rigor frame casts Skills.	2	Press and hold D-pad to change into Centaur form	Press and hold Basic Attack to fire the electromagnetic cannon	Press and hold Signature to use Light Wing Dash	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Press and hold Basic Attack to fire the electromagnetic cannon</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024103	10241	1024	2				3000	Which Ascendant did I fight previously?	3	Lamia	Roland	α	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Alpha</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024201	10242	1024	2				3000	Commandant, do you know how I got my hairstyle?	1	Voted by all of Forest Guard	I designed it	Rosetta designed it	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Voted by all of Forest Guard</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024202	10242	1024	2				3000	What animal do I like the most?	2	Sharks	Whales	Squid	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Whales</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024203	10242	1024	2				3000	Do you remember the coating of the frame Rigor?	3	Nightingale and Rose	Gothic	Howling Crown	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Howling Crown</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024301	10243	1024	2				3000	Which of the following cards was used when I played with those Engineers?	2	Musashi IX	Sparkblade Anchor	You don't play cards	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Sparkblade Anchor</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024302	10243	1024	2				3000	What is the way to summon Ursa in polar regions?	1	Throw stones into the water	Learn to growl like a bear in the cedar woods	Draw a summoning circle from fairy tale books in the snow	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Throw stones into the water</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
21024303	10243	1024	2				3000	How do I like to sleep?	1	Standing and levitating	On back	On side	So you still remember...	I'm sorry, but the correct answer should be <color=#3291DB>Standing and levitating</color>.	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
31024101		1024	3	Let us go and remove all the obstacles together.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
41024101		1024	4	How about we get to know each other better first?	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Rosetta
11025101		1025	1	Good, it seems that you are also starting to learn to "plunder."		0									Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
11025102		1025	1	But if you wish to plunder my strength, I'm sorry. You aren't capable yet.		11025101									Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
11025103		1025	1	But I'm sure you can answer a few simple questions, no?		11025102									Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
21025101	10251	1025	2				3000	Where was the first time I used Garnet to work with you on a mission?	1	Atlantis	Babylonia	Kurono's secret base	I knew you'd know the answer, but don't get complacent, Commandant.	Is that all you got...? How embarrassing... The correct answer is <color=#3291DB>Atlantis </color>. Wanna keep going, Commandant?	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
21025102	10251	1025	2				3000	Why does Garnet wield a Banner Spear and not a Katana?	2	Easy to command and guide teammates	A katana doesn't suit Garnet's combat style	To spearfish?	I knew you'd know the answer, but don't get complacent, Commandant.	Is that all you got...? How embarrassing... The correct answer is <color=#3291DB>A katana doesn't suit Garnet's combat style</color>. Wanna keep going, Commandant?	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
21025103	10251	1025	2				3000	What combat tactics best suit Garnet?	3	Collective charge	Infiltration	Solo penetration	I knew you'd know the answer, but don't get complacent, Commandant.	Is that all you got...? How embarrassing... The correct answer is <color=#3291DB>Solo penetration</color>. Wanna keep going, Commandant?	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
21025201	10252	1025	2				3000	Which Ascendant did I fight at Atlantis?	1	Lamia	Roland	Gabriel	I knew you'd know the answer, but don't get complacent, Commandant.	Is that all you got...? How embarrassing... The correct answer is <color=#3291DB>Lamia</color>. Wanna keep going, Commandant?	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
21025202	10252	1025	2				3000	Why do I have my hair tied up?	1	To avoid your vision being blocked in battle?	A change of mood?	To be like Bianca?	I knew you'd know the answer, but don't get complacent, Commandant.	Is that all you got...? How embarrassing... The correct answer is <color=#3291DB>To avoid my vision being blocked in battle</color>. Wanna keep going, Commandant?	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
21025203	10252	1025	2				3000	Which person isn't a member of Cerberus?	2	Noctis	Karenina	No. 21	I knew you'd know the answer, but don't get complacent, Commandant.	Is that all you got...? How embarrassing... The correct answer is <color=#3291DB>Karenina</color>. Wanna keep going, Commandant?	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Vera
