Id	HeadImageName	OnlinePortrait	EnergyBar[1]	EnergyBar[2]	EnergyGroupBar[1]	EnergyGroupBar[2]	SPPrefab[1]	SPPrefab[2]	Model[1]	Model[2]	AttackIconImage	DodgeIconImage	ExSkillIconImage	PartnerSkillIconImage0	PartnerSkillIconImage1	PartnerSPPrefab	AttackEffectPrefab	FightComboPrefab
851101	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51A.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851102	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851103	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51C.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851104	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51D.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851105	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51A.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851106	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851107	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51C.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851108	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalk.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51D.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851111	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51A.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851112	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851113	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51C.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851114	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51D.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851115	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51A.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851116	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851117	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51C.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851118	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyBrilliantwalk.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPBrilliantwalk.prefab		Mb1StarknightMd010002		Assets/Product/Texture/Image/UiFight/FightIconBrilliantwalkB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconBrilliantwalk51D.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
851119					Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyZhihuiguan.prefab						Assets/Product/Texture/Image/UiFight/FightSkillIconZhihuiguan.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconZhihuiguan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
