Id	Name	Title	NameplateQuality	Group	Description	NameplateGameplayType	Hint[1]	Hint[2]	Hint[3]	Hint[4]	NameplateGetWay	NameplateUpgradeType	Params[0]	Params[1]	DecomposeExp	UpgradeExp	ConvertItemId	ConvertItemCount	ExpireTimeStr	Duration	IconType	Icon	BackBoard	OutLineColor	QualityIcon	EffectRes	IsNewTextureIcon
17060901	Moonwalker	Moonwalker	1	709	Support Gratitude - Karenina	Eden Festival	After adding 20000 Cheer Points to Karenina in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Karenina in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	209	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060902	Moonwalker	Moonwalker	2	709	Support Gratitude - Karenina	Eden Festival	After adding 20000 Cheer Points to Karenina in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Karenina in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	209	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060903	Moonwalker	Moonwalker	3	709	Support Gratitude - Karenina	Eden Festival	After adding 20000 Cheer Points to Karenina in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Karenina in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar03.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061001	Nighter Youth	Nighter Youth	1	710	Support Gratitude - Pulao	Eden Festival	After adding 20000 Cheer Points to Pulao in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Pulao in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2010	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061002	Nighter Youth	Nighter Youth	2	710	Support Gratitude - Pulao	Eden Festival	After adding 20000 Cheer Points to Pulao in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Pulao in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2010	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061003	Nighter Youth	Nighter Youth	3	710	Support Gratitude - Pulao	Eden Festival	After adding 20000 Cheer Points to Pulao in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Pulao in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar26.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061101	Forest Aurora	Forest Aurora	1	711	Support Gratitude - Rosetta	Eden Festival	After adding 20000 Cheer Points to Rosetta in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Rosetta in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2011	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061102	Forest Aurora	Forest Aurora	2	711	Support Gratitude - Rosetta	Eden Festival	After adding 20000 Cheer Points to Rosetta in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Rosetta in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2011	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061103	Forest Aurora	Forest Aurora	3	711	Support Gratitude - Rosetta	Eden Festival	After adding 20000 Cheer Points to Rosetta in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Rosetta in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar12.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061201	Crown of Thorns	Crown of Thorns	1	712	Support Gratitude - Luna	Eden Festival	After adding 20000 Cheer Points to Luna in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Luna in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2012	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061202	Crown of Thorns	Crown of Thorns	2	712	Support Gratitude - Luna	Eden Festival	After adding 20000 Cheer Points to Luna in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Luna in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2012	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061203	Crown of Thorns	Crown of Thorns	3	712	Support Gratitude - Luna	Eden Festival	After adding 20000 Cheer Points to Luna in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Luna in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar09.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061301	Truth Seeker	Truth Seeker	1	713	Support Gratitude - Bianca	Eden Festival	After adding 20000 Cheer Points to Bianca in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Bianca in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2013	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061302	Truth Seeker	Truth Seeker	2	713	Support Gratitude - Bianca	Eden Festival	After adding 20000 Cheer Points to Bianca in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Bianca in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2013	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061303	Truth Seeker	Truth Seeker	3	713	Support Gratitude - Bianca	Eden Festival	After adding 20000 Cheer Points to Bianca in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Bianca in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar04.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061401	Dreaming Iris	Dreaming Iris	1	714	Support Gratitude - Selena	Eden Festival	After adding 20000 Cheer Points to Selena in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Selena in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2014	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061402	Dreaming Iris	Dreaming Iris	2	714	Support Gratitude - Selena	Eden Festival	After adding 20000 Cheer Points to Selena in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Selena in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2014	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061403	Dreaming Iris	Dreaming Iris	3	714	Support Gratitude - Selena	Eden Festival	After adding 20000 Cheer Points to Selena in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Selena in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar20.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061501	Forever Empress	Forever Empress	1	715	Support Gratitude - Qu	Eden Festival	After adding 20000 Cheer Points to Qu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Qu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2015	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061502	Forever Empress	Forever Empress	2	715	Support Gratitude - Qu	Eden Festival	After adding 20000 Cheer Points to Qu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Qu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2015	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061503	Forever Empress	Forever Empress	3	715	Support Gratitude - Qu	Eden Festival	After adding 20000 Cheer Points to Qu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Qu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar22.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061601	Silver Tongue	Silver Tongue	1	716	Support Gratitude - Sophia	Eden Festival	After adding 20000 Cheer Points to Sophia in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Sophia in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2016	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061602	Silver Tongue	Silver Tongue	2	716	Support Gratitude - Sophia	Eden Festival	After adding 20000 Cheer Points to Sophia in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Sophia in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2016	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061603	Silver Tongue	Silver Tongue	3	716	Support Gratitude - Sophia	Eden Festival	After adding 20000 Cheer Points to Sophia in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Sophia in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar18.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061701	Striking Wings	Striking Wings	1	717	Support Gratitude - Lucia	Eden Festival	After adding 20000 Cheer Points to Lucia in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Lucia in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2017	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061702	Striking Wings	Striking Wings	2	717	Support Gratitude - Lucia	Eden Festival	After adding 20000 Cheer Points to Lucia in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Lucia in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2017	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061703	Striking Wings	Striking Wings	3	717	Support Gratitude - Lucia	Eden Festival	After adding 20000 Cheer Points to Lucia in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Lucia in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar06.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061801	Rainbow Colors	Rainbow Colors	1	718	Support Gratitude - Ayla	Eden Festival	After adding 20000 Cheer Points to Ayla in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Ayla in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2018	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061802	Rainbow Colors	Rainbow Colors	2	718	Support Gratitude - Ayla	Eden Festival	After adding 20000 Cheer Points to Ayla in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Ayla in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2018	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061803	Rainbow Colors	Rainbow Colors	3	718	Support Gratitude - Ayla	Eden Festival	After adding 20000 Cheer Points to Ayla in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Ayla in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar14.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17061901	Confession Angel	Confession Angel	1	719	Support Gratitude - Liv	Eden Festival	After adding 20000 Cheer Points to Liv in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Liv in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2019	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17061902	Confession Angel	Confession Angel	2	719	Support Gratitude - Liv	Eden Festival	After adding 20000 Cheer Points to Liv in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Liv in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2019	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17061903	Confession Angel	Confession Angel	3	719	Support Gratitude - Liv	Eden Festival	After adding 20000 Cheer Points to Liv in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Liv in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar15.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062001	Star Explorer	Star Explorer	1	720	Support Gratitude - Nanami	Eden Festival	After adding 20000 Cheer Points to Nanami in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Nanami in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2020	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062002	Star Explorer	Star Explorer	2	720	Support Gratitude - Nanami	Eden Festival	After adding 20000 Cheer Points to Nanami in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Nanami in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2020	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062003	Star Explorer	Star Explorer	3	720	Support Gratitude - Nanami	Eden Festival	After adding 20000 Cheer Points to Nanami in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Nanami in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar17.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062101	Undying Banner	Undying Banner	1	721	Support Gratitude - Vera	Eden Festival	After adding 20000 Cheer Points to Vera in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Vera in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2021	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062102	Undying Banner	Undying Banner	2	721	Support Gratitude - Vera	Eden Festival	After adding 20000 Cheer Points to Vera in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Vera in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2021	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062103	Undying Banner	Undying Banner	3	721	Support Gratitude - Vera	Eden Festival	After adding 20000 Cheer Points to Vera in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Vera in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar19.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062201	Antiviral Rider	Antiviral Rider	1	722	Support Gratitude - Alpha	Eden Festival	After adding 20000 Cheer Points to Alpha in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Alpha in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2022	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062202	Antiviral Rider	Antiviral Rider	2	722	Support Gratitude - Alpha	Eden Festival	After adding 20000 Cheer Points to Alpha in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Alpha in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2022	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062203	Antiviral Rider	Antiviral Rider	3	722	Support Gratitude - Alpha	Eden Festival	After adding 20000 Cheer Points to Alpha in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Alpha in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar07.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062301	White Pup	White Pup	1	723	Support Gratitude - No. 21	Eden Festival	After adding 20000 Cheer Points to No. 21 in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to No. 21 in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2023	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062302	White Pup	White Pup	2	723	Support Gratitude - No. 21	Eden Festival	After adding 20000 Cheer Points to No. 21 in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to No. 21 in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2023	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062303	White Pup	White Pup	3	723	Support Gratitude - No. 21	Eden Festival	After adding 20000 Cheer Points to No. 21 in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to No. 21 in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar24.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062401	Starchaser	Starchaser	1	724	Support Gratitude - Haicma	Eden Festival	After adding 20000 Cheer Points to Haicma in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Haicma in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2024	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062402	Starchaser	Starchaser	2	724	Support Gratitude - Haicma	Eden Festival	After adding 20000 Cheer Points to Haicma in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Haicma in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2024	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062403	Starchaser	Starchaser	3	724	Support Gratitude - Haicma	Eden Festival	After adding 20000 Cheer Points to Haicma in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Haicma in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar27.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062501	Overlord	Overlord	1	725	Support Gratitude - Celica	Eden Festival	After adding 20000 Cheer Points to Celica in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Celica in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2025	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062502	Overlord	Overlord	2	725	Support Gratitude - Celica	Eden Festival	After adding 20000 Cheer Points to Celica in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Celica in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2025	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062503	Overlord	Overlord	3	725	Support Gratitude - Celica	Eden Festival	After adding 20000 Cheer Points to Celica in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Celica in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar29.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062601	Happy Shark	Happy Shark	1	726	Support Gratitude - Shark-speare	Eden Festival	After adding 20000 Cheer Points to Shark-speare in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Shark-speare in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2026	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062602	Happy Shark	Happy Shark	2	726	Support Gratitude - Shark-speare	Eden Festival	After adding 20000 Cheer Points to Shark-speare in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Shark-speare in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2026	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062603	Happy Shark	Happy Shark	3	726	Support Gratitude - Shark-speare	Eden Festival	After adding 20000 Cheer Points to Shark-speare in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Shark-speare in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar28.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062701	Crimson Hound	Crimson Hound	1	727	Support Gratitude - Noctis	Eden Festival	After adding 20000 Cheer Points to Noctis in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Noctis in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2027	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17062702	Crimson Hound	Crimson Hound	2	727	Support Gratitude - Noctis	Eden Festival	After adding 20000 Cheer Points to Noctis in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Noctis in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	2027	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17062703	Crimson Hound	Crimson Hound	3	727	Support Gratitude - Noctis	Eden Festival	After adding 20000 Cheer Points to Noctis in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Noctis in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar25.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17062801	Elite Forces	Elite Forces	1	728	An honorary title granted to Commandants who have overcome difficulties on the battlefield.	B-Level License - Elite Forces	B-Level License - Elite Forces				B-Level License - Elite Forces	1									1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourseT203.png					
17062802	Special Forces	Special Forces	2	729	An honor specially awarded to Commandants who have executed the most dangerous missions in the most dangerous areas.	A-Level License - Special Forces	A-Level License - Special Forces				A-Level License - Special Forces	1									1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourseT202.png					
17062803	Warfare Expert	Warfare Expert	2	730	An honor awarded as a recognition of competence and a sign of entrusting the entire war zone to the receiver.	S-Level License - Warfare Expert	S-Level License - Warfare Expert				S-Level License - Warfare Expert	1									1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourseT201.png					
17062804	F.O.S. Star	F.O.S. Star	3	731	Top secret, not viewable due to insufficient authority.	X-Level License - F.O.S. Star	X-Level License - F.O.S. Star				X-Level License - F.O.S. Star	1									1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourse01.png				Assets/Product/Effect/Prefab/FxUi/FxUiCourseCombatlicense/FxUiNameplateCourse01.prefab	
