Id	SubIds[0]	SubIds[1]	SubIds[2]	SubIds[3]	SubIds[4]	SubIds[5]	SubIds[6]	SubIds[7]	SubIds[8]	SubIds[9]	SubIds[10]	SubIds[11]	SubIds[12]	SubIds[13]	SubIds[14]	SubIds[15]	SubIds[16]	SubIds[17]	SubIds[18]	SubIds[19]	SubIds[20]	SubIds[21]	SubIds[22]	SubIds[23]	SubIds[24]	SubIds[25]	SubIds[26]	SubIds[27]	SubIds[28]	SubIds[29]	SubIds[30]	SubIds[31]	SubIds[32]	SubIds[33]	SubIds[34]	SubIds[35]	SubIds[36]	SubIds[37]	SubIds[38]	SubIds[39]	SubIds[40]	SubIds[41]	SubIds[42]	SubIds[43]	SubIds[44]	SubIds[45]	SubIds[46]	SubIds[47]	SubIds[48]	SubIds[49]	SubIds[50]	SubIds[51]	SubIds[52]	SubIds[53]	SubIds[54]	SubIds[55]
12705	127050	127051	127052																																																					
12706	127060	127061	127062																																																					
12707	127070	127071	127072																																																					
12708	127080	127081	127082																																																					
12709	127080	127081	127083																																																					
12710	127080	127081	127084																																																					
12711	127080	127081	127085																																																					
12712	127080	127081	127086																																																					
12714	127140	127141	127142																																																					
12715	127150	127151	127152																																																					
12716	127160	127161	127162																																																					
12718	127180	127181	127182																																																					
12719	127190	127191	127192																																																					
12720	127200	127201	127202																																																					
12721	127210	127211	127212																																																					
12722	127220	127221	127222																																																					
12723	127230	127231	127232																																																					
12724	127240	127241	127242																																																					
12725	127250	127251	127252																																																					
12726	127260	127261	127262																																																					
12727	127260	127261	127263																																																					
12728	127260	127261	127264																																																					
12729	127260	127261	127265																																																					
12730	127260	127261	127266																																																					
12731	127310	127311	127312																																																					
12732	127320	127321	127322																																																					
12733	127330	127331	127332																																																					
12734	127340	127341	127342																																																					
12735	127350	127351	127352																																																					
12736	127360	127361	127362																																																					
12737	127370	127371	127372																																																					
12738	127380	127381	127382																																																					
12739	127390																																																							
12740	127400																																																							
12741	127410																																																							
12742	127420																																																							
12743	127430																																																							
12744	127440																																																							
12745	127450	127451	127452																																																					
12746	127460	127461	127462																																																					
12747	127470	127471	127472																																																					
12748	127480	127481	127482																																																					
12749	127490	127491	127492																																																					
12750	127500	127501	127502																																																					
12751	127500	127501	127503																																																					
12752	127500	127501	127504																																																					
12753	127500	127501	127505																																																					
12754	127500	127501	127506																																																					
12755	127550	127551	127552																																																					
12756	127560	127561	127562																																																					
12757	127570	127571	127572																																																					
12758	127580	127581	127582																																																					
12759	127590	127591	127592																																																					
12760	127600	127601	127602																																																					
12761	127610	127611	127612																																																					
12762	127620	127621	127622																																																					
12763	127630	127631	127632																																																					
12764	127640	127641	127642																																																					
12766	127660	127661	127662																																																					
12767	127670	127671	127672																																																					
12768	127680	127681	127682																																																					
12769	127690	127691																																																						
12770	127700	127701																																																						
12771	127710	127711																																																						
12772	127720	127721																																																						
12773	127730	127731																																																						
12774	127740	127741	127742																																																					
12775	127750	127751	127752																																																					
12776	127760	127761	127762																																																					
12777	127770	127771	127772																																																					
12778	127770	127771	127773																																																					
12779	127770	127771	127774																																																					
12780	127770	127771	127775																																																					
12781	127770	127771	127776																																																					
12782	127820	127821	127822																																																					
12783	127830	127831	127832																																																					
12784	127840	127841	127842																																																					
12785	127850	127851	127852																																																					
12786	127860	127861	127862																																																					
12787	127870	127871	127872																																																					
12788	127880	127881	127882																																																					
12789	127890	127891	127892																																																					
12790	127900	127901	127902																																																					
12791	127910	127911	127912																																																					
12792	127920	127921	127922																																																					
12793	127930	127931	127932																																																					
12794	127940																																																							
12795	127950																																																							
12796	127960																																																							
12797	127970																																																							
12798	127980																																																							
12799	127990																																																							
12800	128000																																																							
12801	128010																																																							
12802	128020																																																							
12803	128030																																																							
12804	128040																																																							
12805	128050																																																							
12806	128060																																																							
12807	128070	128071	128072																																																					
12808	128080	128081	128082																																																					
12809	128090	128091	128092																																																					
12810	128090	128091	128093																																																					
12811	128090	128091	128094																																																					
12812	128090	128091	128095																																																					
12813	128090	128091	128096																																																					
12814	128140	128141	128142																																																					
12815	128150	128151	128152																																																					
12816	128160	128161	128162																																																					
12817	128170	128171	128172																																																					
12818	128180	128181	128182																																																					
12819	128190	128191	128192																																																					
12820	128200	128201	128202																																																					
12821	128210	128211	128212																																																					
12822	128220	128221	128222																																																					
12823	128230	128231	128232																																																					
12824	128240	128241	128242																																																					
12825	128250	128251	128252																																																					
12826	128260	128261	128262																																																					
12827	128270	128271	128272																																																					
12828	128280	128281	128282																																																					
12829	128290	128291	128292																																																					
12830	128300	128301	128302																																																					
12831	128310	128311	128312																																																					
12832	128320	128321	128322																																																					
12833	128330	128331	128332																																																					
12834	128340	128341	128342																																																					
12835	128350	128351	128352																																																					
12836	128360	128361	128362																																																					
12837	128370	128371																																																						
12838	128380	128381																																																						
12839	128390	128391	128392																																																					
12840	128400	128401																																																						
12841	128410	128411																																																						
12842	128420	128421	128422																																																					
12843	128430	128431																																																						
12844	128440	128441																																																						
12845	128450	128451	128452																																																					
12846	128460	128461																																																						
12847	128470	128471																																																						
12848	128480	128481	128482																																																					
12849	128490	128491	128492																																																					
12850	128500	128501	128502																																																					
12851	128510	128511	128512																																																					
12852	128520	128521	128522																																																					
12853	128530	128531	128532																																																					
12854	128540	128541	128542																																																					
12855	128550	128551	128552																																																					
12856	128560	128561	128562																																																					
12857	128570	128571	128572																																																					
12858	128580	128581	128582																																																					
12859	128590	128591	128592																																																					
12860	128600	128601	128602																																																					
12861	128610	128611	128612																																																					
12862	128620	128621	128622																																																					
12863	128630	128631	128632																																																					
12864	128640	128641	128642																																																					
12865	128650	128651	128652																																																					
12866	128660	128661	128662																																																					
12867	128670	128671	128672																																																					
12868	128680	128681	128682																																																					
12869	128690	128691	128692																																																					
12870	128700	128701	128702																																																					
12871	128710	128711	128712																																																					
12872	128720	128721	128722																																																					
12873	128730	128731	128732																																																					
12874	128740	128741	128742																																																					
12875	128750	128751	128752																																																					
12876	128760	128761	128762																																																					
12877	128770	128771	128772																																																					
12878	128780	128781																																																						
12879	128790	128791																																																						
12880	128800	128801																																																						
12881	128810	128811																																																						
12882	128820	128821	128822																																																					
12883	128820	128821	128823																																																					
12884	128820	128821	128824																																																					
12885	128820	128821	128825																																																					
12886	128820	128821	128826																																																					
12887	128870																																																							
12888	128880																																																							
12889	128890																																																							
12890	128900																																																							
12891	128910																																																							
12892	128920																																																							
12893	128930																																																							
12894	128940																																																							
12895	128950																																																							
12896	128960																																																							
12897	128970																																																							
12898	128980																																																							
12899	128990																																																							
12900	129000																																																							
12901	129010																																																							
12902	129020																																																							
12903	129030																																																							
12904	129040																																																							
12905	129050																																																							
12906	129060																																																							
12907	129070																																																							
12908	129080																																																							
12909	129090																																																							
12910	129100																																																							
12911	129110																																																							
12912	129120																																																							
12913	129130																																																							
12914	129140																																																							
12915	129150																																																							
12916	129160	129161	129162																																																					
12917	129170	129171	129172																																																					
12918	129180	129181	129182																																																					
12919	129190	129191	129192																																																					
12920	129200	129201	129202																																																					
12921	129210	129211	129212																																																					
12922	129220	129221	129222																																																					
12923	129230	129231	129232																																																					
12924	129240	129241	129242																																																					
12925	129250	129251	129252																																																					
12926	129260	129261	129262																																																					
12927	129270	129271	129272																																																					
12928	129280	129281	129282																																																					
12929	129290	129291	129292																																																					
12930	129300	129301	129302																																																					
12931	129310																																																							
12932	129320																																																							
12933	129330																																																							
12934	129340																																																							
12935	129350																																																							
12936	129360																																																							
12937	129370																																																							
12938	129380																																																							
12939	129390																																																							
12940	129400																																																							
12941	129410	129411	129412																																																					
12942	129420	129421	129422																																																					
12943	129430	129431	129432																																																					
12944	129440	129441	129442																																																					
12945	129450	129451	129452																																																					
12946	129460	129461	129462																																																					
12947	129470	129471	129472																																																					
12948	129480																																																							
12949	129490	129491	129492																																																					
12950	129500	129501	129502																																																					
12951	129510	129511	129512																																																					
12952	129520	129521	129522																																																					
12953	129530	129531	129532																																																					
12954	129540	129541	129542																																																					
12955	129550	129551	129552																																																					
12956	129560	129561	129562																																																					
12957	129570	129571	129572																																																					
12958	129580	129581	129582																																																					
12959	129590	129591	129592	129593																																																				
12960	129600	129601	129602	129603																																																				
12961	129610	129611	129612	129613																																																				
12962	129620	129621	129622	129623																																																				
12963	129631	129632	129633																																																					
12964	129640	129641	129642																																																					
12965	129640	129641	129643																																																					
12966	129640	129641	129644																																																					
12967	129640	129641	129645																																																					
12968	129640	129641	129646																																																					
12969	129690	129691	129692																																																					
12970	129700	129701	129702																																																					
12971	129710	129711	129712																																																					
12972	129720																																																							
12973	129730																																																							
12974	129740																																																							
12975	129750																																																							
12976	129760																																																							
12977	129770																																																							
12978	129780																																																							
12979	129790																																																							
12980	129800																																																							
12981	129810																																																							
12982	129820																																																							
12983	129830																																																							
12984	129840																																																							
15000	150000																																																							
15001	150010																																																							
15002	150020																																																							
15003	150030																																																							
15004	150040																																																							
15005	150050																																																							
15006	150060																																																							
15007	150070																																																							
15008	150080																																																							
15009	150090																																																							
15010	150100																																																							
15011	150110																																																							
15012	150120																																																							
15013	150130																																																							
15014	150140																																																							
15015	150150																																																							
15016	150160																																																							
15017	150170																																																							
15018	150180																																																							
15019	150190																																																							
15020	150200																																																							
15021	150210																																																							
15022	150220																																																							
15023	150230																																																							
15024	150240																																																							
15025	150250																																																							
15026	150260																																																							
15027	150270																																																							
15028	150280																																																							
15029	150290																																																							
15030	150300																																																							
15031	150310																																																							
15032	150320																																																							
15033	150330																																																							
15034	150340																																																							
15035	150350																																																							
15036	150360																																																							
15037	150370																																																							
15038	150380																																																							
15039	150390																																																							
15040	150400																																																							
15041	150410																																																							
15042	150420																																																							
15043	150430																																																							
15044	150440																																																							
15045	150450																																																							
15046	150460																																																							
15047	150470																																																							
15048	150480																																																							
15049	150490																																																							
15050	150500																																																							
15051	150510																																																							
15052	150520																																																							
15053	150530																																																							
15054	150540																																																							
15055	150550																																																							
15056	150560																																																							
15057	150570																																																							
15058	150580																																																							
15059	150590																																																							
15060	150600																																																							
15061	150610																																																							
15062	150620																																																							
15063	150630																																																							
15064	150640																																																							
15065	150650																																																							
15066	150660																																																							
15067	150670																																																							
15068	150680																																																							
15069	150690																																																							
15070	150700																																																							
15071	150710																																																							
15072	150720																																																							
15073	150730																																																							
15074	150740																																																							
15075	150750																																																							
15076	150760																																																							
15077	150770																																																							
15078	150780																																																							
15079	150790																																																							
15080	150800																																																							
15081	150810																																																							
15082	150820																																																							
15083	150830																																																							
15084	150840																																																							
15085	150850																																																							
15086	150860																																																							
15087	150870																																																							
15088	150880																																																							
15089	150890																																																							
15090	150900																																																							
15091	150910																																																							
15092	150920																																																							
15093	150930																																																							
15094	150940																																																							
15095	150950																																																							
15096	150960																																																							
15097	150970																																																							
15098	150980																																																							
15099	150990																																																							
15100	151000																																																							
15101	151010																																																							
15102	151020																																																							
15103	151030																																																							
15104	151040																																																							
15105	151050																																																							
15106	151060																																																							
15107	151070																																																							
15108	151080																																																							
15109	151090																																																							
15110	151100																																																							
15111	151110																																																							
15112	151120																																																							
15113	151130																																																							
15114	151140																																																							
15115	151150																																																							
15116	151160																																																							
15117	151170																																																							
15118	151180																																																							
15119	151190																																																							
15120	151200																																																							
15121	151210																																																							
15122	151220																																																							
15123	151230																																																							
15124	151240																																																							
15125	151250																																																							
15126	151260																																																							
15127	151270																																																							
15128	151280																																																							
15129	151290																																																							
15130	151300																																																							
15131	151310																																																							
15132	151320																																																							
15133	151330																																																							
15134	151340																																																							
15135	151350																																																							
15136	151360																																																							
15137	151370																																																							
15138	151380																																																							
15139	151390																																																							
15140	151400																																																							
15141	151410																																																							
15142	151420																																																							
15143	151430																																																							
15144	151440																																																							
15145	151450																																																							
15146	151460																																																							
15147	151470																																																							
15148	151480																																																							
15149	151490																																																							
15150	151500																																																							
15151	151510																																																							
15152	151520																																																							
15153	151530																																																							
15154	151540																																																							
15155	151550																																																							
15156	151560																																																							
15157	151570																																																							
15158	151580																																																							
15159	151590																																																							
15160	151600																																																							
15161	151610																																																							
15162	151620																																																							
15163	151630																																																							
15164	151640																																																							
15165	151650																																																							
15166	151660																																																							
15167	151670																																																							
15168	151680																																																							
15169	151690																																																							
15170	151700																																																							
15171	151710																																																							
15172	151720																																																							
15173	151730																																																							
15174	151740																																																							
15175	151750																																																							
15176	151760																																																							
15177	151770																																																							
15178	151780																																																							
15179	151790																																																							
15180	151800																																																							
15181	151810																																																							
15182	151820																																																							
15183	151830																																																							
15184	151840																																																							
15185	151850																																																							
15186	151860																																																							
15187	151870																																																							
15188	151880																																																							
15189	151890																																																							
15190	151900																																																							
15191	151910	151911																																																						
15192	151920	151921																																																						
15193	151930	151931																																																						
15194	151940	151941																																																						
15195	151950	151951																																																						
15196	151960	151961																																																						
15197	151970	151971																																																						
15198	151980	151981																																																						
15199	151990	151991																																																						
15200	152000	152001																																																						
15210	152100	152101																																																						
15211	152110																																																							
15212	152120																																																							
15213	152130																																																							
15214	152140																																																							
15215	152150	152151	152152																																																					
15216	152160	152161	152162																																																					
15217	152170	152171	152172																																																					
15218	152180	152181	152182																																																					
15219	152190	152191	152192																																																					
15220	152200	152201																																																						
15221	152210	152211																																																						
15222	152220	152221																																																						
15223	152230	152231																																																						
15224	152240	152241																																																						
15225	152250	152251																																																						
15226	152260	152261																																																						
15227	152270	152271																																																						
15228	152280	152281																																																						
15229	152290	152291																																																						
15230	152300	152301																																																						
15231	152310	152311																																																						
15232	152320	152321																																																						
15233	152330	152331																																																						
15234	152340	152341	152342																																																					
15235	152350	152351	152352																																																					
15236	152360																																																							
15237	152370																																																							
15238	152380																																																							
15239	152390																																																							
15240	152400																																																							
15241	152410																																																							
15242	152420																																																							
15243	152430																																																							
15244	152440																																																							
15245	152450																																																							
15246	152460																																																							
15247	152470																																																							
15248	152480																																																							
15249	152490																																																							
15250	152500																																																							
15251	152510																																																							
15252	152520																																																							
15253	152530																																																							
15254	152540																																																							
15255	152550																																																							
15256	152560																																																							
15257	152570																																																							
15258	152580																																																							
15259	152590																																																							
15260	152600																																																							
15261	152610																																																							
15262	152620																																																							
15263	152630																																																							
15264	152640																																																							
15265	152650																																																							
15266	152660																																																							
15267	152670																																																							
15268	152680																																																							
15269	152690																																																							
15270	152700																																																							
15271	152710																																																							
15272	152720																																																							
15273	152730																																																							
15274	152740																																																							
15275	152750																																																							
15276	152760																																																							
15277	152770																																																							
15278	152780																																																							
15279	152790																																																							
15280	152800																																																							
15281	152810																																																							
15282	152820																																																							
15283	152830																																																							
15284	152840																																																							
15285	152850																																																							
15286	152860																																																							
15290	152900	152901	152902	152903																																																				
15291	152910	152911	152912	152913																																																				
15292	152920	152921	152922	152923																																																				
15293	152930	152931	152932	152933																																																				
15294	152940	152941	152942	152943																																																				
15295	152950	152951	152952	152953																																																				
15296	152960	152961	152962	152963																																																				
15297	152970	152971	152972	152973																																																				
15298	152980	152981	152982	152983																																																				
15299	152990	152991	152992	152993																																																				
15300	153000	153001	153002	153003																																																				
16301	163010	163011	163012	163013																																																				
16302	163020	163021	163022																																																					
16303	163020	163021	163023																																																					
16304	163020	163021	163024																																																					
16305	163020	163021	163025																																																					
16306	163020	163021	163026																																																					
16307	163070	163071	163072																																																					
16308	163080	163081	163082																																																					
16309	163090	163091	163092																																																					
2103011	21030112	21030110	21030111																																																					
2103021	21030212	21030210	21030211																																																					
2103031	21030312	21030310	21030311																																																					
2103041	21030412	21030410	21030411																																																					
2103051	21030512	21030510	21030511																																																					
2103061	21030612	21030610	21030611																																																					
2103071	21030712	21030710	21030711																																																					
2103081	21030812	21030810	21030811																																																					
2103091	21030912	21030910	21030911																																																					
2103101	21031012	21031010	21031011																																																					
2103111	21031112	21031110	21031111																																																					
2103121	21031212	21031210	21031211																																																					
2103131	21031312	21031310	21031311																																																					
2103141	21031412	21031410	21031411																																																					
2103151	21031512	21031510	21031511																																																					
2103161	21031612	21031610	21031611																																																					
2103171	21031712	21031710	21031711																																																					
2103181	21031812	21031810	21031811																																																					
2103191	21031912	21031910	21031911																																																					
2103201	21032012	21032010	21032011																																																					
2103211	21032112	21032110	21032111																																																					
2103221	21032212	21032210	21032211																																																					
2103231	21032312	21032310	21032311																																																					
2103241	21032412	21032410	21032411																																																					
2103251	21032512	21032510	21032511																																																					
2103261	21032612	21032610	21032611																																																					
2103271	21032712	21032710	21032711																																																					
2103281	21032812	21032810	21032811																																																					
2103291	21032912	21032910	21032911																																																					
2103301	21033012	21033010	21033011																																																					
2103311	21033112	21033110	21033111																																																					
2103321	21033212	21033210	21033211																																																					
2103331	21033312	21033310	21033311																																																					
2103341	21033412	21033410	21033411																																																					
