Id	CharacterId	VitalityRecoveryType	VitalityRecovery	MoodRecoveryType	MoodRecovery	Pre	CompareType	AttrTotal	AttrCondition[0]	AttrCondition[1]	AttrCondition[2]	Description
224	1131003	0	500	0	200	4	1	5500	3500	2000	0	When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
225	1131003	0	600	0	500	5	1	10000	6500	3500	0	When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
226	1541003	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
227	1541003	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
228	1541003	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
229	1541003	0	500	0	200	4	1	5500	3500	0	2000	When the Beauty and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
230	1541003	0	600	0	500	5	1	10000	6500	0	3500	When the Beauty and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
231	1031004	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
232	1031004	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
233	1031004	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
234	1031004	0	500	0	200	4	1	5500	0	3500	2000	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
235	1031004	0	600	0	500	5	1	10000	0	6500	3500	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
236	1531004	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
237	1531004	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
238	1531004	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
239	1531004	0	500	0	200	4	1	5500	3500	2000	0	When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
240	1531004	0	600	0	500	5	1	10000	6500	3500	0	When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
241	1551003	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
242	1551003	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
243	1551003	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
244	1551003	0	500	0	200	4	1	5500	0	3500	2000	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
245	1551003	0	600	0	500	5	1	10000	0	6500	3500	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
246	1051004	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
247	1051004	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1,200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
248	1051004	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3,500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
249	1051004	0	500	0	200	4	1	5500	2000	3500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>3,500</color> points and <color=#FF4E4EFF>2,000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
250	1051004	0	600	0	500	5	1	10000	3500	6500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>6,500</color> points and <color=#FF4E4EFF>3,500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
251	1561003	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
252	1561003	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1,200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
253	1561003	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3,500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
254	1561003	0	500	0	200	4	1	5500	2000	0	3500	When the Utility and Beauty of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
255	1561003	0	600	0	500	5	1	10000	3500	0	6500	When the Utility and Beauty of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
256	1071004	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
257	1071004	0	300	0	50	2	1	1200	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.
258	1071004	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3,500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
259	1071004	0	500	0	200	4	1	5500	3500	0	2000	When the Beauty and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
260	1071004	0	600	0	500	5	1	10000	6500	0	3500	When the Beauty and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
261	1571003	1	100	1	100	1	1	0	0	0	0	"When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour."
262	1571003	0	300	0	50	2	1	1200	0	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."
263	1571003	0	400	0	100	3	1	3500	0	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."
264	1571003	0	500	0	200	4	1	5500	0	2000	3500	"When the Utility and Comfort of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."
265	1571003	0	600	0	500	5	1	10000	0	3500	6500	"When the Utility and Comfort of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."
266	1041004	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color>points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color>point per hour.
267	1041004	0	300	0	50	2	1	1200	0	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."
268	1041004	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
269	1041004	0	500	0	200	4	1	5500	0	3500	2000	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
270	1041004	0	600	0	500	5	1	10000	0	6500	3500	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
271	1231002	1	100	1	100	1	1	0	0	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.
272	1231002	0	300	0	50	2	1	1200	0	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."
273	1231002	0	400	0	100	3	1	3500	0	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.
274	1231002	0	500	0	200	4	1	5500	2000	3500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.
275	1231002	0	600	0	500	5	1	10000	3500	6500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.
