Id	RoleId	StandType	ChangeToStandType	ShowType	ConditionId	ConditionParam	Content	CvId	FaceId	ActionId	Duration[1]	Duration[2]	Duration[3]	Duration[4]	Weight	Validity	CoolTime	FavorLimit	ShowButton	ActivityId	ShowTime
1210206	1211002	0	0	0	10001	3	Are you trying to perform maintenance on me?	122058		BoardAct1002	6.767	6.767	6.767	6.767	1	-1	-1	1|8			
1210207	1211002	0	0	0	10001	4	Are you trying to perform maintenance on me?	122058		BoardAct1002	6.767	6.767	6.767	6.767	1	-1	-1	1|8			
1210208	1211002	0	0	0	10001	5	Are you trying to perform maintenance on me?	122058		BoardAct1002	6.767	6.767	6.767	6.767	1	-1	-1	1|8			
1210209	1211002	0	0	1	101	10	Good morning, good afternoon, good night... One of them has got to be right.	122048		BoardAct1004	12.067	12.067	12.067	12.067	96	-1	-1	2|8			
1210210	1211002	0	0	1	111	3600	It's mandatory sleeping time, good night.	122043		BoardAct1007	7.334	7.334	7.334	7.383	98	-1	-1	3|8			
1210211	1211002	0	0	1	1	900	A new discovery. It's an effective way to rest and charge by watching you in silence.	122040		BoardAct1005	12.234	12.234	12.234	12.234	97	-1	-1	4|8			
1210212	1211002	0	0	0	10002	-1	Commandant, have you ever heard of something as "waking up on the wrong side of the bed"?	122055		BoardAct1003	14.667	14.667	14.667	14.698	1	-1	-1	5|8			
1210213	1211002	0	0	2	102	2	It's weird how much it bothers me that I could only dream about you.	122054		BoardAct1006	7.334	7.334	7.334	7.334	99	-1	-1	6|8			
1530301	1531003	0	0	0	10001	1	I heard... a signal from the depths of the tempest.	121009		BoardAct0201	7.334	7.334	7.334	7.337	1	-1	-1	1|8	1|2		
1530302	1531003	0	0	0	10001	1	I had a long nightmare, wandering in solitude till I forgot what I was like at the beginning. Later I saw the light and followed it for quite a while, then I saw you.	121017		BoardAct0202	23.334	23.334	23.334	23.359	1	-1	-1	1|8	1|2		
1530303	1531003	0	0	0	10001	1	I can't picture the world after the war is over. But I can see the smile in your face in that peaceful world. I guess it's all I've been fighting for so far.	121023		BoardAct0203	29.2	29.2	29.2	29.2	1	-1	-1	1|8	1|2		
1530304	1531003	0	0	0	120	-1	I heard... a signal from the depths of the tempest.	121009		BoardAct0201	7.334	7.334	7.334	7.337	1	-1	-1	1|8	1|2		
1530305	1531003	0	0	0	2	-1	If it's an iris, could you pin it to my sideburns? Yeah, above the hairband.	121095		BoardAct1001	10.667	10.667	10.667	10.727	1	-1	-1	1|8			
1530306	1531003	0	0	0	10001	3	Put your hand here for a while, will you?	121060		BoardAct1002	9.3	9.3	9.3	9.357	1	-1	-1	1|8			
1530307	1531003	0	0	0	10001	4	Put your hand here for a while, will you?	121060		BoardAct1002	9.3	9.3	9.3	9.357	1	-1	-1	1|8			
1530308	1531003	0	0	0	10001	5	Put your hand here for a while, will you?	121060		BoardAct1002	9.3	9.3	9.3	9.357	1	-1	-1	1|8			
1530309	1531003	0	0	1	101	10	The iris is stunning today, please take a look at her.	121053		BoardAct1004	9.334	9.334	9.334	9.357	96	-1	-1	2|8			
1530310	1531003	0	0	1	111	3600	Come and rest on my lap. Well, just like this, quietly... (Sound fading)	121045		BoardAct1007	9.434	9.434	9.434	9.473	98	-1	-1	3|8			
1530311	1531003	0	0	1	1	900	Are you asleep?... In that case, I guess you wouldn't notice if I nestle in your embrace for a while, right?	121038		BoardAct1005	16.234	16.234	16.234	16.277	97	-1	-1	4|8			
1530312	1531003	0	0	0	10002	-1	Ah! (soft and urgent). Will you hold my hands?	121057		BoardAct1003	4.434	4.434	4.434	4.458	1	-1	-1	5|8			
1530313	1531003	0	0	2	102	2	Commandant... where are you? I don't want to... be here alone...	121054		BoardAct1006	11.034	11.034	11.034	11.034	99	-1	-1	6|8			
1220201	1221002	0	0	0	10001	1	Sniff... It's the real commandant... Buddy, do not attack.	124020		BoardAct0201	12.677	12.677	12.677	12.677	1	-1	-1	1|8	1|2		
1220202	1221002	0	0	0	10001	1	Is the institute a quiet place, too? Not really. But here... I can hear your heartbeats. Thump-thump... Thump-thump...	124022		BoardAct0202	19.133	19.133	19.133	19.133	1	-1	-1	1|8	1|2		
1220203	1221002	0	0	0	10001	1	My boundary... has already expanded to the base's entrance. This is my territory now.	124018		BoardAct0203	12.733	12.733	12.733	12.77	1	-1	-1	1|8	1|2		
1220204	1221002	0	0	0	120	-1	My boundary... has already expanded to the base's entrance. This is my territory now.	124018		BoardAct0203	12.733	12.733	12.733	12.77	1	-1	-1	1|8	1|2		
1220205	1221002	0	0	0	2	-1	Munch... I've heard from the terminal that biting someone's cheek is a way of showing gratitude... I shouldn't do that to everyone casually? ...What's "casually"?	124095		BoardAct1001	19.767	19.767	19.767	19.767	1	-1	-1	1|8			
1220206	1221002	0	0	0	10001	3	Hmm... Head... head pat is... UwU...	124060		BoardAct1002	7.9	7.9	7.9	7.941	1	-1	-1	1|8			
1220207	1221002	0	0	0	10001	4	Hmm... Head... head pat is... UwU...	124060		BoardAct1002	7.9	7.9	7.9	7.941	1	-1	-1	1|8			
1220208	1221002	0	0	0	10001	5	Hmm... Head... head pat is... UwU...	124060		BoardAct1002	7.9	7.9	7.9	7.941	1	-1	-1	1|8			
1220209	1221002	0	0	1	101	10	Hmph, Gray Raven Commandant.	124048		BoardAct1004	6.3	6.3	6.3	6.339	96	-1	-1	2|8			
1220210	1221002	0	0	1	111	3600	There were 20 of me before I was born... but they were all scrapped because of malfunctions. Commandant... please don't break down.	124044		BoardAct1007	16.233	16.233	16.233	17.368	98	-1	-1	3|8			
1220211	1221002	0	0	1	1	900	(Snoring...) You seem to have slept well over there, so I've tried it out myself.	124040		BoardAct1005	16.567	16.567	16.567	16.602	97	-1	-1	4|8			
1220212	1221002	0	0	0	10002	-1	Experiment error... Frame unresponsive...	124056		BoardAct1003	11.1	11.1	11.1	11.145	1	-1	-1	5|8			
1220213	1221002	0	0	2	102	2	Did you find a new organization out there? Could you take me there with you?	124054		BoardAct1006	9.5	9.5	9.5	9.543	99	-1	-1	6|8			
1130301	1131003	0	0	0	10001	1	(Sniffs) It's the real commandant... Easy now, Buddy.	125017		BoardAct0201	20.667	20.667	20.667	20.667	1	-1	-1	1|8	1|2		
1130302	1131003	0	0	0	10001	1	Is the institute a quiet place too? Yep, but here... I can hear your heartbeats. Thump-thump... Thump-thump...	125018		BoardAct0202	20.6	20.6	20.6	20.6	1	-1	-1	1|8	1|2		
1130303	1131003	0	0	0	10001	1	My boundary... has already expanded to the base's entrance. This place belongs to me now.	125021		BoardAct0203	20.967	20.967	20.967	20.967	1	-1	-1	1|8	1|2		
1130304	1131003	0	0	0	120	-1	My boundary... has already expanded to the base's entrance. This place belongs to me now.	125021		BoardAct0203	20.967	20.967	20.967	20.967	1	-1	-1	1|8	1|2		
1130305	1131003	0	0	0	2	-1	...Om! (Bites the player's face) I've heard from a machine that biting your cheek is a way of showing gratitude... I shouldn't do...? Why?	125031		BoardAct1001	13.1	13.1	13.1	13.1	1	-1	-1	1|8			
1130306	1131003	0	0	0	10001	3	Hmm... Head... head pat is... Wuuu...	125060		BoardAct1002	9	9	9	9	1	-1	-1	1|8			
1130307	1131003	0	0	0	10001	4	Hmm... Head... head pat is... Wuuu...	125060		BoardAct1002	9	9	9	9	1	-1	-1	1|8			
1130308	1131003	0	0	0	10001	5	Hmm... Head... head pat is... Wuuu...	125060		BoardAct1002	9	9	9	9	1	-1	-1	1|8			
1130309	1131003	0	0	1	101	10	Whee, Commandant of the Gray Raven.	125053		BoardAct1004	19	19	19	19	96	-1	-1	2|8			
1130310	1131003	0	0	1	111	3600	There were 20 of me before I was born... But they were all scrapped because of malfunctions. Commandant... please don't break down.	125044		BoardAct1007	11.1	11.1	11.1	11.168	98	-1	-1	3|8			
1130311	1131003	0	0	1	1	900	(Snoring...) You seem to have slept well over there, so I've tried it out myself.	125040		BoardAct1005	20.867	20.867	20.867	20.867	97	-1	-1	4|8			
1130312	1131003	0	0	0	10002	-1	Errors occurred during the experiment. Ad-adverse responses from the frame...	125056		BoardAct1003	6.333	6.333	6.333	6.333	1	-1	-1	5|8			
1130313	1131003	0	0	2	102	2	Did you find a new organization out there? Could you take me there with you?	125054		BoardAct1006	7.567	7.567	7.567	7.592	99	-1	-1	6|8			
1540301	1541003	0	0	0	10001	1	I talk too much? Don't worry, I'll be more careful in the future. Hm... I feel like someone said that to me a long time ago too, but he's... What do you think happened to him?	126010		BoardAct0201	21.8	21.8	21.8	21.8	1	-1	-1	1|8	1|2		
1540302	1541003	0	0	0	10001	1	Hola, amigo! Haha, I've been wearing this mask for so long that it's not even a mask anymore. The phrases I used to say behind it just slip out naturally now. How would you treat a jester like me?	126015		BoardAct0202	19.934	19.934	19.934	19.934	1	-1	-1	1|8	1|2		
1540303	1541003	0	0	0	10001	1	"If only we had met sooner..." Humans always love to fantasize like that. Though lines like that are quite easy to say in some situations, like... now.	126023		BoardAct0203	21.834	21.834	21.834	21.834	1	-1	-1	1|8	1|2		
1540304	1541003	0	0	0	120	-1	"If only we had met sooner..." Humans always love to fantasize like that. Though lines like that are quite easy to say in some situations, like... now.	126023		BoardAct0203	21.834	21.834	21.834	21.834	1	-1	-1	1|8	1|2		
1540305	1541003	0	0	0	2	-1	Maybe I should reciprocate your passion by being more honest. The gifts I want are love, justice, and dreams... Hahaha, just kidding. I don't need those because I've already found a replacement for them.	126095		BoardAct1001	23.834	23.834	23.834	23.834	1	-1	-1	1|8			
1540306	1541003	0	0	0	10001	3	I understand that humans tend to use the sensation of touch to confirm the existence of others. Since that's the case, why not try touching me in other ways too?	126060		BoardAct1002	22.2	22.2	22.2	22.2	1	-1	-1	1|8			
1540307	1541003	0	0	0	10001	4	I understand that humans tend to use the sensation of touch to confirm the existence of others. Since that's the case, why not try touching me in other ways too?	126060		BoardAct1002	22.2	22.2	22.2	22.2	1	-1	-1	1|8			
1540308	1541003	0	0	0	10001	5	I understand that humans tend to use the sensation of touch to confirm the existence of others. Since that's the case, why not try touching me in other ways too?	126060		BoardAct1002	22.2	22.2	22.2	22.2	1	-1	-1	1|8			
1540309	1541003	0	0	1	101	10	Good morning. Looks like I won't be wasting away today since you're here. So, is there something you had in mind for us to achieve together? Yes, the two of us together.	126053		BoardAct1004	17	17	17	17	96	-1	-1	2|8			
1540310	1541003	0	0	1	111	3600	Oh, you're so tired that you can't even make the correct judgments? How can I ever pass up on this perfect opportunity? Come over here and rest. Yes, that's it, right by my side. It doesn't matter if you're mistaking me for someone else. I can play the part of the one who can ease you to sleep...	126045		BoardAct1007	24.034	24.034	24.034	24.034	98	-1	-1	3|8			
1540311	1541003	0	0	1	1	900	Aw, look at you sleep. If you knew that I was holding your hand right now, what would you do in your dreams? What excuses should I make when you wake up? Or perhaps, you would allow me to continue holding your hand...?	126040		BoardAct1005	29.667	29.667	29.667	29.667	97	-1	-1	4|8			
1540312	1541003	0	0	0	10002	-1	Oh, dear me! I seem to have tripped and fallen. Now my frame is going to stop functioning, and there's nothing I can do other than wait for you to help me... Stop being ridiculous? Sigh, I thought you were looking forward to scenarios like this.	126055		BoardAct1003	20.567	20.567	20.567	20.567	1	-1	-1	5|8			
1540313	1541003	0	0	2	102	2	Everything becomes stagnant and unreal when you're not around... Who would mind wasting time that isn't real?	126054		BoardAct1006	17.467	17.467	17.467	17.507	99	-1	-1	6|8			
1030401	1031004	0	0	0	10001	1	Lucia rarely brings this up, but she actually cares about what you say. Lee is sometimes very blunt, but he cares about you as much as I do. As long as you and everyone are safe and sound, everything I've done will be worth it.	127017		BoardAct0201	27.411	23.334	23.334	23.334	1	-1	-1	1|8	1|2		
1030402	1031004	0	0	0	10001	1	Prayers, oaths, and miracles are like causes and effects. What keeps me here with you still at this moment is the fierce wish I had in my heart.	127019		BoardAct0202	19.874	19.334	19.334	19.334	1	-1	-1	1|8	1|2		
1030403	1031004	0	0	0	10001	1	If meeting you is a miracle, is this endless heat in my chest the price for it?	127020		BoardAct0203	14.075	13.334	13.334	13.334	1	-1	-1	1|8	1|2		
1030404	1031004	0	0	0	120	-1	If meeting you is a miracle, is this endless heat in my chest the price for it?	127020		BoardAct0203	14.075	13.334	13.334	13.334	1	-1	-1	1|8	1|2		
1030405	1031004	0	0	0	2	-1	Yeah. I love it. The scenery full of the vitality of life. It makes me wonder what Earth will be like with all life restored... and how it feels to stand with you in that future.	127097		BoardAct1001	19.334	19.334	19.334	19.365	1	-1	-1	1|8			
1030406	1031004	0	0	0	10001	3	What's wrong? Don't worry... I'm here with you.	127058		BoardAct1002	10.194	9.334	9.334	9.334	1	-1	-1	1|8			
1030407	1031004	0	0	0	10001	4	What's wrong? Don't worry... I'm here with you.	127058		BoardAct1002	10.194	9.334	9.334	9.334	1	-1	-1	1|8			
1030408	1031004	0	0	0	10001	5	What's wrong? Don't worry... I'm here with you.	127058		BoardAct1002	10.194	9.334	9.334	9.334	1	-1	-1	1|8			
1030409	1031004	0	0	1	101	10	Please stay a little longer before "daybreak" arrives.	127050		BoardAct1004	10	10	10	10	96	-1	-1	2|8			
1030410	1031004	0	0	1	111	3600	Sorry... You must be exhausted because I'm not good enough to share the burden.	127043		BoardAct1007	10.592	10	10	10	98	-1	-1	3|8			
1030411	1031004	0	0	1	1	900	Now that you're asleep, it should be fine if I get closer... Wah! Commandant...! Have you been awake all this time?	127039		BoardAct1005	15.093	13.834	13.834	13.834	97	-1	-1	4|8			
1030412	1031004	0	0	0	10002	-1	Emergency? Is it a prank, Commandant?	127055		BoardAct1003	12.267	12.267	12.267	12.267	1	-1	-1	5|8			
1030413	1031004	0	0	2	102	2	Long time no see, Commandant. All the nightmares came back here again while you were away. But I could only wait for you like the day you fell asleep... If possible, could you promise me that you won't leave me for so long?	127054		BoardAct1006	30.047	24.667	25.08	25.08	99	-1	-1	6|8			
1530401	1531004	0	0	0	10001	1	Lives are fated to be imperfect. I have stopped sighing or weeping for the mournful past.	128010		BoardAct0201	11	11	11	11.029	1	-1	-1	1|8	1|2		
1530402	1531004	0	0	0	10001	1	If there is an end to this war, what would you like to see? Farmlands, riverbanks, groves, seashore... We can go visit all the places we have yet to see together.	128019		BoardAct0202	27.667	27.667	27.667	27.667	1	-1	-1	1|8	1|2		
1530403	1531004	0	0	0	10001	1	I've traveled on this road for so long that I don't even remember the views when I started. All I remember is that you were there at the beginning and the end.	128023		BoardAct0203	22.334	22.334	22.334	22.334	1	-1	-1	1|8	1|2		
1530404	1531004	0	0	0	120	-1	I've traveled on this road for so long that I don't even remember the views when I started. All I remember is that you were there at the beginning and the end.	128023		BoardAct0203	22.334	22.334	22.334	22.334	1	-1	-1	1|8	1|2		
1530405	1531004	0	0	0	2	-1	Can you hear it? The echoing waves in my M.I.N.D... The more I touch you, the louder it is... the more wonderful it sounds.	128095		BoardAct1001	15	15	15	15	1	-1	-1	1|8			
1530406	1531004	0	0	0	10001	3	How... should I respond now?	128059		BoardAct1002	8	8	8	8.01	1	-1	-1	1|8			
1530407	1531004	0	0	0	10001	4	How... should I respond now?	128059		BoardAct1002	8	8	8	8.01	1	-1	-1	1|8			
1530408	1531004	0	0	0	10001	5	How... should I respond now?	128059		BoardAct1002	8	8	8	8.01	1	-1	-1	1|8			
1530409	1531004	0	0	1	101	10	Hmm-hmm... (Interrupted while humming/thinking, surprised) Oh, Conductor, my apologies. I was coming up with a new melody... Right, I was hoping that... you'd listen to it later.	128051		BoardAct1004	19.134	19.134	19.134	19.134	96	-1	-1	2|8			
1530410	1531004	0	0	1	111	3600	Let me wish you a good night. Good night, good night. As sweet repose and rest come to thy heart, as that within my breast.	128045		BoardAct1007	19	19	19	19	98	-1	-1	3|8			
1530411	1531004	0	0	1	1	900	Sleep. I'm by your side. May sleep dwell upon thine eyes, peace in thy breast...	128039		BoardAct1005	16	16	16	16.044	97	-1	-1	4|8			
1530412	1531004	0	0	0	10002	-1	A storm is coming. Please hold on to me...	128057		BoardAct1003	9.667	9.667	9.667	9.667	1	-1	-1	5|8			
1530413	1531004	0	0	2	102	2	Conductor... Conductor... I can finally hear your voice. Please don't leave me alone in the silence...	128054		BoardAct1006	19	19	19	19	99	-1	-1	6|8			
1550301	1551003	0	0	0	10001	1	Now I'm getting the hang of this job, even the maths that I used to hate so much... Oops, sorry, guess I was talking big...	129013		BoardAct0201	13.434	13.434	13.434	13.434	1	-1	-1	1|8	1|2		
1550302	1551003	0	0	0	10001	1	Commandant, let me know if you need anything, okay? I'm confident with my strength.	129014		BoardAct0202	9.756	9.667	9.667	9.667	1	-1	-1	1|8	1|2		
1550303	1551003	0	0	0	10001	1	Commandant, could you lend me your hand for a moment? Hmm... Your hand is so warm. Do the scars still hurt? But having scars mean the wounds are healed and the pain is gone.	129022		BoardAct0203	25.889	23.834	24.707	24.707	1	-1	-1	1|8	1|2		
1550304	1551003	0	0	0	120	-1	Commandant, could you lend me your hand for a moment? Hmm... Your hand is so warm. Do the scars still hurt? But having scars mean the wounds are healed and the pain is gone.	129022		BoardAct0203	25.889	23.834	24.707	24.707	1	-1	-1	1|8	1|2		
1550305	1551003	0	0	0	2	-1	I'll keep it safe... Shall I put it in a box made of fine rosewood? I'm just kidding... Well... I can't afford it...	129035		BoardAct1001	12.56	11.834	11.834	11.834	1	-1	-1	1|8			
1550306	1551003	0	0	0	10001	3	Don't mess my hair up!	129060		BoardAct1002	5	5	5	5.038	1	-1	-1	1|8			
1550307	1551003	0	0	0	10001	4	Don't mess my hair up!	129060		BoardAct1002	5	5	5	5.038	1	-1	-1	1|8			
1550308	1551003	0	0	0	10001	5	Don't mess my hair up!	129060		BoardAct1002	5	5	5	5.038	1	-1	-1	1|8			
1550309	1551003	0	0	1	101	10	Commandant, come and sit down over here! Ta-dah! Today is my 100th day as a secretary and we're going to have a special sale event to celebrate this big day! Commandant, just sit here and relax. Leave all the work to me... Huh? It's the wrong date?! Uh... It doesn't matter. Every day I'm here with you is a day to celebrate, right?	129053		BoardAct1004	34.255	30.667	30.667	30.667	96	-1	-1	2|8			
1550310	1551003	0	0	1	111	3600	This toy is an animal called a panda. I know it's cute... but Commandant, your eye circles are almost as dark as a panda's! Please take a break now!	129043		BoardAct1007	17.708	13.167	13.167	13.167	98	-1	-1	3|8			
1550311	1551003	0	0	1	1	900	Commandant, look at this... Commandant? Ahem... Comm—an—dant!	129036		BoardAct1005	17	17	17	17	97	-1	-1	4|8			
1550312	1551003	0	0	0	10002	-1	Commandant! Look at me! Do I look like a seaweed swimming in the sea?	129055		BoardAct1003	9.033	9	9	9.009	1	-1	-1	5|8			
1550313	1551003	0	0	2	102	2	Commandant, I was helping you protect everything here while you were away. No one is allowed to touch these things.	129054		BoardAct1006	9.183	8.667	8.667	8.707	99	-1	-1	6|8			
1050401	1051004	0	0	0	10001	1	Look, Commandant! There's a star that is particularly bright. Do you think there will be other human beings on it? Maybe there is another commandant secretly looking at Nanami, just like you.	130022		BoardAct0201	20	20	20	20	1	-1	-1	1|8	1|2		
1050402	1051004	0	0	0	10001	1	Commandant, do you know the ultimate answer to the universe? Pfff, wrong! It's 73, NA-NA-MI!	130015		BoardAct0202	13.334	13.334	13.334	13.334	1	-1	-1	1|8	1|2		
1050403	1051004	0	0	0	10001	1	Today, I'm going to challenge "playing hide & seek alone"! How can one person play hide & seek by herself? That's why I will never get caught. In other words, it's a game that Nanami is guaranteed to win... What, would you also like to play? Okay... Promise me that you will find me!	130023		BoardAct0203	26.834	26.834	26.834	26.834	1	-1	-1	1|8	1|2		
1050404	1051004	0	0	0	120	-1	Today, I'm going to challenge "playing hide & seek alone"! How can one person play hide & seek by herself? That's why I will never get caught. In other words, it's a game that Nanami is guaranteed to win... What, would you also like to play? Okay... Promise me that you will find me!	130023		BoardAct0203	26.834	26.834	26.834	26.834	1	-1	-1	1|8	1|2		
1050405	1051004	0	0	0	2	-1	I have received enough gifts that I can cherish as "memories." Now it's my turn to give "future" to everybody in return...	130097		BoardAct1001	16.334	16.334	16.334	16.334	1	-1	-1	1|8			
1050406	1051004	0	0	0	10001	3	Fufufu, Commandant, your actions are so slow that they almost look stationary to me... Argh, stop! I just really wanted to say that cool line.	130060		BoardAct1002	18	18	18	18.041	1	-1	-1	1|8			
1050407	1051004	0	0	0	10001	4	Fufufu, Commandant, your actions are so slow that they almost look stationary to me... Argh, stop! I just really wanted to say that cool line.	130060		BoardAct1002	18	18	18	18.041	1	-1	-1	1|8			
1050408	1051004	0	0	0	10001	5	Fufufu, Commandant, your actions are so slow that they almost look stationary to me... Argh, stop! I just really wanted to say that cool line.	130060		BoardAct1002	18	18	18	18.041	1	-1	-1	1|8			
1050409	1051004	0	0	1	101	10	GOOD! MORNING! COMMANDANT! Watanabe told me that nothing is more stimulating than shouting in the morning! Do you want to join me, Commandant?	130050		BoardAct1004	17.167	17.167	17.167	17.167	96	-1	-1	2|8			
1050410	1051004	0	0	1	111	3600	Come on, take a break and look at Nanami! I'm a lot more fun than your work!	130045		BoardAct1007	12.667	12.667	12.667	12.678	98	-1	-1	3|8			
1050411	1051004	0	0	1	1	900	Commandant! I'm going to get angry if you keep ignoring me! Hmph—!	130039		BoardAct1005	13.067	13.067	13.067	13.067	97	-1	-1	4|8			
1050412	1051004	0	0	0	10002	-1	If I pass out, you have to carry me back!	130056		BoardAct1003	12.667	12.667	12.667	12.667	1	-1	-1	5|8			
1050413	1051004	0	0	2	102	2	Don't you ever forget me, Commandant.	130054		BoardAct1006	16	16	16	16	99	-1	-1	6|8			
1560301	1561003	0	0	0	10001	1	You want to know what happened to me on Earth? No, the information isn't forbidden to you. I was just summarizing and preparing data so you could quickly understand. Summarization complete: a total of 1.8TB video files have been prepared for you to view through real-time rendering.	131012		BoardAct0201	24	24	24	24	1	-1	-1	1|8	1|2		
1560302	1561003	0	0	0	10001	1	I believe you are aware that I can simulate most personalities within human definitions. For example, "cute," "serious," and "rebellious"—my database has them all recorded. But how should the real "me" behave? What do you think?	131018		BoardAct0202	30.1	30.1	30.1	30.1	1	-1	-1	1|8	1|2		
1560303	1561003	0	0	0	10001	1	Look, Commandant, there are trillions of stars out there. Out of all of them, only the planet behind you has given birth to life. From a probability perspective, humankind has truly been blessed, and my very existence was born from an event of near impossible chance. Our encounter itself is a miracle.	131021		BoardAct0203	32.167	32.167	32.167	33.529	1	-1	-1	1|8	1|2		
1560304	1561003	0	0	0	120	-1	Look, Commandant, there are trillions of stars out there. Out of all of them, only the planet behind you has given birth to life. From a probability perspective, humankind has truly been blessed, and my very existence was born from an event of near impossible chance. Our encounter itself is a miracle.	131021		BoardAct0203	32.167	32.167	32.167	33.529	1	-1	-1	1|8	1|2		
1560305	1561003	0	0	0	2	-1	Emotional logic error. Self-test invalid. Question... What would humans call this strange feeling?	131035		BoardAct1001	15.5	15.5	15.5	17.113	1	-1	-1	1|8			
1560306	1561003	0	0	0	10001	3	...Understood. One moment please. This is my machine dance, because I am a dancing machine. Right, that was a joke. You are laughing. Is that what you were anticipating?	131058		BoardAct1002	25.634	25.634	25.634	25.634	1	-1	-1	1|8			
1560307	1561003	0	0	0	10001	4	...Understood. One moment please. This is my machine dance, because I am a dancing machine. Right, that was a joke. You are laughing. Is that what you were anticipating?	131058		BoardAct1002	25.634	25.634	25.634	25.634	1	-1	-1	1|8			
1560308	1561003	0	0	0	10001	5	...Understood. One moment please. This is my machine dance, because I am a dancing machine. Right, that was a joke. You are laughing. Is that what you were anticipating?	131058		BoardAct1002	25.634	25.634	25.634	25.634	1	-1	-1	1|8			
1560309	1561003	0	0	1	101	10	I'm here waiting for you today, and I will still be waiting tomorrow. Such repetitious tasks are supposed to be consistent and accurate, but I am attempting to cause errors in them, so each time we meet can be different. Is our encounter today special to you?	131052		BoardAct1004	33.633	33.633	33.633	33.633	96	-1	-1	2|8			
1560310	1561003	0	0	1	111	3600	Abnormal brain hormone level detected in Commandant. Immediate hibernation is recommended... N-no... Hmm... Please come this way... It's time for bed.	131045		BoardAct1007	23.834	23.834	23.834	23.834	98	-1	-1	3|8			
1560311	1561003	0	0	1	1	900	Commandant has fallen asleep in an inconducive environment and must be relocated. According to the manual, I need to lift the head before moving the arms... Commandant, why did you suddenly terminate your sleep...? Why are you running away?	131038		BoardAct1005	29.3	29.3	29.3	29.3	97	-1	-1	4|8			
1560312	1561003	0	0	0	10002	-1	The equal exchange of benefits is crucial in human interactions. Your action suggests that you desire to be treated in the same way. One moment please, I am loading data related to astronaut training programs... Commandant has escaped my vision. Data loading terminated.	131057		BoardAct1003	28.2	28.2	28.2	28.2	1	-1	-1	5|8			
1560313	1561003	0	0	2	102	2	You... have returned. The duration of your absence has exceeded my forecasted value by 2.718... No, more than that. Could you please advise as to why my forecast was inaccurate...? Please tell me.	131054		BoardAct1006	36.667	36.667	36.667	36.667	99	-1	-1	6|8			
1070401	1071004	0	0	0	10001	1	I have moved on from the little conflict with Lucia. Now I only focus on improving my own strength... Huh? I'm afraid of losing to her? No way! Where's Lucia? Get her over here now!	132017		BoardAct0201	17.334	17.334	17.334	17.334	1	-1	-1	1|8	1|2		
1070402	1071004	0	0	0	10001	1	Sigh, give me a break. Why are you always coming to me... Where are you going? Don't you dare ask anyone else!	132019		BoardAct0202	15.0034	15.0034	15.0034	15.023	1	-1	-1	1|8	1|2		
1070403	1071004	0	0	0	10001	1	You don't have to speak for me. What if they also misunderstand you? O-of course I'm thankful! (Lowering voice) But you should also think for yourself...	132022		BoardAct0203	15.5	15.5	15.5	15.5	1	-1	-1	1|8	1|2		
1070404	1071004	0	0	0	120	-1	You don't have to speak for me. What if they also misunderstand you? O-of course I'm thankful! (Lowering voice) But you should also think for yourself...	132022		BoardAct0203	15.5	15.5	15.5	15.5	1	-1	-1	1|8	1|2		
1070405	1071004	0	0	0	2	-1	When you go back to the lounge, remember to check the drawer on your left. Right, the second one from the top. Don't you ever forget! Promise me!	132097		BoardAct1001	17.2	17.2	17.2	17.2	1	-1	-1	1|8			
1070406	1071004	0	0	0	10001	3	D-don't get too cocky!	132059		BoardAct1002	11.334	11.334	11.334	11.334	1	-1	-1	1|8			
1070407	1071004	0	0	0	10001	4	D-don't get too cocky!	132059		BoardAct1002	11.334	11.334	11.334	11.334	1	-1	-1	1|8			
1070408	1071004	0	0	0	10001	5	D-don't get too cocky!	132059		BoardAct1002	11.334	11.334	11.334	11.334	1	-1	-1	1|8			
1070409	1071004	0	0	1	101	10	Technicians are crucial even on a battlefield, so I don't need to remind you who you should stay with... Do you really get it?	132051		BoardAct1004	15.667	15.667	15.667	15.667	96	-1	-1	2|8			
1070410	1071004	0	0	1	111	3600	(Unemotional) Chronic fatigue can cause the patient to look pale, lose hair and grow wrinkles... What am I reading? Here, let me translate for you: go take a break, fool!	132043		BoardAct1007	24.834	24.834	24.834	24.834	98	-1	-1	3|8			
1070411	1071004	0	0	1	1	900	(Humming a cheerful melody) Hmm-hmm-hmm! This sleeping face is quite fascinating... (Short pause) Whoa! How can you suddenly open your eyes while you sleep! Close them now!	132040		BoardAct1005	17.667	17.667	17.667	17.667	97	-1	-1	4|8			
1070412	1071004	0	0	0	10002	-1	Useless! It won't work on me now.	132055		BoardAct1003	10.6	10.6	10.6	10.634	1	-1	-1	5|8			
1070413	1071004	0	0	2	102	2	(Slightly reprimanding) You're back. Oh, I forgot to remind you that I set up 26 additional minefields nearby because of the poor defense system here. (Relaxed tone) Relax, they're magnetic. Humans won't trigger them.	132054		BoardAct1006	20.867	20.867	20.867	20.867	99	-1	-1	6|8			
1570301	1571003	0	0	0	10001	1	Recently, I always end up walking to the WGAA while taking a stroll. This kind of association appears on the Earth when we finally have peace, right? Will art lovers be able to make a living with their paintbrushes? ...I see. That's great.	133014		BoardAct0201	27.1	27.1	27.1	27.1	1	-1	-1	1|8	1|2		
