Id	EventId	NeedDecoration	StepId	NextStepId	Type	StageId	StepRewardItemId	StepRewardItemCount	StoryId	OptionDesc[1]	OptionDownDesc[1]	OptionIcon[1]	OptionType[1]	OptionItemId[1]	OptionItemCount[1]	OptionNextStepId[1]	OptionNeedDecoration[1]	OptionDesc[2]	OptionDownDesc[2]	OptionIcon[2]	OptionType[2]	OptionItemId[2]	OptionItemCount[2]	OptionNextStepId[2]	OptionNeedDecoration[2]	OptionDesc[3]	OptionDownDesc[3]	OptionIcon[3]	OptionType[3]	OptionItemId[3]	OptionItemCount[3]	OptionNextStepId[3]	OptionNeedDecoration[3]	OptionDesc[4]	OptionDownDesc[4]	OptionIcon[4]	OptionType[4]	OptionItemId[4]	OptionItemCount[4]	OptionNextStepId[4]	OptionNeedDecoration[4]	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
220	311		31114	31115	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Slaying a dragon is no joke.	The woman falls silent for a moment. Instead of stopping you, she hopes you can go back to the village with her first.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
221	311		31115	31116	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Are you going to go unarmed?		Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
222	311		31116		4		96112	1																																		Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Follow me.		Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
223	311		31117	31118	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	That's great, young one!	You follow the woman into the village.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
224	311		31118		1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Don't be silly and look for the dragon!		Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
225	312		31201		2					Nod to admit	Item %s required		2	96112	1	31202		Tell him that it was not a big deal			3			31204																		Blacksmith		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Blacksmith	Are you the outsider who saved May?	This time no villagers are yelling at you. Following the woman, you arrive at a shabby blacksmith shop. Inside it, various farm tools are scattered around on the ground.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
226	312		31202	31203	4		96105	1																																		Blacksmith		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Blacksmith	They say you're a champion.	There seems to be a smile across the blacksmith's face. He pulls out an old iron sword out of nowhere and hands it to you.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
227	312		31203		1																																					Blacksmith		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Blacksmith	A champion has to have a sword.	There seems to be a smile across the blacksmith's face. He pulls out an old iron sword out of nowhere and hands it to you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
228	312		31204		1																																					Blacksmith		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Blacksmith		The blacksmith nods and gets back to his work at hand.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
229	313		31301		2					Help the army			3			31302		Pursue the dragon			3			31303																		City Gate					Severely injured, the dragon flies away. You follow the dragon to the city gate. It has already been broken. People are running around for life. The soldiers of the army are defending the gate and the people behind it against the monster with their bodies.	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
230	313		31302		4		96107	1																																		City Gate					Item Obtained	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
231	313		31303		1																																					City Gate					Pursue the dragon	Leave	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
232	315		31501	31502	1																																					Balcony					The city capital is filled with fire and smoke. The dragon spread its invisible wings of death and flies toward the castle. People are running around crying and screaming. Nothing has changed. All you can hear are screams. You run in the opposite direction from the crowd...	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
233	315		31502		2					Go help			3			31503		Go directly to the balcony			3			31504																		Balcony					You look up and see the balcony where the girl stands in your dream. The dragon is hovering above the balcony. You break into the palace. It is occupied by the monster. Someone is screaming!	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
234	315		31503		5	30061889																																				Balcony					Go help	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
235	315		31504		1																																					Balcony					Go directly to the balcony	Leave	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
236	401		40101		2					Go find out			3			40102		Leave			3			40103																		Deep in the Forest	Something Mysterious Is About to Happen				There is a dark forest ahead. The color of the branches doesn't seem to change no matter how the sunlight changes. You take a closer look at it. The trees are also grotesque in shape.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
237	401		40102		2					Observe			3			40104		Go up to say hello			3			40105		Leave			3			40106										Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			Through the shadow of the leaves, you see a witch in the form of a beautiful girl singing a strange song among the tall flowering bush supported by magic. However, you can't hear anything as the voice is swallowed up by the shadow of the leaves.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
238	401		40103		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
239	401		40104		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			The witch reveals her old face and shouts at you, trying to scare you off. But you don't look away. Seeing this, the witch stops what she's doing. She gives you a glance and then disappears with the flowers.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
240	401		40105		4		96109	1																																		Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			The witch reveals her old face, which doesn't seem to scare you. Your reaction has won the witch's respect. She restores her youthful appearance, gives you a glance, and then disappears with the flowers, leaving a silver bell behind.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
241	401		40106		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
242	402		40201		2					The magic that makes the flowers bloom	Item %s required		1	96109	1	40202		The way to slay the dragon	Item %s required		2	96105	1	40203		The magic that kills any living being			3			40209										Magic					You stay where the witch appeared and ask her sincerely for help. You want her to teach you...	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
243	402		40202		6				ZX02417BD																																	Magic							Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
244	402		40203	40204	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	You already have a sword.	The witch slowly emerges from the other end of the forest like the morning mist as if she has heard your request. She stares at you, and it feels like she can see your soul through your body.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
245	402		40204	40205	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	It has already taken the shape of the champion's sword.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
246	402		40205	40206	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	I will enchant it, granting it the power to break the spiral, slay the dragon, and save the world.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
247	402		40206	40207	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	I will refine it with the blessing of the iris, the crystal of the ashes of the girl trapped in endless reincarnation, along with her singing and memories.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
248	402		40207	40208	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	I still lack the "singing." Go bring it to me.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
249	402		40208		1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	And I will make you a real champion's sword.		Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
250	402		40209		1																																					Magic					Your voice is drowned by the sound of the wind. Night falls, but the witch still doesn't respond.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
251	403		40301		2					Follow the guidance of the buds			3			40304		Follow the direction of the sunrise			3			40303		Follow the guidance of the feather			3			40302										Flower and Feather					You wander around in the forest. You listen to the sound of the wind. You travel after sunrise and rest after sunset. You gargle with the sweet stream water and eat the fruits on the trees. Gradually, you master the survival skills in the forest but also lose your way.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
252	403		40302		1																																					Flower and Feather					You pick up a feather dropped from some kind of gray bird and figure out the direction to go through divination. Following the guidance of the feather, you arrive at the source of the water. You move forward along the stream.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
253	403		40303		1																																					Flower and Feather					Based on some shallow knowledge that appears in your mind, you decide to determine a direction to go. You walk slowly in the direction of the sunrise.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
254	403		40304	40305	1																																					Flower and Feather					You notice that there are some small buds surrounded by long sword-shaped leaves in the grass on the ground. Fragile and beautiful, they stretch forward as if they are guiding you somewhere. You move forward in the direction they point.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
255	403		40305		6				ZX02404BD																																	Flower and Feather							
256	404		40401		2					Hand out the gem	Item %s required		2	96110	1	40402		I can be a helper on board			3			40406		Be honest and ask for help			3			40407										Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	This is not a toy ship bound for Debussy's Joyous Island.	After a brief talk, you tell the sailor that you want to join their voyage to the distant kingdom. The sailor's description of the city capital is exactly what you remember about Naples. However, you search all your pockets and can't find any money.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
257	404		40402	40403	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	You...	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
258	404		40403	40404	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Where did you get this?	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
259	404		40404	40405	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Do you know a traveler with purple eyes?	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
260	404		40405		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Nothing... Forget it.	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
261	404		40406		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sailor gives you a glance with a faint smile without saying anything. He allows you to get on board but doesn't respond to your proposal.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
262	404		40407	40408	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sailor looks at you as if he recalls a distant memory. He allows you to board without saying anything.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
263	404		40408	40409	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Have you seen a dragon before?	The sailor looks at you as if he recalls a distant memory. He allows you to board in the end.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
264	404		40409	40410	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	We haven't seen a dragon for a very long time.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
265	404		40410	40411	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	'The dragon comes with the pipe music.'		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
266	404		40411	40412	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	But at the very beginning, the dragon came without warning.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
267	404		40412	40413	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The only thing we knew was it always targeted at a crowd.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
268	404		40413		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	It would bring the crowd from the ground and let them fall from above. It attacked villages and people, destroying everything in its sight.		Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
269	406		40601		2					The dragon			3			40602		The sailor			3			40602		I'm not interested			3			40604										Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Where was I?	The sea is calm. You dream about the storytelling sailor almost every night, who tells stories about the past that is different from today, about the song of returning home, and about the disaster brought by the dragon.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
270	406		40602		2					Tell me more			3			40605																										Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		I guess I'm old. Start to talk on and on about the past.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
271	406		40604		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and have a long dream.	Leave	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
272	406		40605	40607	6				ZX02411BD																																	Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor				
273	406		40607		2					Tell me more about the traveler	Item %s required		2	96110	1	40608		I want to have some rest back at my cabin			3			40609																		Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Shall we call it a night?		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
274	406		40608	40610	6				ZX02412BD																																	Story Time							
275	406		40609		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and have a long dream.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
276	406		40610		2					Ask the sailor if he still remember the tune of "The Song of Siren"			3			40611		Ask the sailor to teach you sing the original "The Song of Siren"			3			40614																		Story Time	A New Option Emerges	Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor			Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
277	406		40611	40612	1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	So you are interested about the song we sing on the sea?	Ask the sailor if he still remember the tune of "The Song of Siren"	Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
278	406		40612	40613	1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The song about returning home you heard the sailors singing the other night is a variation of The Song of Siren.		Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
279	406		40613		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The song has been passed on, connecting us together.		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
280	406		40614	40615	1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Haha, of course.	Ask the sailor to teach you sing the original "The Song of Siren"	Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
281	406		40615		4		96113	1																																		Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The song about returning home you heard the sailors singing the other night is a variation of The Song of Siren.		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
282	407		40701		2					Where am I?			3			40702																										Castaway					You open your eyes and see a clear sky. There is a smell of the sea in the air. You have a fuzzy memory of being thrown up by the waves while screaming for help. The last thing you saw was the dragon holding its head high and two huge claws coming at you. You dodged and held tight to the small boat under your chest to keep yourself from drowning.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
283	407		40702		2					Walk around			3			40703																										Castaway					Under your body is soft sand. You sit up slowly. What meets your eyes is the calm sea. The waves are lapping at your feet.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
284	407		40703		2					Sunbathe on the beach			3			40704		Look for the living being			3			40705		Walk along the coast			3			40706										Castaway					You take a walk around. Although there are still a lot of things to find out, you're pretty sure that you're on an island. Is this an uninhabited island?	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
285	407		40704		1																																					Castaway					The sunshine is perfect. Your clothes were dried before you're fully awake.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
286	407		40705		5	30061932																																				Castaway					You see something moving and go after the figure. Is it Caliban or Friday? You decide to find out.	Start Battle	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
287	407		40706		6				ZX02413BD																																	Castaway							
288	408		40801		2					Introduce yourself			3			40802		Explain what happened			3			40803		I will only stay for a short time and will leave soon			3			40807										Village					The appearance of the dragon has caused a disturbance in the village. The villagers pick up their tools and weapons and rush to the venue only to find you slowly climbing down from the roof.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
289	408		40802		1																																					Village		Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	Farmer	Outsiders are not welcome here.	You explain everything, but the villagers don't seem convinced. They still stand in your way like an iron wall.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
290	408		40803	40804	1																																					Village		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Young Person A	Are you with the piper?	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
291	408		40804	40805	1																																					Village		Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal02.png	Young Person B	You said you followed the dragon here?	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
292	408		40805	40806	1																																					Village		Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	Middle-aged Person A	Disaster! Disaster! The disaster has come to our village!	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
293	408		40806		5	30061887																																				Village		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Middle-aged Person B	Get out! Get out!	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
294	408		40807		1																																					Village					I will only stay for a short time and will leave soon	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
295	410		41001		2					Go have a look			3			41002		Walk by			3			41013																		The Lost One					You walk on the wasteland. It is where the dragon's lair locates according to the legend. Many who came are forever buried here. This deserted graveyard extends forward into the darkness on the horizon. Under your feet are stones of different sizes. A noise comes from ahead...	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
296	410		41002		2					Stop him			3			41003		Save him			3			41007		Leave			3			41014										The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	You see a little boy confronting a monster. He picks up a stone and is about to throw it at the monster.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
297	410		41003	41004	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you... Are you a champion?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
298	410		41004	41005	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you here to kill the dragon as well?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
299	410		41005	41006	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Me?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
300	410		41006		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm a champion too!	You stop the boy and lead him to safety.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
301	410		41007	41008	5	30061888																																				The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	Save him	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
302	410		41008	41009	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	That was awesome!	After winning the battle	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
303	410		41009	41010	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you a true champion?		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
304	410		41010	41011	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Mom said the piper was bad.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
305	410		41011	41012	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I want to prove her wrong.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
306	410		41012		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	How could a bad person play such a beautiful tune?		Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
307	410		41013		1																																					The Lost One					Walk by	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
308	410		41014		1																																					The Lost One					Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
309	413		41301		2					Help the army			3			41302		Pursue the dragon			3			41303																		City Gate					Severely injured, the dragon flies away. You follow the dragon to the city gate. It has already been broken. People are running around for life. The soldiers of the army are defending the gate and the people behind it against the monster with their bodies.	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
310	413		41302		4		96107	1																																		City Gate					Item Obtained	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
311	413		41303		1																																					City Gate					Pursue the dragon	Leave	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
312	415		41501	41502	1																																					Balcony					The city capital is filled with fire and smoke. The dragon spread its invisible wings of death and flies toward the castle. People are running around crying and screaming. Nothing has changed. All you can hear are screams. You run in the opposite direction from the crowd...	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
313	415		41502		2					Distract the monster	Item %s required		2	96107	1	41505		Go help			3			41503		Go directly to the balcony			3			41504										Balcony	A New Option Emerges				You look up and see the balcony where the girl stands in your dream. The dragon is hovering above the balcony. You break into the palace. It is occupied by the monster. Someone is screaming!	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
314	415		41503		5	30061889																																				Balcony					Go help	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
315	415		41504		1																																					Balcony					Go directly to the balcony	Leave	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
316	415		41505		6				ZX02418BD																																								
317	501		50101		2					Go find out			3			50102		Leave			3			50103																		Deep in the Forest	Something Mysterious Is About to Happen				There is a dark forest ahead. The color of the branches doesn't seem to change no matter how the sunlight changes. You take a closer look at it. The trees are also grotesque in shape.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
318	501		50102		2					Observe			3			50104		Go up to say hello			3			50105		Leave			3			50106										Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			Through the shadow of the leaves, you see a witch in the form of a beautiful girl singing a strange song among the tall flowering bush supported by magic. However, you can't hear anything as the voice is swallowed up by the shadow of the leaves.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
319	501		50103		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
320	501		50104		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			The witch reveals her old face and shouts at you, trying to scare you off. But you don't look away. Seeing this, the witch stops what she's doing. She gives you a glance and then disappears with the flowers.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
321	501		50105		4		96109	1																																		Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			The witch reveals her old face, which doesn't seem to scare you. Your reaction has won the witch's respect. She restores her youthful appearance, gives you a glance, and then disappears with the flowers, leaving a silver bell behind.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
322	501		50106		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
323	502		50201		2					The magic that makes the flowers bloom	Item %s required		1	96109	1	50202		The way to slay the dragon	Item %s required		2	96105	1	50203		The magic that kills any living being			3			50209										Magic					You stay where the witch appeared and ask her sincerely for help. You want her to teach you...	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
324	502		50202		6				ZX02417BE																																	Magic							Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
325	502		50203	50204	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	You already have a sword.	The witch slowly emerges from the other end of the forest like the morning mist as if she has heard your request. She stares at you, and it feels like she can see your soul through your body.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
326	502		50204	50205	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	It has already taken the shape of the champion's sword.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
327	502		50205	50206	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	I will enchant it, granting it the power to break the spiral, slay the dragon, and save the world.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
328	502		50206	50207	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	I will refine it with the blessing of the iris, the crystal of the ashes of the girl trapped in endless reincarnation, along with her singing and memories.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
329	502		50207	50208	1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	I still lack the "singing." Go bring it to me.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
330	502		50208		1																																					Magic		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	Witch	And I will make you a real champion's sword.		Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
331	502		50209		1																																					Magic					Your voice is drowned by the sound of the wind. Night falls, but the witch still doesn't respond.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
332	503		50301		2					Follow the guidance of the buds			3			50304		Follow the direction of the sunrise			3			50303		Follow the guidance of the feather			3			50302										Flower and Feather					You wander around in the forest. You listen to the sound of the wind. You travel after sunrise and rest after sunset. You gargle with the sweet stream water and eat the fruits on the trees. Gradually, you master the survival skills in the forest but also lose your way.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
