Id	EventId	Npc	PartId	AndOr	Priority	ElementTypes[1]	DamageTypes[1]	Percents[1]	AbsValues[1]	ElementTypes[2]	DamageTypes[2]	Percents[2]	AbsValues[2]	ElementTypes[3]	DamageTypes[3]	Percents[3]	AbsValues[3]	ElementTypes[4]	DamageTypes[4]	Percents[4]	AbsValues[4]	ElementTypes[5]	DamageTypes[5]	Percents[5]	AbsValues[5]	Desc
418	800200104	800215	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
419	800200105	800215	8001001	2	5	-1		0.036	0																	Bloom|Head|Hack
420	800200301	800215	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
421	800200302	800215	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.036	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
422	800200303	800215	8001003	2	3	0	40|41|403|413	0.016	0																	Bloom|Left Hand|Hit During Spear QTE
423	800200304	800215	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
424	800200305	800215	8001003	2	5	-1		0.036	0																	Bloom|Left Hand|Hack
425	800200401	800215	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
426	800200402	800215	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.036	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
427	800200403	800215	8001004	2	3	0	40|41|404|414	0.016	0																	Bloom|Right Hand|Hit During Spear QTE
428	800200404	800215	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
429	800200405	800215	8001004	2	5	-1		0.036	0																	Bloom|Right Hand|Hack
430	800200601	800215	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
431	800200602	800215	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
432	800200201	800215	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
433	800200203	800215	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
