Id	Endurance	ActionId[1]	ActionId[2]	ActionId[3]	ActionId[4]	PunishId[1]	PunishWeight[1]	PunishId[2]	PunishWeight[2]	PunishId[3]	PunishWeight[3]	PunishId[4]	PunishWeight[4]	PunishId[5]	PunishWeight[5]	Title	Description	SucDesc	FailDesc	StartMovieId
4031058	0	14031058				0	100	4031041	50	4031021	20	4031022	20	4031023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4031059	0	14031059				0	100	4031041	50	4031021	20	4031022	20	4031023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4031851	0	14031851				0	100	4031041	50	4031021	20	4031022	20	4031023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4031852	0	14031852				0	100	4031041	50	4031021	20	4031022	20	4031023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4041051	1	14041051	24041051	34041051		0	100	4041041	50	4041021	20	4041022	20	4041023	20	Violent Shock	The Polyphage is shaking violently, trying to get the two off its body.	You can anticipate the shock coming. Get prepared and avoid it in advance.	The shocking is getting more volatile. You can hardly move.	JD01666BA
4041052	1	24041052	34041052			0	100	4041041	50	4041021	20	4041022	20	4041023	20	Shadow From Above	The Polyphage's giant right hand slams on the core platform, trying to crush the insects that dare to climb on its body.	You see the attack coming, and it is easy to avoid.	The attack is too sudden. You have nowhere to hide...	JD01667BA
4041053	1	14041053	24041053	34041053		0	100	4041041	50	4041021	20	4041022	20	4041023	20	Remnants	Some Corrupted remnants suddenly appear.	You successfully defeat the Corrupted remnants.	You fail to defeat the Corrupted remnants.	
4041054	1	14041054	24041054	34041054		0	100	4041041	50	4041021	20	4041022	20	4041023	20	Emergency Protection	The emergency protection within Polyphage has been triggered.	You successfully disable the Polyphage's emergency protection.	You are heavily wounded by the Polyphage's emergency protection.	
4041055	1	14041055	24041055	34041055		0	100	4041041	50	4041021	20	4041022	20	4041023	20	Check 5 (Scrapped)	Scrapped	Scrapped	Scrapped	
4041056	0	14041056														Keep moving on	Moving forward is the only option. (Find [Determination] on this level to unlock)	Retreating is no different from suicide at this stage. Keep moving forward.	No Failure Description	
4041057	0	14041057														Keep moving on	Moving forward is the only option. (Find [Determination] on this level to unlock)	Retreating is no different from suicide at this stage. Keep moving forward.	No Failure Description	
4041058	0	14041058														Keep moving on	Moving forward is the only option. (Find [Determination] on this level to unlock)	Retreating is no different from suicide at this stage. Keep moving forward.	No Failure Description	
4041059	0	14041059														Keep moving on	Moving forward is the only option. (Find [Determination] on this level to unlock)	Retreating is no different from suicide at this stage. Keep moving forward.	No Failure Description	
4041851	0	14041851														Keep moving on	Moving forward is the only option. (Find [Determination] on this level to unlock)	Retreating is no different from suicide at this stage. Keep moving forward.	No Failure Description	
4041852	0	14041852														Keep moving on	Moving forward is the only option. (Find [Determination] on this level to unlock)	Retreating is no different from suicide at this stage. Keep moving forward.	No Failure Description	
4041853	0	14041853														Polyphage Core	This is the last stretch of road before reaching the Polyphage's Core. (Find [Final Stretch] on this level to unlock)	You have passed the last stretch of the road. Now is the final battle!	No Failure Description	
4041854	0	14041854														Polyphage Core	This is the last stretch of road before reaching the Polyphage's Core. (Find [Final Stretch] on this level to unlock)	You have passed the last stretch of the road. Now is the final battle!	No Failure Description	
4041855	0	14041855														Polyphage Core	This is the last stretch of road before reaching the Polyphage's Core. (Find [Final Stretch] on this level to unlock)	You have passed the last stretch of the road. Now is the final battle!	No Failure Description	
4041856	0	14041856														Polyphage Core	You need [Permission - Core Left] to advance	You used [Permission - Core Left] to go through the barrier	No Failure Description	
4041857	0	14041857														Polyphage Core	You need [Permission - Core Left] to advance	You used [Permission - Core Left] to go through the barrier	No Failure Description	
4041858	0	14041858														Polyphage Core	You need [Permission - Core Center] to advance	You used [Permission - Core Center] to go through the barrier	No Failure Description	
4041859	0	14041859														Polyphage Core	You need [Permission - Core Center] to advance	You used [Permission - Core Center] to go through the barrier	No Failure Description	
4041751	0	14041751														Recording Fragment N1	You need to find [Recording Fragment N1] on this level	[Recording Fragment N1] successfully used. You may continue moving forward now.	No Failure Description	
4041752	0	14041752														Blockade 6	Scrapped	Scrapped	Scrapped	
4041753	0	14041753														Scrapped	Scrapped	Scrapped	Scrapped	
4041754	0	14041754				0	100	4041041	50	4041021	20	4041022	20	4041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4041755	0	14041755				0	100	4041041	50	4041021	20	4041022	20	4041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4041756	0	14041756				0	100	4041041	50	4041021	20	4041022	20	4041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4041757	0	14041757				0	100	4041041	50	4041021	20	4041022	20	4041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4041758	0	14041758				0	100	4041041	50	4041021	20	4041022	20	4041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4041759	0	14041759				0	100	4041041	50	4041021	20	4041022	20	4041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4042051	1	14042051				4042041	100	4042021	50	4042022	50	4042023	40			Shard of Abyss	The ever-proliferating Hetero-Creatures form a creepy wall. Arithmetic and Perception seem useless. Combat is the only option.	The creepy Hetero-Creature obstacle slowly decompose under your attack, squirming a little, and soon it stops moving, leaving a foul, pungent smell in the air. Quickly cross the area and continue exploring.	You can not destroy the Hetero-Creatures faster than they are proliferating. Whenever there is a crack in the "wall," it will self-repair in the next second. Better retreat and try again after adjusting your attack plan.	
4042052	1	24042052				4042041	100	4042021	50	4042022	50	4042023	40			Fuzzy Signal	Someone snipe you, but the Hetero-Creature signals nearby has covered their exact location. Try to find out who and where they are before your squad suffers greater loss.	The attacker carefully hides itself, but you manage to find out its coordinates. After a skirmish, you kill the new type of Hetero-creature and continued pushing forward.	You are still unable to detect the enemy, but it seems to be enraged by your attempt and attacks more vigorously. Retreating would be a better option.	
4042053	1	34042053				4042041	100	4042021	50	4042022	50	4042023	40			Hetero Platform	The battle causes substantial damage to the foundation of the area ahead. The surface structure does not collapse, but you must calculate a safe route before passing.	You have successfully calculated the balance point. Following the safe route, you carefully pass this area.	The calculation has taken too long, and staying here will only increase the risk. Better redirect the potential combat to another area before more damage causes the ground to collapse.	
4042054	0	14042054														Recording Fragment N2	You need to get [Recording Fragment N2] from [Polyphage Core] Lv.3 Area	[Recording Fragment N2] successfully used. You may continue moving forward now.	No Failure Description	
4042055	0	14042055														Recording Fragment N2	You need to get [Recording Fragment N2] from [Polyphage Core] Lv.3 Area	[Recording Fragment N2] successfully used. You may continue moving forward now.	No Failure Description	
4042056	0	14042056														Recording Fragment N2	You need to get [Recording Fragment N2] from [Polyphage Core] Lv.3 Area	[Recording Fragment N2] successfully used. You may continue moving forward now.	No Failure Description	
4042057	0	14042057														Recording Fragment N2	You need to get [Recording Fragment N2] from [Polyphage Core] Lv.3 Area	[Recording Fragment N2] successfully used. You may continue moving forward now.	No Failure Description	
4042058	0	14042058														Recording Fragment N2	You need to get [Recording Fragment N2] from [Polyphage Core] Lv.3 Area	[Recording Fragment N2] successfully used. You may continue moving forward now.	No Failure Description	
4042059	0	14042059														Hidden Video - Engraver	You need to get [Hidden Video - Engraver] from [Polyphage Left Hand] Lv.2 Area	[Hidden Video - Engraver] successfully used. You may continue moving forward now.	No Failure Description	
4043051	1	14043051				4043041	100	4043021	50	4043022	50	4043023	40			Shard of Abyss	The ever-proliferating Hetero-Creatures form a creepy wall. Arithmetic and Perception seem useless. Combat is the only option.	The creepy Hetero-Creature obstacle slowly decompose under your attack, squirming a little, and soon it stops moving, leaving a foul, pungent smell in the air. Quickly cross the area and continue exploring.	You can not destroy the Hetero-Creatures faster than they are proliferating. Whenever there is a crack in the "wall," it will self-repair in the next second. Better retreat and try again after adjusting your attack plan.	
