Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
40903	A-Rank Booster Structural Part Pick	Use it in Item > Item.	Use it to select and get one of the Booster Structural Parts of the following A-Rank CUBs: Yuan Ye, Noctua, Seeshell, Lingya, and Thorny.	Assets/Product/Texture/Image/IconTools/IconAlterPet02.png	Assets/Product/Texture/Image/IconToolsSp/IconAlterPet02Sp.png	16	5	100001	9999	999						1	100					0							3	1244	1					
40904	Character Upgrade Material Pack	A collection of materials Babylonia specially made for Constructs. Quality and quantity assured.	Immediately get the following items after use: 6★ Memory Shard x900, Weapon Overclock Core I x28, Weapon Overclock Core II x16, Weapon Enhancer IV x79, Memory Overclock Circuit I x84, Memory Overclock Circuit II x48, Minor Overclock Alloy x80, Major Overclock Alloy x64, Memory Enhancer IV x474, EXP Pod (XL) x25, Skill Point x352, Cogs x5,000,000.	Assets/Product/Texture/Image/IconTools/IconFosterPackage01.png	Assets/Product/Texture/Image/IconToolsSp/IconFosterPackage01Sp.png	16	3	100000	99999	999						1	10					0							1	1245	1					
40905	Assessment Manual Shard Choice	Use it in Warehouse > Item.	Use it to select and get the Inver-Shard of Liv: Luminance or Rosetta: Rigor.	Assets/Product/Texture/Image/IconTools/IconAlterRole02.png	Assets/Product/Texture/Image/IconToolsSp/IconAlterRole02Sp.png	16	5	100004	9999	999						1	100					0							3	1269	1					
40906	Assessment Manual Shard Choice	Use it in Warehouse > Item.	Use it to select and get the Inver-Shard of one of the following frames: Liv: Luminance, Rosetta: Rigor, Lee: Entropy, Karenina: Ember, Nanami: Pulse, Kamui: Tenebrion.	Assets/Product/Texture/Image/IconTools/IconAlterRole02.png	Assets/Product/Texture/Image/IconToolsSp/IconAlterRole02Sp.png	16	5	100004	9999	999						1	100					0							3	1280	1					
50000	Basic Construct R&D Ticket	Used to research Constructs.	Tickets issued to Executor Squads. Accumulate them to access Construct research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicC3.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicC3Sp.png	32772	5	800	99999	9999												0														
50001	Basic Weapon R&D Ticket	Used to research weapons.	Tickets issued to Executor Squads. Accumulate them to access equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicC2.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicC2Sp.png	32772	5	800	99999	9999												0														
50002	Basic Memory R&D Ticket	Used to research Memory.	Tickets issued to Executor Squads. Accumulate them to access equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicC1.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicC1Sp.png	32772	5	800	99999	9999												0														
50003	Target Weapon R&D Ticket	Used to research specific weapons.	Tickets issued to Executor Squads. Accumulate them to access special equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicD2.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicD2Sp.png	32772	5	800	99999	9999												0														
50004	Target Memory R&D Ticket	Used to research specific Memory.	Tickets issued to Executor Squads. Accumulate them to access special equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicD1.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicD1Sp.png	32772	5	800	99999	9999												0														
50005	Event Construct R&D Ticket	Used to research event items.	Tickets issued to Executor Squads. Accumulate them to access Construct research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicF3.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicF3Sp.png	32772	5	800	99999	9999												0														
50006	Event Weapon R&D Ticket	Used to research event items.	Tickets issued to Executor Squads. Accumulate them to access special equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicE3.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicE3Sp.png	32772	5	800	99999	9999												0														
50007	Collab Construct R&D Ticket	Collab item - will be converted into Event Character R&D Ticket upon expiry.	Tickets issued to Executor Squads. Accumulate them to access Construct research facilities.	Assets/Product/Texture/Image/IconTools/IconNierRoleCard.png	Assets/Product/Texture/Image/IconToolsSp/IconNierRoleCardSp.png	32772	5	800	99999	9999	1	2020/12/24 10:00	6048000	817	1							0														
50008	Collab Weapon R&D Ticket	Collab item - will be converted into Weapon Target R&D Ticket upon expiry.	Tickets issued to Executor Squads. Accumulate them to access special equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconNierWeaponsCard.png	Assets/Product/Texture/Image/IconToolsSp/IconNierWeaponsCardSp.png	32772	5	800	99999	9999	1	2020/12/24 10:00	6048000	818	1							0														
50009	CUB R&D Ticket	The item used to research Combat Unit Boosters.	Tickets issued to Executor Squads. Accumulate them to access CUB research facilities.	Assets/Product/Texture/Image/IconTools/IconConsumeTicD4.png	Assets/Product/Texture/Image/IconToolsSp/IconConsumeTicD4Sp.png	32772	5	800	99999	9999												0														
50010	Collab Construct R&D Ticket	Collab item - will be converted into Event Construct R&D Ticket upon expiry.	Tickets issued to Executor Squads. Accumulate them to access Construct research facilities.	Assets/Product/Texture/Image/IconTools/IconNierRoleCard.png	Assets/Product/Texture/Image/IconToolsSp/IconNierRoleCardSp.png	32772	5	800	99999	9999	1	2022/10/17 10:00	2314800	817	1							0														
50011	Collab Weapon R&D Ticket	Collab item - will be converted into Targeted Weapon R&D Ticket upon expiry.	Tickets issued to Executor Squads. Accumulate them to access special equipment research facilities.	Assets/Product/Texture/Image/IconTools/IconNierWeaponsCard.png	Assets/Product/Texture/Image/IconToolsSp/IconNierWeaponsCardSp.png	32772	5	800	99999	9999	1	2022/10/17 10:00	2314800	818	1							0														
50100	Secret Pact Card	Used to research event items.	Tickets issued to Executor Squads. Accumulate them to access Coating research facilities.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2101001Sp.png	32772	5	800	99999	9999	1	2021/2/4 10:00	1814400	820	1							0														
50101	Mermaid's Gift	Used to research event items.	Tickets issued to the Task Forces. Accumulate them to access Coating research facilities.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2101002Sp.png	32772	5	800	99999	9999	1	2021/7/15 10:00	2419200	820	1							0														
50102	Departure Supply Card	Used to research event items.	Tickets issued to Executor Squads. Accumulate them to access research facilities.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101003.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2101003Sp.png	32772	5	800	99999	9999	1	2021/8/13 10:00	1123200	826	1							0														
50103	Fortune	Use it to purchase items in the [Fortune Merchant] Shop.	Fortune begets fortune! Collect this Kuroro Charm for the touch of Lady Luck! (*Expires after the event, and you will not be compensated. Please go to the "Fortune Merchant" shop and use it before it expires.)	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101004.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2101004Sp.png	4	5	800	99999	9999	1	2022/12/31 10:00	2487600									0														
50104	Fortune Pouch	Use it to try your luck in the [Lucky Draw] event.	A fat, mysterious pouch! You can definitely seize the good luck in it! (*Expires after the event, and you will not be compensated. Please go to the "Lucky Draw" event and make pulls before it expires.)	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101005.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2101005Sp.png	4	5	800	99999	9999	1	2022/12/31 10:00	2487600									0														
50105	Bright Path R&D Ticket	Used to research event items.	Tickets issued to the Task Forces. Accumulate them to access research facilities.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTicEv22.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTicEv22Sp.png	32772	5	800	99999	9999	1	2023/9/6 8:00	1209540	826	1							0														
50106	Woven Dream's Aurora	A [Dreamcatcher] research event item.	So long as your memory still exists, so, too, will the magic with which you can make your dreams come true.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTicEv23.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTicEv23Sp.png	32772	5	800	99999	9999	1	2023/9/27 8:00	2419140	820	1							0														
50107	Mermaid's Gift	Research event item.	Tickets issued to the Task Force. Accumulate them to access the Coating research facility.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2101002Sp.png	32772	5	800	99999	9999	1	2023/12/12 2:00	1922400	820	1							0														
60000	Reagent He-4	Fusion reagent dropped from deep ocean Corrupted. Can be exchanged for items in Frozen Darkness.	Deep ocean Corrupted store He-4 generated by their internal fusion reactors in special containers, which are considered valuable resources.	Assets/Product/Texture/Image/IconTools/IconActivityConsume1901001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume1901001Sp.png	3	4	10	99999	99999	1	2019/12/24 11:00	3762000			1	100					0														
60001	Overclock Material Box (α)	Gives a random low-grade overclock material.	Contains data of an unknown nature. Open it to decipher its secrets.	Assets/Product/Texture/Image/IconTools/ItCaseBreach001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach001Sp.png	16	3	93001	99999	999						1	50					0							2	1007						
60002	Overclock Material Box (β)	Gives a random high-grade overclock material.	Contains data of an unknown nature. Open it to decipher its secrets.	Assets/Product/Texture/Image/IconTools/ItCaseBreach002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach002Sp.png	16	4	93001	99999	999						1	50					0							2	1008						
60003	Christmas Decor Blueprint Set	Gives 1 random Christmas Blueprint	A fine Christmas gift box. No way to know which blueprint is inside without opening it.	Assets/Product/Texture/Image/IconTools/ItCaseChristmas001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseChristmas001Sp.png	16	4	91001	99999	999						1	50					0							2	1006						
60100	Heteromer Sample	A sample of Hetero-matter produced by Hetero-Core that can be used in exchange for supplies in Aerial Supply.	Hetero-derivatives are produced by the Punishing Virus under special environmental conditions. Dense and solid in texture, its behaviors are far more complicated than that of Punishing Virus.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2001001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2001001Sp.png	3	4	10	99999	99999	1	2020/2/6 5:00	3369600			1	100					0														
60101	Space Station Battlelog	A battlelog from the space station that can be used in exchange for Battlelog Reward.	This battlelog not only records and summarizes the combats that occurred every day but also helps you figure out how to enrich Construct's combat experience and skills... Someone said and took out a precious Space Station Battlelog Collector's Edition.	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2001001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2001001Sp.png	3	4	10	99999	99999	1	2020/2/6 5:00	3369600									0														
60102	Heteromer Crystal	Raw material for Heteromer Layer Experiment. Conduct Heteromer Layer Experiment to get the Research supplies from Babylonia.	The pure nucleus formed because of the large structure fluctuation of liquid Hetero-matter. The top-tier scientists of Babylonia are dedicated to the study of Hetero-Core through Heteromer Crystal.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2001001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2001001Sp.png	3	5	10	99999	99999												0														
60200	Akdilek Coin	Currency issued by Akdilek that can be used in exchange for items in the event shop.	With a high level of trading proficiency, Akdilek Commercial Alliance has turned Akdilek Coin into a currency that is even more valuable than rare metals in various regions. Now it is one of the most popular currencies for trading.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2002001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2002001Sp.png	3	4	10	99999	99999	1	2020/3/19 5:00	3456000			1	100					0														
60201	Magnetic Ticket	Eternal Throne Abyss Pass (returns 6★ Memory Shard x10 when expired)	A brand new first-class magnetic ticket with an Akdilek logo and station number. It can be used to enter certain special regions.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2002002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2002002Sp.png	1048580	6	59001	99999	99999	1	2020/3/19 5:00	3456000	811	1	29	10					0														
60202	Royal Token	A royal token from Asslam that is given as a reward for outstanding merit. Can be used in exchange for corresponding rewards.	If one can earn respect and trust from the aristocrats on the train, this rare token will be offered as the highest honor given by them.	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2002001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2002001Sp.png	3	4	10	99999	99999	1	2020/3/19 5:00	3456000									0														
60300	Support Point	Support permit issued by Babylonia. Can be used to apply for different supports from Babylonia during the mission.	To support commandants' operation, Babylonia provides support points that can be used to request different supports from Babylonia without President's authorization.	Assets/Product/Texture/Image/IconTools/IconRogueLikeCurrency.png	Assets/Product/Texture/Image/IconToolsSp/IconRogueLikeCurrencySp.png	3	5	10	99999	99999												0														
60301	Halloween Candy	Halloween candies provided by Babylonia. Give them to good kids.	Use it to increase the power of Pet: Michael in Book of Toro.	Assets/Product/Texture/Image/IconTools/IconRogueLikeCurrency2.png	Assets/Product/Texture/Image/IconTools/IconRogueLikeCurrency2sp.png	2097156	5	10	99999	99999												0														
60302	Toro Coupon	This Babylonia-issued voucher has Commandant's image printed on it. Use it to ask Babylonia for advanced support during your mission.	Babylonia issued this certificate in order to assist the operations of commandants. It can provide better than usual support when used.	Assets/Product/Texture/Image/IconTools/IconRogueLikeCurrency3.png	Assets/Product/Texture/Image/IconTools/IconRogueLikeCurrency3sp.png	2097156	5	10	99999	99999												0														
60400	Metal Grub	A currency circulating around the Nighter. Can be used in the Virtual Mart.	Even when separated, the offspring of the mythological water-beetle qingfu will always return to their mother. Issued by the KCC, the qingfu coin is a symbol of accumulating wealth. Also called grub by the locals.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2004001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2004001Sp.png	3	4	10	99999	99999	1	2020/3/29 5:00	3456000			1	100					0														
60401	Holographic Ticket	Cornered in Cruise - Abyss Pass (returns 6★ Memory Shard x10 when expired)	The first class ticket issued by Kowloong Chamber of Commerce. Use it to watch a holographic puppet show of the performance troupe up close.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2004002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2004002Sp.png	1048580	6	59002	99999	99999	1	2020/3/29 5:00	3456000	812	1	29	10					0														
60402	Electronic Stamp	Issued by the financial department of KCC, this Electronic Stamp has "Qu" printed on it and can be exchanged for items via the terminals.	The Electronic Stamps backed by the leader of KCC, "Qu", are proofs of transactions on the Nighter. It serves as both an ID and a trade credit across all the financial terminals.	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2004001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2004001Sp.png	3	4	10	99999	99999	1	2020/3/29 5:00	3456000									0														
60501	Titanium Token	Forged from titanium extracted from scrapped mechanical parts, this token is chosen as a widely circulating currency in the microchip market for its lightness and corrosion resistance.	A new alloy currency issued under the authorization of Asimov, this token is only available in the Memory Chip market. It also works as an ID and a certificate of the Memory Chip knowledge, and is necessary for the purchase of any high-spec components.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2006001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2006001Sp.png	1048580	4	59003	99999	999	1	2020/5/20 10:00	4042800			1	100					0														
60600	Crystal Note	A currency circulating in Kowloong Metropolis. Can be exchanged for items in Kowloong Market.	An easy-to-carry, ultra slim transaction card issued by Bank of Kowloong. Made from semi-transparent micro crystals, this card has a micro-photon chip inside. A complicated circuit-like glowing pattern is printed on its surface. —"Bank of Kowloong specializes in everything."	Assets/Product/Texture/Image/IconTools/IconActivityConsume2006002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2006002Sp.png	3	4	10	99999	99999	1	2020/6/10 5:00	3456000	813	1	1	100					0														
60601	Dragon Jade	Dragon Jades are only produced in Kowlong City. They can be exchanged for items in Rosary Path.	A glossy jade pendant with a vivid floating dragon carved on it. Rumor has it that some mysterious merchants would offer a fortune for this luxurious token...	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2006001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2006001Sp.png	3	4	10	99999	99999	1	2020/6/10 5:00	3456000									0														
60602	Morning Star Cup	Randomly dropped in event stages that have a Serum cost. Can be exchanged for Sorbet Summer event mission rewards.	The Venus Splash Park limited edition ice-cream cup. Ticket holders can get a free cup from A'Mao. Made from strawberries, chocolate flakes, cream, and a paper card of Shark-speare. Note: The paper is not edible.	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2007001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2007001Sp.png	3	4	10	99999	99999	1	2020/7/9 10:00	2419200	814	1							0														
60700	Square Chip	Can be used to flip one tile in Summer Flip.	An exquisite square chip, used as a token for the wildly popular board game in the central arcade in Venus Splash Park. Win a certain amount of them and you get to take home all the prizes sealed away in the glass cabinet. Want to try your luck?	Assets/Product/Texture/Image/IconTools/IconActivityConsume2007001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2007001Sp.png	3	4	10	99	99	1	2020/6/6 5:00	6048000									0														
60701	One-Point Dice	Can be used in Summer Flip. Allows you to select a reward icon and move it one tile.	A beautifully crafted six-sided dice, used in the board game in the central arcade of Venus Splash Park. All its six sides bear the same number: "1"—so no matter how you throw it, you will always wind up moving one step.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2007002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2007002Sp.png	3	4	10	99	99	1	2020/6/6 5:00	6048000									0	11732													
60800	Heat Mixture	A currency circulating around the Arctic Route Union. Can be used in the Snow Depot.	Issued by the Arctic Route Union. One of the common supplies that humans living in the arctic region rely on. Quickly heats up upon use.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2008001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2008001Sp.png	1048580	4	10	99999	99999	1	2022/3/2 2:00	3628740	815	1	1	100					0														
60801	Summer Snapshots Puzzle Piece 1	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle01.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle01Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60802	Summer Snapshots Puzzle Piece 2	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle02.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle02Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60803	Summer Snapshots Puzzle Piece 3	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle03.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle03Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60804	Summer Snapshots Puzzle Piece 4	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle04.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle04Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60805	Summer Snapshots Puzzle Piece 5	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle05.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle05Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60806	Summer Snapshots Puzzle Piece 6	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle06.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle06Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60807	Summer Snapshots Puzzle Piece 7	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle07.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle07Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60808	Summer Snapshots Puzzle Piece 8	A puzzle piece used in Summer Snapshots.	A puzzle piece used to activate the corresponding puzzle in Summer Snapshots.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle08.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle08Sp.png	3	5	59004	999999	999999	1	2022/8/2 7:00	518340									0														
60810	Dream Shard	Use it to purchase items from the Elegy Of Nightmare event shop.	The bionic mind model that carries traces of information about Amberia after decoding.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2008002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2008002Sp.png	3	4	10	99999	99999	1	2022/3/21 7:00	1728000									0														
60811	Tranquilizer	Use it to participate in the Elegy Of Nightmare event.	A special tranquilizer designed to treat potential M.I.N.D. deviation after going deep into the bionic network for too long. (Tranquilizers automatically recover every day. Can be used in the Elegy Of Nightmare event.)	Assets/Product/Texture/Image/IconTools/IconActivityActionPoint2008001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityActionPoint2008001Sp.png	3	4	10	99999	99999	1	2022/3/21 7:00	1728000									0														
60812	Promotion Certificate	Use it to star up members in Mycenaean Protocol.	Provided by the Mycenaean Protocol, this electronic certificate allows commandants to temporarily increase the member's access level.	Assets/Product/Texture/Image/IconTools/IconActivityRPG01.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityRPG01Sp.png	3	4	10	99999	99999												0														
60813	Modification Points	Points earned by members after the team levels up in the Mycenaean Protocol. Used for special modification.	A temporary modification quota under the Mycenaean Protocol that allows commandants to adjust battle strategies where necessary.	Assets/Product/Texture/Image/IconTools/IconActivityRPG02.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityRPG02Sp.png	3	4	10	99999	99999												0														
60814	Glowstick	Use it to express your support in [Potato's Attack! Support Solon Lee!] event.	Rumor has it that one can power up the entire team by holding this glowstick up and shaking it... Oh, please don't shake your terminal.	Assets/Product/Texture/Image/IconTools/ItBetlight01.png	Assets/Product/Texture/Image/IconToolsSp/ItBetlight01S.png	3	4	10	99999	99999	1	2022/3/14 12:00	6048000									0														
60815	Team Merit	The EXP value used to upgrade team level in Mycenaean Protocol.	Provided by the Mycenaean Protocol, this electronic certificate allows commandants to temporarily increase their team's access level.	Assets/Product/Texture/Image/IconTools/IconActivityRPG03.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityRPG03Sp.png	3	4	10	99999	99999												0														
60816	Charter Panel	Ticket for participating in the Chained Simulation event.	The data panel records the details of the specifications of the simulation. You should confirm all the precautions in the panel before starting. (It is issued automatically at 7:00 UTC every day)	Assets/Product/Texture/Image/IconTools/IconActivityHack01.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityHack01Sp.png	3	4	10	99999	99999												0														
60817	Buff Chip	It is used to increase EXP of Buff level in the Chained Simulation event.	This special chip can improve the simulation efficiency, providing new Buff ideas for combat. (Obtained after first clear)	Assets/Product/Texture/Image/IconTools/IconActivityHack02.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityHack02Sp.png	3	4	10	99999	99999												0														
60818	Cheering Stick 2023	Materials used to express support in the event of "Festival Battleground: The Legendary Battle Between Red and Blue!"	Not only are they good-looking batons, but they can also contribute to the team they support.	Assets/Product/Texture/Image/IconTools/ItBetlight02.png	Assets/Product/Texture/Image/IconToolsSp/ItBetlight02Sp.png	3	4	10	99999	99999	1	2023/7/13 2:00	6048000									0														
60820	Modification Points	Evaluation points in Limit Break that record stage-related modification information	In the end, only cold numbers can represent everything, and this is an exploration of the boundaries of all abilities.	Assets/Product/Texture/Image/IconTools/UiReformIcongoods01.png	Assets/Product/Texture/Image/IconTools/UiReformIcongoods01.png	3	4	10	99999	99999												0														
60821	Modification Points	Evaluation points in Limit Break that record stage-related modification information	In the end, only cold numbers can represent everything, and this is an exploration of the boundaries of all abilities.	Assets/Product/Texture/Image/IconTools/UiReformIcongoods01.png	Assets/Product/Texture/Image/IconTools/UiReformIcongoods01.png	3	4	10	99999	99999												0														
60830	Ultralimit Points	Points accumulated in the Ultimate Brawl mode		Assets/Product/Texture/Image/IconTools/UiReformIcongoods01.png	Assets/Product/Texture/Image/IconTools/UiReformIcongoods01.png	3	4	10	99999	99999												0														
60831	Compressed Energy Source	Energy can be used to amplify Super Cores. Obtained by challenging opponents in the Ultimate Brawl.		Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosIcon01.png	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosIcon01.png	3	4	10	99999	99999												0														
60832	Leap Blueprint	Blueprint used to star up Super Cores. Obtained by challenging the opponents in the Ultimate Brawl for the first time.		Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosIcon02.png	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosIcon02.png	3	4	10	99999	99999												0														
60833	Remnant Data Vault	A data set used to upgrade team level. Obtained by from first clear of Ultimate Brawl.	The analysis and integration of key data from defeated enemies can help enhance our understanding of the enemy.	Assets/Product/Texture/Image/UiSuperSmashBros/SmashBrosIcon03.png	Assets/Product/Texture/Image/UiSuperSmashBros/SmashBrosIcon03.png	3	4	10	99999	99999												0														
60840	Tactical Notes	An item for Corrupted Waves character upgrade		Assets/Product/Texture/Image/UiFubenMaverick/IconMaverick.png	Assets/Product/Texture/Image/UiFubenMaverick/IconMaverickSp.png	3	4	10	99999	99999												0														
60850	Remnant Record	Use it to upgrade Defensive Devices and hunting add-ons in Winter Sequence.	The observer records every step along the way.	Assets/Product/Texture/Image/IconTools/IconDoubleTowerCoin.png	Assets/Product/Texture/Image/IconToolsSp/IconDoubleTowerCoin.png	3	4	10	99999	99999												0														
60900	Seal of Collectibles	Carved by the Qiuniu Crew of KCC, this seal can be exchanged for rare items from the Ancient Archive.	A square seal with a metal-looking texture. KCC's leader, Qu, stored a large amount of cultural relics in the Ancient Archive. Anything marked with this seal would be a rare collectible.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2009001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2009001Sp.png	1048580	4	10	99999	99999	1	2020/9/3 5:00	3974400	815	1	1	100					0														
60901	Bipolar Crystal	A bipolar storage made from special materials. Use it to obtain items in "Backlight Matrix."	Made from special materials, this crystal storage can bring back dusted oaths and memories. Light flows inside the crystal, giving a brilliant shine.	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2010001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2010001Sp.png	1048580	5	10	99999	99999	1	2022/5/18 2:00	4078740										20055													
60902	Hetero-Creature Sample	Separated from the host and tightly sealed, this Hetero-creature is still undergoing rapid transformation. It must be handled by specialist teams.	Researchers are collecting samples from different regions for cross-comparison in order to find out why Punishing Virus has developed biological traits.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2010001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2010001Sp.png	1048580	4	10	99999	99999	1	2020/11/26 5:00	3369600	815	1	1	100					0														
