Id	Name	BuffBg	BuffTriangleBg	Desc	TeachingContents[1]	TeachingContents[2]	TeachingContents[3]	TeachingContents[4]	TeachingContents[5]	TeachingContents[6]	TeachingContents[7]	TeachingContents[8]	TeachingContents[9]	TeachingContents[10]	BuffSuggestAbility
33321	<color=#34aff9><size=34>Elemental Resistance</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		"Elemental Resistance [H]: When the enemy receives Elemental DMG of the same type more than 33% of max HP, it gains a corresponding Elemental Resistance (only 1 resistance at a time).											
33331	<color=#34aff9><size=34>Cruciata Arrival</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Cruciata Arrival: When Amberia's HP drops to 60%, 35%, and 10%, she will conjure a Grave Mark that nullifies all DMG dealt to her. Amberia will perform a fierce attack 20s after the Grave Mark exists on field.											
33341	<color=#CF0000><size=34>Nightmare</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		2 wraith soldiers will appear to charge you. The charging interval is reduced to 10s from the 2nd charging onward.											
33351	<color=#CF0000><size=34>Undying</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32091.png		All enemies other than Qu will revive in 25s after they die.											
33361	<color=#CF0000><size=34>Cross Inverter</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png		Amberia will perform a fierce attack 15s after the Grave Mark exists on field.											
33371	<color=#34aff9><size=34>Stage 3 Environment</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Enemies will give bonus effects to Qu when they are on field.											
33381	<color=#34aff9><size=34>Dead Zone</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Recommended Uniframe	text: No additional information										
33391	<color=#CF0000><size=34>Battle Cry</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png		Every 20s, the enemy will unleash Battle Cry to knock the player back (can be interrupted by stun skills).											
33401	<color=#34aff9><size=34>Gravitational Pull</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png		A gravity circle appears under the character every 20s. Characters inside the circle will be pulled toward its center, and lose 50 Dodge Gauge every 0.5s.											
33411	<color=#34aff9><size=34>Elemental Resonance</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Elemental Resonance: Elemental ATK will add monster an Elemental Mark. Two different Elemental Marks will make Resonance, adding Vulnerability to BOSS and killing little monsters											
33421	<color=#CF0000><size=34>Local Burn</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32091.png		Local Burn: Burn Zones occur on the field somewhere, when characters or enemies are burned by fire, they will receive Vulnerability. Fire Burning will make the enemy's E-Shield invalid for 15s											
33431	<color=#CF0000><size=34>Ascnet</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png		Ascnet: Start chanting when Luna's HP is 85%, 50% and 15%. While chanting, summons unknown Constructs to assist in battle. Unknown Constructs will leave for a while if they are Stunned or fatally injured											
33441	<color=#CF0000><size=34>Ascendant Arrival</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png		With the improvement of Overload Level, Unknown Constructs will support in battles more frequently, and will stay in field when Luna's HP is 15%											
33451	<color=#34aff9><size=34>ターニップ</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Chomper: One Chomper will grow up in the field every other 5 s starting from the 5th second. Each Chomper comes with an Elemental Mark, and will reborn after 15s of death. The max number of Chomper is 4 by default, up to 6 in Overload III / IV and 8 in Overload V											
33461	<color=#CF0000><size=34>Hetero-Resonance</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22100.png		In the field, the effect that Chomper added to all monsters upgrades to Level 3, and the Chomper will no longer carry Element Mark when it is born											
33471	<color=#34aff9><size=34>Reborn</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22110.png		Pterygota Queen Wings will auto recover 60s later after being damaged											
33481	<color=#34aff9><size=34>E-Screen Defense</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22110.png		E-Screen Defense: The enemies have a large Damage Resistance Shield, which will be temporarily invalid for 15s after burning by fire in the scene											
33491	<color=#CF0000><size=34>E-Screen Overload</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Greatly increases Damage Resistance of Monster's E-Screen Defense											
33501	<color=#CF0000><size=34>Hetero-Radiation</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Hetero-Radiation: When there are 2 Chompers, all monsters will be added a Lv.1 Black Hole; 4 Chompers, added a Lv.1 Radiation; 6 Chompers, added a Lv.1 Strike; and 8 Chompers, added a Lv.1 Recovery											
33511	<color=#34aff9><size=34>Infect</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22130.png		Infect: Siren will leave an infection area on the field for every 25s. Units in contact with it will be <color=#CF0000>infected for 5s</color> (Constructs will lose additional HP).											
33521	<color=#34aff9><size=34>Familiar</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png		Familiar: Siren has 6 familiars that give it <color=#CF0000>DMG Immunity</color>. Siren summons 2 and <color=#CF0000>randomly marks 1</color> (unmarked familiars cannot be locked) at the start of the battle. Marked familiars will be <color=#CF0000>devoured, respawned, and randomly marked again</color> until 6 have been devoured. Familiars will <color=#CF0000>revive and weaken you</color> after you destroy them.											
33531	<color=#34aff9><size=34>Burning Mark</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png		Burning Mark: The familiar is <color=#CF0000>burning</color>. When devoured by Siren, <color=#34aff9>its infection will rebuff against Siren</color> and your HP will be restored. Otherwise, Siren will <color=#CF0000>devour it and leave an infection area</color> that continuously infects nearby enemies and drains their HP.											
33541	<color=#CF0000><size=34>Rising Tide</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22130.png		Siren will continuously restore its HP in the infection area.											
33551	<color=#CF0000><size=34>Awaken</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png		Marked familiars gain an additional power: Burning Mark (attacks have a chance to Burn enemies). Stealth Mark (attacks have a chance to Freeze enemies).											
33561	<color=#34aff9><size=34>Stealth Mark</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33091.png		Stealth Mark: The familiar is <color=#CF0000>stealthy</color>. When its HP is more than 60%, it will head to an infection area. When devoured by Siren, <color=#34aff9>if it is not infected, it will rebuff against Siren</color> and your power will be boosted. Otherwise, Siren will <color=#CF0000>devour it, leave an infection area</color>, and summon Buthus that will give Siren great DMG Immunity.											
33571	<color=#34aff9><size=34>Dirge</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png		Dirge: Siren will become paralyzed and Vulnerable for 5s after devouring 6 familiars. Each <color=#34aff9>rebuff will increase the duration by 1s and cleanse 1 infection area</color>. If all familiars are devoured, cleanse <color=#34aff9>all</color> infection areas. After that, DMG dealt by Siren will increase based on <color=#CF0000>the number of familiars devoured successfully</color>.											
33581	<color=#34aff9><size=34>Four Signs</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32131.png		Four Signs: Rosetta will <color=#CF0000>change the weather for every 25% HP lost</color> (Thunderstorm will occur with only 25% HP left) and summon soldiers with <color=#CF0000>the corresponding resistance</color>. <color=#CF0000>The current weather will be growing extreme over time.</color>											
33591	<color=#34aff9><size=34>Buoy</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12251.png		Buoy: There are 3 buoys on the field. After destroying the soldier corresponding to the current weather, the buoys will restore the weather and <color=#CF0000>activate 1 buoy that absorbs the corresponding Element</color>, reducing Rosetta's all Elemental Resistance <color=#CF0000>before the weather changes again</color>. <color=#CF0000>After the weather changes</color>, inactivated buoys will disappear.											
33601	<color=#34aff9><size=34>Nature Poetry</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22110.png		Nature Poetry: Activating 3 buoys when Thunderstorm is in effect will trigger the following bonuses: <color=#34aff9>3 different Elements</color> will reduce Rosetta's all Elemental Resistance; <color=#34aff9>2 same Elements</color> will grant you DMG reduction; <color=#34aff9>3 same Elements</color> will continuously restore your HP.											
33611	<color=#CF0000><size=34>Apocalypse</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png		The extreme weather will strengthen Thunderstorm. More lightning strikes will hit with higher frequency.											
33621	<color=#CF0000><size=34>Obsession</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png		Activating a buoy will not reduce Rosetta's Resistance against the activated Element.											
33631	<color=#34aff9><size=34>Parasitize</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png		Parasitize: Surfer is parasitized by the <color=#CF0000>Parasite (Red Effect)</color> at the start of battle. The Parasite will drain its host's life every second and spawn a Corrupted every 25s. After that, the Parasite will <color=#CF0000>detach from its host and attach to you or the nearest Surfer.</color>											
33641	<color=#34aff9><size=34>Evolve</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22100.png		Evolve: If the Parasite has <color=#CF0000>spawned 3 times</color>, the Corrupted spawned after that will be more powerful.											
33651	<color=#34aff9><size=34>Tarnish</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png		Tarnish: Surfer gains <color=#CF0000>great DMG reduction</color>. <color=#CF0000>It will keep decreasing after the Parasite is removed.</color>											
33661	<color=#34aff9><size=34>Antibody</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png		Antibody: Destroying the spawned Corrupted will grant you <color=#34aff9>an antibody</color> for 10s and <color=#34aff9>remove your Parasite (if parasitized)</color>, during which you are immune to Parasitize, and <color=#34aff9>attacking a host with 2 different types of Signal Orbs</color> will prevent the Parasite from evolving (ineffective against the evolved Parasite).											
33671	<color=#CF0000><size=34>Constrict</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png		Unable to switch members when being parasitized.											
33681	<color=#CF0000><size=34>The Land of Blood Thirst</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10021.png		The Grizzly members will no longer recover their HP.											
33691	<color=#CF0000>Two Sharks One Heart<size=34></size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		The second Shark-speare will appear immediately after the first Shark-speare.											
33701	Sublimate	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png		2 Sanctuary Guards will <color=#34aff9>accumulate energy</color>.	text: <color=#34aff9>Energy Accumulation:</color> Gains 2 energy per second and DMG dealt (up to 80 energy).										
33711	Fusion	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png		When the energy reaches its maximum, merges into <color=#34aff9>Twilight State</color> and continuously <color=#34aff9>consumes energy</color>. When dealing DMG, gains <color=#CF0000>1 stack of Decree</color>.	text: <color=#34aff9>Twilight State:</color> When attacking, gains a shield and reduces the enemy's speed. Creates Energy Storm to deal DMG to enemies for every 20 energy consumed.		text: <color=#34aff9>Energy Consumption</color>: Consumes 2 energy per second while in Twilight/Bishop State.								
33721	Leader	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		When reaching <color=#CF0000>8 stacks of Decrees</color>, materializes into <color=#34aff9>Bishop State</color> and regains 60 energy and 30% of max HP.	text: <color=#34aff9>Bishop State:</color> Inherits Energy Storm and performs cluster strike. Attacks will restore HP.										
33731	Legacy	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png		When exiting a fusion state, Sanctuary Guard will <color=#34aff9>recover HP</color> based on the remaining HP in that state.	text: <color=#34aff9>Health Recovery:</color> Recovers HP equal to 40% of the remaining HP in the fusion state. For instance, Sanctuary Guard will recover 20 HP if it has 50 HP when exiting the fusion state.										
33741	<color=#CF0000><size=34>Linking Oath</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png		Enemies will heal their allies for 50% of their remaining HP while in the dying state and perform fusion instantly (once only).											
33751	<color=#CF0000><size=34>Noble Sacrifice</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21111.png		When an enemy dies, its allies gain a 30% DMG bonus, resistance bonus, and shield.											
33761	Phase I - Judgement	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png		Machiavelli will summon 2 <color=#34aff9>Iron Thorns</color> for every 25% HP lost. The Iron Thorns will destroy the platform in 35s.	text: <color=#34aff9>Iron Thorn:</color>	Assets/Product/Texture/Image/UiBabelTower/BgFightTieji.png									
33771	Agent of Willpower	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png		Machiavelli will create a <color=#34aff9>Mirror Image</color> to protect Iron Thorns while in the Judgement phase.	text: <color=#34aff9>Mirror Image:</color> Randomly summons a Mirror Image - Violence/Law. The Mirror Image cannot be locked on or destroyed.	text: <color=#34aff9>Mirror Image - Violence:</color> When dealing DMG, reduces the duration of the Judgement phase by 1s and has a chance to Burn the enemy for 4s.	text: <color=#34aff9>Mirror Image - Law-:</color> When dealing DMG, reduces the enemy's speed for 4s and has a chance to imprison them for 2s.								
33781	Phase II - Purge	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21111.png		After being defeated, Machiavelli will revive and create a Mirror Shard for every 15s. The Mirror Image will imitate Machiavelli's attack pattern.	text: No additional information										
33791	Cognitive Overload	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png		When there are 3 shards, 1 of them will turn into an <color=#34aff9>Enhanced Mirror Image</color>. The more shards/Mirror Images exist, the weaker Machiavelli will be.	text: <color=#34aff9>Enhanced Mirror Image:</color> Randomly summons up to 2 Enhanced Mirror Images - Violence/Law. They cannot be locked on or destroyed.	text: <color=#34aff9>Enhanced Mirror Image - Violence:</color> When dealing DMG, restores Machiavelli's HP and has a chance to Burn the enemy for 5s.	text: <color=#34aff9>Enhanced Mirror Image - Law-:</color> When dealing DMG, affects the target's movement for 4s and has a chance to imprison them for 2.5s.								
33801	<color=#CF0000><size=34>No Time to Lose I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png		Reduces the duration of the Judgement phase to 30s.											
33802	<color=#CF0000><size=34>No Time to Lose II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12122.png		Reduces the duration of the Judgement phase to 25s.											
33803	<color=#CF0000><size=34>No Time to Lose III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12123.png		Reduces the duration of the Judgement phase to 20s.											
33811	<color=#CF0000><size=34>Abyss</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png		Your controlling characters will fall from the collapsed platform.											
33821	<color=#CF0000><size=34>Soul Ripper</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png		The shards will heal Machiavelli's HP when dealing DMG.											
33831	<color=#CF0000><size=34>Shackle Breaker</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png		Mirror Images and shards become immune to Matrix.											
33841	<color=#2F0000><size=34>Emergency Retreat</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		Initial Target: Defeat the Corrupted and protect the <color=#34aff9>Grizzly members</color> on the way to the evacuation point.	text: <color=#34aff9> The Grizzly members</color>: All Grizzly members will slowly regain HP and move to the evacuation point instead of joining battle. <color=#34aff9>Their movement speed will greatly increase</color> when allied Constructs are near them. <color=#FF0000>They will be unable to move when their HP drops below 50%</color>.										
33851	<color=#2F0000><size=34>Last Barrage</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		Final Target: <color=#CF0000>Last Barrage</color> will be triggered when all the Grizzly members <color=#34aff9>retreat from battle</color>. Defeat the enemies to win your battle.	text: <color=#34aff9>Retreat from battle</color>: All the Grizzly members have <color=#34aff9>retreated</color> or <color=#CF0000>died</color>.	text: <color=#FF0000>Last Barrage</color>: A boss wave on a high difficulty level. Defeat the enemies to clear this stage.									
33861	<color=#2F0000><size=34>Reinforcing Grizzlies</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		When Last Barrage is triggered, all retreated Grizzly members will return to battle and expand <color=#34aff9>Support Field</color>. Constructs inside the field will gain bonuses.	text: <color=#34aff9>Charging Support Field</color>: Gains an additional Signal Orb when dealing/receiving DMG every 5s. The effect disappears 3s after leaving the field. The effect is shown below.	Assets/Product/Texture/Image/UiBabelTower/BgFightblueball.png	text: <color=#34aff9>Defense Support Field</color>: Gains Super Armor. The effect disappears 3s after leaving the field. The effect is shown below.	Assets/Product/Texture/Image/UiBabelTower/BgFightyellowsheild.png	text: <color=#34aff9>Attack Support Field</color>: Deals 30% more DMG. The effect disappears 3s after leaving the field. The effect is shown below.	Assets/Product/Texture/Image/UiBabelTower/BgFightredattack.png	text: <color=#34aff9>Tips</color>: All 3 types of Support Fields can be activated at the same time. Making good use of them will help you turn the tide in battle.	Assets/Product/Texture/Image/UiBabelTower/BgFightronghe.png			
33871	<color=#CF0000><size=34>Null Heal</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10021.png		After Voodoo goes into Defensive Mode, characters cannot be healed.											
33881	<color=#CF0000><size=34>Legacy</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png		The enhancement effects of Voodoo won't be cleared.											
33891	<color=#CF0000><size=34>Inevitable Choice</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21061.png		In Defensive Mode, when a minion is eliminated, Voodoo will directly absorb another minion.											
33901	<color=#CF0000><size=34>Radiation</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png		In Defensive Mode, Voodoo deals damage to characters over time.											
33911	Defensive Phase	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	At <color=#34aff9>85%/60%/30% HP</color>, Voodoo enters <color=#34aff9>Defensive Mode</color> with minions coming from <color=#34aff9>2 Portals</color> that, when within <color=#34aff9>5m</color> of Voodoo, are absorbed by Voodoo. Defensive Mode greatly raises <color=#34aff9>DMG Reduction</color> and clears Evolution effects.			text: <color=#34aff9>Black</color> always spawn from the Red Portal.		text: <color=#34aff9>White</color> always spawn from the Green Portal.						
33921	The First Round of Evolution	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	Devour White: Emit poisonous gas continuously within <color=#34aff9>5m</color>. Characters within range take DMG per second. Devour Black: Characters are poisoned and take DMG over time. Being within <color=#34aff9>5m</color> of Voodoo will clear the poison.											
33931	The Second Round of Evolution	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	Devour White: While in <color=#34aff9>Bird</color> Form, before each attack, Voodoo strikes lightning at the characters on the field. Devour Black: While in <color=#34aff9>Beast</color> Form, before each attack, Voodoo strikes lightning at the characters on the field.											
33941	Final Evolution 1	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	"Devour White: Voodoo creates Dolls. When a Doll has <color=#34aff9>less HP Percentage</color> than the characters on the field, it steals HP from them to heal itself over time. A Doll takes damage <color=#34aff9>periodically</color>."			text: <color=#34aff9>The Lifesteal Dolls</color> will copy the appearances of your characters and appear at the center of the field, as shown below.	Assets/Product/Texture/Image/UiBabelTower/BgFightshengming.png							
33951	Final Evolution 2	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	Devour Black: Every <color=#34aff9>10s</color>, Voodoo creates a doll with an aura close to the character. When being inside the aura for <color=#34aff9>6s</color>, the doll will be wrecked and continuously shoot lightning bolts at the character.			text: <color=#34aff9>The Lightning Dolls</color> will copy the appearances of your characters and appear next to you, as shown below.	Assets/Product/Texture/Image/UiBabelTower/BgFightshandian.png							
33961	<color=#CF0000><size=34>Power of Horn</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10032.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	While Super Armor is active, Ox gains more Resistance.											
33971	<color=#CF0000><size=34>Polar Ram</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11047.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	Upon impact, Ox's Dash Attack will drag the player to its destination. When it expires, additionally inflicts a 40% Slow Down for 2.5s.											
33981	<color=#CF0000><size=34>Reversed Shockwave</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12101.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	All attacks by Ox send shockwaves, and all shockwaves travel back. While Berserk is active, Ox sends even more shockwaves.											
33991	<color=#CF0000><size=34>The Mighty Ox!</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11121.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	There are two Oxen on the field at the same time.											
34001	Strong Ox	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	While Super Armor is active, Ox has more Resistance.											
34011	Blinking Mine	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	There are <color=#34aff9>Blinking Mines</color> on the field. <color=#34aff9>Matching 3-Pings</color> next to a Mine will activate the Mine.	text: <color=#34aff9>Blinking Mine</color>: <color=#34aff9>Enemies</color> who are caught within the range of a Blinking Mine will be <color=#34aff9>directly stunned</color> and knocked down.										
34021	Dragon Breath Device	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	There are <color=#34aff9>Dragon Breath Devices</color> on the field. <color=#34aff9>Matching 3-Pings</color> next to such a device will activate it.	text: <color=#34aff9>Dragon Breath Device</color>: Summons dragon breaths to attack <color=#34aff9>enemies</color>, significantly <color=#34aff9>reducing their Super Armor</color> and <color=#34aff9>increasing their damage taken</color>.										
34031	Strength of Ox	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	While <color=#FF0000>Super Armor is active, Ox has significantly more DEF</color>. Also, at less than 60% HP, Ox goes <color=#FF0000>Berserk</color>.	text: <color=#FF0000>Berserk</color>: Its attacks <color=#FF0000>send shockwaves</color> and it <color=#FF0000>cannot be knocked down</color>. Also, it <color=#FF0000>ignores Matrix</color>, but <color=#34aff9>significantly loses all DEFs.</color>										
34041	<color=#78db64><size=34>Refinement - Crit</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	Activating any device will grant 30% CRIT Rate to the players within range for 10s.											
34051	<color=#78db64><size=34>Refinement - Heal</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32012.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	Activating any device restores 5% HP to nearby allies per second for 10s.											
34061	<color=#78db64><size=34>Refinement - CD</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	When all devices are activated, the cooldown is reduced from 60s to 40s.											
34071	<color=#CF0000><size=34>Polarized Defense</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10032.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	In its initial form, the Dragon has significantly more Resistance. After turning into the Element Dragon, the Resistance against its associated stat will further increase, but the Resistance against its opposite stat will reduce.											
34081	<color=#CF0000><size=34>Final Judgment</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11047.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	The Dragon's Ultimate, Final Judgment, deals significantly more damage.											
34091	<color=#CF0000><size=34>Elemental Corruption</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	When the Dragon deals stat damage to the player, inflicts special debuffs based on what that stat is.											
34101	<color=#CF0000><size=34>Berserk Dragon</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	The Dragon never stops with its endless attacks.											
34111	Elemental Drain	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	The Dragon starts in its <color=#34aff9>Normal Form</color>, but it keeps absorbing the Elemental DMG dealt by players. At less than 80% HP, it transforms.	text: <color=#34aff9>Normal Form</color>: The Dragon has <color=#34aff9>higher Physical Resistance</color> but <color=#34aff9>lower Elemental Resistance.</color>										
34121	Elemental Incarnate	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Assets/Product/Texture/Atlas/UiFubenChallengeMapBoss/IconBg01.png	When the Dragon transforms, <color=#FF0000>it transforms into the associated Elemental Dragon based on the most Elemental DMG it absorbs in its first phase</color>.	text: TIPS: If the Dragon <color=#34aff9>doesn't take any Elemental DMG before it transforms</color>, a random Element is chosen.										
