Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow
3046012	0	4	6	6		1612003	0		1612	1	Frederick	6★ Memory Frederick Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3052001	0	5	2	2		1201002	0		1201	1	Merli	2★ Memory Merli Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's HP.	0
3053001	0	5	3	3		1301002	0		1301	1	Pinoff	3★ Memory Pinoff Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce an Omniframe's Melee DMG taken.	0
3053002	0	5	3	3		1304002	0		1304	1	Pavrey	3★ Memory Pavrey Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce an Omniframe's Ranged DMG taken.	0
3054001	0	5	4	4		1401002	0		1401	1	Archimedes	4★ Memory Archimedes Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Physical DMG after a 3-Ping.	0
3054002	0	5	4	4		1404002	0		1404	1	Edison	4★ Memory Edison Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Elemental DMG after a 3-Ping.	0
3054003	0	5	4	4		1407002	0		1407	1	Alice	4★ Memory Alice Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to weaken the enemy when attacking.	0
3054004	0	5	4	4		1410002	0		1410	1	Cunningham	4★ Memory Cunningham Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's attack damage to Super Armor enemies.	0
3055001	0	5	5	5		1501002	0		1501	1	Carrielynn	5★ Memory Carrielynn Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3055002	0	5	5	5		1502002	0		1502	1	Aife	5★ Memory Aife Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3055003	0	5	5	5		1503002	0		1503	1	Ike	5★ Memory Ike Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3055004	0	5	5	5		1504002	0		1504	1	Voltaire	5★ Memory Voltaire Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3055005	0	5	5	5		1505002	0		1505	1	Gloria	5★ Memory Gloria Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3055006	0	5	5	5		1506002	0		1506	1	Richelieu	5★ Memory Richelieu Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3055007	0	5	5	5		1507002	0		1507	1	Samantha	5★ Memory Samantha Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3055008	0	5	5	5		1508002	0		1508	1	Mozart	5★ Memory Mozart Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3055050	0	5	5	5		1550002	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 5	Liv's Christmas outfit.	0
3056001	0	5	6	6		1601002	0		1601	1	Condelina	6★ Memory Condelina Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3056002	0	5	6	6		1602002	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3056003	0	5	6	6		1603002	0		1603	1	Heisen	6★ Memory Heisen Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3056004	0	5	6	6		1604002	0		1604	1	Darwin	6★ Memory Darwin Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3056005	0	5	6	6		1605002	0		1605	1	Hanna	6★ Memory Hanna Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
3056006	0	5	6	6		1606002	0		1606	1	Cottie	6★ Memory Cottie Grid 5	Memory Chip of a "protagonist" that once existed. Equip to increase an Omniframe's Signature-Move-related damage.	0
3056007	0	5	6	6		1607002	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3056008	0	5	6	6		1608002	0		1608	1	Catherine	6★ Memory Catherine Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3056009	0	5	6	6		1609002	0		1609	1	Einsteina	6★ Memory Einsteina Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3056010	0	5	6	6		1610002	0		1610	1	Philip II	6★ Memory Philip II Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3056011	0	5	6	6		1611002	0		1611	1	Guinevere	6★ Memory Guinevere Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3056012	0	5	6	6		1612002	0		1612	1	Frederick	6★ Memory Frederick Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3062001	0	6	2	2		1201001	0		1201	1	Merli	2★ Memory Merli Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's initial Energy.	0
3063001	0	6	3	3		1301001	0		1301	1	Pinoff	3★ Memory Pinoff Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing received.	0
3063002	0	6	3	3		1304001	0		1304	1	Pavrey	3★ Memory Pavrey Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing.	0
3064001	0	6	4	4		1401001	0		1401	1	Archimedes	4★ Memory Archimedes Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Physical DMG in Matrix.	0
3064002	0	6	4	4		1404001	0		1404	1	Edison	4★ Memory Edison Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Elemental DMG in Matrix.	0
3064003	0	6	4	4		1407001	0		1407	1	Alice	4★ Memory Alice Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce DMG dealt by the target when attacking.	0
3064004	0	6	4	4		1410001	0		1410	1	Cunningham	4★ Memory Cunningham Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase DMG taken by the enemy.	0
3065001	0	6	5	5		1501001	0		1501	1	Carrielynn	5★ Memory Carrielynn Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3065002	0	6	5	5		1502001	0		1502	1	Aife	5★ Memory Aife Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3065003	0	6	5	5		1503001	0		1503	1	Ike	5★ Memory Ike Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3065004	0	6	5	5		1504001	0		1504	1	Voltaire	5★ Memory Voltaire Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3065005	0	6	5	5		1505001	0		1505	1	Gloria	5★ Memory Gloria Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3065006	0	6	5	5		1506001	0		1506	1	Richelieu	5★ Memory Richelieu Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3065007	0	6	5	5		1507001	0		1507	1	Samantha	5★ Memory Samantha Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3065008	0	6	5	5		1508001	0		1508	1	Mozart	5★ Memory Mozart Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3065050	0	6	5	5		1550001	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 6	Liv's Christmas outfit.	0
3066001	0	6	6	6		1601001	0		1601	1	Condelina	6★ Memory Condelina Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3066002	0	6	6	6		1602001	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3066003	0	6	6	6		1603001	0		1603	1	Heisen	6★ Memory Heisen Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3066004	0	6	6	6		1604001	0		1604	1	Darwin	6★ Memory Darwin Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3066005	0	6	6	6		1605001	0		1605	1	Hanna	6★ Memory Hanna Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
3066006	0	6	6	6		1606001	0		1606	1	Cottie	6★ Memory Cottie Grid 6	Memory Chip of a "protagonist" that once existed. Equip to increase an Omniframe's Signature-Move-related damage.	0
3066007	0	6	6	6		1607001	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3066008	0	6	6	6		1608001	0		1608	1	Catherine	6★ Memory Catherine Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3066009	0	6	6	6		1609001	0		1609	1	Einsteina	6★ Memory Einsteina Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3066010	0	6	6	6		1610001	0		1610	1	Philip II	6★ Memory Philip II Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3066011	0	6	6	6		1611001	0		1611	1	Guinevere	6★ Memory Guinevere Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3066012	0	6	6	6		1612001	0		1612	1	Frederick	6★ Memory Frederick Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3016014	0	1	6	6		1614006	0		1614	1	Patton	6★ Memory Patton Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3026014	0	2	6	6		1614005	0		1614	1	Patton	6★ Memory Patton Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3036014	0	3	6	6		1614004	0		1614	1	Patton	6★ Memory Patton Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3046014	0	4	6	6		1614003	0		1614	1	Patton	6★ Memory Patton Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3056014	0	5	6	6		1614002	0		1614	1	Patton	6★ Memory Patton Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3066014	0	6	6	6		1614001	0		1614	1	Patton	6★ Memory Patton Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3016013	0	1	6	6		1613006	0		1613	1	Bathlon	6★ Memory Bathlon Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Dark DMG.	0
3026013	0	2	6	6		1613005	0		1613	1	Bathlon	6★ Memory Bathlon Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Dark DMG.	0
3036013	0	3	6	6		1613004	0		1613	1	Bathlon	6★ Memory Bathlon Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Dark DMG.	0
3046013	0	4	6	6		1613003	0		1613	1	Bathlon	6★ Memory Bathlon Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Dark DMG.	0
3056013	0	5	6	6		1613002	0		1613	1	Bathlon	6★ Memory Bathlon Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Dark DMG.	0
3066013	0	6	6	6		1613001	0		1613	1	Bathlon	6★ Memory Bathlon Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Dark DMG.	0
3016015	0	1	6	6		1615006	0		1615	1	Chen Jiyuan	6★ Memory Chen Jiyuan Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ice DMG.	0
3026015	0	2	6	6		1615005	0		1615	1	Chen Jiyuan	6★ Memory Chen Jiyuan Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ice DMG.	0
3036015	0	3	6	6		1615004	0		1615	1	Chen Jiyuan	6★ Memory Chen Jiyuan Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ice DMG.	0
3046015	0	4	6	6		1615003	0		1615	1	Chen Jiyuan	6★ Memory Chen Jiyuan Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ice DMG.	0
3056015	0	5	6	6		1615002	0		1615	1	Chen Jiyuan	6★ Memory Chen Jiyuan Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ice DMG.	0
3066015	0	6	6	6		1615001	0		1615	1	Chen Jiyuan	6★ Memory Chen Jiyuan Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ice DMG.	0
3016016	0	1	6	6		1616006	0		1616	2	Koya	6★ Uniframe Memory Koya Grid 1	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3026016	0	2	6	6		1616005	0		1616	2	Koya	6★ Uniframe Memory Koya Grid 2	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3036016	0	3	6	6		1616004	0		1616	2	Koya	6★ Uniframe Memory Koya Grid 3	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3046016	0	4	6	6		1616003	0		1616	2	Koya	6★ Uniframe Memory Koya Grid 4	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3056016	0	5	6	6		1616002	0		1616	2	Koya	6★ Uniframe Memory Koya Grid 5	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3066016	0	6	6	6		1616001	0		1616	2	Koya	6★ Uniframe Memory Koya Grid 6	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3015051	0	1	5	5		1551006	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 1		0
3025051	0	2	5	5		1551005	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 2		0
3035051	0	3	5	5		1551004	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 3		0
3045051	0	4	5	5		1551003	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 4		0
3055051	0	5	5	5		1551002	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 5		0
3065051	0	6	5	5		1551001	1		1551	1	New Year Fireworks	5★ Memory New Year Fireworks Grid 6		0
3015052	0	1	5	5		1552006	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 1		0
3025052	0	2	5	5		1552005	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 2		0
3035052	0	3	5	5		1552004	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 3		0
3045052	0	4	5	5		1552003	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 4		0
3055052	0	5	5	5		1552002	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 5		0
3065052	0	6	5	5		1552001	1		1552	1	Lantern Festival: Reunion	5★ Memory Lantern Festival: Reunion Grid 6		0
3014006	0	1	4	4		1416006	0		1416	2	Nimitz	4★ Uniframe Memory Nimitz Grid 1	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3024006	0	2	4	4		1416005	0		1416	2	Nimitz	4★ Uniframe Memory Nimitz Grid 2	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3034006	0	3	4	4		1416004	0		1416	2	Nimitz	4★ Uniframe Memory Nimitz Grid 3	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3044006	0	4	4	4		1416003	0		1416	2	Nimitz	4★ Uniframe Memory Nimitz Grid 4	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3054006	0	5	4	4		1416002	0		1416	2	Nimitz	4★ Uniframe Memory Nimitz Grid 5	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3064006	0	6	4	4		1416001	0		1416	2	Nimitz	4★ Uniframe Memory Nimitz Grid 6	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3015009	0	1	5	5		1509006	0		1509	2	Boudica	5★ Uniframe Memory Boudica Grid 1	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3025009	0	2	5	5		1509005	0		1509	2	Boudica	5★ Uniframe Memory Boudica Grid 2	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3035009	0	3	5	5		1509004	0		1509	2	Boudica	5★ Uniframe Memory Boudica Grid 3	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3045009	0	4	5	5		1509003	0		1509	2	Boudica	5★ Uniframe Memory Boudica Grid 4	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3055009	0	5	5	5		1509002	0		1509	2	Boudica	5★ Uniframe Memory Boudica Grid 5	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3065009	0	6	5	5		1509001	0		1509	2	Boudica	5★ Uniframe Memory Boudica Grid 6	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3015055	0	1	5	5		1555006	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 1		0
3025055	0	2	5	5		1555005	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 2		0
3035055	0	3	5	5		1555004	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 3		0
3045055	0	4	5	5		1555003	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 4		0
3055055	0	5	5	5		1555002	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 5		0
3065055	0	6	5	5		1555001	1		1555	1	KFC·Alpha	5★ Memory KFC - Alpha Grid 6		0
3015056	0	1	5	5		1556006	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 1		0
3025056	0	2	5	5		1556005	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 2		0
3035056	0	3	5	5		1556004	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 3		0
3045056	0	4	5	5		1556003	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 4		0
3055056	0	5	5	5		1556002	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 5		0
3065056	0	6	5	5		1556001	1		1556	1	KFC·Lucia	5★ Memory KFC - Lucia Grid 6		0
3016017	0	1	6	6		1617006	0		1617	1	Leeuwenhoek	6★ Memory Leeuwenhoek Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3026017	0	2	6	6		1617005	0		1617	1	Leeuwenhoek	6★ Memory Leeuwenhoek Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3036017	0	3	6	6		1617004	0		1617	1	Leeuwenhoek	6★ Memory Leeuwenhoek Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3046017	0	4	6	6		1617003	0		1617	1	Leeuwenhoek	6★ Memory Leeuwenhoek Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3056017	0	5	6	6		1617002	0		1617	1	Leeuwenhoek	6★ Memory Leeuwenhoek Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3066017	0	6	6	6		1617001	0		1617	1	Leeuwenhoek	6★ Memory Leeuwenhoek Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3016018	0	1	6	6		1618006	0		1618	2	Wu'an	6★ Uniframe Memory Wu'an Grid 1	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3026018	0	2	6	6		1618005	0		1618	2	Wu'an	6★ Uniframe Memory Wu'an Grid 2	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3036018	0	3	6	6		1618004	0		1618	2	Wu'an	6★ Uniframe Memory Wu'an Grid 3	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3046018	0	4	6	6		1618003	0		1618	2	Wu'an	6★ Uniframe Memory Wu'an Grid 4	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3056018	0	5	6	6		1618002	0		1618	2	Wu'an	6★ Uniframe Memory Wu'an Grid 5	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3066018	0	6	6	6		1618001	0		1618	2	Wu'an	6★ Uniframe Memory Wu'an Grid 6	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3016019	0	1	6	6		1619006	0		1619	1	Flamel	6★ Flamel Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3026019	0	2	6	6		1619005	0		1619	1	Flamel	6★ Flamel Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3036019	0	3	6	6		1619004	0		1619	1	Flamel	6★ Flamel Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3046019	0	4	6	6		1619003	0		1619	1	Flamel	6★ Flamel Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3056019	0	5	6	6		1619002	0		1619	1	Flamel	6★ Flamel Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3066019	0	6	6	6		1619001	0		1619	1	Flamel	6★ Flamel Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3015053	0	1	5	5		1553006	1		1553	1	Lee—Celebration under the Moon	5★ Memory Lee—Celebration under the Moon Grid 1		0
3025053	0	2	5	5		1553005	1		1553	1	Lee—Celebration under the Moon	5★ Memory Lee—Celebration under the Moon Grid 2		0
3035053	0	3	5	5		1553004	1		1553	1	Lee—Celebration under the Moon	5★ Memory Lee—Celebration under the Moon Grid 3		0
3045053	0	4	5	5		1553003	1		1553	1	Lee—Celebration under the Moon	5★ Memory Lee—Celebration under the Moon Grid 4		0
3055053	0	5	5	5		1553002	1		1553	1	Lee—Celebration under the Moon	5★ Memory Lee—Celebration under the Moon Grid 5		0
3065053	0	6	5	5		1553001	1		1553	1	Lee—Celebration under the Moon	5★ Memory Lee—Celebration under the Moon Grid 6		0
3016020	0	1	6	6		1620006	0		1620	2	Lucrezia	6★ Uniframe Memory Lucrezia Grid 1	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3026020	0	2	6	6		1620005	0		1620	2	Lucrezia	6★ Uniframe Memory Lucrezia Grid 2	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3036020	0	3	6	6		1620004	0		1620	2	Lucrezia	6★ Uniframe Memory Lucrezia Grid 3	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3046020	0	4	6	6		1620003	0		1620	2	Lucrezia	6★ Uniframe Memory Lucrezia Grid 4	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3056020	0	5	6	6		1620002	0		1620	2	Lucrezia	6★ Uniframe Memory Lucrezia Grid 5	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3066020	0	6	6	6		1620001	0		1620	2	Lucrezia	6★ Uniframe Memory Lucrezia Grid 6	Memory Chip of a human being known to have achieved great deeds—for good or evil. Equip to increase a Uniframe's ATK.	0
3016021	0	1	6	6		1621006	0		1621	1	Exupery	6★Memory: Exupery Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3026021	0	2	6	6		1621005	0		1621	1	Exupery	6★Memory: Exupery Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3036021	0	3	6	6		1621004	0		1621	1	Exupery	6★Memory: Exupery Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3046021	0	4	6	6		1621003	0		1621	1	Exupery	6★Memory: Exupery Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3056021	0	5	6	6		1621002	0		1621	1	Exupery	6★Memory: Exupery Grid 5	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3066021	0	6	6	6		1621001	0		1621	1	Exupery	6★Memory: Exupery Grid 6	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3016022	0	1	6	6		1622006	0		1622	1	Tifa	6★ Memory Tifa Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3026022	0	2	6	6		1622005	0		1622	1	Tifa	6★ Memory Tifa Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3036022	0	3	6	6		1622004	0		1622	1	Tifa	6★ Memory Tifa Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
3046022	0	4	6	6		1622003	0		1622	1	Tifa	6★ Memory Tifa Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's combat abilities.	0
