Id	Group	Direction	ClickType	PressFrame	TotalFrame
1847	30031545	1	1	92	40
1848	30031546	1	1	81	40
1849	30031546	1	1	92	40
1850	30031547	3	1	69	40
1851	30031547	2	1	86	40
1852	30031547	1	1	107	40
1853	30031547	2	1	120	40
1854	30031547	1	1	141	40
1855	30031547	2	1	176	40
1856	30031547	1	1	189	40
1857	30031547	2	1	210	40
1858	30031547	1	1	244	40
1859	30031547	2	1	257	40
1860	30031547	1	1	279	40
1861	30031547	2	1	313	40
1862	30031547	3	1	326	40
1863	30031547	1	1	343	40
1864	30031547	2	1	360	40
1865	30031547	1	1	377	40
1866	30031547	2	1	394	40
1867	30031547	1	1	411	40
1868	30031547	2	1	429	40
1869	30031547	1	1	446	40
1870	30031547	2	1	463	40
1871	30031547	2	1	480	40
1872	30031547	2	1	489	40
1873	30031547	2	1	497	40
1874	30031547	2	1	506	40
1875	30031547	1	1	514	40
1876	30031547	1	1	523	40
1877	30031547	1	1	531	40
1878	30031547	1	1	540	40
1879	30031547	3	2	549	47
1880	30031547	1	2	600	17
1881	30031547	2	2	617	51
1882	30031547	1	2	669	17
1883	30031547	2	2	686	34
1884	30031547	1	2	720	26
1885	30031547	2	1	746	40
1886	30031547	2	2	754	60
1887	30031547	1	1	814	40
1888	30031547	2	2	823	26
1889	30031547	1	2	849	26
1890	30031547	2	2	874	17
1891	30031547	1	2	891	51
1892	30031547	2	2	943	17
1893	30031547	1	2	960	34
1894	30031547	2	2	994	26
1895	30031547	1	1	1020	40
1896	30031547	2	2	1029	34
1897	30031547	1	2	1063	26
1898	30031547	2	1	1089	40
1899	30031547	3	2	1097	26
1900	30031547	1	1	1131	40
1901	30031547	1	1	1140	40
1902	30031547	2	1	1149	40
1903	30031547	2	1	1157	40
1904	30031547	3	1	1174	40
1905	30031547	2	1	1204	40
1906	30031547	1	1	1217	40
1907	30031547	3	1	1239	40
1908	30031547	1	1	1273	40
1909	30031547	2	1	1286	40
1910	30031547	3	1	1307	40
1911	30031547	2	1	1341	40
1912	30031547	2	1	1354	40
1913	30031547	3	1	1376	40
1914	30031547	1	1	1410	40
1915	30031547	1	1	1423	40
1916	30031547	1	2	1440	69
1917	30031547	2	2	1509	17
1918	30031547	1	2	1526	17
1919	30031547	2	2	1543	26
1920	30031547	1	1	1569	40
1921	30031547	2	2	1577	13
1922	30031547	1	2	1590	56
1923	30031547	2	2	1646	69
1924	30031547	1	1	1714	40
1925	30031547	1	1	1731	40
1926	30031547	1	1	1749	40
1927	30031547	1	1	1766	40
1928	30031547	2	1	1783	40
1929	30031547	2	1	1800	40
1930	30031547	2	1	1817	40
1931	30031547	2	1	1834	40
1932	30031547	3	1	1851	40
1933	30031547	1	1	1860	40
1934	30031547	2	1	1877	40
1935	30031547	1	1	1894	40
1936	30031547	2	1	1911	40
1937	30031547	3	1	1920	40
1938	30031547	2	1	1929	40
1939	30031547	1	1	1946	40
1940	30031547	2	1	1963	40
1941	30031547	1	1	1980	40
1942	30031547	3	1	1989	40
1943	30031547	2	1	2014	40
1944	30031547	1	1	2027	40
1945	30031547	2	1	2040	40
1946	30031547	3	1	2061	40
1947	30031547	1	1	2083	40
1948	30031547	2	1	2096	40
1949	30031547	1	1	2109	40
1950	30031547	3	1	2130	40
1951	30031547	1	1	2164	40
1952	30031547	1	1	2177	40
1953	30031547	3	1	2199	40
1954	30031547	2	1	2233	40
1955	30031547	2	1	2246	40
1956	30031548	2	1	69	40
1957	30031548	1	1	77	40
1958	30031548	2	1	86	40
1959	30031548	1	1	94	40
1960	30031548	2	1	103	40
1961	30031548	1	1	111	40
1962	30031548	2	1	120	40
1963	30031548	1	1	124	40
1964	30031548	2	1	129	40
1965	30031548	1	1	133	40
1966	30031548	2	1	137	40
1967	30031548	1	1	141	40
1968	30031548	2	1	146	40
1969	30031548	1	1	154	40
1970	30031548	2	1	163	40
1971	30031548	1	1	171	40
1972	30031548	2	1	180	40
1973	30031548	1	1	189	40
1974	30031548	1	1	197	40
1975	30031548	2	1	201	40
1976	30031548	1	1	206	40
1977	30031548	2	1	210	40
1978	30031548	1	1	214	40
1979	30031548	1	1	223	40
1980	30031548	1	1	231	40
1981	30031548	1	1	240	40
1982	30031548	2	1	244	40
1983	30031548	1	1	249	40
1984	30031548	3	1	257	40
1985	30031548	2	1	266	40
1986	30031548	1	1	270	40
1987	30031548	2	1	274	40
1988	30031548	1	1	279	40
1989	30031548	2	1	283	40
1990	30031548	2	1	291	40
1991	30031548	2	1	300	40
1992	30031548	2	1	309	40
1993	30031548	1	1	313	40
1994	30031548	2	1	317	40
1995	30031548	3	1	326	40
1996	30031548	3	1	334	40
1997	30031548	3	1	343	40
1998	30031548	2	1	351	40
1999	30031548	2	1	356	40
2000	30031548	3	1	360	40
2001	30031548	1	1	369	40
2002	30031548	1	1	373	40
2003	30031548	3	1	377	40
2004	30031548	2	1	386	40
2005	30031548	2	1	390	40
2006	30031548	3	1	394	40
2007	30031548	1	1	403	40
2008	30031548	1	1	407	40
2009	30031548	3	1	411	40
2010	30031548	1	1	420	40
2011	30031548	1	1	424	40
2012	30031548	3	1	429	40
2013	30031548	2	1	437	40
2014	30031548	2	1	441	40
2015	30031548	3	1	446	40
2016	30031548	1	1	454	40
2017	30031548	1	1	459	40
2018	30031548	3	1	463	40
2019	30031548	2	1	471	40
2020	30031548	2	1	476	40
2021	30031548	3	1	480	40
2022	30031548	3	1	489	40
2023	30031548	3	1	497	40
2024	30031548	3	1	506	40
2025	30031548	3	1	514	40
2026	30031548	3	1	523	40
2027	30031548	3	1	531	40
2028	30031548	3	1	540	40
2029	30031548	3	2	549	46
2030	30031548	2	1	600	40
2031	30031548	1	1	609	40
2032	30031548	2	2	617	51
2033	30031548	1	1	626	40
2034	30031548	1	1	634	40
2035	30031548	1	1	643	40
2036	30031548	1	1	651	40
2037	30031548	1	1	660	40
2038	30031548	1	1	669	40
2039	30031548	2	1	677	40
2040	30031548	1	2	686	51
2041	30031548	2	1	694	40
2042	30031548	2	1	703	40
2043	30031548	2	1	711	40
2044	30031548	2	1	720	40
2045	30031548	2	1	729	40
2046	30031548	2	1	737	40
2047	30031548	1	1	746	40
2048	30031548	2	2	754	51
2049	30031548	1	1	763	40
2050	30031548	1	1	771	40
2051	30031548	1	1	780	40
2052	30031548	1	1	789	40
2053	30031548	1	1	797	40
2054	30031548	1	1	806	40
2055	30031548	2	1	814	40
2056	30031548	1	2	823	51
2057	30031548	2	1	831	40
2058	30031548	2	1	840	40
2059	30031548	2	1	849	40
2060	30031548	2	1	857	40
2061	30031548	2	1	866	40
2062	30031548	2	1	874	40
2063	30031548	1	1	883	40
2064	30031548	2	2	891	51
2065	30031548	1	1	900	40
2066	30031548	1	1	904	40
2067	30031548	1	1	909	40
2068	30031548	1	1	917	40
2069	30031548	1	1	921	40
2070	30031548	1	1	926	40
2071	30031548	1	1	934	40
2072	30031548	1	1	939	40
2073	30031548	1	1	943	40
2074	30031548	2	1	951	40
2075	30031548	1	2	960	51
2076	30031548	2	1	969	40
2077	30031548	2	1	973	40
2078	30031548	2	1	977	40
2079	30031548	2	1	986	40
2080	30031548	2	1	990	40
2081	30031548	2	1	994	40
2082	30031548	2	1	1003	40
2083	30031548	2	1	1007	40
2084	30031548	2	1	1011	40
2085	30031548	1	1	1020	40
2086	30031548	2	2	1029	51
2087	30031548	1	1	1037	40
2088	30031548	1	1	1041	40
2089	30031548	1	1	1046	40
2090	30031548	1	1	1054	40
2091	30031548	1	1	1059	40
2092	30031548	1	1	1063	40
2093	30031548	1	1	1071	40
2094	30031548	1	1	1076	40
2095	30031548	1	1	1080	40
2096	30031548	2	1	1089	40
2097	30031548	1	2	1097	51
2098	30031548	2	1	1131	40
2099	30031548	2	1	1140	40
2100	30031548	2	1	1149	40
2101	30031548	1	1	1157	40
2102	30031548	2	1	1166	40
2103	30031548	3	1	1174	40
2104	30031548	2	1	1183	40
2105	30031548	1	1	1191	40
2106	30031548	2	1	1200	40
2107	30031548	1	1	1209	40
2108	30031548	2	1	1217	40
2109	30031548	1	1	1221	40
2110	30031548	2	1	1226	40
2111	30031548	1	1	1230	40
2112	30031548	2	1	1234	40
2113	30031548	1	1	1239	40
2114	30031548	2	1	1243	40
2115	30031548	1	1	1251	40
2116	30031548	2	1	1260	40
2117	30031548	1	1	1269	40
2118	30031548	2	1	1277	40
2119	30031548	1	1	1286	40
2120	30031548	1	1	1294	40
2121	30031548	2	1	1299	40
2122	30031548	1	1	1303	40
2123	30031548	2	1	1307	40
2124	30031548	1	1	1311	40
2125	30031548	1	1	1320	40
2126	30031548	1	1	1329	40
2127	30031548	1	1	1337	40
2128	30031548	2	1	1341	40
2129	30031548	1	1	1346	40
2130	30031548	3	1	1354	40
2131	30031548	2	1	1363	40
2132	30031548	1	1	1367	40
2133	30031548	2	1	1371	40
2134	30031548	1	1	1376	40
2135	30031548	2	1	1380	40
2136	30031548	2	1	1389	40
2137	30031548	2	1	1397	40
2138	30031548	2	1	1406	40
2139	30031548	1	1	1410	40
2140	30031548	2	1	1414	40
2141	30031548	3	1	1423	40
2142	30031548	2	1	1431	40
2143	30031548	1	2	1440	69
2144	30031548	2	1	1479	40
2145	30031548	2	1	1491	40
2146	30031548	2	2	1509	30
2147	30031548	1	2	1526	47
2148	30031548	2	2	1543	47
2149	30031548	1	2	1577	34
2150	30031548	2	2	1594	51
2151	30031548	1	1	1616	40
2152	30031548	1	1	1629	40
2153	30031548	3	2	1646	63
2154	30031548	3	1	1714	40
2155	30031548	2	1	1719	40
2156	30031548	2	1	1725	40
2157	30031548	1	1	1731	40
2158	30031548	1	1	1738	40
2159	30031548	2	1	1744	40
2160	30031548	1	1	1751	40
2161	30031548	1	1	1757	40
2162	30031548	2	1	1764	40
2163	30031548	2	1	1770	40
2164	30031548	1	1	1776	40
2165	30031548	3	1	1781	40
2166	30031548	1	1	1787	40
2167	30031548	1	1	1794	40
2168	30031548	2	1	1800	40
2169	30031548	2	1	1806	40
2170	30031548	1	1	1813	40
2171	30031548	2	1	1819	40
2172	30031548	2	1	1826	40
2173	30031548	1	1	1832	40
2174	30031548	1	1	1839	40
2175	30031548	2	1	1845	40
2176	30031548	1	1	1849	40
2177	30031548	2	1	1856	40
2178	30031548	2	1	1862	40
2179	30031548	1	1	1869	40
2180	30031548	1	1	1875	40
2181	30031548	2	1	1881	40
2182	30031548	1	1	1888	40
2183	30031548	1	1	1894	40
2184	30031548	2	1	1901	40
2185	30031548	2	1	1907	40
2186	30031548	1	1	1914	40
2187	30031548	3	1	1918	40
2188	30031548	1	1	1924	40
2189	30031548	1	1	1931	40
2190	30031548	2	1	1937	40
2191	30031548	2	1	1944	40
2192	30031548	1	1	1950	40
2193	30031548	2	1	1956	40
2194	30031548	1	1	1963	40
2195	30031548	3	1	1971	40
2196	30031548	3	1	1980	40
2197	30031548	3	1	1989	40
2198	30031548	2	1	1993	40
2199	30031548	1	1	1997	40
2200	30031548	1	1	2006	40
2201	30031548	1	1	2014	40
2202	30031548	1	1	2023	40
2203	30031548	2	1	2027	40
2204	30031548	1	1	2031	40
2205	30031548	3	1	2040	40
2206	30031548	2	1	2049	40
2207	30031548	1	1	2053	40
2208	30031548	2	1	2057	40
2209	30031548	1	1	2061	40
2210	30031548	2	1	2066	40
2211	30031548	2	1	2074	40
2212	30031548	2	1	2083	40
2213	30031548	2	1	2091	40
2214	30031548	1	1	2096	40
2215	30031548	2	1	2100	40
2216	30031548	3	1	2109	40
2217	30031548	2	1	2117	40
2218	30031548	3	1	2126	40
2219	30031548	2	1	2130	40
2220	30031548	1	1	2134	40
2221	30031548	1	1	2143	40
2222	30031548	1	1	2151	40
2223	30031548	1	1	2160	40
2224	30031548	2	1	2164	40
2225	30031548	1	1	2169	40
2226	30031548	3	1	2177	40
2227	30031548	3	1	2186	40
2228	30031548	3	1	2194	40
2229	30031548	3	1	2203	40
2230	30031549	1	2	119	17
2231	30031549	2	2	137	17
2232	30031549	1	2	157	17
2233	30031549	2	1	176	40
2234	30031549	3	1	195	40
2235	30031549	1	1	209	40
2236	30031549	2	1	216	40
2237	30031549	1	1	221	40
2238	30031549	2	1	225	40
2239	30031549	3	2	234	20
2240	30031549	1	2	274	17
2241	30031549	2	2	292	17
2242	30031549	1	2	312	17
2243	30031549	2	1	331	40
2244	30031549	3	1	352	40
2245	30031549	1	1	364	40
2246	30031549	2	1	371	40
2247	30031549	3	1	384	40
2248	30031549	3	2	393	37
2249	30031549	1	1	450	40
2250	30031549	2	1	456	40
2251	30031549	1	1	462	40
2252	30031549	2	1	468	40
2253	30031549	3	1	488	40
2254	30031549	3	1	507	40
2255	30031549	1	1	527	40
2256	30031549	2	1	533	40
2257	30031549	1	1	539	40
2258	30031549	2	1	545	40
2259	30031549	3	1	566	40
2260	30031549	1	2	591	17
2261	30031549	2	2	610	17
2262	30031549	1	2	628	17
2263	30031549	2	1	646	40
2264	30031549	3	1	665	40
2265	30031549	1	1	698	40
2266	30031549	3	2	705	34
2267	30031549	1	2	743	17
2268	30031549	2	2	761	17
2269	30031549	1	2	781	17
2270	30031549	2	2	800	17
2271	30031549	1	2	824	17
2272	30031549	2	2	841	17
2273	30031549	1	2	860	17
2274	30031549	2	1	879	40
2275	30031549	3	1	897	40
2276	30031549	3	1	917	40
2277	30031549	3	1	937	40
2278	30031549	1	2	958	12
2279	30031549	3	1	976	40
2280	30031549	3	1	996	40
2281	30031549	3	1	1016	40
2282	30031549	2	2	1035	12
2283	30031549	3	1	1055	40
2284	30031549	3	1	1075	40
2285	30031549	3	1	1095	40
2286	30031549	1	2	1114	12
2287	30031549	3	1	1131	40
2288	30031549	3	1	1151	40
2289	30031549	3	1	1171	40
2290	30031549	2	2	1191	12
2291	30031549	3	1	1209	40
2292	30031549	3	1	1228	40
2293	30031549	3	1	1248	40
2294	30031549	1	2	1267	12
2295	30031549	3	1	1285	40
2296	30031549	3	1	1305	40
2297	30031549	3	1	1325	40
2298	30031549	3	1	1347	40
2299	30031549	3	1	1356	40
2300	30031549	3	1	1362	40
2301	30031549	3	2	1368	54
2302	30031549	2	2	1428	17
2303	30031549	1	2	1447	56
2304	30031549	2	2	1505	17
2305	30031549	1	2	1525	56
2306	30031549	2	2	1583	17
2307	30031549	1	2	1603	17
2308	30031549	2	2	1622	51
2309	30031549	1	2	1683	27
2310	30031549	2	1	1715	40
2311	30031549	1	2	1722	17
2312	30031549	2	2	1742	12
2313	30031549	1	1	1754	40
2314	30031549	3	1	1762	40
2315	30031549	1	2	1776	15
2316	30031549	2	2	1794	17
2317	30031549	1	2	1813	12
2318	30031549	2	1	1828	40
2319	30031549	3	2	1836	42
2320	30031549	1	1	1939	40
2321	30031549	2	1	1954	40
2322	30031549	1	1	1966	40
2323	30031549	2	1	1976	40
2324	30031549	1	1	1983	40
2325	30031549	2	1	1988	40
2326	30031549	1	2	1995	54
2327	30031549	2	2	2051	27
2328	30031549	1	2	2082	61
2329	30031549	2	2	2152	17
2330	30031549	1	2	2170	17
2331	30031549	2	2	2190	17
2332	30031549	1	1	2209	40
2333	30031549	3	1	2229	40
2334	30031549	1	1	2245	40
2335	30031549	2	1	2251	40
2336	30031549	1	1	2256	40
2337	30031549	2	1	2261	40
2338	30031549	3	2	2269	15
2339	30031549	3	1	2290	40
2340	30031549	1	2	2312	17
2341	30031549	2	2	2330	17
2342	30031549	1	2	2350	17
2343	30031549	2	1	2369	40
2344	30031549	3	1	2386	40
2345	30031549	1	1	2401	40
2346	30031549	2	1	2406	40
2347	30031549	3	1	2418	40
2348	30031549	3	2	2427	49
2349	30031550	1	1	119	40
2350	30031550	2	1	125	40
2351	30031550	1	1	131	40
2352	30031550	2	1	137	40
2353	30031550	1	1	143	40
2354	30031550	2	1	149	40
2355	30031550	1	1	157	40
2356	30031550	2	1	163	40
2357	30031550	1	1	170	40
2358	30031550	2	1	176	40
2359	30031550	3	1	195	40
2360	30031550	1	1	209	40
2361	30031550	2	1	216	40
2362	30031550	1	1	221	40
2363	30031550	2	1	225	40
2364	30031550	3	2	234	20
2365	30031550	1	1	274	40
2366	30031550	2	1	280	40
2367	30031550	1	1	286	40
2368	30031550	2	1	292	40
2369	30031550	1	1	298	40
2370	30031550	2	1	304	40
2371	30031550	1	1	312	40
2372	30031550	2	1	318	40
2373	30031550	1	1	325	40
2374	30031550	2	1	331	40
2375	30031550	3	1	352	40
2376	30031550	1	1	364	40
2377	30031550	2	1	371	40
2378	30031550	3	1	384	40
2379	30031550	3	2	393	32
2380	30031550	3	1	430	40
2381	30031550	1	1	448	40
2382	30031550	2	1	454	40
2383	30031550	1	1	462	40
2384	30031550	2	1	469	40
2385	30031550	3	1	488	40
2386	30031550	3	1	507	40
2387	30031550	1	1	528	40
2388	30031550	2	1	534	40
2389	30031550	1	1	542	40
2390	30031550	2	1	549	40
2391	30031550	3	1	566	40
2392	30031550	2	2	584	68
2393	30031550	1	1	591	40
2394	30031550	1	1	597	40
2395	30031550	1	1	604	40
2396	30031550	1	1	610	40
2397	30031550	1	1	616	40
2398	30031550	1	1	622	40
2399	30031550	1	1	628	40
2400	30031550	1	1	634	40
2401	30031550	1	1	640	40
2402	30031550	1	1	646	40
2403	30031550	2	2	665	29
2404	30031550	1	1	677	40
2405	30031550	1	1	684	40
2406	30031550	1	1	698	40
2407	30031550	3	2	705	34
2408	30031550	3	1	743	40
2409	30031550	2	1	750	40
2410	30031550	1	1	756	40
2411	30031550	2	1	762	40
2412	30031550	1	1	768	40
2413	30031550	2	1	774	40
2414	30031550	1	1	780	40
2415	30031550	2	1	786	40
2416	30031550	1	1	792	40
2417	30031550	2	1	800	40
2418	30031550	1	1	806	40
2419	30031550	2	1	813	40
2420	30031550	1	2	824	17
2421	30031550	2	2	841	17
2422	30031550	1	2	860	17
2423	30031550	2	2	879	90
2424	30031550	1	1	899	40
2425	30031550	1	1	919	40
2426	30031550	1	1	939	40
2427	30031550	1	2	958	12
2428	30031550	2	1	978	40
2429	30031550	1	2	978	71
2430	30031550	2	1	996	40
2431	30031550	2	1	1016	40
2432	30031550	2	2	1037	12
2433	30031550	2	2	1057	71
2434	30031550	1	1	1057	40
2435	30031550	1	1	1076	40
2436	30031550	1	1	1096	40
2437	30031550	1	2	1116	12
2438	30031550	2	1	1135	40
2439	30031550	1	2	1135	71
2440	30031550	2	1	1154	40
2441	30031550	2	1	1174	40
2442	30031550	2	2	1193	12
2443	30031550	2	2	1211	71
2444	30031550	1	1	1211	40
2445	30031550	1	1	1230	40
2446	30031550	1	1	1250	40
2447	30031550	1	2	1269	12
2448	30031550	2	1	1289	40
2449	30031550	1	2	1289	59
2450	30031550	2	1	1308	40
2451	30031550	2	1	1328	40
2452	30031550	2	1	1349	40
2453	30031550	3	1	1358	40
2454	30031550	3	1	1364	40
2455	30031550	3	2	1370	54
2456	30031550	2	2	1428	17
2457	30031550	1	2	1447	56
2458	30031550	2	1	1465	40
2459	30031550	2	1	1485	40
2460	30031550	2	2	1505	17
2461	30031550	1	2	1525	56
2462	30031550	2	1	1543	40
2463	30031550	2	1	1563	40
2464	30031550	2	2	1583	17
2465	30031550	1	2	1603	17
2466	30031550	2	2	1622	51
2467	30031550	1	1	1642	40
2468	30031550	1	2	1662	12
2469	30031550	3	2	1683	27
2470	30031550	1	1	1715	40
2471	30031550	2	2	1722	17
2472	30031550	1	2	1742	12
2473	30031550	2	1	1754	40
2474	30031550	3	1	1762	40
2475	30031550	2	1	1776	40
2476	30031550	1	1	1779	40
2477	30031550	2	1	1781	40
2478	30031550	2	1	1793	40
2479	30031550	1	1	1796	40
2480	30031550	2	1	1798	40
2481	30031550	2	1	1813	40
2482	30031550	1	1	1815	40
2483	30031550	2	1	1818	40
2484	30031550	2	1	1825	40
2485	30031550	3	1	1833	40
2486	30031550	3	2	1841	43
2487	30031550	1	1	1939	40
2488	30031550	2	1	1954	40
2489	30031550	1	1	1966	40
2490	30031550	2	1	1976	40
2491	30031550	1	1	1983	40
2492	30031550	2	1	1988	40
2493	30031550	1	2	1995	53
2494	30031550	2	2	2050	27
2495	30031550	1	1	2082	40
2496	30031550	2	2	2085	59
2497	30031550	1	1	2152	40
2498	30031550	2	1	2158	40
2499	30031550	1	1	2164	40
2500	30031550	2	1	2170	40
2501	30031550	1	1	2176	40
2502	30031550	2	1	2182	40
2503	30031550	1	1	2190	40
2504	30031550	2	1	2196	40
2505	30031550	1	1	2203	40
2506	30031550	2	1	2209	40
2507	30031550	3	1	2230	40
2508	30031550	1	1	2245	40
2509	30031550	2	1	2251	40
2510	30031550	1	1	2256	40
2511	30031550	2	1	2261	40
2512	30031550	3	2	2270	15
2513	30031550	3	1	2291	40
2514	30031550	1	1	2308	40
2515	30031550	2	1	2314	40
2516	30031550	1	1	2320	40
2517	30031550	2	1	2326	40
2518	30031550	1	1	2332	40
2519	30031550	2	1	2338	40
2520	30031550	1	1	2346	40
2521	30031550	2	1	2352	40
2522	30031550	1	1	2359	40
2523	30031550	2	1	2365	40
2524	30031550	3	1	2386	40
2525	30031550	1	1	2401	40
2526	30031550	2	1	2406	40
2527	30031550	1	1	2418	40
2528	30031550	3	2	2426	49
2529	30031551	1	2	77	44
2530	30031551	2	2	131	41
2531	30031551	3	2	200	48
2532	30031551	1	1	275	40
2533	30031551	1	1	288	40
2534	30031551	1	1	302	40
2535	30031551	2	1	315	40
2536	30031551	2	1	329	40
2537	30031551	3	1	343	40
2538	30031551	3	1	356	40
2539	30031551	3	1	370	40
2540	30031551	3	1	384	40
2541	30031551	2	2	397	34
2542	30031551	1	1	411	40
2543	30031551	1	2	452	34
2544	30031551	2	1	465	40
2545	30031551	2	2	506	75
2546	30031551	1	1	520	40
2547	30031551	1	1	547	40
2548	30031551	1	1	575	40
2549	30031551	3	1	602	40
2550	30031551	2	1	629	40
2551	30031551	1	1	643	40
2552	30031551	2	1	656	40
2553	30031551	1	1	670	40
2554	30031551	2	1	684	40
2555	30031551	3	1	697	40
2556	30031551	3	1	711	40
2557	30031551	3	1	725	40
2558	30031551	2	1	738	40
2559	30031551	1	1	752	40
2560	30031551	2	1	765	40
2561	30031551	1	1	779	40
2562	30031551	3	2	800	20
2563	30031551	3	1	847	40
2564	30031551	3	1	875	40
2565	30031551	3	1	902	40
2566	30031551	3	1	929	40
2567	30031551	3	1	956	40
2568	30031551	3	1	984	40
2569	30031551	3	1	1011	40
2570	30031551	2	2	1038	95
2571	30031551	1	1	1065	40
2572	30031551	1	1	1093	40
2573	30031551	1	1	1120	40
2574	30031551	1	2	1147	95
2575	30031551	2	1	1175	40
2576	30031551	2	1	1202	40
2577	30031551	3	2	1256	55
2578	30031551	3	1	1338	40
2579	30031551	1	2	1365	116
2580	30031551	2	1	1393	40
2581	30031551	2	1	1420	40
2582	30031551	2	1	1447	40
2583	30031551	3	1	1502	40
2584	30031551	3	1	1529	40
2585	30031551	3	1	1556	40
2586	30031551	3	1	1584	40
2587	30031551	3	1	1611	40
2588	30031551	3	1	1638	40
2589	30031551	1	2	1665	27
2590	30031551	2	2	1700	150
2591	30031552	1	2	77	44
2592	30031552	2	2	90	20
2593	30031552	2	2	131	61
2594	30031552	1	2	152	20
2595	30031552	3	2	200	48
2596	30031552	2	1	278	40
2597	30031552	1	1	292	40
2598	30031552	2	1	305	40
2599	30031552	2	1	319	40
2600	30031552	1	1	333	40
2601	30031552	2	1	346	40
2602	30031552	1	1	360	40
2603	30031552	2	1	373	40
2604	30031552	3	1	390	40
2605	30031552	3	1	411	40
2606	30031552	3	1	425	40
2607	30031552	3	1	438	40
2608	30031552	3	1	452	40
2609	30031552	3	1	465	40
2610	30031552	3	1	479	40
2611	30031552	3	1	493	40
2612	30031552	1	1	506	40
2613	30031552	2	2	506	34
2614	30031552	1	1	520	40
2615	30031552	1	1	534	40
2616	30031552	2	1	561	40
2617	30031552	1	2	561	34
2618	30031552	2	1	575	40
2619	30031552	2	1	588	40
2620	30031552	2	1	615	40
2621	30031552	1	1	629	40
2622	30031552	2	1	643	40
2623	30031552	1	1	656	40
2624	30031552	2	1	670	40
2625	30031552	1	1	684	40
2626	30031552	2	1	697	40
2627	30031552	1	1	711	40
2628	30031552	2	1	725	40
2629	30031552	1	1	738	40
2630	30031552	2	1	752	40
2631	30031552	1	1	765	40
2632	30031552	3	1	779	40
2633	30031552	2	2	793	27
2634	30031552	1	2	793	41
2635	30031552	3	1	847	40
2636	30031552	1	1	861	40
2637	30031552	3	1	875	40
2638	30031552	2	1	888	40
2639	30031552	3	1	902	40
2640	30031552	1	1	915	40
2641	30031552	3	1	929	40
2642	30031552	2	1	943	40
2643	30031552	3	1	956	40
2644	30031552	1	1	970	40
2645	30031552	3	1	984	40
2646	30031552	2	1	997	40
2647	30031552	3	1	1011	40
2648	30031552	1	1	1025	40
2649	30031552	2	2	1038	95
2650	30031552	1	1	1065	40
2651	30031552	1	1	1079	40
2652	30031552	1	1	1093	40
2653	30031552	1	1	1106	40
2654	30031552	1	1	1120	40
2655	30031552	1	2	1147	95
2656	30031552	2	1	1175	40
2657	30031552	2	1	1188	40
2658	30031552	2	1	1202	40
2659	30031552	2	1	1215	40
2660	30031552	2	1	1229	40
2661	30031552	3	1	1256	40
2662	30031552	1	1	1270	40
2663	30031552	3	1	1284	40
2664	30031552	2	1	1297	40
2665	30031552	3	1	1311	40
2666	30031552	1	1	1325	40
2667	30031552	3	1	1338	40
2668	30031552	1	1	1352	40
2669	30031552	2	2	1365	55
2670	30031552	1	1	1393	40
2671	30031552	1	2	1427	31
2672	30031552	3	1	1475	40
2673	30031552	2	1	1488	40
2674	30031552	3	1	1502	40
2675	30031552	1	1	1515	40
2676	30031552	3	1	1529	40
2677	30031552	2	1	1543	40
2678	30031552	3	1	1556	40
2679	30031552	1	1	1570	40
2680	30031552	3	1	1584	40
2681	30031552	2	1	1597	40
2682	30031552	3	1	1611	40
2683	30031552	2	1	1625	40
2684	30031552	3	1	1638	40
2685	30031552	2	2	1665	205
2686	30031552	1	2	1665	34
2687	30031552	1	2	1740	95
2688	30031553	2	1	91	40
2689	30031553	1	1	120	40
2690	30031553	2	1	149	40
2691	30031553	1	1	178	40
2692	30031553	2	1	207	40
2693	30031553	1	1	236	40
2694	30031553	2	1	265	40
2695	30031553	1	1	295	40
2696	30031553	2	1	309	40
2697	30031553	3	1	324	40
2698	30031553	1	1	338	40
2699	30031553	2	1	353	40
2700	30031553	3	1	367	40
2701	30031553	2	1	382	40
2702	30031553	1	1	396	40
2703	30031553	3	1	411	40
2704	30031553	2	1	425	40
2705	30031553	1	1	440	40
2706	30031553	3	1	455	40
2707	30031553	1	1	469	40
2708	30031553	2	1	484	40
2709	30031553	3	1	498	40
2710	30031553	3	1	513	40
2711	30031553	3	1	527	40
2712	30031553	3	1	535	40
2713	30031553	3	1	542	40
2714	30031553	3	1	549	40
2715	30031553	3	1	556	40
2716	30031553	1	1	615	40
2717	30031553	2	1	673	40
2718	30031553	3	1	775	40
2719	30031553	3	1	782	40
2720	30031553	1	2	789	7
2721	30031553	2	1	796	40
2722	30031553	3	1	811	40
2723	30031553	2	2	818	7
2724	30031553	1	1	825	40
2725	30031553	3	1	840	40
2726	30031553	1	2	847	7
2727	30031553	2	1	855	40
2728	30031553	3	1	869	40
2729	30031553	2	2	876	7
2730	30031553	1	1	884	40
2731	30031553	3	1	898	40
2732	30031553	1	1	927	40
2733	30031553	2	1	942	40
2734	30031553	2	1	956	40
2735	30031553	2	1	971	40
2736	30031553	3	1	985	40
2737	30031553	1	1	1000	40
2738	30031553	3	1	1015	40
2739	30031553	2	1	1022	40
2740	30031553	1	1	1033	40
2741	30031553	2	1	1044	40
2742	30031553	1	1	1055	40
2743	30031553	3	1	1073	40
2744	30031553	1	1	1080	40
2745	30031553	2	1	1091	40
2746	30031553	1	1	1102	40
2747	30031553	2	1	1113	40
