Id	CharacterId	Type	UnlockType	UnlockPara	Title	Content	Picture	ConditionDescript	PreviewPicture
1120303	1121003	1	1	3	Glory's Secret 3	Has once prepared backup plans all the way from A to N.		Affection <color=#C14F38>3</color>	
1120304	1121003	1	1	3	Glory's Secret 4	Starts to notice things that are "outside the rules" more than he used to.		Affection <color=#C14F38>3</color>	
1120305	1121003	1	1	4	Glory's Secret 5	Still subconsciously tries to shoulder all problems and emergencies on himself, but is learning to seek opinions and help from those he can trust.		Affection <color=#C14F38>4</color>	
1120306	1121003	1	1	4	Glory's Secret 6	The "ear studs" are actually radar-amplifying devices. Was a bit concerned with their design in the beginning, but eventually decided to keep them after someone praised them greatly.		Affection <color=#C14F38>4</color>	
1120307	1121003	1	1	5	Glory's Secret 7	Has more faith in his team than in others, and prefers to let them grow instead of coaching them. Often worries about Kamui's recklessness, but also understands that Kamui has his reasons and guidelines.		Affection <color=#C14F38>5</color>	
1120308	1121003	1	1	5	Glory's Secret 8	Is sometimes worried that his preaching may have a negative effect on team members. Once told Kamui about his concern, but only got more baffled after Kamui burst into laughter.		Affection <color=#C14F38>5</color>	
1120309	1121003	1	1	6	Glory's Secret 9	Apart from reading, he also enjoys other hobbies in leisure time like chess. Unfortunately, nobody in his squad could play with him, so he brought an electronic chess board and knocked on the Gray Raven Commandant's lounge one day after mission.		Affection <color=#C14F38>6</color>	
1120310	1121003	1	1	6	Glory's Secret 10	Has ever only lost to two people in chess.		Affection <color=#C14F38>6</color>	
1120311	1121003	1	1	7	Glory's Secret 11	Reads through the comments when browsing books in the database. Out of habit, he would remember those with similar opinions as himself, and pay extra attention to their reading preferences later on.		Affection <color=#C14F38>7</color>	
1120312	1121003	1	1	8	Glory's Secret 12	Has set a special ringtone for the special comms channel with the commandant of Gray Raven.		Affection <color=#C14F38>8</color>	
1220201	1221002	1	1	2	XXI's Secret 1	Treats the Co-Bot as a companion and likes to give it surprisingly cute or ridiculous nicknames.		Affection <color=#C14F38>2</color>	
1220202	1221002	1	1	2	XXI's Secret 2	She's curious and likes to get to the bottom of any matter she doesn't understand. She always asks embarrassing and difficult questions.		Affection <color=#C14F38>2</color>	
1220203	1221002	1	1	3	XXI's Secret 3	She can't help imitating the people she trusts and learning their way of life. Sometimes, she even learns some peculiar behaviors.		Affection <color=#C14F38>3</color>	
1220204	1221002	1	1	3	XXI's Secret 4	She doesn't know how to smile, which can only be described as unsettling. After a couple of ill-timed smiles that had adverse effects, she decided that smiling was beyond comprehension, and she has seldom smiled from then on out.		Affection <color=#C14F38>3</color>	
1220205	1221002	1	1	4	XXI's Secret 5	She's an airhead when it comes to engineering and is incapable of understanding mechanical structures. Machines she tinkers with tend to have a lot of extra parts, but surprisingly most of them work.		Affection <color=#C14F38>4</color>	
1220206	1221002	1	1	4	XXI's Secret 6	In standby mode, she'll ask others to give her some small missions to kill time. Generally, she's only assigned to menial tasks, not realize she's being fooled.		Affection <color=#C14F38>4</color>	
1220207	1221002	1	1	5	XXI's Secret 7	She always labels people she cares about with colors and sometimes directly calls others "red man," "blue guy," etc. No one understands her criteria, but she appears to be the only one without a color.		Affection <color=#C14F38>5</color>	
1220208	1221002	1	1	5	XXI's Secret 8	After unwittingly coming into contact with the audio-visual terminal, she indulges in watching random video clips in her spare time. She has a proclivity for nature documentaries.		Affection <color=#C14F38>5</color>	
1220209	1221002	1	1	6	XXI's Secret 9	Because of her experience in the lab, she retains the habit of recording data on the condition of her frame all the time, even though it is no longer necessary. At the suggestion of the Gray Raven Commandant, she has started to record things other than battles, such as colors seen, favorite smells... until Vera found a foul-smelling scrapbook in Cerberus's break room.		Affection <color=#C14F38>6</color>	
1220210	1221002	1	1	6	XXI's Secret 10	The activation date of her frame is unknown due to a loss of data while being recycled by Kurono. The current date was assigned to her by some human.		Affection <color=#C14F38>6</color>	
1220211	1221002	1	1	7	XXI's Secret 11	The Gray Raven Commandant is the only person authorized to give Buddy nicknames.		Affection <color=#C14F38>7</color>	
1220212	1221002	1	1	8	XXI's Secret 12	Her distorted perception of her life as an "experiment" is gradually changing with the efforts of the people around her. Recently, it seems that she can take this problem more or less seriously.		Affection <color=#C14F38>8</color>	
1130301	1131003	1	1	2	Garnet's Secret 1	Vera has tied her hair up after changing into the new frame. Some say she does not want the long hair to obstruct her vision while attacking.		Affection <color=#C14F38>2</color>	
1130302	1131003	1	1	2	Garnet's Secret 2	Many prefer spears because they can attack from a relatively safe distance, but Vera seems to enjoy charging with hers actively to maximize the destructive power.		Affection <color=#C14F38>2</color>	
1130303	1131003	1	1	3	Garnet's Secret 3	Knowing that Murray was only the nominal commandant of Cerberus, Vera still tried to investigate his background to find if he had any possible secrets. She found nothing unfortunately.		Affection <color=#C14F38>3</color>	
1130304	1131003	1	1	3	Garnet's Secret 4	No. 21 seems to think of Vera's banner spear as some sort of "magic prop" that can create a banner out of nowhere. She often asks Vera to show it to her.		Affection <color=#C14F38>3</color>	
1130305	1131003	1	1	4	Garnet's Secret 5	Vera often utilizes various shady means to get some supplies and parts that are not available through normal sources for No. 21 and Noctis. She seems to think that they do not know about it, but both of them just continue to tacitly play dumb.		Affection <color=#C14F38>4</color>	
1130306	1131003	1	1	4	Garnet's Secret 6	The strength control of this frame is more difficult to master than others. Even Vera was crushing her mugs when she first changed into it. Strangely, everyone just thought she was doing it on purpose to intimidate them.		Affection <color=#C14F38>4</color>	
1130307	1131003	1	1	5	Garnet's Secret 7	According to No. 21's observation, at least 36% of Construct soldiers believed Vera "no longer looks as intimidating as before" after changing into her new frame.		Affection <color=#C14F38>5</color>	
1130308	1131003	1	1	5	Garnet's Secret 8	Vera likes to keep the most troublesome tasks to the end. Similarly, she keeps the most difficult enemies to enjoy last.		Affection <color=#C14F38>5</color>	
1130309	1131003	1	1	6	Garnet's Secret 9	Vera used to greet those who dared to seek trouble with violence. After warned by Nikola multiple times, she now prefers to destroy their ego with words first, and takes joy from their humiliated, furious faces.		Affection <color=#C14F38>6</color>	
1130310	1131003	1	1	6	Garnet's Secret 10	Vera mentions that she has yet to master the banner spear completely, and therefore has included more flexible kicks to complement her moves. In fact, they have raised both the practicality and aesthetics of this weapon to another level.		Affection <color=#C14F38>6</color>	
1130311	1131003	1	1	7	Garnet's Secret 11	Vera sometimes goes to watch the stage plays performed by WGAA, but only quietly stays in an alienated corner until the end. She would disappear before the audience finishes their cheering and applause.		Affection <color=#C14F38>7</color>	
1130312	1131003	1	1	8	Garnet's Secret 12	Vera never asked, but No. 21 and Noctis often brought back news about the Gray Raven Commandant, possibly because their captain "seemed to be interested."		Affection <color=#C14F38>8</color>	
1540301	1541003	1	1	2	Flambeau's Secret 1	He can speak a lot of different languages but not fluently, only some specific words and proverbs. However, he would sometimes throw out words people don't understand on purpose to rile them up and see how they react.		Affection <color=#C14F38>2</color>	
1540302	1541003	1	1	2	Flambeau's Secret 2	He is focused on the mission and can carry out mission relentlessly for 24 hours without rest. Even though this usually overworks his frame, his M.I.N.D. is already used to this feeling.		Affection <color=#C14F38>2</color>	
1540303	1541003	1	1	3	Flambeau's Secret 3	Proficient in popular culture, from music to visual arts and games, Roland can hold his own in a conversation with experts in those categories. Though he appears to be indifferent about these cultures.		Affection <color=#C14F38>3</color>	
1540304	1541003	1	1	3	Flambeau's Secret 4	Cultured in literature and plays of the old and present. If you ask him what's his favorite work, he will give you a different answer every day, but "His Own Life" will forever remain the work he detests the most.		Affection <color=#C14F38>3</color>	
1540305	1541003	1	1	4	Flambeau's Secret 5	Contrary to popular belief, Roland possesses common sense. He can easily find the flaws in others' logic and criticize them. Even the most perfect people would be left questioning themselves after his verbal assault. He refers to this as finding fault just for the sake of it.		Affection <color=#C14F38>4</color>	
1540306	1541003	1	1	4	Flambeau's Secret 6	His words always have other meanings underneath, but if the other party really cannot pick up on the true meanings, he treats them like children, giving them candy, making funny faces, and even performing magic tricks to amuse them.		Affection <color=#C14F38>4</color>	
1540307	1541003	1	1	5	Flambeau's Secret 7	He has complicated feelings toward "family." He gets destructive when he sees scenes such as family reunions, but he doesn't always act on these emotions, there are times that he actually sends his blessings as well.		Affection <color=#C14F38>5</color>	
1540308	1541003	1	1	5	Flambeau's Secret 8	Being an actor once, he is skilled at smiling. He can retain his smile in different situations while expressing numerous other emotions. No one knows his true feelings when he slips on his mask of a smile.		Affection <color=#C14F38>5</color>	
1540309	1541003	1	1	6	Flambeau's Secret 9	He cares about his appearance, and everything he wears has been "elaborately planned," but his fashion senses are somewhat different from normal people's. If required, he is very willing to help others dress.		Affection <color=#C14F38>6</color>	
1540310	1541003	1	1	6	Flambeau's Secret 10	A method actor who has mastered the skill to talk to "himself." He is always found talking to himself even with others around, making it hard for others to know for sure if he's making fun of them or just engrossed in his conversation with himself.		Affection <color=#C14F38>6</color>	
1540311	1541003	1	1	7	Flambeau's Secret 11	He can call out up to 6 different periods of himself in his M.I.N.D. for a "roundtable discussion" to decide on the next step of action if needed. Codenames for these Rolands are R, O, L, A, N, and D, respectively—at least, this is what he claims.		Affection <color=#C14F38>7</color>	
1540312	1541003	1	1	8	Flambeau's Secret 12	He is skilled in arts and crafts, and his real hobby is making hand puppets and plush toys. One may be able to catch a glimpse of his true self from these furry little actors he makes. However, it has been quite some time since he last indulged in this hobby of his.		Affection <color=#C14F38>8</color>	
1030401	1031004	1	1	2	Empyrea's Secret 1	As the patients in the Star of Life do not know Liv's name, they privately call her "Angel", and Liv is completely unaware of that.		Affection <color=#C14F38>2</color>	
1030402	1031004	1	1	2	Empyrea's Secret 2	Liv is grateful to have Empyrea as she feels like she finally has the strength to change everything. Regrettably, Liv is unable to save more lives since she is not able to use the frame for too long.		Affection <color=#C14F38>2</color>	
1030403	1031004	1	1	3	Empyrea's Secret 3	Beneath her gentleness, Liv is actually enduring the side effects caused by M.I.N.D. overload and corruption. She never tells anyone of the sufferings, pains, and partings she experiences in her M.I.N.D.		Affection <color=#C14F38>3</color>	
1030404	1031004	1	1	3	Empyrea's Secret 4	Empyrea's initial hover height is a bit higher than Luminance's, which occasionally makes Liv feel dizzy. Therefore, when she is on standby, she lowers the hover height as much as she can.		Affection <color=#C14F38>3</color>	
1030405	1031004	1	1	4	Empyrea's Secret 5	After switching her frame, Liv seems to gain the ability to draw in small animals, especially birds.		Affection <color=#C14F38>4</color>	
1030406	1031004	1	1	4	Empyrea's Secret 6	Liv thinks about life after the war from time to time. She pictures all her cherished friends and companions having a fulfilling future. However, that future rarely has her in it.		Affection <color=#C14F38>4</color>	
1030407	1031004	1	1	5	Empyrea's Secret 7	Because of its Omega Weapon, Empyrea has a slightly higher temperature than all of Liv's previous frames. This is why it is more noticeable when Liv's cheeks blush.		Affection <color=#C14F38>5</color>	
1030408	1031004	1	1	5	Empyrea's Secret 8	Before her last mission, Liv sent her sheep plushie that she used to sleep with in the maintenance chamber to a youth development center.		Affection <color=#C14F38>5</color>	
1030409	1031004	1	1	6	Empyrea's Secret 9	Liv was once a helper at a greenhouse in Babylonia. When talking with the staff there, she would unintentionally bring up the nicknames she had given to the plants. She remembers all the names and growth states of the plants she took care of, just like she remembers everyone she has helped in the past.		Affection <color=#C14F38>6</color>	
1030410	1031004	1	1	6	Empyrea's Secret 10	Flower shop owner, forest ranger... Liv talked to Commandant about her childhood dreams from time to time after going back to Babylonia. Now as a Construct, she has saved the innocent, protected the conservation zones for humanity, and become a symbol of hope for everyone... "You've realized your childhood dreams another way," said her dearest commandant.		Affection <color=#C14F38>6</color>	
1030411	1031004	1	1	7	Empyrea's Secret 11	Liv always reminds herself not to turn her back to Commandant as she feels embarrassed about it.		Affection <color=#C14F38>7</color>	
1030412	1031004	1	1	8	Empyrea's Secret 12	The sentence that appears most frequently in the paper queen of the night is "Commandant was still asleep today."		Affection <color=#C14F38>8</color>	
1530401	1531004	1	1	2	Capriccio's Secret 1	Apart from mastering existing languages, she has also tried to create her own and sing it in certain arias. Such melodies often contain more emotions.		Affection <color=#C14F38>2</color>	
1530402	1531004	1	1	2	Capriccio's Secret 2	The constructed language has also appeared in the draft scripts of some of her operas, but she always digresses when asked about them.		Affection <color=#C14F38>2</color>	
1530403	1531004	1	1	3	Capriccio's Secret 3	Often writes a few phrases on the side of the letters to her pen-pal using her constructed language. When connected together, they would form a passionate poem.		Affection <color=#C14F38>3</color>	
1530404	1531004	1	1	3	Capriccio's Secret 4	Loves keeping paper records. Every once in a while, she would pick one or two of her etudes and transcribe them on paper to keep, but she seldom looks at them again out of shyness.		Affection <color=#C14F38>3</color>	
1530405	1531004	1	1	4	Capriccio's Secret 5	Inherited the love of opera from her father, but decided to become an opera singer because of the advice given by a senior in her childhood.		Affection <color=#C14F38>4</color>	
1530406	1531004	1	1	4	Capriccio's Secret 6	Believes the expression of emotions is not wrong and should be encouraged. Has also tried some bold ways of expression, but never manages to stick to them for long.		Affection <color=#C14F38>4</color>	
1530407	1531004	1	1	5	Capriccio's Secret 7	Has almost never been exposed to the ethnic instruments of Kowloong. Suona was the first one she came into contact with, but she gave up trying to include it in classical musicals after playing it.		Affection <color=#C14F38>5</color>	
1530408	1531004	1	1	5	Capriccio's Secret 8	The most heated "peaceful argument" she had with Ayla was centered around how to integrate suona into hard rock.		Affection <color=#C14F38>5</color>	
1530409	1531004	1	1	6	Capriccio's Secret 9	Is able to express her emotions through her voice or playing instruments during performances, but gets extremely embarrassed when someone sees her practicing in private.		Affection <color=#C14F38>6</color>	
1530410	1531004	1	1	6	Capriccio's Secret 10	The secrets here were entered in Capriccio's frame by Ayla after she visited those who knew Selena.		Affection <color=#C14F38>6</color>	
1530411	1531004	1	1	7	Capriccio's Secret 11	Most of the secrets here came from the mysterious pen-pal of Selena.		Affection <color=#C14F38>7</color>	
1530412	1531004	1	1	8	Capriccio's Secret 12	None of the secrets here is a fantasy or illusion.		Affection <color=#C14F38>8</color>	
1550301	1551003	1	1	2	Dragontoll's Secret 1	Although she always brings a scroll to keep notes, there are only doodles left on it after Kowloong Crew meetings.		Affection <color=#C14F38>2</color>	
1550302	1551003	1	1	2	Dragontoll's Secret 2	Although Pulao thinks the Little League of Changyu, Sophia, and Nanami is too childish, she craves friends of her age and often joins them unconsciously.		Affection <color=#C14F38>2</color>	
1550303	1551003	1	1	3	Dragontoll's Secret 3	The Pulao Crew is the protector of those on the Nighter and the enemy of the villains. All bad guys would be scared to death even upon seeing her little figure. She seems to have been affected by an anime series and always appears under the moonlight, but she doesn't remember why she does so.		Affection <color=#C14F38>3</color>	
1550304	1551003	1	1	3	Dragontoll's Secret 4	Due to the dance training she received, Pulao always bends her joints to loosen up, sometimes even to astonishing angles.		Affection <color=#C14F38>3</color>	
1550305	1551003	1	1	4	Dragontoll's Secret 5	Pulao is very concerned about her height. She even considered adding a pair of heels twice as high as her current ones to the frame but eventually scratched that idea due to the lack of balance.		Affection <color=#C14F38>4</color>	
1550306	1551003	1	1	4	Dragontoll's Secret 6	However, she's even more concerned about her grip strength than her height...		Affection <color=#C14F38>4</color>	
1550307	1551003	1	1	5	Dragontoll's Secret 7	She prides herself as the "caring big sister," and even the Kowloong Crew members have been more or less taken care of by her.		Affection <color=#C14F38>5</color>	
1550308	1551003	1	1	5	Dragontoll's Secret 8	What Pulao is wearing is a costume she had before joining the Kowloong Crew. She modified the costume and had a Kowloong Crew mechanoid named "Uno" write the character on her back.		Affection <color=#C14F38>5</color>	
1550309	1551003	1	1	6	Dragontoll's Secret 9	Pulao is obsessed with doing business and often consults Chiwen about how the market is doing, but her lack of business acumen always makes her lose everything she invested.		Affection <color=#C14F38>6</color>	
1550310	1551003	1	1	6	Dragontoll's Secret 10	Pulao bought a vintage stuffed panda from the vintage market on the Nighter. It somehow gives her a warm and nostalgic feeling.		Affection <color=#C14F38>6</color>	
1550311	1551003	1	1	7	Dragontoll's Secret 11	Unlike other Kowloong Crew members, she refuses to wear a mask. Maybe because she wants her beloved ones to recognize her if they can meet again one day in the future.		Affection <color=#C14F38>7</color>	
1550312	1551003	1	1	8	Dragontoll's Secret 12	Pulao often requires herself to act like a "grown-up," but sometimes she seems to unconsciously reveal the child aspect of her when she is with the Babylonia commandant.		Affection <color=#C14F38>8</color>	
1050401	1051004	1	1	2	Starfarer's Secret 1	Nanami has planned a large number of adornments for her new frame, but because she has to travel in the data ocean, she made adjustments after Gestalt said they "take up valuable processing power."		Affection <color=#C14F38>2</color>	
1050402	1051004	1	1	2	Starfarer's Secret 2	The "Three Laws of Nanami"—First Law: Nanami loves humans! So, no one is allowed to hurt humans.		Affection <color=#C14F38>2</color>	
1050403	1051004	1	1	3	Starfarer's Secret 3	Her frame gives her even more mobility—you can expect to find her snooping around all kinds of nooks and corners, air ducts, cardboard boxes, and undeployed machines...		Affection <color=#C14F38>3</color>	
1050404	1051004	1	1	3	Starfarer's Secret 4	Nanami loves to test the limit of Power's strength. Knowing that, the Engineering Force often challenges Nanami to get Power to cut materials that are normally hard to obtain.		Affection <color=#C14F38>3</color>	
1050405	1051004	1	1	4	Starfarer's Secret 5	Nanami loves the elevated view she gets on top of Power, but sometimes she will get too excited and forget Babylonia's height limit, hitting her head.		Affection <color=#C14F38>4</color>	
1050406	1051004	1	1	4	Starfarer's Secret 6	The "Three Laws of Nanami"—Second Law: Nanami is free, so Nanami does not follow orders she doesn't like! Even if it is fate itself!		Affection <color=#C14F38>4</color>	
1050407	1051004	1	1	5	Starfarer's Secret 7	System Announcement: Nanami is holding a contest for "Power's Perfect Pose", so don't forget to take a photo of them when you see them pass by! Sign up at the Gray Raven Commandant's room.		Affection <color=#C14F38>5</color>	
1050408	1051004	1	1	5	Starfarer's Secret 8	Nanami and Power's thoughts are linked. With just a thought, she can send Power into battle without being in the cockpit—at the expense of accuracy.		Affection <color=#C14F38>5</color>	
1050409	1051004	1	1	6	Starfarer's Secret 9	Power's full name is "Paradigmatic Omnipotent Weapon-Edge Remake".		Affection <color=#C14F38>6</color>	
1050410	1051004	1	1	6	Starfarer's Secret 10	Power's design is based on the shape of robotic soldiers in one of the possible futures, enhanced with armaments inspired by mechs in Golden Age anime.		Affection <color=#C14F38>6</color>	
1050411	1051004	1	1	7	Starfarer's Secret 11	The "Three Laws of Nanami"—Third Law: Nanami must live to find the only correct answer! That is how she can stay with her beloved friends.		Affection <color=#C14F38>7</color>	
1050412	1051004	1	1	8	Starfarer's Secret 12	The "Three Laws of Nanami"—Zeroth Law: Perhaps Commandant has to choose a future without Nanami one day. Still, Nanami will continue to love humans and Commandant. This is her promise to herself.		Affection <color=#C14F38>8</color>	
1560301	1561003	1	1	2	Starveil's Secret 1	According to Haicma's calculations, the fastest runner in human history is Kuafu whose speed exceeds 1,668km/h in order to see the sun 24 hours a day.		Affection <color=#C14F38>2</color>	
1560302	1561003	1	1	2	Starveil's Secret 2	Back in the early days when she was free from control, Haicma was struggling to distinguish between human legends and historical facts. As a result, it often appeared to her that mankind had experienced a significant physical decline, such as a loss of the ability to shoot fireballs from their palms.		Affection <color=#C14F38>2</color>	
1560303	1561003	1	1	3	Starveil's Secret 3	Haicma knows a technique called "divination" in which humans foretell the future with card arrangements; however, even with all of her computing power, she cannot prove its validity.		Affection <color=#C14F38>3</color>	
1560304	1561003	1	1	3	Starveil's Secret 4	Haicma's old-fashioned hat was originally worn to cover up a damaged component, but she decided to keep it even after the component was mended. It has become her routine to clean and repair this hat, and the reason for it is that a gear covering her head makes her feel "secure." She values the emotional connection brought by a particular item more than its necessity.		Affection <color=#C14F38>3</color>	
1560305	1561003	1	1	4	Starveil's Secret 5	Haicma excels in making puns, and she will explain her puns whenever necessary. The statement "excels in making puns" is based on the fact that she has a success rate of 89% in making her listeners laugh, which is truly impressive even though more than 50% of successful cases are not due to the pun itself.		Affection <color=#C14F38>4</color>	
1560306	1561003	1	1	4	Starveil's Secret 6	Haicma's composed exterior can be deceiving at times because she can maintain an impassive expression even when a storm is raging in her mind.		Affection <color=#C14F38>4</color>	
1560307	1561003	1	1	5	Starveil's Secret 7	Haicma's thinking is the result of precise calculations. Therefore, she often feels perplexed when a situation exceeds her expectations, but this is not a kind of feeling she hates.		Affection <color=#C14F38>5</color>	
1560308	1561003	1	1	5	Starveil's Secret 8	At first, Haicma wielded her scythe strictly adhering to the tactical movements in her database that include many subtleties like the angles and amount of force applied; yet, she soon discovered that adding certain variations to the tactical movements could increase combat efficiency by nearly 20%... It took a long time before she recovered from such an astonishment.		Affection <color=#C14F38>5</color>	
1560309	1561003	1	1	6	Starveil's Secret 9	Haicma's database contains a wealth of information on domestic services, which theoretically qualifies her as an expert in child care. But when it comes to real life, she has failed a lot due to her over-reliance on those theories.		Affection <color=#C14F38>6</color>	
1560310	1561003	1	1	6	Starveil's Secret 10	Haicma once stood motionless in the middle of a road for an entire day just because she did not want to disturb a bird that had landed on her head.		Affection <color=#C14F38>6</color>	
1560311	1561003	1	1	7	Starveil's Secret 11	In addition to imitating human sleep, Haicma also tried to kick a drink can the way humans did, and the can ended up going straight through a rusty trash bin.		Affection <color=#C14F38>7</color>	
1560312	1561003	1	1	8	Starveil's Secret 12	Haicma's frame was prepared by a researcher. Because she obtained this frame without knowing it at all, she has yet to fully understand its every function. For example, she just discovered that she can pull a never-ending string of colorful flags out from the joints of her arms.		Affection <color=#C14F38>8</color>	
1070401	1071004	1	1	2	Scire's Secret 1	At the beginning of the modification, she didn't expect Kurono would accept all her outrageous demands. And as a result, the backup plan she prepared was never used.		Affection <color=#C14F38>2</color>	
1070402	1071004	1	1	2	Scire's Secret 2	The only design proposal rejected was the one created based on her personal preference—an Inver-Device that is twice as large as the current one. The argument was settled with Karenina's compromise, after the person showed her a scenario where the wearer had to crouch down to pass through the doorway after installing the Inver-Device.		Affection <color=#C14F38>2</color>	
1070403	1071004	1	1	3	Scire's Secret 3	Members of the Engineering Force can hear their captain and vice-captain arguing almost every day. Although it sounds like Karenina is winning, Teddy is also impeccable. Currently, Karenina's win-loss ratio against Teddy is 126:382.		Affection <color=#C14F38>3</color>	
1070404	1071004	1	1	3	Scire's Secret 4	Even in Babylonia, people like Karenina who have pursued education after becoming Constructs were very rare, not to mention that she graduated with the highest score among all students in her major.		Affection <color=#C14F38>3</color>	
1070405	1071004	1	1	4	Scire's Secret 5	During her study, Karenina tried learning musical instruments and eventually chose to learn the drums. Her vocal teacher at the time described the sound as "the beats that strike the soul" and soon after that, advised her to quit in a gentle manner.		Affection <color=#C14F38>4</color>	
1070406	1071004	1	1	4	Scire's Secret 6	To adapt to the new combat style, Karenina has to go through high-intensity zero-gravity and hyper-gravity training every day. The biggest struggle to overcome is to avoid being hit by her two ponytails in the face during the spin.		Affection <color=#C14F38>4</color>	
1070407	1071004	1	1	5	Scire's Secret 7	The Blast Hammer was intentionally designed to retain the capability of launching projectiles, so that Karenina can still "bring back her good old days" from time to time. As her shooting targets are usually the ruins that need to be demolished, this leisure activity of hers has actually saved a large amount of money that would otherwise be spent on demolition machinery.		Affection <color=#C14F38>5</color>	
1070408	1071004	1	1	5	Scire's Secret 8	Due to the slight difference between the simulated gravity on the Moon and Babylonia, Karenina often hit the ceiling for exerting too much force when she first arrived on the Moon.		Affection <color=#C14F38>5</color>	
1070409	1071004	1	1	6	Scire's Secret 9	When Karenina was back to Babylonia, it took her some time to get used to the simulated gravity there. She acted gently even when walking. Surprised by her overly delicate movements, members suggested her to get more rest.		Affection <color=#C14F38>6</color>	
1070410	1071004	1	1	6	Scire's Secret 10	For a long time, Karenina didn't understand why people kept looking at the top of her head while talking to her, until the Gray Raven Commandant explained that her Inver-Device shook back and forth when she talked.		Affection <color=#C14F38>6</color>	
1070411	1071004	1	1	7	Scire's Secret 11	Karenina seems to become more "candid" than before. When Bianca pointed this out with relief, Karenina explained that it was only a self-abandonment behavior because she couldn't turn off the emotional perception function of her Inver-Device.		Affection <color=#C14F38>7</color>	
1070412	1071004	1	1	8	Scire's Secret 12	Tip for getting leave approved in the Engineering Force: Leave applications have at least 30% more chance to be approved when Gray Raven's Commandant is at the Engineering Force. —Teddy		Affection <color=#C14F38>8</color>	
1570301	1571003	1	1	2	Arca's Secret 1	When he was a kid, he read a lot of mangas in the book storage room, and there were quite some weird ones among them. As a result, he can enjoy all kinds of books, especially those recommended by his comrades. He will make sure to finish them.		Affection <color=#C14F38>2</color>	
1570302	1571003	1	1	2	Arca's Secret 2	He once left a manga in City 075 in order to make room for supplies in his bag. While investigating the place, Gray Raven found the book, which had a pear blossom between the pages. Later, he retrieved the book, but lost it again when he was severely injured in City 210.		Affection <color=#C14F38>2</color>	
1570303	1571003	1	1	3	Arca's Secret 3	Noan still dreams of his past from time to time. Now he can become aware of the dream and wake up, because the clockwork firefly is always intact in the dream.		Affection <color=#C14F38>3</color>	
1570304	1571003	1	1	3	Arca's Secret 4	He has lost count of the skills he learned in the past in order to survive. There is one thing he isn't good at, though, which is cooking. That's because he didn't have the chance to cook before he became a Construct. Now he can make decent food as long as there is a recipe to follow. Sometimes he still tries to eat the offcut ingredients, because he thinks throwing them away is a waste.		Affection <color=#C14F38>3</color>	
1570305	1571003	1	1	4	Arca's Secret 5	Whenever he doesn't know what to say, he'd start to tell weird jokes with a perfectly straight face. Most of the time people think he is being serious, because he definitely looks it. Before he begins, Noan would always say "Let me tell you a secret." If the listener takes it, though, he'll start to explain. That is, if he still has the chance.		Affection <color=#C14F38>4</color>	
1570306	1571003	1	1	4	Arca's Secret 6	His comrades from the Cargo Crew used to say he was very good at consoling people. As a result, he was often asked to talk with others over a drink. Noan doesn't drink. He doesn't even like the smell of alcohol and tobacco. Still, he won't leave someone who needs help and company alone.		Affection <color=#C14F38>4</color>	
1570307	1571003	1	1	5	Arca's Secret 7	He doesn't know how to react to tears, nor can he tell if someone is faking crying. Whenever someone cries, he gets very nervous, even though he manages to maintain a straight face. He also tends to say yes to things he usually wouldn't at such times.		Affection <color=#C14F38>5</color>	
1570308	1571003	1	1	5	Arca's Secret 8	If there is an afterlife, Noan wants to be a seagull. Actually, he had never seen the sea or a seagull before he became a Construct.		Affection <color=#C14F38>5</color>	
1570309	1571003	1	1	6	Arca's Secret 9	He was known to be a stubborn kid on Commoner Carriage N before the age of thirteen. A few reckless rebellions earned him the nickname "prickly chestnut" behind his back. However, since he never had the chance to see chestnut shells or anyone getting injured from picking chestnuts, he didn't realize the nickname was meant for him at all.		Affection <color=#C14F38>6</color>	
1570310	1571003	1	1	6	Arca's Secret 10	Noan doesn't really have a preference for colors, but he does like things that are white and pure, like white fabrics, white feathers, clouds on a sunny day, clean paper... The only white thing he doesn't like is snow, especially a snowy field that stretches beyond the horizon.		Affection <color=#C14F38>6</color>	
1570311	1571003	1	1	7	Arca's Secret 11	He has a friendly personality. He used to have a lot of friends when he was a human, but only really connected with a few of them. He tends to be slow and reluctant to react to people. Most of the time he won't open up until he has known someone for a long while. He'll only want to get closer to someone when he becomes familiar with them.		Affection <color=#C14F38>7</color>	
1570312	1571003	1	1	8	Arca's Secret 12	He tells his true feelings to those who he feels close to. When he realizes that certain things he says will cause them to react in a funny way, he'd occasionally make fun of them on purpose. He is aware that he is still a kid deep inside, but he doesn't intend to pretend otherwise in front of his friends.		Affection <color=#C14F38>8</color>	
1040401	1041004	1	1	2	Stigmata's Secret 1	Because Stigmata's appearance and specifications are much different from Zero's, when Bianca first appeared before the Purifying Force in this frame, some members did not even recognize her as their captain.		Affection <color=#C14F38>2</color>	
1040402	1041004	1	1	2	Stigmata's Secret 2	When Bianca was appointed as the captain of the Purifying Force, most of the members were displeased. But after she "courteously" invited all members to spend one day with her in the training room, all doubts and gloom disappeared as if they had never existed.		Affection <color=#C14F38>2</color>	
1040403	1041004	1	1	3	Stigmata's Secret 3	Fond of reading and studying literature, Bianca once had an enthusiasm for creating a movie script sparked in her mind. However, it quickly cooled off when she could not think up a name for her movie. To this day, that ambition still resides in a little corner of her heart.		Affection <color=#C14F38>3</color>	
