MapId	HintTitle	StartRowAndCol	StartGridPercent	NextRowAndCol[1]	NextGridPercent[1]	NextRowAndCol[2]	NextGridPercent[2]	NextRowAndCol[3]	NextGridPercent[3]	NextRowAndCol[4]	NextGridPercent[4]	NextRowAndCol[5]	NextGridPercent[5]	NextRowAndCol[6]	NextGridPercent[6]	NextRowAndCol[7]	NextGridPercent[7]	NextRowAndCol[8]	NextGridPercent[8]	NextRowAndCol[9]	NextGridPercent[9]	NextRowAndCol[10]	NextGridPercent[10]	NextRowAndCol[11]	NextGridPercent[11]	NextRowAndCol[12]	NextGridPercent[12]	NextRowAndCol[13]	NextGridPercent[13]	NextRowAndCol[14]	NextGridPercent[14]	NextRowAndCol[15]	NextGridPercent[15]	NextRowAndCol[16]	NextGridPercent[16]	NextRowAndCol[17]	NextGridPercent[17]	NextRowAndCol[18]	NextGridPercent[18]	NextRowAndCol[19]	NextGridPercent[19]	NextRowAndCol[20]	NextGridPercent[20]	NextRowAndCol[21]	NextGridPercent[21]	NextRowAndCol[22]	NextGridPercent[22]	NextRowAndCol[23]	NextGridPercent[23]	NextRowAndCol[24]	NextGridPercent[24]
4005	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	4|3	0|0.5	4|4	0.5|0.5	3|4	0.5|0.66	3|3	0.66|0.66	7|3	0.66|0.5	7|3	0.33|0.5	3|3	0.33|0.33	3|7	0.5|0.33	6|7	0.5|0.5	6|6	0.5|0.5	3|6	0.5|0.66																												
4006	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|4	1|0.5	5|3	0.5|0.5	6|3	0.5|0.5	6|5	0.5|0.5	8|5	0.5|0.5	8|6	0.5|0.5	4|6	0.5|0.5	4|1	0.5|0.5	7|1	0.5|0.5	7|8	0.5|0.5	1|8	0.5|0.5	1|5	0.5|0.5	2|5	0.5|0.5																								
4007	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	3|2	1|0.5	3|1	0.5|0.5	6|1	0.5|0.5	6|6	0.5|0.5	2|6	0.5|0.5	2|2	0.5|0.5	5|2	0.5|0.5	5|7	0.5|0.5	4|7	0.5|0.5	4|8	0.5|0.5																														
4008	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	3|4	0|0.5	3|4	0.33|0.5	7|4	0.33|0.5	7|1	0.5|0.5	1|1	0.5|0.5	1|2	0.5|0.5	4|2	0.5|0.33	4|6	0.5|0.33	4|6	0.5|0.66	4|4	0.66|0.66																														
4009	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	3|1	0.25|1	2|1	0.25|0.33	2|7	0.5|0.33	4|4	0.33|0.5	5|4	0.33|0.33	5|1	0.66|0.33	5|1	0.66|0.66	5|8	0.5|0.66	6|8	0.5|0.5	6|5	0.66|0.5	1|1	0|0	2|5	0.33|0.66	2|1	0.5|0.66	7|1	0.5|0.5	7|3	0.5|0.5																				
4010	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	5|2	0.33|1	2|2	0.33|0.5	2|3	0.5|0.5	1|3	0.5|0.5	4|7	0.5|0.5	4|2	0.66|0.5	8|2	0.66|0.5	5|4	0.5|0.5	5|8	0.5|0.5	7|8	0.5|0.5																														
5001	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	4|6	0|0.5	4|7	0.5|0.5	6|7	0.5|0.5	6|3	0.5|0.5	6|2	0.5|0.5	3|2	0.5|0.5	3|4	0.5|0.5																																				
5002	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	8|2	0|0.5	8|2	0.5|0.5	6|2	0.5|0.5	6|4	0.5|0.5	7|4	0.5|0.5	7|7	0.5|0.5	4|7	0.5|0.5	4|3	0.5|0.5	4|1	0.5|0.5	2|1	0.5|0.5	2|3	0.5|0.5	2|7	0.5|0.5	1|7	0.5|0.5	1|8	0.5|0.5																						
5003	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	1|6	1|0.5	1|4	0.5|0.5	5|4	0.5|0.5	5|3	0.66|0.5	1|1	0|0	2|3	0.33|0.5	2|1	0.5|0.5	6|1	0.5|0.5	6|5	0.25|0.5	3|5	0.25|0.5	3|5	0.5|0.5	8|5	0.5|0.5	8|5	0.75|0.5	4|5	0.75|0.5	4|7	0.5|0.5	8|7	0.5|0.5																		
5004	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	6|4	0.5|1	4|4	0.5|0.5	4|7	0.5|0.5	5|7	0.5|0.5	5|5	0.5|0.5	2|5	0.5|0.5	2|3	0.5|0.5	5|3	0.5|0.5																																		
5005	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|4	0|0.5	5|4	0.25|0.5	1|4	0.25|0.66	1|4	0.5|0.66	6|4	0.5|0.5	6|4	0.75|0.5	3|4	0.75|0.5	3|5	0.5|0.5	1|5	0.5|0.5	1|2	0.5|0.5	4|2	0.5|0.5	4|6	0.5|0.5																										
5006	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	2|3	0.5|1	2|3	0.5|0.5	2|1	0.5|0.5	7|1	0.5|0.66	7|6	0.5|0.66	8|6	0.5|0.5	8|7	0.75|0.5	1|7	0.75|0.5	1|7	0.5|0.5	4|7	0.5|0.5	4|5	0.66|0.5	2|5	0.66|0.66	2|7	0.25|0.66	2|7	0.25|0.33	2|5	0.33|0.33	7|5	0.33|0.33																		
5007	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	2|2	0|0.5	2|3	0.5|0.5	1|3	0.5|0.5	3|2	0.5|0.5	3|6	0.33|0.5	1|7	0.5|0.5	8|7	0.5|0.5	8|4	0.5|0.5	7|4	0.5|0.5	7|6	0.5|0.5																														
5008	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	2|4	0.33|1	1|4	0.33|0.5	1|4	0.66|0.5	4|4	0.66|0.5	4|1	0.66|0.5	7|1	0.66|0.5	7|1	0.33|0.5	2|1	0.33|0.5	2|7	0.5|0.5	6|7	0.5|0.5	6|5	0.5|0.5																												
5009	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	3|2	1|0.5	3|2	0.5|0.5	2|2	0.5|0.5	2|5	0.5|0.5	4|5	0.5|0.5	4|1	0.5|0.5	7|1	0.5|0.5	7|6	0.5|0.5	4|6	0.5|0.5																																
5010	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	4|5	0.5|0	5|5	0.5|0.5	8|1	0.33|0.5	1|1	0.33|0.5	1|4	0.5|0.5	2|6	0.66|0.5	6|6	0.66|0.66	6|3	0.5|0.66	7|3	0.5|0.5	7|8	0.5|0.5																														
