Id	Name	Desc	ConsumeId	ConsumeCount	RewardId	MailId	MailCount	DailyRewardId	DailyRewardCount	PrePurchaseId	ConditionId[1]	ConditionId[2]	TimeToEffectStr	TimeToInvalidStr	ShelvesType	ShelvesDays	BuyLimitTimes	BuyLimitType	BuyLimitParam	Icon	FashionLabel	IsSellOutShow	Tag	UiType	Priority	LogType	NormalDiscountStr	DiscountShowStr	DiscountItemId[1]	DiscountItemCount[1]	DiscountValue[1]	DiscountBeginTimeStr[1]	DiscountEndTimeStr[1]	DiscountItemId[2]	DiscountItemCount[2]	DiscountValue[2]	DiscountBeginTimeStr[2]	DiscountEndTimeStr[2]	SignInId	ConvertSwitch	CanMultiply	PayKeySuffix
83215	お菓子工房家具図面パック				2000338								2021/10/13 10:00	2021/11/26 4:59			1	0		UIFakeAscension1			14	7	7971	3																3Furniture610
83216	お菓子工房家具モデルパック				2000339								2021/10/13 10:00	2021/11/26 4:59			1	0		UIFakeAscension3			14	7	7970	3																1Goods1480
83217	基本構造体開発パック				2000343								2021/10/13 10:00	2021/11/26 4:59			2	0		JP_Libao641			14	5	667	3																3Goods1220
83218	終焉アプデ基本パック				2000344								2021/10/13 10:00	2021/11/26 4:59			1	0		JP_Libao642			14	5	668	3																3Goods2440
83219	終焉アプデ特別パック				2000345								2021/10/13 10:00	2021/11/26 4:59			1	0		JP_Libao643			14	5	669	3																1Goods2940
83220	終焉アプデ武器パック				2000346								2021/10/13 10:00	2021/11/26 4:59			1	0		JP_Libao644			14	5	670	3																2Goods2940
83221	アンセムパック				2000347								2021/10/14 10:00	2021/11/19 4:59			10	0		UIFakeAscension10			14	7	671	3																1Goods860
83222	武器共鳴特別パック				2000348								2021/10/14 10:00	2021/11/26 4:59			1	0		JP_Libao646			14	5	672	3																4Skin4900
83223	終焉構造体開発パック				2000349								2021/10/14 10:00	2021/11/26 4:59			1	0		JP_Libao647			14	5	673	3																1Furniture2440
83224	構造体開発お得パック				2000350								2021/10/14 10:00	2021/11/26 4:59			2	0		JP_Libao648			14	5	674	3																6Goods2440
83225	黒パスお得パック				2000351								2021/11/1 10:00	2021/11/26 4:59			2	0		JP_Libao649			14	5	675	3																1Goods1340
83226	終焉構造体開発パック(S)				2000352								2021/11/1 10:00	2021/11/26 4:59			1	0		JP_Libao650			14	5	676	3																3Skin730
83227	終焉構造体開発パック(M)				2000353								2021/11/1 10:00	2021/11/26 4:59			1	0		JP_Libao651			14	5	677	3																1Goods1720
83228	終焉構造体開発パック(L)				2000354								2021/11/1 10:00	2021/11/26 4:59			1	0		JP_Libao652			14	5	678	3																3Goods3680
83229	特別構造体開発パック				2000355								2021/11/1 10:00	2021/11/26 4:59			1	0		JP_Libao653			14	5	679	3																1Goods7000
83230	武器開発支援パック				2000356								2021/11/1 10:00	2021/11/26 4:59			1	0		JP_Libao654			14	5	680	3																1Goods3300
83231	武器共鳴支援パック				2000357								2021/11/1 10:00	2021/11/26 4:59			1	0		JP_Libao655			14	5	681	3																1Goods5020
83232	コラボ開発支援パック	1日1枚支給×10日間				13000170	10						2021/11/19 10:00	2021/11/26 4:59			1	0		JP_Libao656			14	5	682	3																2Goods1340
83233	荊冠の天使				2000358								2021/10/14 10:00	2021/11/26 4:59			1	0		JP_Libao657			14	7	683	3																2Goods4900
83234	ゴーストパレード				2000359								2021/10/31 10:00	2021/11/26 4:59			1	0		JP_Libao658			14	7	684	3																5Skin4900
83235	茨の詠嘆				2000360								2021/10/14 10:00	2021/11/26 4:59			1	0		JP_Libao659			14	7	685	3																2Shop730
83236	ミスキの剣				2000361								2021/10/31 10:00	2021/11/26 4:59			1	0		JP_Libao660			14	7	686	3																2Skin730
83237	寄波の構造体開発パック				2000362								2021/11/27 10:00	2022/1/13 4:59			1	0		JP_Libao680			14	5	600	3																3Goods980
83238	残響の構造体開発パック				2000363								2021/11/27 10:00	2022/1/13 4:59			1	0		JP_Libao681			14	5	601	3																3Goods2440
83239	寄波の武器開発パック				2000364								2021/11/27 10:00	2022/1/13 4:59			1	0		JP_Libao682			14	5	602	3																4Goods980
83240	残響の武器開発パック				2000365								2021/11/27 10:00	2022/1/13 4:59			1	0		JP_Libao683			14	5	603	3																1Furniture2440
83241	翠楽庭園フルパック				2000366								2021/11/27 10:00	2022/1/13 4:59			1	0		UINier8			14	7	604	3																2Goods1480
83242	翠楽庭園図面パック				2000367								2021/11/27 10:00	2022/1/13 4:59			1	0		UINier9			14	7	605	3																3Furniture610
83243	翠楽庭園モデルパック				2000368								2021/11/27 10:00	2022/1/13 4:59			1	0		UINier10			14	7	606	3																1Goods1480
83244	一周年Sランク構造体連日パス												2021/12/4 10:00	2022/1/5 4:59			1	0		JP_Libao687			14	5	607	3													20			1Goods12000
83245	A2支援パック				2000369								2021/12/4 10:00	2021/12/24 5:00			1	0		JP_Libao688			14	5	608	3																6Goods2440
83246	A2支援特典				2000370								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao689			14	5	609	3																1Goods7000
83247	9S支援特典				2000371								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao690			14	5	610	3																2Goods7000
83248	一周年構造体開発特典				2000372								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao691			14	5	611	3																1Goods4640
83249	一周年武器開発特典				2000373								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao692			14	5	612	3																2Goods5500
83250	雪夜の苺ちゃん塗装パック				2000374								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao693			14	7	613	3																1Furniture4040
83251	紺碧の潮騒塗装パック				2000375								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao694			14	7	614	3																4Skin4900
83252	朱鷺色雲塗装パック				2000376								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao695			14	7	615	3																2Goods4900
83253	常夏人魚姫塗装パック				2000377								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao696			14	7	616	3																3Goods4900
83254	パープルヴェール塗装パック				2000378								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao697			14	7	617	3																5Skin4900
83255	深海の少女塗装パック				2000379								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao698			14	7	618	3																8Goods4900
83256	爆裂新年塗装パック				2000380								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao699			14	7	619	3																1Goods2320
83257	エデンの休日塗装パック				2000381								2021/12/4 10:00	2022/1/13 4:59			1	0		JP_Libao700			14	7	620	3																2Goods2320
83258	一周年記念賽銭パック-1回				2000382								2021/12/4 10:00	2021/12/22 23:59						Jp_Libao32			14	7	621	3																1Goods370
83259	一周年記念賽銭パック-5回				2000383								2021/12/4 10:00	2021/12/22 23:59						Jp_Libao33			14	7	622	3																2Goods1600
83260	一周年記念賽銭お得パック				2000384								2021/12/4 10:00	2021/12/22 23:59			2	0		JP_Libao703			14	7	623	3																Goods1840
83261	2B支援特典				2000385								2021/12/24 10:00	2022/1/13 4:59			1	0		JP_Libao704			14	5	624	3																3Goods7000
83262	露出の多い女性の服				2000386								2021/12/24 10:00	2022/1/13 4:59			1	0		JP_Libao705			14	7	625	3																3Goods2320
83263	年末年始お得パス												2021/12/25 10:00	2022/1/13 4:59			1	0		UINier16			14	5	626	3													19			3Goods1220
83264	新年の構造体開発支援パック				2000387								2022/1/1 0:00	2022/1/13 4:59			1	0		JP_Libao707			14	5	627	3																2Skin860
83265	新年の構造体開発お得パック				2000388								2022/1/1 0:00	2022/1/13 4:59			1	0		JP_Libao708			14	5	628	3																1Goods2940
83266	新年の構造体開発特典				2000389								2022/1/1 0:00	2022/1/13 4:59			1	0		JP_Libao709			14	5	629	3																1Goods7500
83267	新年の武器開発特典				2000390								2022/1/1 0:00	2022/1/13 4:59			1	0		JP_Libao710			14	5	630	3																2Goods7500
83268	年始密約お得パック				2000391								2020/12/23 5:00	2021/1/27 4:59			5	0		JP_Libao711			14	7	631	3																2Goods1340
83269	響鳴アプデ血清パック				2000392								2022/1/13 10:00	2022/2/18 4:59			2	0		JP_Libao600			14	5	570	3																1Goods730
83270	ワンダーランド家具フルパック				2000393								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho8			14	7	571	3																2Goods1480
83271	ワンダーランド家具図面パック				2000394								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho7			14	7	572	3																3Furniture610
83272	ワンダーランド家具モデルパック				2000395								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho9			14	7	573	3																1Goods1480
83273	響鳴の基本構造体開発パック				2000397								2022/1/13 10:00	2022/2/18 4:59			2	0		JP_Libao604			14	5	574	3																3Goods1220
83274	響鳴アプデ特別パック				2000398								2022/1/14 10:00	2022/2/18 4:59			1	0		JP_Libao605			14	5	575	3																1Goods2940
83275	響鳴アプデ武器パック				2000399								2022/1/14 10:00	2022/2/18 4:59			1	0		JP_Libao606			14	5	576	3																2Goods2940
83276	響鳴の武器共鳴特別パック				2000400								2022/1/14 10:00	2022/2/18 4:59			1	0		JP_Libao607			14	5	577	3																4Skin4900
83277	響鳴の構造体開発パック				2000401								2022/1/14 10:00	2022/2/18 4:59			1	0		JP_Libao608			14	5	578	3																1Furniture2440
83278	響鳴の構造体開発お得パック				2000402								2022/1/14 10:00	2022/2/18 4:59			2	0		JP_Libao609			14	5	579	3																6Goods2440
83279	響鳴の共鳴特別パック				2000403								2022/2/1 10:00	2022/2/18 4:59			2	0		JP_Libao610			14	5	580	3																2Goods2440
83280	響鳴の周回構造体特典				2000404								2022/1/14 10:00	2022/3/6 4:59			2	1	10001	JP_Libao611		1	14	5	581	3																1Goods250
83281	響鳴の周回武器特典				2000405								2022/1/14 10:00	2022/3/6 4:59			2	1	10001	JP_Libao612		1	14	5	582	3																2Goods250
83282	セレーナの構造体開発パック				2000406								2022/2/1 10:00	2022/2/18 4:59			1	0		JP_Libao613			14	5	583	3																3Goods3680
83283	セレーナの基本パック				2000407								2022/2/1 10:00	2022/2/18 4:59			1	0		JP_Libao614			14	5	584	3																3Goods2440
83284	セレーナの特別構造体開発パック				2000408								2022/2/1 10:00	2022/2/18 4:59			1	0		JP_Libao615			14	5	585	3																1Goods7000
83285	セレーナの特別武器パック				2000409								2022/2/1 10:00	2022/2/18 4:59			1	0		JP_Libao616			14	5	586	3																4Goods7000
83286	バレンタイン5日パス	1日1セット支給×5日間			2000410	13000250	5						2022/2/14 10:00	2022/3/1 4:59			1	0		JP_Libao617			14	5	587	3																1Goods1840
83287	小夜啼鳥塗装パック				2000411								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho3				8	588	3																1Goods2320
83288	ペレグリンホーク塗装パック				2000412								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho4				8	589	3																2Goods2320
83289	スノークラウン塗装パック				2000413								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho5				8	590	3																5Skin4900
83290	雪解百合塗装パック				2000414								2022/2/1 10:00	2022/2/18 4:59			1	0		UIChantEcho11				8	591	3																1Furniture4040
83291	ユグドラシル				2000415								2022/1/13 10:00	2022/2/18 4:59			1	0		UIChantEcho6				8	592	3																2Shop730
83292	2320円特別パックI				2000416								2020/12/23 5:00	2021/1/27 4:59			1	0		JP_Libao313			14	7	593	3																5Goods2320
83293	2320円特別パックJ				2000417								2020/12/23 5:00	2021/1/27 4:59			1	0		JP_Libao312			14	7	594	3																6Goods2320
83294	視線アプデ血清パック				2000392								2022/2/18 10:00	2022/3/25 4:59			2	0		JP_Libao570			14	5	500	3																1Goods730
83295	視線アプデ特別パック				2000430								2022/2/18 10:00	2022/3/25 4:59			1	0		JP_Libao571			14	5	501	3																1Goods2940
83296	視線アプデ武器パック				2000431								2022/2/18 10:00	2022/3/25 4:59			1	0		JP_Libao572			14	5	502	3																2Goods2940
83297	視線の基本構造体開発パック				2000432								2022/2/18 10:00	2022/3/25 4:59			2	0		JP_Libao573			14	5	503	3																3Goods1220
83298	視線の武器共鳴特別パック				2000433								2022/2/19 10:00	2022/3/25 4:59			1	0		JP_Libao574			14	5	504	3																4Skin4900
83299	視線の構造体開発パック				2000434								2022/2/19 10:00	2022/3/25 4:59			1	0		JP_Libao575			14	5	505	3																1Furniture2440
83300	視線の構造体開発お得パック				2000435								2022/2/19 10:00	2022/3/25 4:59			2	0		JP_Libao576			14	5	506	3																6Goods2440
83301	視線の周回構造体特典				2000404								2022/3/7 10:00	2022/4/4 4:59			2	1	10001	JP_Libao577		1	14	5	507	3																1Goods250
83302	視線の周回武器特典				2000405								2022/3/7 10:00	2022/4/4 4:59			2	1	10001	JP_Libao578		1	14	5	508	3																2Goods250
83303	視線の共鳴特別パック				2000403								2022/3/6 10:00	2022/3/25 4:59			2	0		JP_Libao579			14	5	509	3																2Goods2440
83304	視線の構造体支援パック				2000406								2022/3/6 10:00	2022/3/25 4:59			1	0		JP_Libao613			14	5	510	3																3Goods3680
83305	視線の特別構造体開発パック				2000408								2022/3/6 10:00	2022/3/25 4:59			1	0		JP_Libao615			14	5	511	3																1Goods7000
83306	選抜応援パック（S）				90158								2022/2/19 10:00	2022/2/26 4:59			5	0		UIVision1			14	5	512	3																1Goods150
83307	選抜応援パック（L）				90159								2022/2/19 10:00	2022/2/26 4:59			1	0		UIVision2			14	5	513	3																2Goods860
83308	準々決勝応援パック（S）				90158								2022/2/27 10:00	2022/3/6 4:59			5	0		UIVision1			14	5	514	3																2Goods150
83309	準々決勝応援パック（L）				90159								2022/2/27 10:00	2022/3/6 4:59			1	0		UIVision2			14	5	515	3																3Goods860
83310	準決勝応援パック（S）				90158								2022/3/7 10:00	2022/3/14 4:59			5	0		UIVision1			14	5	516	3																3Goods150
83311	準決勝応援パック（L）				90159								2022/3/7 10:00	2022/3/14 4:59			1	0		UIVision2			14	5	517	3																4Goods860
83312	決勝応援パック（S）				90158								2022/3/14 10:00	2022/3/21 19:00			5	0		UIVision1			14	5	518	3																4Goods150
83313	決勝応援パック（L）				90159								2022/3/14 10:00	2022/3/21 19:00			1	0		UIVision2			14	5	519	3																5Goods860
83314	ホワイトデー 応援パック				2000441								2022/3/14 10:00	2022/3/21 19:00			1	0		JP_Libao582			14	5	520	3																3Goods980
83315	ホワイトデー A構造体パック				2000442								2022/3/14 10:00	2022/3/21 19:00			1	0		JP_Libao583			14	5	521	3																3Goods2080
83316	補機開発支援パック				2000443								2022/2/19 10:00	2022/3/25 4:59			1	0		JP_Libao584			14	5	522	3																3Goods2940
83317	補機育成支援パック				90171								2022/2/19 10:00	2022/3/25 4:59			1	0		UIVision14			14	5	523	3																4Goods2080
83318	補機開発10日パス	1日1セット支給×10日間				90055	10						2022/3/6 10:00	2022/3/25 4:59			1	0		UIVision12			14	5	524	3																1Goods1840
83319	グローリーフォーマル				2000444								2022/2/19 10:00	2022/3/25 4:59			1	0		UIVision7				8	525	3																5Skin4900
83320	純白の恋人				2000445								2022/3/14 10:00	2022/3/25 4:59			1	0		UIVision9				8	526	3																1Goods2320
83321	そよ風の放課後				2000446								2022/3/14 10:00	2022/3/25 4:59			1	0		Uichangchunteng				8	527	3																2Goods2320
83322	獅魂の栄光				2000447								2022/2/19 10:00	2022/3/25 4:59			1	0		UIVision8				8	528	3																2Shop730
83323	手のひらの淡雪				2000448								2022/3/14 10:00	2022/3/25 4:59			1	0		UIVision10				8	529	3																2Skin730
83324	迷境アプデ血清パック				3000319								2022/3/25 10:00	2022/4/28 4:59			2	0		JP_Libao530			14	5	479	3																1Goods730
83325	迷境アプデ特別パック				3000320								2022/3/25 10:00	2022/4/28 4:59			1	0		JP_Libao531			14	5	480	3																1Goods2940
83326	迷境アプデ武器パック				3000321								2022/3/25 10:00	2022/4/28 4:59			1	0		JP_Libao532			14	5	481	3																2Goods2940
83327	迷境の基本構造体開発パック				3000322								2022/3/25 10:00	2022/4/28 4:59			2	0		JP_Libao533			14	5	482	3																3Goods1220
83328	迷境の武器共鳴特別パック				3000323								2022/3/26 10:00	2022/4/28 4:59			1	0		JP_Libao534			14	5	483	3																4Skin4900
83329	迷境の構造体開発パック				3000324								2022/3/26 10:00	2022/4/28 4:59			1	0		JP_Libao535			14	5	484	3																1Furniture2440
83330	迷境の構造体開発お得パック				3000325								2022/3/26 10:00	2022/4/28 4:59			2	0		JP_Libao536			14	5	485	3																6Goods2440
83331	迷境の周回構造体特典				3000326								2022/4/4 10:00	2022/5/2 4:59			2	1	10001	JP_Libao537		1	14	5	486	3																1Goods250
83332	迷境の周回武器特典				3000327								2022/4/4 10:00	2022/5/2 4:59			2	1	10001	JP_Libao538		1	14	5	487	3																2Goods250
83333	迷境の共鳴特別パック				3000328								2022/4/8 10:00	2022/4/28 4:59			2	0		JP_Libao539			14	5	488	3																2Goods2440
83334	迷境の構造体支援パック				3000329								2022/4/8 10:00	2022/4/28 4:59			1	0		JP_Libao540			14	5	489	3																3Goods3680
83335	迷境の特別構造体開発パック				3000330								2022/4/8 10:00	2022/4/28 4:59			1	0		JP_Libao541			14	5	490	3																1Goods7000
83336	スロットコイン				3000331								2022/4/6 10:00	2022/4/28 5:00						JP_Libao542			14	5	491	3																1Goods150
83337	スロットコイン10連				3000332								2022/4/6 10:00	2022/4/28 5:00						JP_Libao543			14	5	492	3																2Goods1480
83338	補機開発支援パック				3000333								2022/3/26 10:00	2022/4/28 4:59			1	0		JP_Libao544			14	5	493	3																3Goods2940
83339	補機育成支援パック				3000334								2022/3/26 10:00	2022/4/28 4:59			1	0		JP_Libao545			14	5	494	3																4Goods2080
83340	機械仕掛けの赤頭巾				3000335								2022/3/26 10:00	2022/4/28 4:59			1	0		UINick1				8	495	3																1Goods2320
83341	ブラッディネオン				3000336								2022/4/8 10:00	2022/4/28 4:59			1	0		UINick6				8	496	3																5Skin4900
83342	ポーキュパイン				3000337								2022/4/8 10:00	2022/4/28 4:59			1	0		UINick7				8	497	3																2Shop730
83343	幽趣佳境				3000338								2022/3/26 10:00	2022/4/28 4:59			1	0		UINick8				8	498	3																2Goods4900
83344	鳶尾草				3000339								2022/3/26 10:00	2022/4/28 4:59			1	0		UINick9				8	499	3																2Skin730
83345	スパークアプデ血清パック				3450000								2022/4/28 10:00	2022/6/14 4:59			2	0		JP_Libao1000			14	5	440	3																1Goods730
83346	スパークアプデ特別パック				3450001								2022/4/28 10:00	2022/6/14 4:59			1	0		JP_Libao1001			14	5	441	3																1Goods2940
83347	スパークアプデ武器パック				3450002								2022/4/28 10:00	2022/6/14 4:59			1	0		JP_Libao1002			14	5	442	3																2Goods2940
83348	スパーク30日ミニパス	1日1セット支給×30日間				13200370	30						2022/4/28 10:00	2022/6/14 4:59			1	0		JP_Libao1003			14	5	443	3																7Goods1220
83349	スパーク武器共鳴特別パック				3450003								2022/5/1 10:00	2022/6/14 4:59			1	0		JP_Libao1004			14	5	444	3																4Skin4900
83350	スパーク構造体開発パック				3450004								2022/5/1 10:00	2022/6/14 4:59			1	0		JP_Libao1005			14	5	445	3																1Furniture2440
83351	スパーク構造体開発お得パック				3450005								2022/5/1 10:00	2022/6/14 4:59			2	0		JP_Libao1006			14	5	446	3																6Goods2440
83352	GW30日パス	1日1セット支給×30日間			3450006	13300380	30						2022/5/1 10:00	2022/6/14 4:59			1	0		JP_Libao1007			14	5	447	3																1Goods12000
83353	スパーク特別パス	1日1セット支給×30日間				13400390	30						2022/5/25 10:00	2022/6/14 4:59			1	0		JP_Libao1008			14	5	448	3																1Goods2700
83354	学園祭家具フルパック				90183								2022/4/28 10:00	2022/6/14 4:59			1	0		UISpark2			14	7	449	3																2Goods1480
83355	学園祭家具図面パック				90182								2022/4/28 10:00	2022/6/14 4:59			1	0		UISpark1			14	7	450	3																3Furniture610
83356	学園祭家具モデルパック				90184								2022/4/28 10:00	2022/6/14 4:59			1	0		UISpark3			14	7	451	3																1Goods1480
83357	スパーク周回構造体特典				3450007								2022/5/2 10:00	2022/6/20 4:59			2	1	10001	JP_Libao1009		1	14	5	452	3																1Goods250
83358	スパーク周回武器特典				3450008								2022/5/2 10:00	2022/6/20 4:59			2	1	10001	JP_Libao1010		1	14	5	453	3																2Goods250
83359	スパーク共鳴特別パック				3450009								2022/5/25 10:00	2022/6/14 4:59			2	0		JP_Libao1011			14	5	454	3																2Goods2440
83360	スパーク構造体支援パック				3450010								2022/5/25 10:00	2022/6/14 4:59			1	0		JP_Libao1012			14	5	455	3																3Goods3680
83361	スパーク特別構造体開発パック				3450011								2022/5/25 10:00	2022/6/14 4:59			1	0		JP_Libao1013			14	5	456	3																1Goods7000
83362	さざ波コインパック(S)				3450012								2022/5/1 10:00	2022/6/14 4:59			10	0		JP_Libao1014			14	5	457	3																1Goods150
83363	さざ波コインパック(L)				3450013								2022/5/1 10:00	2022/6/14 4:59			5	0		JP_Libao1015			14	5	458	3																4Goods1340
83364	セリカの祝福				3450014								2022/5/5 10:00	2022/6/14 4:59			1	0		JP_Libao1016			14	5	459	3																6Goods1220
83365	補機開発支援パック				3450015								2022/5/25 10:00	2022/6/14 4:59			1	0		JP_Libao1017			14	5	460	3																3Goods2940
83366	補機育成支援パック				3450016								2022/5/25 10:00	2022/6/14 4:59			1	0		JP_Libao1018			14	5	461	3																4Goods2080
83367	黒薔薇				3450017								2022/4/28 10:00	2022/6/14 4:59			1	0		UISpark4				8	462	3																3Goods2320
83368	セーラーナナピー☆				3450018								2022/5/25 10:00	2022/6/14 4:59			1	0		UISpark10				8	463	3																5Skin4900
83369	ガジガジシャーク				3450019								2022/5/25 10:00	2022/6/14 4:59			1	0		UISpark11				8	464	3																2Shop730
83370	リリーブライト				3450020								2022/5/25 10:00	2022/6/14 4:59			1	0		IconCoating6310205				8	465	3																2Goods4900
83371	カルドウェル-49				3450021								2022/5/25 10:00	2022/6/14 4:59			1	0		IconCoating12030001				8	466	3																2Skin730
83372	永夜のアプデ血清パック				3450000								2022/6/14 10:00	2022/7/19 4:59			2	0		JP_Libao1025			14	5	410	3																1Goods730
83373	永夜のアプデ特別パック				3450071								2022/6/14 10:00	2022/7/19 4:59			1	0		JP_Libao1026			14	5	411	3																1Goods2940
83374	永夜のアプデ武器パック				3450072								2022/6/14 10:00	2022/7/19 4:59			1	0		JP_Libao1027			14	5	412	3																2Goods2940
83375	永夜の武器共鳴特別パック				3450073								2022/6/14 10:00	2022/7/19 4:59			1	0		JP_Libao1028			14	5	413	3																2Goods4900
83376	永夜の構造体開発パック				3450074								2022/6/14 10:00	2022/7/19 4:59			1	0		JP_Libao1029			14	5	414	3																1Furniture2440
83377	永夜の構造体開発お得パック				3450075								2022/6/14 10:00	2022/7/19 4:59			2	0		JP_Libao1030			14	5	415	3																6Goods2440
83378	永夜の周回構造体特典				3450007								2022/6/20 10:00	2022/7/18 4:59			2	1	10001	JP_Libao1031		1	14	5	416	3																1Goods250
83379	永夜の周回武器特典				3450008								2022/6/20 10:00	2022/7/18 4:59			2	1	10001	JP_Libao1032		1	14	5	417	3																2Goods250
83380	永夜の共鳴特別パック				3450076								2022/7/1 10:00	2022/7/19 4:59			2	0		JP_Libao1033			14	5	418	3																2Goods2440
83381	永夜の構造体支援パック				3450077								2022/7/1 10:00	2022/7/19 4:59			1	0		JP_Libao1034			14	5	419	3																3Goods2440
83382	永夜の特別構造体開発パック				3450078								2022/7/1 10:00	2022/7/19 4:59			1	0		JP_Libao1035			14	5	420	3																1Goods7000
83383	補機開発支援パック				3450079								2022/7/1 10:00	2022/7/19 4:59			1	0		JP_Libao1017			14	5	421	3																3Goods2940
83384	補機育成支援パック				3450080								2022/7/1 10:00	2022/7/19 4:59			1	0		JP_Libao1018			14	5	422	3																4Goods2080
83385	白夜10日パス	1日1セット支給×10日間				13400400	10						2022/7/10 10:00	2022/7/19 4:59			1	0		JP_Libao1038			14	5	423	3																2Furniture2440
83386	愚世の道化師塗装パック				3450081								2022/6/14 10:00	2022/7/19 4:59			1	0		UIEternalNight1				8	424	3																9Goods2320
83387	常夏人魚姫塗装パック				3450082								2022/6/14 10:00	2022/7/19 4:59			1	0		IconCoating6210306				8	425	3																3Goods4900
83388	パープルヴェール塗装パック				3450083								2022/6/14 10:00	2022/7/19 4:59			1	0		IconCoating6710306				8	426	3																5Skin4900
83389	深海の少女塗装パック				3450084								2022/6/14 10:00	2022/7/19 4:59			1	0		IconCoating6310306				8	427	3																8Goods4900
83390	紺碧の潮騒塗装パック				3450085								2022/6/14 10:00	2022/7/19 4:59			1	0		IconCoating6110306				8	428	3																4Skin4900
83391	2320円パックI				3450086								2021/10/14 10:00	2021/11/26 4:59			1	0		Jp_Libao215			14	5	429	3																10Goods2320
83392	2320円パックJ				3450086								2021/10/14 10:00	2021/11/26 4:59			1	0		Jp_Libao215			14	5	430	3																9Goods2320
83393	残光のアプデ血清パック				3450000								2022/7/19 10:00	2022/8/31 4:59			2	0		JP_Libao1039			14	5	370	3																1Goods730
83394	残光のアプデ特別パック				3450071								2022/7/19 10:00	2022/8/31 4:59			1	0		JP_Libao1040			14	5	371	3																1Goods2940
83395	残光のアプデ武器パック				3450072								2022/7/19 10:00	2022/8/31 4:59			1	0		JP_Libao1041			14	5	372	3																2Goods2940
83396	残光の武器共鳴特別パック				3450073								2022/7/19 10:00	2022/8/31 4:59			1	0		JP_Libao1042			14	5	373	3																2Goods4900
83397	残光の構造体開発パック				3450074								2022/7/19 10:00	2022/8/31 4:59			1	0		JP_Libao1043			14	5	374	3																1Furniture2440
83398	残光の構造体開発お得パック				3450075								2022/7/19 10:00	2022/8/31 4:59			2	0		JP_Libao1044			14	5	375	3																6Goods2440
83399	生命の星芒家具図面パック				90211								2022/7/19 10:00	2022/8/31 4:59			1	0		UITheSurvivalLucem2			14	7	376	3																3Furniture610
83400	生命の星芒家具フルパック				90212								2022/7/19 10:00	2022/8/31 4:59			1	0		UITheSurvivalLucem1			14	7	377	3																2Goods1480
83401	生命の星芒家具モデルパック				90213								2022/7/19 10:00	2022/8/31 4:59			1	0		UITheSurvivalLucem3			14	7	378	3																1Goods1480
83402	残光の周回構造体特典				3450007								2022/7/25 10:00	2022/9/5 4:59			2	1	10001	JP_Libao1045		1	14	5	379	3																1Goods250
83403	残光の周回武器特典				3450008								2022/7/25 10:00	2022/9/5 4:59			2	1	10001	JP_Libao1046		1	14	5	380	3																2Goods250
83404	残光の共鳴特別パック				3450076								2022/8/1 10:00	2022/8/31 4:59			2	0		JP_Libao1047			14	5	381	3																2Goods2440
83405	残光の構造体支援パック				3450077								2022/8/1 10:00	2022/8/31 4:59			1	0		JP_Libao1048			14	5	382	3																3Goods2440
83406	残光の特別構造体開発パック				3450100								2022/8/1 10:00	2022/8/31 4:59			1	0		JP_Libao1049			14	5	383	3																1Goods7000
83407	織光の糸パック(S)				3450101								2022/7/20 10:00	2022/8/30 4:59			4	0		JP_Libao1050			14	5	384	3																4Goods610
83408	織光の糸パック(L)				3450102								2022/7/20 10:00	2022/8/30 4:59			2	0		JP_Libao1051			14	5	385	3																1Goods4160
83409	補機開発支援パック				3450079								2022/8/1 10:00	2022/8/31 4:59			1	0		JP_Libao1017			14	5	386	3																3Goods2940
83410	補機育成支援パック				3450080								2022/8/1 10:00	2022/8/31 4:59			1	0		JP_Libao1018			14	5	387	3																4Goods2080
83411	白夜の開発特典A				3450103								2022/8/1 10:00	2022/8/31 4:59			2	0		JP_Libao1054			14	5	388	3																3Goods250
83412	白夜の開発特典B				3450104								2022/8/1 10:00	2022/8/31 4:59			1	0		JP_Libao1055			14	5	389	3																1Skin730
83413	残光の週間カード	1日1セット支給×7日間				13400410	7						2022/7/19 10:00	2022/8/31 4:59			1	1	10001	JP_Libao1056		1	14	5	390	3																3Goods610
83414	スノークラウン塗装パック				3450105								2022/8/1 10:00	2022/8/14 4:59			1	0		UIChantEcho5				8	391	3																5Skin4900
