StageId	ModelId	BossName	Score	PreFullScore[1]	PreFullScore[2]	PreFullScore[3]	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	OpenCondition[1]	OpenCondition[2]	BuffDetailsId[1]	BuffDetailsId[2]	BuffDetailsId[3]	BuffDetailsId[4]	BuffDetailsId[5]	FeaturesId[1]	FeaturesId[2]	FeaturesId[3]	SkillTitle[1]	SkillDesc[1]	SkillTitle[2]	SkillDesc[2]	SkillTitle[3]	SkillDesc[3]	SkillTitle[4]	SkillDesc[4]	SkillTitle[5]	SkillDesc[5]	SkillTitle[6]	SkillDesc[6]	SkillTitle[7]	SkillDesc[7]	SkillTitle[8]	SkillDesc[8]	SkillTitle[9]	SkillDesc[9]	SkillTitle[10]	SkillDesc[10]	SkillTitle[11]	SkillDesc[11]	SkillTitle[12]	SkillDesc[12]	AttackName[1]	AttackName[2]	AttackName[3]
30300404	Mb1VirginbioMd030001	Iron Maiden	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90009	90010							Thorn Barrier	Iron Maiden blocks the enemy's path with thorns.	Projectile	Iron Maiden throws multiple spherical bombs at the enemy.	Spin	Iron Maiden fires powerful thorn missiles at nearby enemies.	Chain Bomb	Iron Maiden removes her crown and fires multiple spherical bombs at the enemy.	Retreating Thorn	Iron Maiden moves away from the enemy, and creates thorns beneath the target.	Piercing Scream	Iron Maiden screams painfully, dealing damage to nearby targets.															
30300405	Mb1VirginbioMd030001	Iron Maiden	336000				120000	180000	36000	5	Hell	HELL	0	1			90009	90010							Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Thorn Barrier	Iron Maiden blocks the enemy's path with thorns.	Projectile	Iron Maiden throws multiple spherical bombs at the enemy.	Spin	Iron Maiden fires powerful thorn missiles at nearby enemies.	Chain Bomb	Iron Maiden removes her crown and fires multiple spherical bombs at the enemy.	Retreating Thorn	Iron Maiden moves away from the enemy, and creates thorns beneath the target.	Piercing Scream	Iron Maiden screams painfully, dealing damage to nearby targets.													
30300801	Mb1XiuMd010003	Camu	21000				7500	11250	2250	1	Test	TEST	1	1			90011					2			Phantom Hand	Camu grabs a distant enemy and pulls them towards him.	Explosive Escape	When attacked, Camu creates a shockwave that pushes away the enemy.	Quadruple Combo	Camu performs multiple attacks at an enemy.																					
30300802	Mb1XiuMd010003	Camu	42000				15000	22500	4500	2	Elite	ELITES	1	1			90011					2			Phantom Hand	Camu grabs a distant enemy and pulls them towards him.	Explosive Escape	When attacked, Camu creates a shockwave that pushes away the enemy.	Quadruple Combo	Camu performs multiple attacks at an enemy.																					
30300803	Mb1XiuMd010003	Camu	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90011					2			Block Counter	Camu counters the enemy's attack with his own.	Burst Charge	Camu pursues enemies hit by the shockwave.	Phantom Hand	Camu grabs a distant enemy and pulls them towards him.	Explosive Escape	When attacked, Camu creates a shockwave that pushes away the enemy.	Quadruple Combo	Camu performs multiple attacks at an enemy.																	
30300804	Mb1XiuMd010003	Camu	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90011					2			Berserk Quintuple Combo	Camu goes berserk, furiously attacking the enemy.	Block Counter	Camu counters the enemy's attack with his own.	Burst Charge	Camu pursues enemies hit by the shockwave.	Phantom Hand	Camu grabs a distant enemy and pulls them towards him.	Explosive Escape	When attacked, Camu creates a shockwave that pushes away the enemy.	Quadruple Combo	Camu performs multiple attacks at an enemy.															
30300805	Mb1XiuMd010003	Camu	336000				120000	180000	36000	5	Hell	HELL	0	1			90011					2			Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Berserk Quintuple Combo	Camu goes berserk, furiously attacking the enemy.	Block Counter	Camu counters the enemy's attack with his own.	Burst Charge	Camu pursues enemies hit by the shockwave.	Phantom Hand	Camu grabs a distant enemy and pulls them towards him.	Explosive Escape	When attacked, Camu creates a shockwave that pushes away the enemy.															
30301001	Mb1LuosaitarenMd000001	Rosetta	21000				7500	11250	2250	1	Test	TEST	1	1								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30301002	Mb1LuosaitarenMd000001	Rosetta	42000				15000	22500	4500	2	Elite	ELITES	1	1								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30301003	Mb1LuosaitarenMd000001	Rosetta	84000				30000	45000	9000	3	Knight	KNIGHT	1	1								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30301004	Mb1LuosaitarenMd000001	Rosetta	168000				60000	90000	18000	4	Chaos	CHAOS	0	1								3			Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.							
30301005	Mb1LuosaitarenMd000001	Rosetta	336000				120000	180000	36000	5	Hell	HELL	0	1								3			Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Fighting Will	The frequency of skills will change according to the battle difficulty.	Leap	Rosetta leaps into the air and impales the target with her lance.	Piercing Strike	Rosetta launches her lance forward at her target, then slams the target with her shield upon hitting it.	Joust	Rosetta rapidly launches multiple jabs with her lance.	Rider Shield	Rosetta hurls her shield and launches multiple strikes.	Ring of Repulsion	Rosetta spins her lance to swipe the target multiple times.	Take Off	Rosetta rams the enemy, then propels herself into the sky.	Motion Counterattack	Rosetta dodges and moves while striking back with a wind blade.	Homing Missile	Rosetta launches multiple missiles that track the enemy.	Windblade Assault	Rosetta swings her weapon to cast a few blades of wind.					
30301201	Mb1MelodyhuaxuMd10001	Huaxu	21000				7500	11250	2250	1	Test	TEST	1	1			90012	90013							Brilliance	Huaxu enters Brilliance at 60% HP, gaining 30% DMG resistance. Huaxu takes 500% DMG from the next incoming DMG after Brilliance ends.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																	
30301202	Mb1MelodyhuaxuMd10001	Huaxu	42000				15000	22500	4500	2	Elite	ELITES	1	1			90012	90013							Brilliance	Huaxu enters Brilliance at 60% HP, gaining 30% DMG resistance. Huaxu takes 500% DMG from the next incoming DMG after Brilliance ends.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																	
30301203	Mb1MelodyhuaxuMd10001	Huaxu	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90012	90013							Brilliance	Huaxu enters Brilliance at 60% HP, gaining 30% DMG resistance. Huaxu takes 500% DMG from the next incoming DMG after Brilliance ends.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																	
30301204	Mb1MelodyhuaxuMd10001	Huaxu	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90012	90013							Brilliance	Huaxu enters Brilliance at 60% HP, gaining 30% DMG resistance. Huaxu takes 500% DMG from the next incoming DMG after Brilliance ends.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.																	
30301205	Mb1MelodyhuaxuMd10001	Huaxu	336000				120000	180000	36000	5	Hell	HELL	0	1			90012	90013							Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Brilliance	Huaxu enters Brilliance at 60% HP, gaining 30% DMG resistance. Huaxu takes 500% DMG from the next incoming DMG after Brilliance ends.	Inception	Huaxu puts her palms together to channel two giant hands from her M.I.N.D. that slap the enemies.	Origin	After channeling, Huaxu launches 3 consecutive attacks under her enemies that also knock them back for a short duration.	Lightning Storm	Huaxu creates 7 circular lightning zones near the enemies, damaging any enemy caught within.	Claw of Expulsion	Huaxu swings her arms to claw at the enemies in mid range.															
30301301	Mb1JiabailieMd000001	Gabriel	21000				7500	11250	2250	1	Test	TEST	1	1			90022								Envoy	Gabriel charges toward the enemy, dealing damage.	Retribution	Gabriel slams his arms down, dealing large damage.	Reprimand	Gabriel swings his arms to strike the enemy.	Baptism	Gabriel makes a sweeping attack with his arms, damaging all the enemies within the range.	Worship	Gabriel dives from the sky, slamming the ground with his explosive fists to deal area damage.	Pilgrimage	Gabriel teleports multiple times toward the enemy's location, damaging all the enemies caught by his attacks.	Majestic Light	Gabriel locks on the enemy and fires his modified energy cannon, dealing damage.													
30301302	Mb1JiabailieMd000001	Gabriel	42000				15000	22500	4500	2	Elite	ELITES	1	1			90022								Envoy	Gabriel charges toward the enemy, dealing damage.	Retribution	Gabriel slams his arms down, dealing large damage.	Reprimand	Gabriel swings his arms to strike the enemy.	Baptism	Gabriel makes a sweeping attack with his arms, damaging all the enemies within the range.	Worship	Gabriel dives from the sky, slamming the ground with his explosive fists to deal area damage.	Pilgrimage	Gabriel teleports multiple times toward the enemy's location, damaging all the enemies caught by his attacks.	Majestic Light	Gabriel locks on the enemy and fires his modified energy cannon, dealing damage.													
30301303	Mb1JiabailieMd000001	Gabriel	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90022								Envoy	Gabriel charges toward the enemy, dealing damage.	Retribution	Gabriel slams his arms down, dealing large damage.	Reprimand	Gabriel swings his arms to strike the enemy.	Baptism	Gabriel makes a sweeping attack with his arms, damaging all the enemies within the range.	Worship	Gabriel dives from the sky, slamming the ground with his explosive fists to deal area damage.	Pilgrimage	Gabriel teleports multiple times toward the enemy's location, damaging all the enemies caught by his attacks.	Majestic Light	Gabriel locks on the enemy and fires his modified energy cannon, dealing damage.													
30301304	Mb1JiabailieMd000001	Gabriel	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90022								Envoy	Gabriel charges toward the enemy, dealing damage.	Retribution	Gabriel slams his arms down, dealing large damage.	Reprimand	Gabriel swings his arms to strike the enemy.	Baptism	Gabriel makes a sweeping attack with his arms, damaging all the enemies within the range.	Worship	Gabriel dives from the sky, slamming the ground with his explosive fists to deal area damage.	Pilgrimage	Gabriel teleports multiple times toward the enemy's location, damaging all the enemies caught by his attacks.	Majestic Light	Gabriel locks on the enemy and fires his modified energy cannon, dealing damage.													
30301305	Mb1JiabailieMd000001	Gabriel	336000				120000	180000	36000	5	Hell	HELL	0	1			90022								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Envoy	Gabriel charges toward the enemy, dealing damage.	Retribution	Gabriel slams his arms down, dealing large damage.	Reprimand	Gabriel swings his arms to strike the enemy.	Baptism	Gabriel makes a sweeping attack with his arms, damaging all the enemies within the range.	Worship	Gabriel dives from the sky, slamming the ground with his explosive fists to deal area damage.	Pilgrimage	Gabriel teleports multiple times toward the enemy's location, damaging all the enemies caught by his attacks.	Majestic Light	Gabriel locks on the enemy and fires his modified energy cannon, dealing damage.											
30301401	Mb1BaiyangnvMd010001	Amberia	21000				7500	11250	2250	1	Test	TEST	1	1			90024								Agony	Amberia slashes forward with her arms, attacking enemies in front.	Hatred	Amberia raises her arms to slam the ground while casting shockwave to the front.	Thorn of Redemption	Amberia stabs her forearm underground, generating spikes under the enemies.																					
30301402	Mb1BaiyangnvMd010001	Amberia	42000				15000	22500	4500	2	Elite	ELITES	1	1			90024								Agony	Amberia slashes forward with her arms, attacking enemies in front.	Hatred	Amberia raises her arms to slam the ground while casting shockwave to the front.	Thorn of Redemption	Amberia stabs her forearm underground, generating spikes under the enemies.																					
30301403	Mb1BaiyangnvMd010001	Amberia	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90024								Agony	Amberia slashes forward with her arms, attacking enemies in front.	Hatred	Amberia raises her arms to slam the ground while casting shockwave to the front.	Thorn of Redemption	Amberia stabs her forearm underground, generating spikes under the enemies.																					
30301404	Mb1BaiyangnvMd010001	Amberia	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90024								Blooming Sin	Amberia knocks the enemy back, then breaks away from her shackle to put a dagger in her abdomen, summoning Grave Marks in a circle around her.	Hatred	After Blooming Sin, Agony has a chance to summon Grave Marks in a sector area, and Bitter has a chance to launch 4 Grave Marks at the enemy.	Agony	Amberia slashes forward with her arms, attacking enemies in front.	Hatred	Amberia raises her arms to slam the ground while casting shockwave to the front.	Thorn of Redemption	Amberia stabs her forearm underground, generating spikes under the enemies.																	
30301405	Mb1BaiyangnvMd010001	Amberia	336000				120000	180000	36000	5	Hell	HELL	0	1			90024								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Blooming Sin	Amberia knocks the enemy back, then breaks away from her shackle to put a dagger in her abdomen, summoning Grave Marks in a circle around her.	Hatred	After Blooming Sin, Agony has a chance to summon Grave Marks in a sector area, and Bitter has a chance to launch 4 Grave Marks at the enemy.	Agony	Amberia slashes forward with her arms, attacking enemies in front.	Hatred	Amberia raises her arms to slam the ground while casting shockwave to the front.	Thorn of Redemption	Amberia stabs her forearm underground, generating spikes under the enemies.															
30301501	Mb1AolajiangMd010001	Shark-speare	21000				7500	11250	2250	1	Test	TEST	1	1			90026								Ora!	Shark-speare slides left and right, smashing the enemy with her hammer.	Go Shark Go!	Shark-speare rams the enemy riding her scooter.	Look Up!	Shark-speare leaps into the air, then takes out her bubble gun to attack the enemy.	Gingerbread Man?	Shark-speare rams the target, dealing periodical damage with her own body.	Housework!	Shark-speare uses her vacuum to pull the enemy close and cause an explosion.	Home-run!	Shark-speare blows a big bubble, then swings her hammer to launch the bubble at her enemy.															
30301502	Mb1AolajiangMd010001	Shark-speare	42000				15000	22500	4500	2	Elite	ELITES	1	1			90026								Ora!	Shark-speare slides left and right, smashing the enemy with her hammer.	Go Shark Go!	Shark-speare rams the enemy riding her scooter.	Look Up!	Shark-speare leaps into the air, then takes out her bubble gun to attack the enemy.	Gingerbread Man?	Shark-speare rams the target, dealing periodical damage with her own body.	Housework!	Shark-speare uses her vacuum to pull the enemy close and cause an explosion.	Home-run!	Shark-speare blows a big bubble, then swings her hammer to launch the bubble at her enemy.															
30301503	Mb1AolajiangMd010001	Shark-speare	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90026								Ora!	Shark-speare slides left and right, smashing the enemy with her hammer.	Go Shark Go!	Shark-speare rams the enemy riding her scooter.	Look Up!	Shark-speare leaps into the air, then takes out her bubble gun to attack the enemy.	Gingerbread Man?	Shark-speare rams the target, dealing periodical damage with her own body.	Housework!	Shark-speare uses her vacuum to pull the enemy close and cause an explosion.	Home-run!	Shark-speare blows a big bubble, then swings her hammer to launch the bubble at her enemy.															
30301504	Mb1AolajiangMd010001	Shark-speare	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90026								Ora!	Shark-speare slides left and right, smashing the enemy with her hammer.	Go Shark Go!	Shark-speare rams the enemy riding her scooter.	Look Up!	Shark-speare leaps into the air, then takes out her bubble gun to attack the enemy.	Gingerbread Man?	Shark-speare rams the target, dealing periodical damage with her own body.	Housework!	Shark-speare uses her vacuum to pull the enemy close and cause an explosion.	Home-run!	Shark-speare blows a big bubble, then swings her hammer to launch the bubble at her enemy.															
30301505	Mb1AolajiangMd010001	Shark-speare	336000				120000	180000	36000	5	Hell	HELL	0	1			90026								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Ora!	Shark-speare slides left and right, smashing the enemy with her hammer.	Go Shark Go!	Shark-speare rams the enemy riding her scooter.	Look Up!	Shark-speare leaps into the air, then takes out her bubble gun to attack the enemy.	Gingerbread Man?	Shark-speare rams the target, dealing periodical damage with her own body.	Housework!	Shark-speare uses her vacuum to pull the enemy close and cause an explosion.	Home-run!	Shark-speare blows a big bubble, then swings her hammer to launch the bubble at her enemy.													
30301601	Mb1MajiyaweiliMd010001UI	Machiavelli	21000				7500	11250	2250	1	Test	TEST	1	1			90023								Legion	Casts chain lightning when all his eyes light up.	Law	Machiavelli channels falling thunder and hurls it toward the enemy.																							
30301602	Mb1MajiyaweiliMd010001UI	Machiavelli	42000				15000	22500	4500	2	Elite	ELITES	1	1			90023								Legion	Casts chain lightning when all his eyes light up.	Law	Machiavelli channels falling thunder and hurls it toward the enemy.																							
30301603	Mb1MajiyaweiliMd010001UI	Machiavelli	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90023								Legion	Casts chain lightning when all his eyes light up.	Law	Machiavelli channels falling thunder and hurls it toward the enemy.																							
30301604	Mb1MajiyaweiliMd010001UI	Machiavelli	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90023								Legion	Casts chain lightning when all his eyes light up.	Law	Machiavelli channels falling thunder and hurls it toward the enemy.																							
30301605	Mb1MajiyaweiliMd010001UI	Machiavelli	336000				120000	180000	36000	5	Hell	HELL	0	1			90023								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Legion	Casts chain lightning when all his eyes light up.	Law	Machiavelli channels falling thunder and hurls it toward the enemy.																					
30301701	Mb1XigeluenMd010002UI	Pterygota Queen	21000				7500	11250	2250	1	Test	TEST	1	1			90025								Strike	While running, Pterygota Queen charges forward and launches a sweeping attack.	Pterygota Dance	Pterygota Queen swings her scythe to attack twice.	Plunge	Pterygota Queen dives from above and attacks.																					
30301702	Mb1XigeluenMd010002UI	Pterygota Queen	42000				15000	22500	4500	2	Elite	ELITES	1	1			90025								Strike	While running, Pterygota Queen charges forward and launches a sweeping attack.	Pterygota Dance	Pterygota Queen swings her scythe to attack twice.	Plunge	Pterygota Queen dives from above and attacks.																					
30301703	Mb1XigeluenMd010002UI	Pterygota Queen	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90025								Strike	While running, Pterygota Queen charges forward and launches a sweeping attack.	Pterygota Dance	Pterygota Queen swings her scythe to attack twice.	Plunge	Pterygota Queen dives from above and attacks.	Transformation	Pterygota Queen spreads her wings and transforms.																			
30301704	Mb1XigeluenMd010002UI	Pterygota Queen	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90025								Strike	While running, Pterygota Queen charges forward and launches a sweeping attack.	Pterygota Dance	Pterygota Queen swings her scythe to attack twice.	Plunge	Pterygota Queen dives from above and attacks.	Transformation	Pterygota Queen spreads her wings and transforms.																			
30301705	Mb1XigeluenMd010002UI	Pterygota Queen	336000				120000	180000	36000	5	Hell	HELL	0	1			90025								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Strike	While running, Pterygota Queen charges forward and launches a sweeping attack.	Pterygota Dance	Pterygota Queen swings her scythe to attack twice.	Plunge	Pterygota Queen dives from above and attacks.	Transformation	Pterygota Queen spreads her wings and transforms.																	
30301801	Mb1SirenMd010001UI	Siren	21000				7500	11250	2250	1	Test	TEST	1	1			90024								Wave Dash	Siren leaps out of the Red Tide and rushes forward, swinging the blade on its arm in a flurry of attacks.	Blade Fury	With its tall stature, Siren swings the blade on its arm in a continuous onslaught of attacks.	Rolling Swipe	Swipes behind it with a wide-ranged attack and follows with a crushing roll.	Tidal Surge	Siren slams down on the Red Tide, unleashing a deadly whirlpool that surges up from underneath its enemy.																			
30301802	Mb1SirenMd010001UI	Siren	42000				15000	22500	4500	2	Elite	ELITES	1	1			90024								Wave Dash	Siren leaps out of the Red Tide and rushes forward, swinging the blade on its arm in a flurry of attacks.	Blade Fury	With its tall stature, Siren swings the blade on its arm in a continuous onslaught of attacks.	Rolling Swipe	Swipes behind it with a wide-ranged attack and follows with a crushing roll.	Tidal Surge	Siren slams down on the Red Tide, unleashing a deadly whirlpool that surges up from underneath its enemy.																			
30301803	Mb1SirenMd010001UI	Siren	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90024								Wave Dash	Siren leaps out of the Red Tide and rushes forward, swinging the blade on its arm in a flurry of attacks.	Blade Fury	With its tall stature, Siren swings the blade on its arm in a continuous onslaught of attacks.	Rolling Swipe	Swipes behind it with a wide-ranged attack and follows with a crushing roll.	From the Depths	Siren conceals itself within the Red Tide and ambushes the enemy from below.	Tidal Surge	Siren slams down on the Red Tide, unleashing a deadly whirlpool that surges up from underneath its enemy.																	
30301804	Mb1SirenMd010001UI	Siren	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90024								Wave Dash	Siren leaps out of the Red Tide and rushes forward, swinging the blade on its arm in a flurry of attacks.	Blade Fury	With its tall stature, Siren swings the blade on its arm in a continuous onslaught of attacks.	Rolling Swipe	Swipes behind it with a wide-ranged attack and follows with a crushing roll.	From the Depths	Siren conceals itself within the Red Tide and ambushes the enemy from below.	Crimson Breath	Siren swipes its arm blade at the enemy, then sprays crimson Punishing Energy from its mouth.	Tidal Surge	Siren slams down on the Red Tide, unleashing a deadly whirlpool that surges up from underneath its enemy.															
30301805	Mb1SirenMd010001UI	Siren	336000				120000	180000	36000	5	Hell	HELL	0	1			90024								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Wave Dash	Siren leaps out of the Red Tide and rushes forward, swinging the blade on its arm in a flurry of attacks.	Blade Fury	With its tall stature, Siren swings the blade on its arm in a continuous onslaught of attacks.	Rolling Swipe	Swipes behind it with a wide-ranged attack and follows with a crushing roll.	From the Depths	Siren conceals itself within the Red Tide and ambushes the enemy from below.	Crimson Breath	Siren swipes its arm blade at the enemy, then sprays crimson Punishing Energy from its mouth.	Tidal Surge	Siren slams down on the Red Tide, unleashing a deadly whirlpool that surges up from underneath its enemy.	Dreadful Resonance	The dreadful Siren unleashes an bloody roar, causing the surrounding Red Tide to form a series of jets.											
30301901	Mb1MelodyMd010001	Qu	21000				7500	11250	2250	1	Test	TEST	1	1			90021								Bladefowl Dance	Qu swings her Glaive at her enemy, unleashing a deluge of attacks.	Bifurcate	Charges briefly before unleashing a powerful horizontal strike over a wide area.	Blazing Dragon	Glaive condenses the air into a blade and unleashes a Sword Wave.	Phoenix Call	Summon Huiyu to unleash an encompassing strike.	Earth Splitter	Qu jumps into the air and slashes downward with a powerful vertical attack.	Soaring Sparrow	Qu charges forward, knocking enemies into the air and striking them with a Follow-Up.	Imperial Offense	When Qu takes a set amount of DMG, she will dodge the attack and follow it with a counter strike.													
30301902	Mb1MelodyMd010001	Qu	42000				15000	22500	4500	2	Elite	ELITES	1	1			90021								Bladefowl Dance	Qu swings her Glaive at her enemy, unleashing a deluge of attacks.	Bifurcate	Charges briefly before unleashing a powerful horizontal strike over a wide area.	Blazing Dragon	Glaive condenses the air into a blade and unleashes a Sword Wave.	Phoenix Call	Summon Huiyu to unleash an encompassing strike.	Earth Splitter	Qu jumps into the air and slashes downward with a powerful vertical attack.	Soaring Sparrow	Qu charges forward, knocking enemies into the air and striking them with a Follow-Up.	Imperial Offense	When Qu takes a set amount of DMG, she will dodge the attack and follow it with a counter strike.													
30301903	Mb1MelodyMd010001	Qu	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90021								Bladefowl Dance	Qu swings her Glaive at her enemy, unleashing a deluge of attacks.	Bifurcate	Charges briefly before unleashing a powerful horizontal strike over a wide area.	Blazing Dragon	Glaive condenses the air into a blade and unleashes a Sword Wave.	Phoenix Call	Summon Huiyu to unleash an encompassing strike.	Earth Splitter	Qu jumps into the air and slashes downward with a powerful vertical attack.	Soaring Sparrow	Qu charges forward, knocking enemies into the air and striking them with a Follow-Up.	Imperial Offense	When Qu takes a set amount of DMG, she will dodge the attack and follow it with a counter strike.													
30301904	Mb1MelodyMd010001	Qu	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90021								Bladefowl Dance	Qu swings her Glaive at her enemy, unleashing a deluge of attacks.	Bifurcate	Charges briefly before unleashing a powerful horizontal strike over a wide area.	Blazing Dragon	Glaive condenses the air into a blade and unleashes a Sword Wave.	Phoenix Call	Summon Huiyu to unleash an encompassing strike.	Earth Splitter	Qu jumps into the air and slashes downward with a powerful vertical attack.	Soaring Sparrow	Qu charges forward, knocking enemies into the air and striking them with a Follow-Up.	Imperial Offense	When Qu takes a set amount of DMG, she will dodge the attack and follow it with a counter strike.													
30301905	Mb1MelodyMd010001	Qu	336000				120000	180000	36000	5	Hell	HELL	0	1			90021								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Bladefowl Dance	Qu swings her Glaive at her enemy, unleashing a deluge of attacks.	Bifurcate	Charges briefly before unleashing a powerful horizontal strike over a wide area.	Blazing Dragon	Glaive condenses the air into a blade and unleashes a Sword Wave.	Phoenix Call	Summon Huiyu to unleash an encompassing strike.	Earth Splitter	Qu jumps into the air and slashes downward with a powerful vertical attack.	Soaring Sparrow	Qu charges forward, knocking enemies into the air and striking them with a Follow-Up.	Imperial Offense	When Qu takes a set amount of DMG, she will dodge the attack and follow it with a counter strike.											
