Id	ChapterId	Order	Name	SubName	Icon	DescTitle	Desc	Condition	UnLockTime	StoryId[0]	StoryId[1]
201602	2016	2	Clearing the Stage				I think you'll be interested in the show, Roland.	84201602		YC02202BA	YC02202EA
201603	2016	3	The Show Starts				Seeing them notice that he was trying to hide something, the refugee trembles and lowers his head even more.	84201603		YC02203BA	
201604	2016	4	Shadows in the Forest				The forest in front looks like the Garden of Eden, where all the creatures live together in harmony. It is proudly showing off the lives residing within.	84201604		YC02204BA	YC02204EA
201605	2016	5	Central Purification Filter				An unknown dark cage, some trapped beasts, a vague target.	84201605		YC02205BA	
201606	2016	6	Hyperplasia				Before he can finish his sentence, the vine pulls him down into the shaft.	84201606		YC02206BA	YC02206EA
201607	2016	7	Corruption				These exposed red spheres rotate from time to time among the branches, watching from the shadows everything happening inside the tower.	84201607		YC02207BA	
201608	2016	8	Movement				Something has opened its eyes amid the chaos.	84201608		YC02208BA	
201609	2016	9	Center of the Show... Or Not?				The audience usually doesn't get to enter the stage... But accidents happen.	84201609		YC02209BA	
201610	2016	10	The Last Serum				The wanderer walks on the desolate battlefield.	84201610		YC02210BA	
301001	30100	1	Struggle				I promised Mother and Father that I would never let anyone hurt you. So, I'll take the risks...	84301001		1130111	
301002	30100	2	Trespassers				Where did these two little girls come from...?	84301002		1130112	
301003	30100	3	Warm Food				Sister, are we finally safe?	84301003		1130113	
301004	30100	4	Frog Plushie				Blame your own naivety.	84301004		1130114	
301005	30100	5	Price of Naivety				We don't have a choice...	84301005		1130121	JZ10205EB
301006	30100	6	Lingering Warmth				Lucia held Luna in her arms. They fell asleep together for the last time in the cold room...	84301006		1130122	JZ10206EB
301007	30100	7	Star in the Dark				Only at the end of a long darkness you will find happiness. And we are no different.	84301007		1130123	
301011	30101	1	Undying				Her black long hair, along with a few tags in her clenched fist, are the only things swaying in the warm wind...	84301011		JZ10201BC	
301012	30101	2	Separated				That's why I need her... to stay loyal to humanity.	84301012		JZ10202BC	
301013	30101	3	Falling				Alright. Now is the time... to welcome another lady home.	84301013		JZ10203BC	
301014	30101	4	Reunion				It's impossible! The goddamned Corrupted... and Punishing Virus!	84301014		JZ10204BC	
301015	30101	5	Escape				Lucia barely held on to her blade as she stumbled across the city.	84301015		JZ10205BC	
301016	30101	6	Tears				Lucia almost collapsed into Luna's arms. Tears ran down her cheeks.	84301016		JZ10206BC	
301017	30101	7	The First Sight				I want to meet her.	84301017		JZ10207BC	
301021	30102	1	Your Name				This was how I met that person.	84301021		JZ10201BS	
301022	30102	2	Vague Emotions				I learned many things from Commandant...	84301022		JZ10202BS	
301023	30102	3	Gray Raven				Lee, Liv, myself, and Commandant. We are Gray Raven.	84301023		JZ10203BS	
301024	30102	4	Alpha				Sometimes... I had flashback of memories of Lucia. 	84301024		JZ10204BS	JZ10204ES
301025	30102	5	Twin Blades of Will				I felt sorry for everything. That's why I must keep moving on.	84301025		JZ10205BS	JZ10205ES
301026	30102	6	Determination				Be my blade, Plume.	84301026		JZ10206BS	
301027	30102	7	Cherished Memory				It was a conversation with Commandant, hidden deep in my heart.	84301027		JZ10207BS	
302011	30201	1	Uninvited Guest				I'm sure we can get along, right?	84302011		JZ10301BB	
302012	30201	2	Out of Place				Live, can you find that white dress for your sister? I'm sure you can do such an easy task, right?	84302012		JZ10302BB	
302013	30201	3	Honor				...I can stay back and take care of our home.	84302013		JZ10303BB	
302014	30201	4	Collapsed Pride				Let me go to the war zone. Please.	84302014		JZ10304BB	
302015	30201	5	To a New World				Aren't you going to... have a few words with her?	84302015		JZ10305BB	
302016	30201	6	Flower on Battlefield				Please answer my question.	84302016		JZ10306BB	JZ10306EB
302017	30201	7	White Dress				Get changed, Liv... At least, you should leave beautifully. You can do it... I'm sure.	84302017		JZ10307BB	
303011	30301	1	XX Month/XX Day, Sunny				Nanami's got a diary book today!	84303011		JZ10501BB	
303012	30301	2	Day XX, Expectation				Nanami will live happily ever after. Just like daddy and mommy...	84303012		JZ10502BB	
303013	30301	3	Day XX, Fissure				Everybody has stopped going to class. Daddy and mommy also stayed home.	84303013		JZ10503BB	
303014	30301	4	Day XX, Decision				I... must... fight...	84303014		JZ10504BB	
303015	30301	5	Day XX, Anomaly				Why are there... machines... in Nanami's arm?	84303015		JZ10505BB	
303016	30301	6	Day XX, Truth				We have lied to you...	84303016		JZ10506BB	JZ10506EB
303017	30301	7	Day XX, A New Journey				From now on, Nanami's alone...	84303017		JZ10507BB	
303021	30302	1	Pulse Strike				Make sure you wait for Nanami! I'll be back!	84303021		JZ10501BS	
303022	30302	2	Barren Land				Even scavengers cannot survive on this barren land.	84303022		JZ10502BS	
303023	30302	3	Between Friends				We are friends. Always are!	84303023		JZ10503BS	
303024	30302	4	Hunting Ground				A scavenger had witnessed some Construct in the hunting ground.	84303024		JZ10504BS	
303025	30302	5	Born as Human				All this attacking and robbing... Are we really that different from the Corrupted?	84303025		JZ10505BS	
303026	30302	6	Beyond Friendship				Tell her that we are thankful... and sorry.	84303026		JZ10506BS	
303027	30302	7	Secret of the Hunting Ground				I... still don't really understand what it means to live, but well, I'm not human to start with.	84303027		JZ10507BS	
304011	30401	1	Core Parts				You can have this robot on your birthday, Murray.	84304011		JZ10101BA	
304012	30401	2	At What Cost				Thirty seconds is enough for a simple gun modification.	84304012		JZ10102BA	
304013	30401	3	Thug in a Suit				Mini Bot… will accompany you... if Murray is not here...	84304013		JZ10103BA	
304014	30401	4	Little Robot				I'm willing to pay any price... I just want... Murray to live.	84304014		JZ10104BA	
304015	30401	5	Robotic Heart				Leave all the risk to me.	84304015		JZ10105BA	
304016	30401	6	So Close, Yet So Far				You'll be fine. Everything will be fine.	84304016		JZ10106BA	
304017	30401	7	Binary - Assemble				That dancing robot is still incomplete.	84304017		JZ10107BA	
305011	30501	1	Sand Pit				The sand pit is the children's favorite playground. But to some, it could be a place of malice.	84305011		JZ10701BA	
305012	30501	2	Crazy Old Nutter and Little Dummy				They say you are crazy, but you are the only one who has cared for me.	84305012		JZ10702BA	
305013	30501	3	Hidden in Danger				Remorse is just another form of craziness. Truth lies in danger.	84305013		JZ10703BA	
305014	30501	4	Stolen Hope				The kids laughed as they took away her treasure. No one noticed the hatred in her eyes.	84305014		JZ10704BA	
305015	30501	5	Light Lost				A sudden blackout put everybody in panic.	84305015		JZ10705BA	
305016	30501	6	The Punishment				If someone must be punished, I'll be the one and only.	84305016		JZ10706BA	
305017	30501	7	Spiral of Causality				Be it known or unknown, the spiral of causality never stops.	84305017		JZ10707BA	
306011	30601	1	Physical Training				We're used to it, but what's the point in it?	84306011		JZ10801BA	
306012	30601	2	Imagine the Future				Money and survival, that's what humans live for.	84306012		JZ10802BA	
306013	30601	3	Snow Rescue				Oasis, Bruce, Watanabe, prepare to move out. Our mission, search and rescue.	84306013		JZ10803BA	
306014	30601	4	Don't Stop				Don't mourn the dead with sorrow, Watanabe.	84306014		JZ10804BA	JZ10804EA
306015	30601	5	Saving Hope				No matter how hopeless, as long as I can save someone...	84306015		JZ10805BA	
306016	30601	6	Who's the First				I can't always let that brave soldier be ahead of me...	84306016		JZ10806BA	
306017	30601	7	Oasis Squad				Oasis will be under my leadership starting from today! That is Bruce's... last order!	84306017		JZ10807BA	
306021	30602	1	Retreat				Before the shuttle successfully lands on Babylonia, the torch of humanity is in your hands.	84306021		JZ10801BS	
306022	30602	2	Reminisce				Bruce and I are different. If you could spend more time with him, I'm sure you will be proud of him.	84306022		JZ10802BS	
306023	30602	3	Infiltrate the Airport				I'll leave my back to you then, Captain Cyril!	84306023		JZ10803BS	
306024	30602	4	Ambush				Command Center! Why are there missile attacks?!	84306024		JZ10804BS	
306025	30602	5	Standoff				I will continue to fight on Earth, for Bruce!	84306025		JZ10805BS	JZ10805ES
306026	30602	6	Final Choice				Watanabe, I thank you for your service to humanity on behalf of Babylonia.	84306026		JZ10806BS	
306027	30602	7	Finding Oasis				He hobbled across the scorching desert in search of "Oasis".	84306027		JZ10807BS	
307011	30701	1	May We Be Blessed				Someone will soon come here and take us to a safe place.	84307011		JZ10401BA	
307012	30701	2	Forgotten Church				More and more people are coming to Snow Plain Church in this arctic land.	84307012		JZ10402BA	
307013	30701	3	Prayer & Faith				I'm willing to give everything... even my life.	84307013		JZ10403BA	
307014	30701	4	To the Light				Take them to somewhere safe before the blizzard comes again.	84307014		JZ10404BA	
307015	30701	5	Protection & Judgement				Be prepared to atone for your sins, for I shall be your judgement!	84307015		JZ10405BA	JZ10405EA
307016	30701	6	Snowfall				Follow your heart, my child.	84307016		JZ10406BA	JZ10406EA
307017	30701	7	Losing Myself				God, if I ever lose myself, I am willing to accept any judgement and punishment.	84307017		JZ10407BA	
307021	30702	1	Lily				Toby holds out the supply pack to Bianca, and on top of the pack lies a single white lily.	84307021		JZ10401BS	
307022	30702	2	Bold Request				The quiet of the night is shattered by a series of footsteps reverberating through the empty corridor.	84307022		JZ10402BS	JZ10402ES
307023	30702	3	Daedalus				Allow me to introduce myself. I'm Wen, chairman of Daedalus Security Company.	84307023		JZ10403BS	
307024	30702	4	Dreams				Keep it up. I'm sure you'll make your dreams come true before long.	84307024		JZ10404BS	
307025	30702	5	The Truth				When the warehouse was lit up, what came into Bianca's sight, instead of the company's goods, were the Constructs restrained by the restraint devices.	84307025		JZ10405BS	
307026	30702	6	The Ending				It's all over. Time to take a break...	84307026		JZ10406BS	
307027	30702	7	Invite				I took lots of wrong paths when I was your age, but those experiences have made me who I am.	84307027		JZ10407BS	
308011	30801	1	Chit-Chat				Large-scale missions are always exciting.	84308011		JZ10601BA	
308012	30801	2	First Team				The first team of Task Force is the most powerful.	84308012		JZ10602BA	
308013	30801	3	Battle-Type Construct				They always fight relentlessly, as if fighting is the sole reason for them to exist.	84308013		JZ10603BA	
308014	30801	4	Large-scale Extermination Mission				This is a large scale mission to eliminate Corrupted.	84308014			JZ10604EA
308015	30801	5	Dilemma				During the battle, Constructs have received orders... But every single order is different.	84308015		JZ10605BA	
308016	30801	6	Sparks of Farewell				Among liquid and parts, the sparks bid farewell to a friend under the setting sun.	84308016		JZ10606BA	
308017	30801	7	Dark Side				Shh. You don't have to be afraid. No need to know who I am either... For you will eventually become me.	84308017		JZ10607BA	
309011	30901	1	Colors				Meka announced the travel plans to the painting Ayla. Ayla was very excited.	84309011		JZ10901BA	
309012	30901	2	The Beginning				Among the frolicking children, an ancient story is going to be reenacted by inhuman creatures.	84309012		JZ10902BA	JZ10902EA
309013	30901	3	Friends				Ayla made a friend because of "Thunderstorm".	84309013		JZ10903BA	
309014	30901	4	The Letter				Ayla received unexpected news as she was preparing for her exhibition.	84309014		JZ10904BA	JZ10904EA
309015	30901	5	A Gift				Ayla was touched by the "gift" from Selena.	84309015		JZ10905BA	
309016	30901	6	Farewell				Ayla is determined to set off on her journey, leaving behind an unfinished painting.	84309016		JZ10906BA	
309017	30901	7	The Other				What was Selena thinking when she was surrounded by Corrupted?	84309017		JZ10907BA	
310011	31001	1	Hyena				Risking her life to steal food rations, a shelter that could have been broken through at any moment... It was the world in the eyes of a girl named "Hyena".	84310011		JZ11101BA	
310012	31001	2	Wrench				A burst of noise outside the shelter drew Hyena's attention. Maybe today would be a little bit different?	84310012		JZ11102BA	
310013	31001	3	Sophia				"Hyena" was no longer "Hyena". She became soft-hearted and adorable, all because of the... "family".	84310013		JZ11103BA	
310014	31001	4	Catastrophe				Within a mere few hours, everyone's fate would be changed completely. Most of them would not be able to see the sunrise again.	84310014		JZ11104BA	
310015	31001	5	Sworn Enemy				The letter indicated the direction of hatred, but was it really that simple?	84310015		JZ11105BA	
310016	31001	6	The Truth				The truth changed everything.	84310016		JZ11106BA	JZ11106EA
310017	31001	7	When the Day Comes				A letter with Akdilek's wax seal lay on President Hassen's desk...	84310017		JZ11107BA	
311011	31101	1	No.1				Tsk, why is he getting all the benefits?	84311011		JZ11201BA	
311012	31101	2	Dialogue				A smart person knows when to do what. Focus on the moment and plan for the future.	84311012		JZ11202BA	
311013	31101	3	Connection				Please break the memory connection immediately. If you exceed your connection threshold, memory loss may occur!	84311013		JZ11203BA	
311014	31101	4	Proud Work				You have perfect Tantalum-193 heteropolymer adaptability and beautiful biological readings. Looks like we have a high chance of success.	84311014		JZ11204BA	
311015	31101	5	Available Resource				Whether you are the weapon or the user, once you are on the battlefield, you share the same fate.	84311015		JZ11205BA	JZ11205EA
311016	31101	6	Leader				Hurry up, Leader! Let's go together.	84311016		JZ11206BA	JZ11206EA
311017	31101	7	Scar				A warrior fears not wounds nor bleeding.	84311017		JZ11207BA	
312011	31201	1	The Redheaded Death				"Isn't she... the Redheaded Death?"	84312011		JZ11301BA	
312012	31201	2	Construct - Vera				At the medic station, Vera raised her hand with determination to fight at the front lines.	84312012		JZ11302BA	
312013	31201	3	Evacuation				The battlefield was not as good as Vera had thought. Her squad was eliminated as expected.	84312013		JZ11303BA	
312014	31201	4	Shrouded in Darkness				Vera was locked in the detention room for the fighting with the Constructs calling her the death.	84312014		JZ11304BA	
312015	31201	5	Embrace the Pain				Instead of following the orders, Vera decided to do what her heart said—protect the city at all cost.	84312015		JZ11305BA	
312016	31201	6	Among the Agonies				Vera and other soldiers were overwhelmed by the Corrupted. She painfully realized what she should do now.	84312016		JZ11306BA	JZ11306EA
312017	31201	7	File: Iron Maiden				Taking away Tifa's pain was all Vera could do for her.	84312017		JZ11307BA	
313011	31301	1	The Eve				Like his master said, Camu accepted the serum injection and became a Kurono soldier.	84313011		JZ15101BA	
313012	31301	2	Soldier				Camu and his companions were dispatched to the mobile fleet. During their missions, they realized how cruel the world was.	84313012		JZ15102BA	
313013	31301	3	Pact				The serum did not stop a soldier from dying. Camu discovered something when he delivered the goods to Kurono.	84313013		JZ15103BA	
313014	31301	4	Incinerate				What had to be burned down was not only the city occupied by the Corrupted, but also the "Corrupted" themselves.	84313014		JZ15104BA	JZ15104EA
313015	31301	5	Crawling				Grasping their weapons with rage, Camu and his companions marched to Kurono's base.	84313015		JZ15105BA	
313016	31301	6	Avengers				This was a battle between the Constructs and the Corrupted. Surrounded by blazing flames, everything fell into darkness.	84313016		JZ15106BA	JZ15106EA
313017	31301	7	Kamui				"I'd like to see how you live through this world, Kamui."	84313017		JZ15107BA	
314011	31401	1	Forest Girl				Always remember to pray... You were born in the snowy forest, and you must never forget the weight of life.	84314011		JZ11401BA	
314012	31401	2	Being Normal				You are a kind girl who is willing to fight for others. One day, you would grow up.	84314012		JZ11402BA	JZ11402EA
314013	31401	3	The Only Chance				This is the only chance for you to live on as an ordinary girl...	84314013		JZ11403BA	
314014	31401	4	Journey's End				This could be the last time for us to be together. You, me, and him.	84314014		JZ11404BA	
314015	31401	5	Pray for Life				Your prayer created a miracle. Now go for the final hope.	84314015		JZ11405BA	
314016	31401	6	The Last Forest Guard				Even if you have become a Forest Guard, you are always my granddaughter. My most innocent little girl.	84314016		JZ11406BA	JZ11406EA
314017	31401	7	The Salvation of You				Then please, let me watch over you—until the end of my life.	84314017		JZ11407BA	
315011	31501	1	The Nighter				There is no place more prosperous than this.	84315011		JZ11601BA	
315012	31501	2	Mystery				But... how? Have you ever considered that maybe people should just get to live? What if we weren't supposed to sell our souls only for a shot at life?!	84315012		JZ11602BA	
315013	31501	3	Scar				Huainan saw a clear reflection of himself. He paused for a moment, then pulled his collar down to reveal a terrible scar on his neck.	84315013		JZ11603BA	
315014	31501	4	Dream				The cheering noise of the crowd could be heard from far away. Lanterns slowly rose into the sky from the deck. The Nighter looked like an grand, unreal show from the window.	84315014		JZ11604BA	
315015	31501	5	Nightmare				Numerous dark silhouettes with crimson eyes walked out of the fire. What were they? Changyu stared at the burning flame, trying to find out what happened...	84315015		JZ11605BA	
315016	31501	6	The Truth				Huainan stood right in front. His hair was messy, and his dark eyes had no emotion in them. Changyu had never seen that look. He felt like there was ice in Huainan's eyes, and he would be devoured in the next second.	84315016		JZ11606BA	JZ11606EA
315017	31501	7	Past				"I had no evidence... But somehow I just had this feeling that he was still somewhere in the world. People like him would do anything to achieve their goals."	84315017		JZ11607BA	
316011	31601	1	Origin				It rests peacefully under the Kowloong Metropolis, where it should remain undisturbed.	84316011		JZ15201BA	
316012	31601	2	History				This is the archives of the Kowloon Chamber of Commerce. It is a symbol of history and glory. It stands in a corner of the KCC as a witness to the footprints of our ancestors.	84316012		JZ15202BA	
316013	31601	3	Illusion				The monarch will merely be a facade created out of authority before the masses.	84316013		JZ15203BA	JZ15203EA
316014	31601	4	Cloud				Looking toward the sound, they see a young woman in white and the wooden cart behind her seemed to belong in a museum.	84316014		JZ15204BA	
316015	31601	5	Chaos				Yin whispers softly. Qu stands overlooking the entirety of Kowloong.	84316015		JZ15205BA	JZ15205EA
316016	31601	6	Theme				These are the themes of this era that shape the world.	84316016		JZ15206BA	
316017	31601	7	Reign				When people look up to the Sovereign, they see what they want to see.	84316017		JZ15207BA	
317011	31701	1	Shattered Hope				When all hope turns into despair...	84317001		JZ11701BA	
317012	31701	2	Lightless Night				When night never ends, and tomorrow never comes...	84317002		JZ11702BA	
317013	31701	3	Dirty Monsters				When monsters lose their value, they no longer deserve to live.	84317003		JZ11703BA	
317014	31701	4	Unblessed Birth				When an unblessed birth arrives from heaven, is it destruction or salvation?	84317004		JZ11704BA	JZ11704EA
317015	31701	5	Iron Will				When the end is nigh, the body may be corrupted, but the soul will never be tainted.	84317005		JZ11705BA	
317016	31701	6	Farewell for Reunion				When everything is destroyed, the remains must be my eternal paradise with you.	84317006		JZ11706BA	JZ11706EA
317017	31701	7	Dialogue between the Strongs				The recording of a dialogue.	84317007		JZ11707BA	
318011	31801	1	"Turandot"				Because now that she knew her sin, she recognized that it was he who would bestow the final judgment upon her.	84319011		JZ11901BA	
318012	31801	2	Divine Comedy				Eden thanks you for your efforts. You have been brave warriors and humanity will always remember your glory.	84319012		JZ11902BA	JZ11902EA
318013	31801	3	Faust				That's the greatest honor I have ever received.	84319013		JZ11903BA	
318014	31801	4	Tempest				She was now a vessel that contained the legacy of everyone in the Advance Force.	84319014		JZ11904BA	JZ11904EA
318015	31801	5	Epilogue				Now my charms are all o'erthrown, and what strength I have's mine own.	84319015		JZ11905BA	
318016	31801	6	Auguries of Innocence				God does a human form display, to those who dwell in realms of day.	84319016		JZ11906BA	
318017	31801	7	Between the Acts				She suddenly heard someone singing with a low voice nearby.	84319017		JZ11907BA	
319011	31901	1	The Beginning of Lies				The moment you see beyond the lies and find reality, a certain string will begin to tighten... or snap.	84318011		JZ11801BA	
319012	31901	2	Indifference				All of these are familiar, like a scene repeated from the past.	84318012		JZ11802BA	
319013	31901	3	Growing Fear				Wanshi tries to find some words to comfort the Construct, but everything he can think of points to an answer that he has known long ago.	84318013		JZ11803BA	
319014	31901	4	Long Night				Wanshi cupped his hands to catch some water, only to let it slip through his fingers. He shook his head and walked out of the bathroom.	84318014		JZ11804BA	
319015	31901	5	Flag				Because we're a "flag."	84318015		JZ11805BA	JZ11805EA
319016	31901	6	Deep Sleep				It's not too bad.	84318016		JZ11806BA	JZ11806EA
319017	31901	7	The Conversation that Never Existed				Bianca thinks for a while, then removes Jett's speech from the file.	84318017		JZ11807BA	
320001	32001	1	Banquet				All he can see is a charade, its foundation crumbling at any second.	84320011		JZ12001BA	
320002	32001	2	Layout				In that case, we can finally move on to the next stage of the specialized frame project.	84320012		JZ12002BA	
320003	32001	3	Martyrs				Even... if we live to see the day we win... there won't be a future for us, will there?	84320013		JZ12003BA	JZ12003EA
320004	32001	4	Path				I've made my choice.	84320014		JZ12004BA	
320005	32001	5	The Chess Player				I'll use "Smith" to become "Chrome".	84320015		JZ12005BA	JZ12005EA
320006	32001	6	Stratagem				I was ready long before I stepped through the door.	84320016		JZ12006BA	
320007	32001	7	Fledging Eagle				It has never been a kite that needs an anchor in his hands, but an eagle with its wings spread, ready to fly.	84320017		JZ12007BA	
321001	32101	1	Cage				Angel? You've got to be joking. I'm the devil... here to take you back to hell.	84321001		JZ12101BA	
321002	32101	2	Wild Beast				Calming down, No .21 stops and looks at the others with only vigilance and curiosity in her eyes, just like a newborn beast.	84321002		JZ12102BA	JZ12102EA
321003	32101	3	Choice				It may be the best—or worst decision to let you follow me. But here, things can only get worse.	84321003		JZ12103BA	
321004	32101	4	Journey to Light				For some reason, No. 21 cannot help but believe what the Construct before her is saying. Is it because of her threatening color? Or the light in her eyes?	84321004		JZ12104BA	
321005	32101	5	Return				My name? My name is a designation. No. 21 is my designation.	84321005		JZ12105BA	
321006	32101	6	Homeward				Collapsed bricks and Corrupted remains pile up before No. 21. Vital fluid drips into the pits of the cement floor. Yet she is white as snow, seemingly fading into the light.	84321006		JZ12106BA	JZ12106EA
321007	32101	7	Cerberus				"Hmph. Are you my new crew?" The red-haired man smiles, showing his fangs like a vicious dog.	84321007		JZ12107BA	
322001	32201	1	Hero And Death				A hero must be a hero, whatever it takes	84322001		JZ12201BA	
322002	32201	2	Redemption in Falsehood				A lie is always a lie... If you aren't a hero, you will never be one.	84322002		JZ12202BA	JZ12202EA
322003	32201	3	Cruel Truth				Who will understand the truth in the cruel words?	84322003		JZ12203BA	
322004	32201	4	Idealistic Edge				The only thing you can hold on to... is this moment, and who you are right now.	84322004		JZ12204BA	
322005	32201	5	Ovation in Flowers and Rain				The unknown hero fights to the last moment in flowers and rain.	84322005		JZ12205BA	
322006	32201	6	Follow the Banner				Ahead is death and our only hope. As long as the flag stands, you have nothing to fear.	84322006		JZ12206BA	JZ12206EA
322007	32201	7	Praise for the Future				I'm leaving everything to you... The "Lloyd" of the future.	84322007		JZ12207BA	
323001	32301	1	Ad Time				Welcome to the show!			JZ12301BA	
323002	32301	2	Sidelights				All I can do is keep telling myself to follow my dream. Only then can I feel alive... That dream is to be back with you all.			JZ12302BA	
323003	32301	3	Popcorn Scene				Audience clapping, audience enjoying. Audience chewing popcorn, audience cheering.			JZ12303BA	
323004	32301	4	Action Scene				Run, Roland.			JZ12304BA	
323005	32301	5	Prologue				His life has finally started moving.			JZ12305BA	
323006	32301	6	Cleanup after Performance				The show is over, the stage is closed. The crowd has left, no one sees the actor's true emotion.			JZ12306BA	
323007	32301	7	Stinger that Nobody Is Watching				I guess I'll make her wish come true.			JZ12307BA	
324001	32401	1	"Ascent"				A traveler's confessions.	84324001		JZ12401BA	
324002	32401	2	"Descent"				A medical officer's memory.	84324002		JZ12402BA	
324003	32401	3	"Epiphany"				An unpublished interview report.	84324003		JZ12403BA	JZ12403EA
324004	32401	4	"Christmas"				She is walking among the stars.	84324004		JZ12404BA	
324005	32401	5	"Annunciation"				The girl opens her eyes wide, in which there is light like the shimmers on the surface of an ocean, full of confusion.	84324005		JZ12405BA	
324006	32401	6	"Resurrection"				A thousand memories flood in with a painful sorrow.	84324006			JZ12406EA
324007	32401	7	The Prophecy of Simeon				The more she understands, the more painful it is. The more she knows, the more torn she feels. But she has the innocence to fight against the pain and the perseverance to fight against the despair.	84324007		JZ12407BA	
325001	32501	1	The Shepherd				For she hears the audience's innocent call, and she hears the performers' tender reply.	84325001		JZ12501BA	
325002	32501	2	The Little Girl Lost				The lovely girl told. She had wandered long, hearing that performer's song.	84325002		JZ12502BA	
325003	32501	3	Festival of Innocence				The girl and her friends raising their innocent hands. Now like a mighty wind they raise to heaven the voice of song.	84325003		JZ12503BA	
325004	32501	4	Festival of Vicissitudes				Is that mourning cry a song? Can it be a song of joy?	84325004		JZ12504BA	JZ12504EA
325005	32501	5	The Fly				The feeling of empathy is life, strength, and breath.	84325005		JZ12505BA	JZ12505EA
325006	32501	6	Songs of the New Bard				Youth of delight! Come here and see the opening morn, image of truth new-born.	84325006		JZ12506BA	
325007	32501	7	Echoes of the Ancient Bard				She stumbles all night in the hollow universe.	84325007		JZ12507BA	
326001	32601	1	Night Boat				Hundreds of years passed in the flutter of a butterfly's wings, and I sigh when I look back at the past. Spring has just arrived today, yet the flowers will wither tomorrow. Drink before the night ends and the lights go out.	84326001		JZ12601BA	JZ12601EA
326002	32601	2	Ancient Pouring Glass				I used to drink wine and enjoy music for days and squander my money just for fun. It is after I bid farewell that I realize how much time I have wasted away.	84326002		JZ12602BA	
326003	32601	3	Return of a Distant Dawn				The plum tree branches cross the moon, creating a special atmosphere. The plum blossoms shade the moonlight, leaving dot shadows in the glass. No matter how I lament the past, those days have long gone. It's hard to see my old friends again.	84326003		JZ12603BA	
326004	32601	4	Dream Song				It was drizzling and windy last night. I slept in but still felt drunk. I ask the maid who is rolling up the shades, yet she tells me that the flowers are still in blossom. Don't you know that there should be more leaves than flowers?	84326004		JZ12604BA	
326005	32601	5	Sadness of Farewell				I wish to bid farewell, but my words fail me. He departs from me into the flowers and grass. There I stand, waving goodbye to him. The cherry blossoms are still in bloom and the willow leaves are still abundant, yet the wind of spring is blowing in the cold rain.	84326005		JZ12605BA	
326006	32601	6	Song of Fragrance				The silk handkerchief is soaked by the sudden burst of tears. It's hard to resist the sadness of not being able to see him. My sleep is shallow, yet the screen stands tall in this silent long night.	84326006		JZ12606BA	JZ12606EA
326007	32601	7	New Farewell Song				We are separated by the Yangtze River. One stands on the north bank, and the other stands on the south bank. With whom should we drink wine and admire the moon tonight?	84326007		JZ12607BA	
400101	4001	1	Cottie				The leader of the mysterious organization only briefly existed in history. What's the true identity of this Memory?	84400101		YS01101BA	YS01101EA
400102	4001	2	Einsteina				As the renowned "brain" of the mysterious organization, Dr. Einsteina, the legendary Memory, has a secret side.	84400102		YS01102BA	YS01102EA
400103	4001	3	Becky				She's the No.3 database of the mysterious organization. Will anyone ever witness her power?	84400103			YS01301EA
400104	4001	4	Condelina				According to the record, this Memory is able to utilize sounds to manipulate people's minds. Will Gray Raven be able to resist the temptation?	84400104		YS01401BA	YS01401EA
400105	4001	5	Athmail				She's the greatest weapon of the Syndicute. What will her power be...?	84400105			YS01501EA
400106	4001	6	Guinevere				A girl once lost her life in the pursuit of love. What Memory did she leave behind?	84400106		YS01601BA	YS01601EA
400107	4001	7	Heisen				As the No.1 mad scientist of the Syndicute, she had stepped into the realm of death beyond any sanity. Yet, she faced a cruel future.	84400107			YS01701EA
400108	4001	8	Shakespeare				Gray Raven was looking forward to someone normal... This time, it's the hymn of emotions.	84400108		YS01801BA	YS01801EA
400109	4001	9	Catherine				This is dedicated to you, my beloved rose garden.	84400109			YS01901EA
400110	4001	10	Aife				Aife was the last sniper and the greatest treasure left behind by the Syndicute. She must be rescued for the sake of the humanity's future.	84400110		YS02101BA	YS02101EA
600101	6001	1	Different Plans				Liv seemed to be troubled by something lately. After some discussion, Lucia explained everything...			SD00101BA	
600102	6001	2	Mysterious Helper				To prepare a secret Christmas celebration for Liv, other Gray Raven members and the commandant started to take action. They also met a great helper.			SD00102BA	
600103	6001	3	Operation Begins				Information saved			SD00103BA	SD00103EA
600104	6001	4	Lumberjack				Information saved			SD00104BA	SD00104EA
600105	6001	5	Super Christmas Tree				Nanami brought back a Christmas tree, but Lucia and Lee were puzzled by the choice of decorations.			SD00105BA	
600106	6001	6	Operation Christmas				Liv also ended up joining the preparation. Everyone was working full on for the final stage before the Christmas celebration.			SD00106BA	
600107	6001	7	Lone Wolf				Information saved			SD00107BA	
600108	6001	8	Fireworks and Presents				Thanks to Karenina, the fireworks were lit up. When the folks gathered outside to watch the fireworks show, snowflakes started to fall.			SD00108BA	
600109	6001	9	Merry Christmas!				In the end, everyone decided to take a group photo to celebrate Gray Raven and other Constructs' first ever Christmas.				SD00109EA
600201	6002	1	Narwhal				Information saved				HD00401EA
600202	6002	2	Returning to Surface				An ambush caught Gray Raven members as they were riding an airdrop shuttle to the ground surface...			HD00402BA	
600203	6002	3	Forest Guard				After crash landing in the snowy rains, Gray Raven met the local armed forces.			HD00403BA	
600204	6002	4	Aurora				Information saved			HD00404BA	HD00404EA
600205	6002	5	Gazing from Afar				Information saved			HD00405BA	
600206	6002	6	Crossed Blades				Information saved			HD00406BA	HD00406EA
