Id	Name	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds[1]	FixAttrLevels[1]	AttrFixGroupIds[1]	FixAttrIds[2]	FixAttrLevels[2]	AttrFixGroupIds[2]	Load	DecomposeValue	Icon	Quality	Desc	DescTips	DescInitValue	DescFixAttrId	DescCoefficient	Type	IsDisplay
373	Plume: Overclock 1 I	3	290	1021004	2230315	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	1	Pinging orbs in Arctic Form will recover 5% Arctic Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	229	0
374	Plume: Overclock 1 II	4	593	1021004	2230316	2	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	2	Pinging orbs in Arctic Form will recover 10% Arctic Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	229	0
375	Plume: Overclock 1 III	5	916	1021004	2230317	3	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	3	Pinging orbs in Arctic Form will recover 15% Arctic Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	229	0
376	Plume: Overclock 1 IV	6	1450	1021004	2230318	4	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	4	Pinging orbs in Arctic Form will recover 30% Arctic Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	229	0
377	Plume: Overclock 2 I	3	290	1021004	2230319	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	1	After casting Signature Move, there is a 25% chance to automatically enter Arctic Form, restore full Arctic Energy and shuffle all orbs without gaining Signature Points.	(Only one Add-on of the same type can be equipped)	40000	4	5000	230	0
378	Plume: Overclock 2 II	4	593	1021004	2230320	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	2	After casting Signature Move, there is a 50% chance to automatically enter Arctic Form, restore full Arctic Energy and shuffle all orbs without gaining Signature Points.	(Only one Add-on of the same type can be equipped)	40000	4	5000	230	0
379	Plume: Overclock 2 III	5	916	1021004	2230321	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	3	After casting Signature Move, there is a 75% chance to automatically enter Arctic Form, restore full Arctic Energy and shuffle all orbs without gaining Signature Points.	(Only one Add-on of the same type can be equipped)	40000	4	5000	230	0
380	Plume: Overclock 2 IV	6	1450	1021004	2230322	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	4	After casting Signature Move, there is a 100% chance to automatically enter Arctic Form, restore full Arctic Energy and shuffle all orbs without gaining Signature Points.	(Only one Add-on of the same type can be equipped)	40000	4	5000	230	0
381	Rozen: Core I	3	290	1131002	2230287	1	4	2	702	2	1	601	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	1	Casting healing also restores 5% Overclock Points. The Extra DMG Bonus of Core Attacks that consume Overclock Points increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	210000	4	2000	231	0
382	Rozen: Core II	4	593	1131002	2230288	2	4	2	702	2	2	602	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	2	Casting healing also restores 10% Overclock Points. The Extra DMG Bonus of Core Attacks that consume Overclock Points increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	420000	4	2000	231	0
383	Rozen: Core III	5	916	1131002	2230289	3	4	3	703	2	2	602	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	3	Casting healing also restores 15% Overclock Points. The Extra DMG Bonus of Core Attacks that consume Overclock Points increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	660000	4	2000	231	0
384	Rozen: Core IV	6	1450	1131002	2230290	4	4	3	703	2	3	603	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	4	Casting healing also restores 20% Overclock Points. The Extra DMG Bonus of Core Attacks that consume Overclock Points increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	1060000	4	2000	231	0
385	Rozen: Overclock 1 I	3	290	1131002	2230291	1	4	2	702	2	1	401	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	1	After casting Signature Move, heal the entire team for 3% of Rozen's max HP per second over 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	232	0
386	Rozen: Overclock 1 II	4	593	1131002	2230292	2	4	2	702	2	2	402	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	2	After casting Signature Move, heal the entire team for 5% of Rozen's max HP per second over 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	232	0
387	Rozen: Overclock 1 III	5	916	1131002	2230293	3	4	3	703	2	2	402	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	3	After casting Signature Move, heal the entire team for 6% of Rozen's max HP per second over 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	232	0
388	Rozen: Overclock 1 IV	6	1450	1131002	2230294	4	4	3	703	2	3	403	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	4	After casting Signature Move, heal the entire team for 8% of Rozen's max HP per second over 10s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	232	0
389	Rozen: Overclock 2 I	3	290	1131002	224309	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	1	Core Attacks that consume Overclock Points also generate an extra 8 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	233	0
390	Rozen: Overclock 2 II	4	593	1131002	224310	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	2	Core Attacks that consume Overclock Points also generate an extra 12 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	233	0
391	Rozen: Overclock 2 III	5	916	1131002	224311	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	3	Core Attacks that consume Overclock Points also generate an extra 16 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	233	0
392	Rozen: Overclock 2 IV	6	1450	1131002	224312	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	4	Core Attacks that consume Overclock Points also generate an extra 20 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	233	0
393	Crocotta: Core I	3	290	1511003	2230225	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	1	Discard all Signal Orbs when casting Signature Move. Each orb discarded gives <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) DMG Bonus.	(Only one Add-on of the same type can be equipped)	22300	4	300	234	0
394	Crocotta: Core II	4	593	1511003	2230225	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	2	Discard all Signal Orbs when casting Signature Move. Each orb discarded gives <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) DMG Bonus.	(Only one Add-on of the same type can be equipped)	44600	4	300	234	0
395	Crocotta: Core III	5	916	1511003	2230225	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	3	Discard all Signal Orbs when casting Signature Move. Each orb discarded gives <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) DMG Bonus.	(Only one Add-on of the same type can be equipped)	69600	4	300	234	0
396	Crocotta: Core IV	6	1450	1511003	2230225	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	Discard all Signal Orbs when casting Signature Move. Each orb discarded gives <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) DMG Bonus.	(Only one Add-on of the same type can be equipped)	111400	4	300	234	0
397	Crocotta: Overclock 1 I	3	290	1511003	224405	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	1	When not in Berserk Mode, gain 1 stack of Madness and 1 set of 3-Ping Orbs every 9s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	235	0
398	Crocotta: Overclock 1 II	4	593	1511003	224406	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	2	When not in Berserk Mode, gain 1 stack of Madness and 1 set of 3-Ping Orbs every 7s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	235	0
399	Crocotta: Overclock 1 III	5	916	1511003	224407	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	3	When not in Berserk Mode, gain 1 stack of Madness and 1 set of 3-Ping Orbs every 5s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	235	0
400	Crocotta: Overclock 1 IV	6	1450	1511003	224408	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	When not in Berserk Mode, gain 1 stack of Madness and 1 set of 3-Ping Orbs every 3s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	235	0
401	Crocotta: Overclock 2 I	3	290	1511003	224409	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	1	When not in Berserk Mode, gain 25 Signature Energy and 1 set of 3-Ping Orbs every 9s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	236	0
402	Crocotta: Overclock 2 II	4	593	1511003	224410	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	2	When not in Berserk Mode, gain 25 Signature Energy and 1 set of 3-Ping Orbs every 7s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	236	0
403	Crocotta: Overclock 2 III	5	916	1511003	224411	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	3	When not in Berserk Mode, gain 25 Signature Energy and 1 set of 3-Ping Orbs every 5s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	236	0
404	Crocotta: Overclock 2 IV	6	1450	1511003	224412	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	When not in Berserk Mode, gain 25 Signature Energy and 1 set of 3-Ping Orbs every 3s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	236	0
405	Rigor: Core I	3	290	1141003	2230327	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	1	3-Ping and Signature consume 1 extra Energy Sphere. Consuming Energy Spheres will increase DMG by a further <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) for 15s. Triggering this effect again will renew its duration.	(Only one Add-on of the same type can be equipped)	120000	1	2000	237	0
406	Rigor: Core II	4	593	1141003	2230328	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	2	3-Ping and Signature consume 1 extra Energy Sphere. Consuming Energy Spheres will increase DMG by a further <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) for 15s. Triggering this effect again will renew its duration.	(Only one Add-on of the same type can be equipped)	250000	1	2000	237	0
407	Rigor: Core III	5	916	1141003	2230329	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	3	3-Ping and Signature consume 1 extra Energy Sphere. Consuming Energy Spheres will increase DMG by a further <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) for 15s. Triggering this effect again will renew its duration.	(Only one Add-on of the same type can be equipped)	400000	1	2000	237	0
408	Rigor: Core IV	6	1450	1141003	2230330	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	3-Ping and Signature consume 1 extra Energy Sphere. Consuming Energy Spheres will increase DMG by a further <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) for 15s. Triggering this effect again will renew its duration.	(Only one Add-on of the same type can be equipped)	640000	1	2000	237	0
409	Rigor: Overclock 1 I	3	290	1141003	224505	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	1	Casting Wide-Area Electromagnetic Cannon generates 40 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	238	0
410	Rigor: Overclock 1 II	4	593	1141003	224506	1	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	2	Casting Wide-Area Electromagnetic Cannon generates 50 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	238	0
411	Rigor: Overclock 1 III	5	916	1141003	224507	1	1	3	103	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	3	Casting Wide-Area Electromagnetic Cannon generates 60 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	238	0
412	Rigor: Overclock 1 IV	6	1450	1141003	224508	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	Casting Wide-Area Electromagnetic Cannon generates 80 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	238	0
413	Rigor: Overclock 2 I	3	290	1141003	224509	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	1	Gain 1 random set of 3-Ping Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	239	0
414	Rigor: Overclock 2 II	4	593	1141003	224510	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	2	Gain 2 random sets of 3-Ping Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	239	0
415	Rigor: Overclock 2 III	5	916	1141003	224511	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	3	Gain 3 random sets of 3-Ping Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	239	0
416	Rigor: Overclock 2 IV	6	1450	1141003	224512	1	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	Gain 4 random sets of 3-Ping Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	239	0
417	Pavo: Core I	3	290	1521003	2230295	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	1	The enhanced attack from Enhanced Signal Orbs will mark the enemy with Concentration. When marked enemies are hit by Basic Attacks, they will take bonus damage equal to Qu's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) and no longer be marked.	(Only one Add-on of the same type can be equipped)	120000	1	2000	240	0
418	Pavo: Core II	4	593	1521003	2230296	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	2	The enhanced attack from Enhanced Signal Orbs will mark the enemy with Concentration. When marked enemies are hit by Basic Attacks, they will take bonus damage equal to Qu's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) and no longer be marked.	(Only one Add-on of the same type can be equipped)	250000	1	2000	240	0
419	Pavo: Core III	5	916	1521003	2230297	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	3	The enhanced attack from Enhanced Signal Orbs will mark the enemy with Concentration. When marked enemies are hit by Basic Attacks, they will take bonus damage equal to Qu's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) and no longer be marked.	(Only one Add-on of the same type can be equipped)	400000	1	2000	240	0
420	Pavo: Core IV	6	1450	1521003	2230298	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	The enhanced attack from Enhanced Signal Orbs will mark the enemy with Concentration. When marked enemies are hit by Basic Attacks, they will take bonus damage equal to Qu's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) and no longer be marked.	(Only one Add-on of the same type can be equipped)	640000	1	2000	240	0
421	Pavo: Overclock 1 I	3	290	1521003	224605	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	1	Gain 5 Signature Energy when Enhanced Signal Orb hits.	(Only one Add-on of the same type can be equipped)	40000	1	5000	241	0
422	Pavo: Overclock 1 II	4	593	1521003	224606	1	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	2	Hitting an enemy with Enhanced Signal Orb generates 10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	241	0
423	Pavo: Overclock 1 III	5	916	1521003	224607	1	1	3	103	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	3	Hitting an enemy with Enhanced Signal Orb generates 15 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	241	0
424	Pavo: Overclock 1 IV	6	1450	1521003	224608	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	Hitting an enemy with Enhanced Signal Orb generates 20 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	241	0
425	Pavo: Overclock 2 I	3	290	1521003	224609	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	1	The Sync Rate cost for pinging an Enhanced Signal Orb is reduced to 15.	(Only one Add-on of the same type can be equipped)	40000	1	5000	242	0
426	Pavo: Overclock 2 II	4	593	1521003	224610	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	2	The Sync Rate cost for pinging an Enhanced Signal Orb is reduced to 10.	(Only one Add-on of the same type can be equipped)	40000	1	5000	242	0
427	Pavo: Overclock 2 III	5	916	1521003	224611	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	3	The Sync Rate cost for pinging an Enhanced Signal Orb is reduced to 5.	(Only one Add-on of the same type can be equipped)	40000	1	5000	242	0
428	Pavo: Overclock 2 IV	6	1450	1521003	224612	1	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	Pinging an Enhanced Signal Orb no longer consumes Sync Rate.	(Only one Add-on of the same type can be equipped)	40000	1	5000	242	0
429	Qilin: Core I	3	290	1161002	2230228	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	1	After activating Signature Move, Follow-Up Orbs can be triggered with only one attack. Follow-Up Orb's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	160000	4	2000	243	0
430	Qilin: Core II	4	593	1161002	2230228	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	2	After activating Signature Move, Follow-Up Orbs can be triggered with only one attack. Follow-Up Orb's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	320000	4	2000	243	0
431	Qilin: Core III	5	916	1161002	2230228	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	3	After activating Signature Move, Follow-Up Orbs can be triggered with only one attack. Follow-Up Orb's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	500000	4	2000	243	0
432	Qilin: Core IV	6	1450	1161002	2230228	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	After activating Signature Move, Follow-Up Orbs can be triggered with only one attack. Follow-Up Orb's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	800000	4	2000	243	0
433	Qilin: Overclock 1 I	3	290	1161002	224705	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	1	Gain 4 Signature Energy per second while Signature is not activated.	(Only one Add-on of the same type can be equipped)	160000	4	2000	244	0
434	Qilin: Overclock 1 II	4	593	1161002	224706	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	2	Gain 6 Signature Energy per second while Signature is not activated.	(Only one Add-on of the same type can be equipped)	320000	4	2000	244	0
435	Qilin: Overclock 1 III	5	916	1161002	224707	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	3	Gain 8 Signature Energy per second while Signature is not activated.	(Only one Add-on of the same type can be equipped)	500000	4	2000	244	0
436	Qilin: Overclock 1 IV	6	1450	1161002	224708	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	Gain 10 Signature Energy per second while Signature is not activated.	(Only one Add-on of the same type can be equipped)	800000	4	2000	244	0
437	Qilin: Overclock 2 I	3	290	1161002	224709	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	1	Pinging Follow-Up Orbs during the Signature generates an extra 1 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	245	0
438	Qilin: Overclock 2 II	4	593	1161002	224710	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	2	Pinging Follow-Up Orbs during the Signature generates an extra 2 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	245	0
439	Qilin: Overclock 2 III	5	916	1161002	224711	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	3	Pinging Follow-Up Orbs during the Signature generates an extra 3 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	245	0
440	Qilin: Overclock 2 IV	6	1450	1161002	224712	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	Pinging Follow-Up Orbs during the Signature generates an extra 5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	245	0
441	Laurel: Core I	3	290	1171003	2230303	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	1	After casting Signature Move, Laurel has a <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) chance to instantly enter Annihilation State with full Annihilation Points and gain 50 Signature Energy.	(Only one Add-on of the same type can be equipped)	200000	4	2000	246	0
442	Laurel: Core II	4	593	1171003	2230304	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	2	After casting Signature Move, Laurel has a <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) chance to instantly enter Annihilation State with full Annihilation Points and gain 50 Signature Energy.	(Only one Add-on of the same type can be equipped)	360000	4	2000	246	0
443	Laurel: Core III	5	916	1171003	2230305	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	3	After casting Signature Move, Laurel has a <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) chance to instantly enter Annihilation State with full Annihilation Points and gain 50 Signature Energy.	(Only one Add-on of the same type can be equipped)	560000	4	2000	246	0
444	Laurel: Core IV	6	1450	1171003	2230306	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	After casting Signature Move, Laurel has a <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) chance to instantly enter Annihilation State with full Annihilation Points and gain 50 Signature Energy.	(Only one Add-on of the same type can be equipped)	800000	4	2000	246	0
445	Laurel: Overclock 1 I	3	290	1171003	224805	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	1	During the first 2s after entering Annihilation State, pinging an Annihilation Orb has a 20% chance to restore 1 Annihilation Orb.	(Only one Add-on of the same type can be equipped)	40000	4	5000	247	0
446	Laurel: Overclock 1 II	4	593	1171003	224806	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	2	During the first 3s after entering Annihilation State, pinging an Annihilation Orb has a 40% chance to restore 1 Annihilation Orb.	(Only one Add-on of the same type can be equipped)	40000	4	5000	247	0
447	Laurel: Overclock 1 III	5	916	1171003	224807	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	3	During the first 4s after entering Annihilation State, pinging an Annihilation Orb has a 60% chance to restore 1 Annihilation Orb.	(Only one Add-on of the same type can be equipped)	40000	4	5000	247	0
448	Laurel: Overclock 1 IV	6	1450	1171003	224808	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	During the first 5s after entering Annihilation State, pinging an Annihilation Orb has an 80% chance to restore 1 Annihilation Orb.	(Only one Add-on of the same type can be equipped)	40000	4	5000	247	0
449	Laurel: Overclock 2 I	3	290	1171003	224809	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	1	Gain 1 random Signal Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	248	0
450	Laurel: Overclock 2 II	4	593	1171003	224810	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	2	Gain 2 random Signal Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	248	0
451	Laurel: Overclock 2 III	5	916	1171003	224811	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	3	Gain 3 random Signal Orbs of the same color after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	248	0
452	Laurel: Overclock 2 IV	6	1450	1171003	224812	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	Enter Matrix and gain 3 random Signal Orbs of the same color after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	248	0
453	2B: Core I	3	290	1181003	224901	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	1	In Battle Stance, the DMG of Swordwaves increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	400000	1	4000	249	0
454	2B: Core II	4	593	1181003	224902	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	2	In Battle Stance, the DMG of Swordwaves increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	800000	1	4000	249	0
455	2B: Core III	5	916	1181003	224903	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	3	In Battle Stance, the DMG of Swordwaves increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	1200000	1	4000	249	0
