Id	EventId	StepId	NextStepId	Type	FightNodeId	EffectGroupId	StepRewardItemType	StepRewardItemId[1]	StepRewardItemCount[1]	StepRewardItemId[2]	StepRewardItemCount[2]	StepRewardItemId[3]	StepRewardItemCount[3]	StoryId	OptionDesc[1]	OptionDownDesc[1]	OptionIcon[1]	OptionType[1]	OptionItemType[1]	OptionItemId[1]	OptionItemCount[1]	OptionNextStepGroupId[1]	OptionCondition[1]	OptionDesc[2]	OptionDownDesc[2]	OptionIcon[2]	OptionType[2]	OptionItemType[2]	OptionItemId[2]	OptionItemCount[2]	OptionNextStepGroupId[2]	OptionCondition[2]	OptionDesc[3]	OptionDownDesc[3]	OptionIcon[3]	OptionType[3]	OptionItemType[3]	OptionItemId[3]	OptionItemCount[3]	OptionNextStepGroupId[3]	OptionCondition[3]	OptionDesc[4]	OptionDownDesc[4]	OptionIcon[4]	OptionType[4]	OptionItemType[4]	OptionItemId[4]	OptionItemCount[4]	OptionNextStepGroupId[4]	OptionCondition[4]	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
142	140	1405		5	30081																																														Ocean Guardian	The Ocean Guardian prepares for battle.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal03.png	Cradle	Guide	The only way through is to defeat her.	Get ready for engagement!	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
143	141	1411	1412	1																																															After Clash	The Tree Guardian has been defeated.		Entrance to the Sea	Opening slowly	The last trace of the Guardian fades as the entrance to the ocean depths opens.	Continue	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
144	141	1412		2											Enter the tunnel (Continue with journey)	Continue Journey		3	0	0	0	14121		Look around (Future choice)	Look around		3	0	0	0	14122																				After Clash	The entrance to the sea is opening up slowly.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal04.png	Cradle	Guide	Let's go. We're now one step closer to our goal.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
145	141	1413		2											Pick up the dagger (Future choice)	Pick up the dagger		3	0	0	0	14131		Leave the dagger as is (Continue with journey)	Leave the dagger as is		3	0	0	0	14132																				After Clash	Something is flickering		Entrance to the Sea	Nor too far away on the ground	You carefully scan your surroundings and notice that an exquisite dagger sits where the Guardian last took her breath.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
146	141	1414		1																																															After Clash	Tunnel Entrance		Entrance to the Sea	The entrance to the sea is now completely open.	You shake off any second thoughts and enter the underwater tunnel with Cradle.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
147	141	1415		3			2	93	1																																										After Clash	You pick it up.		Entrance to the Sea	You walk over.	You recall the words of the Guardian. She seems to hold an intense animosity toward Cradle. You pick up the dagger and head down the underwater tunnel as you contemplate these thoughts.	Pick up the dagger	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
148	141	1416		1																																															After Clash	You ignore it.		Entrance to the Sea	The entrance to the sea is now completely open.	You pick up the dagger without a second thought and enter the tunnel with Cradle.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
149	142	1421	1422	1																																															Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal02.png	Cradle	A girl who guides Curse Quellers	You have arrived at the bottom of the deep ocean, the origin of the world. A spot of eerie light shines bright. You know all too well that it is the source of all evils of the world, the instigator of the sound of the tide.	Continue	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
150	142	1422		2											Follow Cradle's instructions	Obey		3	0	0	0	14221		Reject Cradle	Decline		2	2	93	1	14222		But I have not learned the truth of this world.	Inquire the truth		2	2	94	1	14223		I want to keep exploring (requires activation of Insight)	Explore		2	2	139	1	14224	1005046	Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	A girl who guides Curse Quellers	Shattered lights and shadows gather into a bouquet—the cycle of doom is at its end... Touch it, for our duty ends here.	Continue	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
151	142	1423		5	50071																																														Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	A girl who guides Curse Quellers	You do as Cradle says and touch the ball of light with your hand. It is clear that this will be the last battle.	Get ready for engagement!	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
152	142	1424	1425	1																																															Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	A girl who guides Curse Quellers	Why was she entrusted with this duty? What is the truth of the sound of the tide? After a long and arduous journey, you have received no answer. Suspicion bubbles in your heart. It is time to take your destiny back into your hands.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
153	142	1425		5	50072																																														Cursed Waves	Let's begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal02.png	Cradle	You... Why...?	You thrust your dagger into Cradle. Her blood drips from the sheath... and flows a distance before changing, evolving, and turning into another shape.	Get ready for engagement!	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
154	142	1426		2											I don't think so.	Continue		2	2	95	1	14261		Think again.	Reselect		3	0	0	0	14262																				Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal06.png	Cradle	A girl who guides Curse Quellers	The truth of the world...? There is no truth, only meaningless struggles.	Continue	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
155	142	1427		2											Keep moving.	Continue		3	0	0	0	14271																													Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal05.png	Cradle	Your arms... why are they flickering.	The burning sensation on your arms is telling a different story. You now know very well that Cradle did not tell the truth and you have acquired the qualifications to go further and deeper.	Keep moving.	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
156	142	1428		1																																															Cursed Waves	Enter "Reality"	Assets/Product/Texture/Image/RoleStory/V130mlnNormal05.png	Cradle	Curse Queller... you...?	You pass by Cradle and thrust your hands deeper into the dark. The two brands shine with light so bright it seems to light up the entire world. When you open your eyes, a whole new world lies in front of you.	Enter reality	Assets/Product/Texture/Image/BgStory/BgStory00.png
157	142	1429		2											I've decided	Continue		3	0	0	0	14291																													Cursed Waves	Feel the "Insight"	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	A girl who guides Curse Quellers	So... you've finally decided to take this step?	Keep moving.	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
158	142	14210		1																																															Cursed Waves	Feel the "Insight"	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	A girl who guides Curse Quellers	You take Cradle's hand, letting her guide you to the very heart of this world.	Keep moving.	Assets/Product/Texture/Image/BgStory/BgStory00.png
159	143	1431	1432	1																																															What's Called "Reality"	Face "Reality"	Assets/Product/Texture/Image/RoleStory/KaliebossNomal02.png	Dawn Swallower	...	The barren world away from land. Look up slightly to see the sapphire planet.	Continue	Assets/Product/Texture/Image/BgStory/BgStory594.jpg
160	143	1432	1433	1																																															What's Called "Reality"	Face "Reality"	Assets/Product/Texture/Image/RoleStory/KaliebossNomal02.png	Dawn Swallower	...?	You know that this is not "real." It's nothing but a passing nightmare.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory594.jpg
161	143	1433		5	60031																																														What's Called "Reality"	Face "Reality"	Assets/Product/Texture/Image/RoleStory/KaliebossNomal02.png	Dawn Swallower	...	The final trial is not far ahead. To reach "Reality", this is the last step. Defeat it to reach the real destination!	Get ready for engagement!	Assets/Product/Texture/Image/BgStory/BgStory594.jpg
162	144	1441		2											Explore after drinking 2 bottles of Biomimetic Blood	Use Biomimetic Blood		1	1	96120	2	14411		Stay put without doing anything	Try to wake up		3	0	0	0	14412																				Dream of Mist	Should you continue forward?		You are surrounded by mist.	...	Hit by unusual fatigue, you end your travels early. You find somewhere to rest up for the day and fall deeply asleep. When you next open your eyes, you are deep in a mist and feel nauseous. If nothing is done you will be unable to move.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory439.jpg
163	144	1442	1448	3			1	96120	3																																										Dream of Mist	Should you continue forward?		Withered Tree	...	You find a large withered tree—from whose rotten core is oozing silver-white liquid.	Collect Biomimetic Blood	Assets/Product/Texture/Image/BgStory/Bgstory446.jpg
164	144	1443	1448	3			1	96119	10																																										Dream of Mist	Should you continue forward?		Tattered Shed	...	You walk into a tattered shed. It is empty except for the few coins left in a box.	Collect coins	Assets/Product/Texture/Image/BgStory/Bgstory352.jpg
165	144	1444	1448	3			3	2	1																																										Dream of Mist	Should you continue forward?		Bloody Hill	...	You arrive at a hill that has witnessed harrowing battles. Among the whitened bones scattered across the field, you find some items that can still be of use.	Collect Artifacts	Assets/Product/Texture/Image/BgStory/Bgstory346.jpg
166	144	1445	1448	3			4	9002	1																																										Dream of Mist	Should you continue forward?		Cracked Tombstone	...	You stop in front of a tombstone cracked in half with the top missing. The writing on it seems to state the location of friends of the deceased.	Recruit companion	Assets/Product/Texture/Image/BgStory/Bgstory359.png
167	144	1446		3			1	96120	6																																										Dream of Mist	It's time to wake up.		You are swallowed by mist.	It's time to wake up.	You make it through the mist only to find yourself deep within more. One slip and you are in a pool of Biomimetic Blood. You jolt awake before realizing that it was only a nightmare and that all your empty bottles have been filled with Biomimetic Blood...	Wake up	Assets/Product/Texture/Image/BgStory/BgStory00.png
168	144	1447	1448	1																																															Dream of Mist	Should you continue forward?		Mist is still thick	...	You are unable to find anything useful for the mist is too thick.	Not your lucky day.	Assets/Product/Texture/Image/BgStory/Bgstory439.jpg
169	144	1448		2											Explore after drinking 2 bottles of Biomimetic Blood	Use Biomimetic Blood		1	1	96120	2	14411		Stay put without doing anything	Try to wake up		3	0	0	0	14412																				Dream of Mist	Should you continue forward?		Mist is still thick	...	The mist has yet to disperse, but it looks like you can continue forward.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory439.jpg
170	144	1449		1																																															Dream of Mist	Time to continue your journey.		Mist disperses	It's time to wake up.	Violent winds pick up and disperse the mist. You realize you're back where you were resting earlier and it was all a bizarre dream.	Wake up	Assets/Product/Texture/Image/BgStory/BgStory00.png
171	145	1451		2											Drop 7 Tinbread Cookies	Consume Tinbread Cookies		1	1	96119	7	14511		Not worth it. Time to go	Leave		3	0	0	0	14512																				Sharky Box	Should you continue forward?		Odd Storage Box	...It might be waiting for Tinbread Cookies...	A shark-shaped box is left on the side of the road. It is a mechanism made with ancient technologies. With its mouth wide open, the shark seems to take coins in exchange for supplies.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
172	145	1452	1458	3			1	96119	10																																										Sharky Box	Should you continue forward?		Odd Storage Box	Rumbling noises	You drop some coins into the box and close it. To your surprise, the shark spits out more coins.	Collect coins	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
173	145	1453	1458	3			1	96120	3																																										Sharky Box	Should you continue forward?		Odd Storage Box	Rumbling noises	You drop some coins into the box and close it. To your surprise, the shark spits out bottles of Biomimetic Blood.	Collect Biomimetic Blood	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
174	145	1454	1458	3			3	2	1																																										Sharky Box	Should you continue forward?		Odd Storage Box	Loud rumbling noises	You drop some coins into the box and close it. After some violent trembles, the shark spits out a few Artifacts.	Collect Artifacts	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
175	145	1455	1458	3			4	9002	1																																										Sharky Box	Should you continue forward?		Odd Storage Box	Loud rumbling noises	You drop some coins into the box and close it. After some violent trembles, the shark spits out an invitation letter.	Recruit companion	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
176	145	1456		3			1	96119	20																																										Sharky Box	Should you continue forward?		Odd Storage Box	It's time to wake up.	You drop some coins into the box and close it. The shark spits out a pile of Tinbread Cookies but moves no more. You leave in disappointment.	Lucky!	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
177	145	1457	1458	1																																															Sharky Box	Should you continue forward?		Odd Storage Box	It's time to wake up.	You drop some coins into the box and close it but nothing comes out of the shark's mouth...	Darn!	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
178	145	1458		2											Drop 7 more Tinbread Cookies	Consume Tinbread Cookies		1	1	96119	7	14511		Not worth it. Time to go	Leave		3	0	0	0	14512																				Sharky Box	Should you continue forward?		Odd Storage Box	It's time to wake up.	Looks like you can drop more coins into this box.	Made up your mind	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
179	145	1459		1																																															Sharky Box	Should you continue forward?		Odd Storage Box	It's time to wake up.	You put down the weird box and leave.	Continue Joruney	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
180	146	1461	1462	1																																															After Clash	The Tree Guardian has been defeated.		Entrance to the Sea	Opening slowly	The last trace of the Guardian fades as the entrance to the ocean depths opens.	Continue	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
181	146	1462		2											Enter the tunnel (Continue with journey)	Continue Journey		3	0	0	0	14621																													After Clash	The entrance to the sea is opening up slowly.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal04.png	Cradle	Guide	Let's go. We're now one step closer to our goal.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
182	146	1463		1																																															After Clash	Tunnel Entrance		Entrance to the Sea	The entrance to the sea is now completely open.	You shake off any second thoughts and enter the underwater tunnel with Cradle.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg
183	147	1471	1472	1																																															Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal02.png	Cradle	Guide	You have arrived at the bottom of the deep ocean, the origin of the world. A spot of eerie light shines bright. You know all too well that it is the source of all evils of the world, the instigator of the sound of the tide.	Continue	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
184	147	1472		2											Follow Cradle's instructions	Obey		3	0	0	0	14721																													Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	Guide	Shattered lights and shadows gather into a bouquet—the cycle of doom is at its end... Touch it, for our duty ends here.	Continue	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
185	147	1473		5	50071																																														Cursed Waves	The ending is about to begin.	Assets/Product/Texture/Image/RoleStory/V130mlnNormal01.png	Cradle	Guide	You do as Cradle says and touch the ball of light with your hand. It is clear that this will be the last battle.	Get ready for engagement!	Assets/Product/Texture/Image/BgStory/BgStory627.jpg
186	148	1481		2											Investigate the surroundings.	Confirm action		3	0	0	0	14811																													Lost Remains	You walk deep into the forest.		Forest Depths	The serene depths of the forest.	Deep within the forest lies a murky swamp, a grave for countless outcasts banished by the church. Those thieves and rogues that once formed a formidable syndicate are now forgotten by time.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory444.jpg
187	148	1482		3			3	1	1																																										Lost Remains	You walk deep into the swamp.		Corrupted Swamp	Relics and skeletons are scattered everywhere.	In the depths of the swamp, you find materials that might just be useful for your journey.	Collect supplies	Assets/Product/Texture/Image/BgStory/Bgstory444.jpg
188	149	1491		2											Step forward and give it a try	Confirm action		3	0	0	0	14911		Not interested in guessing games	Leave		3	0	0	0	14912																				Street Performer	You approach the town street.	Assets/Product/Texture/Image/RoleStory/RuritianNormal01.png	Code Name: MC Solar	Step right up! I'm the riddle master. Who dares to challenge me?	A street performer from the next town over is setting up a stall. It seems you can spend Tinbread Cookies to play a card guessing game with him for rewards.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory361.png
189	149	1492		2											Bet Big	Confirm action		3	0	0	0	14921		Bet Small	Confirm action		3	0	0	0	14922		Think calmly (requires Insight at 30)	Inquire the truth		3	0	0	0	14923	1005046										Street Performer	You take a seat at the gaming table.	Assets/Product/Texture/Image/RoleStory/RuritianNormal01.png	Code Name: MC Solar	You have a special aura about you. Today, you will be my opponent.	You eagerly sit across from the performer. After paying the entrance fee, you're asked to choose a card from the spread before you and guess its rank.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory361.png
190	149	1493		1																																															Street Performer	You leave the place		Town Street	A corner of the town street.	You've no time for tricksters and their games, so you walk away.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory361.png
191	149	1494		3			3	1	1																																										Street Performer	Luck's not on your side.	Assets/Product/Texture/Image/RoleStory/RuritianNormal01.png	Code Name: MC Solar	Win some, lose some—that's how it goes! Feel free to come back for a rematch!	The cards aren't playing nice. After many losses and few wins, the performer, perhaps pitying you, hands over some finely crafted souvenirs.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory361.png
192	149	1495		2											Win the money back	Confirm action		3	0	0	0	14951		Call out his deceit loudly	Confirm action		3	0	0	0	14952																				Street Performer	You sense something's amiss.	Assets/Product/Texture/Image/RoleStory/RuritianNormal01.png	Code Name: MC Solar	"He seems to be staring hard at the backs of your cards."	Your sharp wits catch details others might miss—the performer's cheating! What are you going to do?	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory361.png
193	149	1496		3			3	1	1																																										Street Performer	You counter his trickery	Assets/Product/Texture/Image/RoleStory/RuritianNormal02.png	Code Name: MC Solar	Blast it, I'm broke! Can't pay her protection money now. Time to skip town!	You counter the performer's cheats and win round after round, pocketing a day's earnings. The performer packs up and slinks away, defeated.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory361.png
194	149	1497		3			3	1	1																																										Street Performer	You loudly explose him.	Assets/Product/Texture/Image/RoleStory/RuritianNormal02.png	Code Name: MC Solar	Woah, woah, woah, buddy! Take this, just take it. Let's pretend none of this ever happened, alright?	Seeing you're about to expose his tricks, the performer hastily tries to stop you. He offers you a treasured item he's always kept, hoping you'll keep his secret.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory361.png
195	150	1501		2											Breach the blockade and investigate	Confirm action		3	0	0	0	15011		Looks too sinister, better not	Confirm action		3	0	0	0	15012																				Forbidden Church	You approach the sealed-off church.		Forbidden Church	A sealed-off church.	An abandoned church lies at the town's edge, its doors sealed. Here, heretics studying Crimson creatures once gathered. Now, their knowledge is lost, precluding any research on the subject.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory710.jpg
196	150	1502	1503	3			5																																												Forbidden Church	A wave of dizziness washes over you.		Forbidden Church	A sealed-off church.	Driven by intense curiosity, you step into the abandoned church. Here, you discover an untouched fragment of a scroll.	Read the scroll fragment	Assets/Product/Texture/Image/BgStory/BgStory710.jpg
197	150	1503		3			2	138	1																																										Forbidden Church	You... feel even more...		Forbidden Church	A sealed-off church.	The words on the scroll fragment beckon you to explore the essence of the world. It seems you're now one step closer to understanding the world you're in.	Take the scroll fragment	Assets/Product/Texture/Image/BgStory/BgStory710.jpg
198	150	1504		1																																															Forbidden Church	You quickly leave the place.		Forbidden Church	A sealed-off church.	Repelled by the forbidden knowledge, you decide to leave.	Leave	Assets/Product/Texture/Image/BgStory/BgStory710.jpg
199	151	1511		2											Land on the coast and start the cleansing	Engage in battle		3	0	0	0	15111																													Trial of Nothingness	The necessary path to rebirth.		Harbor with Surviving Humans	Prepare for the cleansing	Before true rebirth can begin, you must face the trials of the Crimson.	Accept the trial	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg
200	151	1512		5	86411																																														Trial of Nothingness	The necessary path to rebirth.		Harbor with Surviving Humans	Begin cleansing	The first trial is "Nothingness". All wisdom gained will return to its original form, becoming the foundation to reshape all.	Begin the trial	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg
201	152	1521		2											Break the obstacles and start the cleansing	Engage in battle		3	0	0	0	15211																													Trial of Infinity	The necessary path to rebirth.		City with Surviving Humans	Prepare for the cleansing	Eradicate all remnants of will. Let the Crimson consume this doomed world.	Accept the trial	Assets/Product/Texture/Image/BgStory/Bgstory301.png
202	152	1522		5	86421																																														Trial of Infinity	The necessary path to rebirth.		City with Surviving Humans	Begin cleansing	The second trial is "Infinity". A new life is about to emerge, and everything from the old world will meet its end.	Begin the trial	Assets/Product/Texture/Image/BgStory/Bgstory301.png
203	153	1531		2											Leave no trace, wipe it all	Engage in battle		3	0	0	0	15311																													Trial of Eternal Darkness	The necessary path to rebirth.		The Last Human Haven	Prepare for the cleansing	The birth of the new world is just one step away. All that's left to do is eliminate the remaining obstacles.	Accept the trial	Assets/Product/Texture/Image/BgStory/Bgstory317.png
204	153	1532		5	86431																																														Trial of Eternal Darkness	The necessary path to rebirth.		The Last Human Haven	Begin cleansing	The third trial is "Eternal Darkness". Embrace the Crimson and become a part of the new world.	Begin the trial	Assets/Product/Texture/Image/BgStory/Bgstory317.png
205	154	1541		2											Engage in battle	Engage in battle		3	0	0	0	15411																													"New World"	Be reborn		Crimson Source	...	As the harbinger of the new world, you will draw the final curtain on this fabricated reality.	Brace yourself	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg
206	154	1542		5	80011																																														"New World"	Be reborn		Crimson Source	...?	The only obstacle left is the Crimson itself. You turn the blade, pointing it at the Crimson.	The final cleansing	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg
207	155	1551		2											Begin the Declension (requires Insight Perception)	Confirm		3	0	0	0	15511	1005048	Reject the Declension	Confirm		3	0	0	0	15512																				The Other Round Table	Make your choice		Ominous Secluded Nook	Make your choice	In the deepest, most concealed corner of the fortress, a round table, corroded by the Crimson, lies toppled. It appears to be a ritual prop used by the Crimson Order to summon its followers. Beside the table, an invitation imbued with the Crimson aura waits to be opened.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory658.jpg
208	155	1552		3			6	1	1																																										The Other Round Table	You accept it.		Ominous Secluded Nook	You accept it.	You pick up the crimson invitation. It grants you the power to invite your allies to join you on the quest for truth.	Undergo Declension	Assets/Product/Texture/Image/BgStory/BgStory658.jpg
209	155	1553		3			3	2	1																																										The Other Round Table	You reject it.		Ominous Secluded Nook	You reject it.	Feeling it's beyond your current capabilities to accept such a perilous invitation, you decide it's safer to collect more artifacts.	Leave	Assets/Product/Texture/Image/BgStory/BgStory658.jpg
210	156	1561		2											Reject the Declension	Confirm		3	0	0	0	15611																													The Other Round Table	Make your choice		Ominous Secluded Nook	Make your choice	In the deepest, most concealed corner of the fortress, a round table, corroded by the Crimson, lies toppled. It appears to be a ritual prop used by the Crimson Order to summon its followers. Beside the table, an invitation imbued with the Crimson aura waits to be opened.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory658.jpg
211	156	1562		3			6	1	1																																										The Other Round Table	You accept it.		Ominous Secluded Nook	You accept it.	You pick up the crimson invitation. It grants you the power to invite your allies to join you on the quest for truth.	Undergo Declension	Assets/Product/Texture/Image/BgStory/BgStory658.jpg
212	156	1563		3			3	2	1																																										The Other Round Table	You reject it.		Ominous Secluded Nook	You reject it.	Feeling it's beyond your current capabilities to accept such a perilous invitation, you decide it's safer to collect more artifacts.	Leave	Assets/Product/Texture/Image/BgStory/BgStory658.jpg
213	157	1571		2											Accept the divination	Confirm		3	0	0	0	15711																													Path of Fate	You approach the town street.	Assets/Product/Texture/Image/RoleStory/V200slnNormal02.png	Mysterious Fortune Teller	I bet you're eager to know your fate.	A mysterious fortune teller blocks your path. She seems quite intrigued by you and offers a complimentary glimpse into your future.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory380.png
214	157	1572		2											Draw at random	Confirm		3	0	0	0	15721		Draw the "Traveler" card (requires activation of Insight)	Confirm		3	0	0	0	15722	1005048	Draw the "Chariot" card (requires activation of Insight)	Confirm		3	0	0	0	15723	1005048	Draw the "Hanged Man" card (requires activation of Insight)	Confirm		3	0	0	0	15724	1005048	Path of Fate	Time to make a choice	Assets/Product/Texture/Image/RoleStory/V200slnNormal02.png	Mysterious Fortune Teller	Come, choose from these cards	Time to reveal your fate...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory380.png
215	157	1573		2											Draw at random	Confirm		3	0	0	0	15731		Draw the "Chariot" card (requires activation of Insight)	Confirm		3	0	0	0	15732	1005048	Draw the "Hanged Man" card (requires activation of Insight)	Confirm		3	0	0	0	15733	1005048	Draw the "Demon" card (requires activation of Insight)	Confirm		3	0	0	0	15734	1005048	Path of Fate	Time to make a choice	Assets/Product/Texture/Image/RoleStory/V200slnNormal02.png	Mysterious Fortune Teller	Come, choose from these cards	Time to reveal your fate...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory380.png
216	157	1574		2											Draw at random	Confirm		3	0	0	0	15741		Draw the "Hanged Man" card (requires activation of Insight)	Confirm		3	0	0	0	15742	1005048	Draw the "Demon" card (requires activation of Insight)	Confirm		3	0	0	0	15743	1005048	Draw the "Traveler" card (requires activation of Insight)	Confirm		3	0	0	0	15744	1005048	Path of Fate	Time to make a choice	Assets/Product/Texture/Image/RoleStory/V200slnNormal02.png	Mysterious Fortune Teller	Come, choose from these cards	Time to reveal your fate...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory380.png
217	157	1575		2											Draw at random	Confirm		3	0	0	0	15751		Draw the "Demon" card (requires activation of Insight)	Confirm		3	0	0	0	15752	1005048	Draw the "Traveler" card (requires activation of Insight)	Confirm		3	0	0	0	15753	1005048	Draw the "Chariot" card (requires activation of Insight)	Confirm		3	0	0	0	15754	1005048	Path of Fate	Time to make a choice	Assets/Product/Texture/Image/RoleStory/V200slnNormal02.png	Mysterious Fortune Teller	Come, choose from these cards	Time to reveal your fate...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory380.png
218	157	1576		3			4	9002	1																																										Path of Fate	"You've gained 'Fate'"		Mysterious Fortune Teller	Vanished without a trace	You flip the card, revealing a traveler crowned with laurel, a staff on his shoulder. As you set down the card, the fortune teller is nowhere to be found, but there seem to be additional items on the table.	Collect the items	Assets/Product/Texture/Image/BgStory/Bgstory380.png
219	157	1577		3			3	2	1																																										Path of Fate	"You've gained 'Fate'"		Mysterious Fortune Teller	Vanished without a trace	You flip the card, revealing an unstoppable, glittering Chariot that symbolizes "victory." As you set down the card, the fortune teller is nowhere to be found, but there seem to be additional items on the table.	Collect the items	Assets/Product/Texture/Image/BgStory/Bgstory380.png
220	157	1578		3			1	96120	3																																										Path of Fate	"You've gained 'Fate'"		Mysterious Fortune Teller	Vanished without a trace	You flip the card, revealing a prisoner hanged upside down on the gallows. As you set down the card, the fortune teller is nowhere to be found, but there seem to be additional items on the table.	Collect the items	Assets/Product/Texture/Image/BgStory/Bgstory380.png
221	157	1579		3			1	96119	10																																										Path of Fate	"You've gained 'Fate'"		Mysterious Fortune Teller	Vanished without a trace	You flip the card, revealing a demon so hideous as if ready to devour all that exist. As you set down the card, the fortune teller is nowhere to be found, but there seem to be additional items on the table.	Collect the items	Assets/Product/Texture/Image/BgStory/Bgstory380.png
222	158	1581		2											Help the church	Confirm		1	1	96120	2	15811		Help the heretic (requires activation of Insight)	Confirm		1	1	96120	2	15812	1005048	Leave	Leave		3	0	0	0	15813											Faction Conflict	What will you choose?		Deep in the Fortress	A corner in the depths of the fortress.	Somewhere in the fortress, a church executioner is in pursuit of a heretic, vowing to hang the remnants of the malevolent Crimson Order in the town square. The executioner, seeing you pass by, asks for your assistance. What do you choose?	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
223	158	1582		3			4	9002	1																																										Faction Conflict	You choose to assist the executioner.		Deep in the Fortress	A corner in the depths of the fortress.	You help the executioner capture the frenzied heretic. The executioner expresses his gratitude and assures you that you can count on the church's support on your journey.	Accept the items	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
224	158	1583		3			3	3	1																																										Faction Conflict	You choose to help the heretic.		Deep in the Fortress	A corner in the depths of the fortress.	You help the heretic escape the pursuit of the executioner. Although their sanity is frayed, they still offer you a treasure they've been safeguarding as a token of thanks.	Accept the items	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
225	158	1584		1																																															Faction Conflict	You leave in silence		Deep in the Fortress	A corner in the depths of the fortress.	Wanting no part in their conflict, you respond to neither party's request and quickly leave the place.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
