Id	UiName	ModelName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	ScaleX	ScaleY	ScaleZ
561	UiBattleRoomRoleDetail	R2BangbinataMd010031	0	0.08	0	0	0	0	1.1	1.1	1.1
562	UiBabelTowerRoomCharacter	R2BangbinataMd010031	0	0.08	0	0	0	0	1.1	1.1	1.1
563	UiRoomCharacter	R2BangbinataMd010031	0	0.08	0	0	0	0	1.1	1.1	1.1
564	UiBfrtRoomCharacter	R2BangbinataMd010031	0	0.08	0	0	0	0	1.1	1.1	1.1
565	UiMainLineRoomCharacter	R2BangbinataMd010031	0	0.08	0	0	0	0	1.1	1.1	1.1
566	UiMain	R2BangbinataMd019011	0	0	0	0	0	0	1.07	1.07	1.07
567	UiFavorabilityNew	R2BangbinataMd019011	0	0	0	0	0	0	1.07	1.07	1.07
568	UiCharacter	R2BangbinataMd019011	0	0	0	0	0	0	1.1	1.1	1.1
569	UiFashion	R2BangbinataMd019011	0	0	0	0	0	0	1.1	1.1	1.1
570	UiBattleRoleRoom	R2BangbinataMd019011	0	0	0	0	0	0	1.1	1.1	1.1
571	UiFashionDetail	R2BangbinataMd019011	0	0	0	0	0	0	1.1	1.1	1.1
572	UiPhotographPortrait	R2BangbinataMd019011	0	0	0	0	0	0	1.1	1.1	1.1
573	UiFavorabilityLineRoomCharacter	R2BangbinataMd019011	0	0	0	0	0	0	1.05	1.05	1.05
574	UiBattleRoomRoleDetail	R2BangbinataMd019011	0	0.08	0	0	0	0	1.1	1.1	1.1
575	UiBabelTowerRoomCharacter	R2BangbinataMd019011	0	0.08	0	0	0	0	1.1	1.1	1.1
576	UiRoomCharacter	R2BangbinataMd019011	0	0.08	0	0	0	0	1.1	1.1	1.1
577	UiBfrtRoomCharacter	R2BangbinataMd019011	0	0.08	0	0	0	0	1.1	1.1	1.1
578	UiMainLineRoomCharacter	R2BangbinataMd019011	0	0.08	0	0	0	0	1.1	1.1	1.1
579	UiArchiveMonsterDetail	Mo1BadboyMd010001UI	0	0	0	0	0	0	1.5	1.5	1.5
580	UiArchiveMonsterDetail	Mo1GoodgirlMd010001UI	0	0	0	0	0	0	1.5	1.5	1.5
581	UiArchiveMonsterDetail	Me1PuppetMd010001UI	0	0	0	0	0	0	1.2	1.2	1.2
582	UiArchiveMonsterDetail	Mb1MaidmasterMd010001UI	0	0	0	0	0	0	0.8	0.8	0.8
583	UiArchiveMonsterDetail	Mb1MaidmasterMd010002UI	0	0	0	0	0	0	0.7	0.7	0.7
584	UiPanelBossDetail	Mb1HamuleiteMd010001UI	0.2	0	0	0	0	0	0.4	0.4	0.4
585	UiPanelBossDetail	Mb1MoonguyMd010001UI	0.2	0	0	0	0	0	0.4	0.4	0.4
586	UiPanelBossDetail	Mb1AolajiangMd010002	0.3	0	0	0	0	0	0.6	0.6	0.6
587	UiArchiveMonsterDetail	Mb1MercyMd010002UI	0	0	0	0	0	0	0.6	0.6	0.6
588	UiArchiveMonsterDetail	Mb1MercyMd010001UI	0	0	0	0	0	0	0.8	0.8	0.8
589	UiArchiveMonsterDetail	Mb1TifaMd010001UI	0	0	0	0	0	0	0.8	0.8	0.8
590	UiReviewActivityAnniversary	R3WeilaMd019331	-0.06	0.88	-0.12	14.309	-3.37	-0.84	0.84	0.84	0.84
591	UiReviewActivityAnniversary	R3LuosaitaMd010012	0	-0.12	0	0	0	0	0.96	0.96	0.96
592	UiReviewActivityAnniversary	R3LuosaitaMd010021	0	-0.12	0	0	0	0	0.96	0.96	0.96
593	UiReviewActivityAnniversary	R3LuosaitaMd010031	0	-0.12	0	0	0	0	0.96	0.96	0.96
594	UiReviewActivityAnniversary	R3LuosaitaMd019031	0	-0.12	0	0	0	0	0.96	0.96	0.96
595	UiReviewActivityAnniversary	R3LuosaitaMd019241	0	-0.12	0	0	0	0	0.96	0.96	0.96
596	UiReviewActivityAnniversary	R3LuosaitaMd019351	0	-0.12	0	0	0	0	0.96	0.96	0.96
597	UiReviewActivityAnniversary	R3KuluomuMd019011	0.09	0.42	0	0	0	0	1	1	1
598	UiReviewActivityAnniversary	R2BangbinataMd010011	0	0.35	0	0	0	0	1	1	1
599	UiReviewActivityAnniversary	R2BangbinataMd010021	0	0.35	0	0	0	0	1	1	1
600	UiReviewActivityAnniversary	R2BangbinataMd010031	0	0.35	0	0	0	0	1	1	1
601	UiReviewActivityAnniversary	R2BangbinataMd019011	0	0.35	0	0	0	0	1	1	1
602	UiReviewActivityAnniversary	R2TwentyoneMd010011	0	0.23	0	0	0	0	1	1	1
603	UiReviewActivityAnniversary	R2TwentyoneMd010021	0	0.23	0	0	0	0	1	1	1
604	UiReviewActivityAnniversary	R2TwentyoneMd010031	0	0.23	0	0	0	0	1	1	1
605	UiReviewActivityAnniversary	R2TwentyoneMd019091	0	0.23	0	0	0	0	1	1	1
606	UiReviewActivityAnniversary	R2TwentyoneMd019331	0	0.23	0	0	0	0	1	1	1
607	UiReviewActivityAnniversary	R2PulaoMd010011	0	0.35	0	0	0	0	1	1	1
608	UiReviewActivityAnniversary	R2PulaoMd010021	0	0.35	0	0	0	0	1	1	1
609	UiReviewActivityAnniversary	R2PulaoMd010031	0	0.35	0	0	0	0	1	1	1
610	UiReviewActivityAnniversary	R2PulaoMd019091	0	0.35	0	0	0	0	1	1	1
611	UiReviewActivityAnniversary	R2PulaoMd019311	0	0.35	0	0	0	0	1	1	1
612	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
613	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
614	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
615	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
616	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
617	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
618	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
619	UiReviewActivityAnniversary	R2SufeiyaMd010011	0	0.47	0	0	0	0	0.9	0.9	0.9
620	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
621	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
622	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
623	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
624	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
625	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
626	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
627	UiReviewActivityAnniversary	R2SufeiyaMd010021	0	0.47	0	0	0	0	0.9	0.9	0.9
628	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
629	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
630	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
631	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
632	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
633	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
634	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
635	UiReviewActivityAnniversary	R2SufeiyaMd010031	0	0.47	0	0	0	0	0.9	0.9	0.9
636	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
637	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
638	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
639	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
640	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
641	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
642	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
643	UiReviewActivityAnniversary	R2SufeiyaMd019031	0	0.47	0	0	0	0	0.9	0.9	0.9
644	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
645	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
646	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
647	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
648	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
649	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
650	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
651	UiReviewActivityAnniversary	R2SufeiyaMd019011	0	0.47	0	0	0	0	0.9	0.9	0.9
652	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
653	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
654	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
655	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
656	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
657	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
658	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
659	UiReviewActivityAnniversary	R2SufeiyaMd019231	0	0.47	0	0	0	0	0.9	0.9	0.9
660	UiReviewActivityAnniversary	R4YongyechaoMd010011	0.11	0.52	0	0	0	0	0.66	0.66	0.66
661	UiReviewActivityAnniversary	R4YongyechaoMd010011	0.11	0.52	0	0	0	0	0.66	0.66	0.66
662	UiReviewActivityAnniversary	R4YongyechaoMd010011	0.11	0.52	0	0	0	0	0.66	0.66	0.66
663	UiReviewActivityAnniversary	R4YongyechaoMd010021	0.11	0.52	0	0	0	0	0.66	0.66	0.66
664	UiReviewActivityAnniversary	R4YongyechaoMd010021	0.11	0.52	0	0	0	0	0.66	0.66	0.66
665	UiReviewActivityAnniversary	R4YongyechaoMd010021	0.11	0.52	0	0	0	0	0.66	0.66	0.66
666	UiReviewActivityAnniversary	R4YongyechaoMd010031	0.11	0.52	0	0	0	0	0.66	0.66	0.66
667	UiReviewActivityAnniversary	R4YongyechaoMd010031	0.11	0.52	0	0	0	0	0.66	0.66	0.66
668	UiReviewActivityAnniversary	R4YongyechaoMd010031	0.11	0.52	0	0	0	0	0.66	0.66	0.66
669	UiReviewActivityAnniversary	R4YongyechaoMd019321	0.11	0.52	0	0	0	0	0.66	0.66	0.66
670	UiReviewActivityAnniversary	R4YongyechaoMd019321	0.11	0.52	0	0	0	0	0.66	0.66	0.66
671	UiReviewActivityAnniversary	R4YongyechaoMd019321	0.11	0.52	0	0	0	0	0.66	0.66	0.66
672	UiArchiveMonsterDetail	Me1SimmoonguyMd010001UI	0	0	0	0	0	0	0.52	0.52	0.52
673	UiArchiveMonsterDetail	Mb1AliyaMd010001UI	0	0	0	0	0	0	0.79	0.79	0.79
674	UiArchiveMonsterDetail	Mb1YalishaMd010001UI	0	0	0	0	0	0	1.2	1.2	1.2
675	UiDrawShowNew	Pet2NiuonMd010011	-0.02	0.024	-0.076	0	0	0	0.8	0.8	0.8
676	UiDrawShowNew	Pet3XiaoonMd010011	0	-0.1	-0.078	0	19.342	0	1	1	1
677	UiDrawShowNew	Pet3HeonMd010011	0	0	0	0	0	0	1	1	1
678	UiDrawShowNew	Pet3MaonMd010011	-0.057	0.081	0.131	0	30	0	0.7	0.7	0.7
679	UiDrawShowNew	Pet2BeionMd010011	-0.091	0.032	-0.077	0	22.771	0	0.7	0.7	0.7
680	UiDrawShowNew	Pet3MaoonMd010011	-0.121	0.052	-0.183	0	24	0	1.4	1.4	1.4
681	UiDrawShowNew	Pet2YangonMd010011	-0.012	0	0	0	26.468	0	1	1	1
682	UiDrawShowNew	Pet3YingonMd010011	0.001	-1.495	-0.554	0	31.605	0	1.3	1.3	1.3
683	UiDrawShowNew	Pet2CiweionMd010011	-0.014	0.043	-0.051	0	20	0	1.4	1.4	1.4
684	UiDrawShowNew	Pet3HuonMd010011	-0.073	0.024	0	0	23.123	0	0.7	0.7	0.7
685	UiDrawShowNew	Pet3TuonMd010011	0	0	0	0	0	0	1	1	1
686	UiDrawShowNew	Pet3YuonMd010011	0	0	0	0	15.046	0	1	1	1
687	UiDrawShowNew	Pet3QuanonMd010011	-0.05	0	0	0	16.736	0	0.8	0.8	0.8
688	UiDrawShowNew	Pet3WuzeionMd010011	0	0	0	0	0	0	1	1	1
689	UiDrawShowNew	Pet2NiuoffMd010011	-0.02	0.024	-0.076	0	0	0	0.8	0.8	0.8
690	UiDrawShowNew	Pet3XiaooffMd010011	0	-0.1	-0.078	0	19.342	0	1	1	1
691	UiDrawShowNew	Pet3HeoffMd010011	0	0	0	0	0	0	1	1	1
692	UiDrawShowNew	Pet3MaoffMd010011	-0.057	0.081	0.131	0	30	0	0.7	0.7	0.7
693	UiDrawShowNew	Pet2BeioffMd010011	-0.091	0.032	-0.077	0	22.771	0	0.7	0.7	0.7
694	UiDrawShowNew	Pet3MaooffMd010011	-0.121	0.052	-0.183	0	24	0	1.4	1.4	1.4
695	UiDrawShowNew	Pet2YangoffMd010011	-0.012	0	0	0	26.468	0	1	1	1
696	UiDrawShowNew	Pet3YingoffMd010011	0.001	-1.495	-0.554	0	31.605	0	1.3	1.3	1.3
697	UiDrawShowNew	Pet2CiweioffMd010011	-0.014	0.043	-0.051	0	20	0	1.4	1.4	1.4
698	UiDrawShowNew	Pet3HuoffMd010011	-0.073	0.024	0	0	23.123	0	0.7	0.7	0.7
699	UiDrawShowNew	Pet3TuoffMd010011	0	0	0	0	0	0	1	1	1
700	UiDrawShowNew	Pet3YuoffMd010011	0	0	0	0	15.046	0	1	1	1
701	UiDrawShowNew	Pet3QuanoffMd010011	-0.05	0	0	0	16.736	0	0.8	0.8	0.8
702	UiDrawShowNew	Pet3WuzeioffMd010011	0	0	0	0	0	0	1	1	1
703	UiDrawShowNew	R2LuolanMd010011	0	0	0	0	0	0	0.95	0.95	0.95
704	UiDrawShowNew	R2DubianMd010011	0	0	0	0	0	0	0.95	0.95	0.95
705	UiDrawShowNew	R2KamuMd010011	0	0	0	0	0	0	0.95	0.95	0.95
706	UiDrawShowNew	R2BiankaMd010011	0	0	0	0	0	0	0.94	0.94	0.94
707	UiDrawShowNew	R2ShenweiMd010011	0	0	0	0	0	0	1	1	1
708	UiDrawShowNew	R3DubianMd010011	0	0	0	0	0	0	0.95	0.95	0.95
709	UiDrawShowNew	R3ShenweiMd010011	0	0	0	0	0	0	0.94	0.94	0.94
710	UiDrawShowNew	R2NuoanMd010011	0	0	0	0	0	0	0.95	0.95	0.95
711	UiDrawShowNew	R2NuoanMd010021	0	0	0	0	0	0	0.95	0.95	0.95
712	UiDrawShowNew	R2NuoanMd010031	0	0	0	0	0	0	0.95	0.95	0.95
713	UiDrawShowNew	R2NuoanMd019011	0	0	0	0	0	0	0.95	0.95	0.95
714	UiCharacter	R3AilaMd010011	-0.12	0	0	0	0	0	1	1	1
715	UiFashion	R3AilaMd010011	-0.12	0	0	0	0	0	1	1	1
716	UiFashionDetail	R3AilaMd010011	-0.12	0	0	0	0	0	1	1	1
717	UiCharacter	R3AilaMd010021	-0.12	0	0	0	0	0	1	1	1
718	UiFashion	R3AilaMd010021	-0.12	0	0	0	0	0	1	1	1
719	UiFashionDetail	R3AilaMd010021	-0.12	0	0	0	0	0	1	1	1
720	UiCharacter	R3AilaMd010031	-0.12	0	0	0	0	0	1	1	1
721	UiFashion	R3AilaMd010031	-0.12	0	0	0	0	0	1	1	1
722	UiFashionDetail	R3AilaMd010031	-0.12	0	0	0	0	0	1	1	1
723	UiCharacter	R3AilaMd019011	-0.12	0	0	0	0	0	1	1	1
724	UiFashion	R3AilaMd019011	-0.12	0	0	0	0	0	1	1	1
725	UiFashionDetail	R3AilaMd019011	-0.12	0	0	0	0	0	1	1	1
726	UiFashion	R3LunaMd019251	0	0.09	0	0	0	0	1	1	1
727	UiFashionDetail	R3LunaMd019251	0	0.09	0	0	0	0	1	1	1
762	UiReviewActivityAnniversary	R2DubianMd010011	0	-0.13	0	0	0	0	1	1	1
763	UiReviewActivityAnniversary	R2DubianMd010021	0	-0.13	0	0	0	0	1	1	1
764	UiReviewActivityAnniversary	R2DubianMd010031	0	-0.13	0	0	0	0	1	1	1
765	UiReviewActivityAnniversary	R2DubianMd019011	0	-0.13	0	0	0	0	1	1	1
766	UiReviewActivityAnniversary	R2BiankaMd010011	0	-0.08	0	0	0	0	1	1	1
767	UiReviewActivityAnniversary	R2BiankaMd010021	0	-0.08	0	0	0	0	1	1	1
768	UiReviewActivityAnniversary	R2BiankaMd010031	0	-0.08	0	0	0	0	1	1	1
769	UiReviewActivityAnniversary	R2BiankaMd019011	0	-0.08	0	0	0	0	1	1	1
770	UiReviewActivityAnniversary	R2BiankaMd019071	0	-0.08	0	0	0	0	1	1	1
771	UiReviewActivityAnniversary	R3DubianMd010011	0	-0.12	0	0	0	0	1	1	1
772	UiReviewActivityAnniversary	R3DubianMd010021	0	-0.12	0	0	0	0	1	1	1
773	UiReviewActivityAnniversary	R3DubianMd010031	0	-0.12	0	0	0	0	1	1	1
774	UiReviewActivityAnniversary	R3DubianMd019011	0	-0.12	0	0	0	0	1	1	1
775	UiReviewActivityAnniversary	R3DubianMd019031	0	-0.12	0	0	0	0	1	1	1
776	UiReviewActivityAnniversary	R3DubianMd019271	0	-0.12	0	0	0	0	1	1	1
777	UiReviewActivityAnniversary	R3LunaMd010011	0	-0.13	0	0	0	0	1	1	1
778	UiReviewActivityAnniversary	R3LunaMd010021	0	-0.13	0	0	0	0	1	1	1
779	UiReviewActivityAnniversary	R3LunaMd010031	0	-0.13	0	0	0	0	1	1	1
780	UiReviewActivityAnniversary	R3LunaMd019071	0	-0.13	0	0	0	0	1	1	1
781	UiReviewActivityAnniversary	R3LunaMd019091	0	-0.13	0	0	0	0	1	1	1
782	UiReviewActivityAnniversary	R3LunaMd019251	0	-0.13	0	0	0	0	1	1	1
783	UiReviewActivityAnniversary	R3ShenweiMd010011	0	-0.08	0	0	0	0	1	1	1
784	UiReviewActivityAnniversary	R3ShenweiMd010021	0	-0.08	0	0	0	0	1	1	1
785	UiReviewActivityAnniversary	R3ShenweiMd010031	0	-0.08	0	0	0	0	1	1	1
786	UiReviewActivityAnniversary	R3ShenweiMd019011	0	-0.08	0	0	0	0	1	1	1
787	UiReviewActivityAnniversary	R3ShenweiMd019031	0	-0.08	0	0	0	0	1	1	1
788	UiReviewActivityAnniversary	R3ShenweiMd019131	0	-0.08	0	0	0	0	1	1	1
789	UiReviewActivityAnniversary	R3ShenweiMd019201	0	-0.08	0	0	0	0	1	1	1
790	UiReviewActivityAnniversary	R2ShenweiMd010011	0	-0.08	0	0	0	0	1	1	1
791	UiReviewActivityAnniversary	R2ShenweiMd010021	0	-0.08	0	0	0	0	1	1	1
792	UiReviewActivityAnniversary	R2ShenweiMd010031	0	-0.08	0	0	0	0	1	1	1
793	UiReviewActivityAnniversary	R2ShenweiMd019011	0	-0.08	0	0	0	0	1	1	1
794	UiReviewActivityAnniversary	R2ShenweiMd019071	0	-0.08	0	0	0	0	1	1	1
