UiName	ParentUiName	LoadWithParent	UiType	UiResType	PrefabUrl	SceneUrl	ModelUrl	CacheTime	Recycle	HideSetPosition	FightingStay
UiObtainCollection			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiObtainCollection.prefab			5000			0
UiMeadalDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMeadalDetail.prefab			5000			0
UiArchiveWeaponsCollectionTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiArchiveWeaponsCollectionTips.prefab			5000			0
UiFubenMainLineChapterFw			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMainLineChapterFw.prefab			5000			0
UiGuildRongyu			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildRongyu.prefab			5000			0
UiGuildPanelWelfare			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildPanelWelfare.prefab			5000			0
UiGuildSkill			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildSkill.prefab			5000			0
UiGuildGloryLevel			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildGloryLevel.prefab			5000			0
UiGuildSkillDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildSkillDetail.prefab			5000			0
UiGuildAsset			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildAsset.prefab			5000			0
UiActivityBossSingleReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiActivityBossSingleReward.prefab			5000			0
UiFubenDailyShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenDailyShop.prefab			5000			0
UiWaferSelect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWaferSelect.prefab			5000			0
UiNewAutoFightSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewAutoFightSettleWin.prefab			5000			0
UiAutoFightEnter			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAutoFightEnter.prefab			5000			0
UiArchiveNpc			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveNpc.prefab			5000			0
UiHelpNew			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiHelpNew.prefab			5000			0
UiSummerEpisode			Normal	Bundle	Assets/Product/Ui/Prefab/UiSummerEpisode.prefab			5000			0
UiSummerRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiSummerRank.prefab			5000			0
UiSummerMatch			Normal	Bundle	Assets/Product/Ui/Prefab/UiSummerMatch.prefab			5000			0
UiArchiveCG			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveCG.prefab			5000			0
UiArchiveCGDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveCGDetail.prefab			5000			0
UiAttentionDesc			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAttentionDesc.prefab			5000			0
UiArchiveEmail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveEmail.prefab			5000			0
UiActivityBriefStory			Normal	Bundle	Assets/Product/Ui/Prefab/UiActivityBriefStory.prefab			5000			0
UiGuildBossHall			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildBossHall.prefab			5000			0
UiGuildBossStage			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildBossStage.prefab			5000			0
UiGuildBossDiff			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildBossDiff.prefab			5000			0
UiGuildBossSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildBossSkill.prefab			5000			0
UiGuildBossDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildBossDetail.prefab			5000			0
UiSelectCharacterWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiSelectCharacterWin.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiSelectCharacterWin.prefab	5000			0
UiGuildBossFightResult			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildBossFightResult.prefab			5000			0
UiGuildBossRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildBossRank.prefab			5000			0
UiGuildBossTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildBossTip.prefab			5000			0
UiGuildBossRankReward			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildBossRankReward.prefab			5000			0
UiUpgradeCollection			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiUpgradeCollection.prefab			5000			0
UiExpeditionMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionMain.prefab			5000			0
UiExpeditionStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionStageDetail.prefab			5000			0
UiExpeditionRecruit			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionRecruit.prefab	Assets/Product/Ui/Scene3DPrefab/UiExpeditionRecruit3D.prefab	Assets/Product/Ui/UiModel/UiExpedition/UiExpeditionRecruit.prefab	5000			0
UiExpeditionRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMainLineRoomCharacter.prefab	5000			0
UiExpeditionRoleList			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionRoleList.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			0
UiExpeditionEquipDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiEquipDetail.prefab	5000			0
UiExpeditionComboTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionComboTips.prefab			5000			0
UiExpeditionGuesBook			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionGuesbook.prefab			5000			0
UiExpeditionSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionSettleWin.prefab			5000			0
UiExpeditionBuffTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionBuffTips.prefab			5000			0
UiExpeditionPublicity			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionPublicity.prefab			5000			0
UiExpeditionRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionRank.prefab			5000			0
UiExpeditionInfinityWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiExpeditionSettle.prefab			5000			0
UiExpeditionDefaultTeam			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionDefaultTeam.prefab			5000			0
UiExpeditionTierReset			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionTierReset.prefab			5000			0
UiExpeditionReset			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionReset.prefab			5000			0
UiExpeditionTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickTask.prefab			5000			0
UiPanelCharPropertyOther				Bundle	Assets/Product/Ui/Prefab/UiPanelCharPropertyOther.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiPanelCharPropertyOther.prefab	5000			0
UiEquipDetailOther			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiEquipDetail.prefab	5000			0
UiWorldBossBossArea			Normal	Bundle	Assets/Product/Ui/Prefab/UiWorldBossBossArea.prefab	Assets/Product/Ui/Scene3DPrefab/UiWorldBossBossArea3D.prefab	Assets/Product/Ui/UiModel/UiWorldBoss/UiWorldBossBossArea.prefab	5000			0
UiWorldBossTips			Popup	Bundle	Assets/Product/Ui/Prefab/UiWorldBossTips.prefab			5000			0
UiWorldBossLevelSelect			Popup	Bundle	Assets/Product/Ui/Prefab/UiWorldBossLevelSelect.prefab			5000			0
UiSettleWinWorldBoss			Normal	Bundle	Assets/Product/Ui/Prefab/UiSettleWinWorldBoss.prefab			5000			0
UiWorldBossMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiWorldBossMain.prefab			5000			0
UiWorldBossDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWorldBossDetail.prefab			5000			0
UiWorldBossAttributeArea			Normal	Bundle	Assets/Product/Ui/Prefab/UiWorldBossAttributeArea.prefab			5000			0
UiChatUiWorldBoss			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChatUiWorldBoss.prefab			5000			0
UiWorldBossFashion			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWorldBossFashion.prefab			5000			0
UiWorldBossTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiWorldBossTask.prefab			5000			0
UiWorldBossAreaRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiWorldBossAreaRank.prefab			5000			0
UiClickClearGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiClickClearGame.prefab			5000			0
UiStorySkipDialog			System	Bundle	Assets/Product/Ui/Prefab/UiStorySkipDialog.prefab			5000			0
UiRpgTowerMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiRpgTowerMain3D.prefab	Assets/Product/Ui/UiModel/UiRpgTower/UiRpgTowerMain.prefab	5000			0
UiRpgTowerRoleList			Normal	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerRoleList.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRPGTower.prefab	5000			0
UiRpgTowerSkillDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerSkillDetails.prefab			5000			0
UiRpgTowerNature			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerNature.prefab			5000			0
UiRpgTowerCollect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerCollect.prefab			5000			0
UiRpgTowerRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMainLineRoomCharacter.prefab	5000			0
UiRpgTowerSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerSettleWin.prefab			5000			0
UiRpgTowerTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiRpgTowerTask.prefab			5000			0
UiRpgTowerLevelUp			NormalPopup	Bundle	Assets/Product/Ui/ComponentPrefab/UiRpgTower/PanelRpgTowerLevelUp.prefab			5000			0
UiRogueLikeReset			Dialog	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeReset.prefab			5000			0
UiPhotograph			Normal	Bundle	Assets/Product/Ui/Prefab/UiPhotograph.prefab			5000			0
UiFubenActivityPuzzle			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenActivityPuzzle.prefab			5000			0
UiCommonStageEvent			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExpeditionBuffTips.prefab			5000			0
UiFubenMaintaineraction			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaintaineraction.prefab			5000			0
UiFubenMaintaineractionDetailsTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaintaineractionDetailsTips.prefab			5000			0
UiFubenMaintaineractionFighting			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaintaineractionFighting.prefab			5000			0
UiFubenMaintaineractionTipLayer			Popup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaintaineractionTipLayer.prefab			5000			0
UiFubenMaintaineractionTreasurechest			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaintaineractionTreasurechest.prefab			5000			0
UiNewRoomSingleTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiNewRoomSingleTip.prefab			5000			0
UiCharacterSkillSwich			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCharacterSkillSwich.prefab			5000			0
UiFubenMaintaineractionRecording			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaintaineractionRecording.prefab			5000			0
UiTRPGMaze			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGMaze.prefab			5000			0
UiTRPGMapTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGMapTips.prefab			5000			0
UiTRPGTruthRoadMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGTruthRoadMain.prefab			5000			0
UiTRPGRewardTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGRewardTip.prefab			5000			0
UiTRPGExploreRegion			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGExploreRegion.prefab			5000			0
UiTRPGTaskTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGTaskTip.prefab			5000			0
UiTRPGExploreChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGExploreChapter.prefab			5000			0
UiTRPGExploreShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGExploreShop.prefab			5000			0
UiTRPGShopItem			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGShopItem.prefab			5000			0
UiTRPGCollection			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGCollection.prefab			5000			0
UiTRPGMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGMain.prefab			5000			0
UiTRPGDialog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGDialog.prefab			5000			0
UiTRPGBag			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGBag.prefab			5000			0
UiTRPGWorldBossBossArea			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGWorldBossBossArea.prefab	Assets/Product/Ui/Scene3DPrefab/UiTRPGWorldBossBossArea3D.prefab	Assets/Product/Ui/UiModel/UiTRPGWorldBoss/UiWorldBossBossArea.prefab	5000			0
UiTRPGWinWorldBoss			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGWinWorldBoss.prefab			5000			0
UiTRPGTalentOverView			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGTalentOverView.prefab			5000			0
UiTRPGBuffDetail			Popup	Bundle	Assets/Product/Ui/Prefab/UiTRPGBuffDetail.prefab			5000			0
UiTRPGYingDi			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGYingDi.prefab	Assets/Product/Ui/Scene3DPrefab/UiTRPGChar3d.prefab	Assets/Product/Ui/UiModel/UiTRPGChar3D/UiTRPGYingDi.prefab	5000			0
UiTRPGExploreChapterStage			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGExploreChapterStage.prefab			5000			0
UiTRPGObtain			Popup	Bundle	Assets/Product/Ui/Prefab/UiTRPGObtain.prefab			5000			0
UiTRPGNewCharacter			Popup	Bundle	Assets/Product/Ui/Prefab/UiTRPGNewCharacter.prefab			5000			0
UiTRPGCommitItem			Popup	Bundle	Assets/Product/Ui/Prefab/UiTRPGCommitItem.prefab			5000			0
UiTRPGTestDetailsTips			Popup	Bundle	Assets/Product/Ui/Prefab/UiTRPGTestDetailsTips.prefab			5000			0
UiTRPGTest			Popup	Bundle	Assets/Product/Ui/Prefab/UiTRPGTest.prefab			5000			0
UiTRPGFightTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTRPGFightTips.prefab			5000			0
UiFubenNierEnter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenNierEnter.prefab			5000			0
UiFubenNierLineChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenNierLineChapter.prefab			5000			0
UiFubenNierGuanqiaNormal			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenNierGuanqiaNormal.prefab			5000			0
UiNierCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierCharacter.prefab			5000			0
UiFuBenNierWork			Normal	Bundle	Assets/Product/Ui/Prefab/UiFuBenNierWork.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d01.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFuBenNierWork.prefab	5000			0
UiNierRoomSingle			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierRoomSingle.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiNieRBossFightResult			Normal	Bundle	Assets/Product/Ui/Prefab/UiNieRBossFightResult.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiFubenNierRepeat			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenNierRepeat.prefab			5000			0
UiNierShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierShop.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiFubenNierShengji			Tips	Bundle	Assets/Product/Ui/Prefab/UiFubenNierShengji.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiMentorMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorMain.prefab			5000			0
UiMentorRecommendation			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorRecommendation.prefab			5000			0
UiMentorApplication			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorApplication.prefab			5000			0
UiMentorDeclaration			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorDeclaration.prefab			5000			0
UiNewCharActivity			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewCharActivity.prefab	Assets/Product/Ui/Scene3DPrefab/UiNewCharActivity3D.prefab	Assets/Product/Ui/UiModel/UiNewCharActivity/UiNewCharActivity.prefab	5000			0
UiNierTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierTask.prefab			5000			0
UiNieREasterEgg			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierEasterEgg.prefab			5000			0
UiNieRSaveData			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierSaveData.prefab			5000			0
UiFightNieRTips			Tips	Bundle	Assets/Product/Ui/Prefab/UiFightNierTips.prefab			5000			0
UiMentorReward			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorReward.prefab			5000			0
UiNierCharacterSel			Normal	Bundle	Assets/Product/Ui/Prefab/UiNierCharacterSel.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiMentorGraduation			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorGraduation.prefab			5000			0
UiMentorTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorTask.prefab			5000			0
UiMentorSelectTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorSelectTask.prefab			5000			0
UiMentorAwarenessGiveaway			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorAwarenessGiveaway.prefab			5000			0
UiMentorAwarenessPopup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorAwarenessPopup.prefab			5000			0
UiMentorFile			Normal	Bundle	Assets/Product/Ui/Prefab/UiMentorFile.prefab			5000			0
UiCollectionWall			Normal	Bundle	Assets/Product/Ui/Prefab/UiCollectionWall.prefab			5000			0
UiCollectionWallEdit			Normal	Bundle	Assets/Product/Ui/Prefab/UiCollectionWallEdit.prefab			5000			0
UiCollectionWallSetting			Normal	Bundle	Assets/Product/Ui/Prefab/UiCollectionWallSetting.prefab			5000			0
UiCollectionWallView			Normal	Bundle	Assets/Product/Ui/Prefab/UiCollectionWallView.prefab			5000			0
UiGuardCampMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiZhounianYazhuMain.prefab			5000			0
UiGuardCampTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiZhounianYazhu.prefab			5000			0
UiChongzhiTanchuang			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChongzhiTanchuang.prefab			5000			0
UiChristmasTreeMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiChristmasTreeMain.prefab			5000			0
UiPokemonStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonStageDetail.prefab			5000			0
UiPokemonMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiPokemonMain.prefab			5000			0
UiPokemonMonster			Normal	Bundle	Assets/Product/Ui/Prefab/UiPokemonMonster.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiPokemon/UiPokemonMonster.prefab	5000			0
UiPokemonMonsterObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonMonsterObtain.prefab			5000			0
UiPokemonSkillDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonSkillDetails.prefab			5000			0
UiPokemonSkillSelect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonSkillSelect.prefab			5000			0
UiPokemonUpgradePreview			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonUpgradePreview.prefab			5000			0
UiPokemonStarSuccess			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonStarSuccess.prefab			5000			0
UiPokemonFormation			Normal	Bundle	Assets/Product/Ui/Prefab/UiPokemonFormation.prefab			5000			0
UiRoomCharacterFilterTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRoomCharacterFilterTips.prefab			5000			0
UiPokemonActiveTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiPokemonActiveTask.prefab			5000			0
UiDrawActivityLog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDrawActivityLog.prefab			5000			0
UiComposeGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiComposeGame.prefab			5000			0
UiTeamPrefabReName			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTeamPrefabReName.prefab			5000			0
UiNewDrawMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewDrawMain.prefab			5000			0
UiDialogDrag			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDialogDrag.prefab			5000			0
UiChessPursuitShop			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChessPursuitShop.prefab			5000			0
UiChessPursuitRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiChessPursuitRank.prefab			5000			0
UiChessPursuitRankLineup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChessPursuitRankLineup.prefab			5000			0
UiSimulatedCombatMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatMain.prefab			5000			0
UiSimulatedCombatBossBuffTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatBossBuffTips.prefab			5000			0
UiSimulatedCombatResAllo			Normal	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatResAllo.prefab			5000			0
UiSimulatedCombatBuffTip			Normal	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatBuffTip.prefab			5000			0
UiSimulatedCombatRoleList			Normal	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatRoleList.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			0
UiSimulatedCombatEquipDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiEquipDetail.prefab	5000			0
UiSimulatedCombatRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMainLineRoomCharacter.prefab	5000			0
UiSimulatedCombatSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiSimulatedCombatSettleWin.prefab			5000			0
UiLotto			Normal	Bundle	Assets/Product/Ui/Prefab/UiLotto2.prefab	Assets/Product/Ui/Scene3DPrefab/UiMain3dLifu.prefab	Assets/Product/Ui/UiModel/UiLotto/UiLotto2.prefab	5000			0
UiLottoLog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLottoLog.prefab			5000			0
UiChessPursuitCardsTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChessPursuitCardsTip.prefab			5000			0
UiLottoTanchuang			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLottoTanchuang.prefab			5000			0
UiCueMark			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCueMark.prefab			5000			0
UiFubenExperimentSkinTrialDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiPaintingExperiencePass.prefab			5000			0
UiCoupletGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiCoupletGame.prefab			5000			0
UiPartnerMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiPartnerMain.prefab	5000			0
UiPartnerRename			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerRename.prefab			5000			0
UiFubenSpringFestivalChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenSpringFestivalChapter.prefab			5000			0
UiSpringFestivalCollectCard			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalCollectCard.prefab			5000			0
UiSpringFestivalBagTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalBagTips.prefab			5000			0
UiSpringFestivalGiveTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalGiveTips.prefab			5000			0
UiSpringFestivalHelpTips1			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalHelpTips1.prefab			5000			0
UiSpringFestivalHelpTips2			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalHelpTips2.prefab			5000			0
UiSpringFestivalSmashEggs			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalSmashEggs.prefab	Assets/Product/Ui/Scene3DPrefab/UiActivityPanel017.prefab	Assets/Product/Ui/UiModel/UiSpringFestivalSmashEggs/UiSpringFestivalSmashEggs.prefab	5000			0
UiSpringFestivalTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalTip.prefab			5000			0
UiSpringFestivalFriendTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpringFestivalFriendsTips.prefab			5000			0
UiStrongholdMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdMain.prefab			5000			0
UiStrongholdActivityResult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdActivityResult.prefab			5000			0
UiStrongholdRewardTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdRewardTip.prefab			5000			0
UiStrongholdMining			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdMining.prefab			5000			0
UiStrongholdJournal			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdJournal.prefab			5000			0
UiStrongholdHelp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdHelp.prefab			5000			0
UiStrongholdPower			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdPower.prefab			5000			0
