Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
8159	30170511	79	75					450	450	450
8160	30170511	89	85					500	500	500
8161	30170511	120	100					550	550	550
8162	30170512	59	55					400	400	400
8163	30170512	79	75					450	450	450
8164	30170512	89	85					500	500	500
8165	30170512	120	100					550	550	550
8166	30170519	59	55					500	500	500
8167	30170519	79	75					550	550	550
8168	30170519	89	85					600	600	600
8169	30170519	120	100					650	650	650
8170	30170520	59	55					500	500	500
8171	30170520	79	75					550	550	550
8172	30170520	89	85					600	600	600
8173	30170520	120	100					650	650	650
8174	30170489	59	55					135	135	135
8175	30170489	79	75					185	185	185
8176	30170489	89	85					235	235	235
8177	30170489	120	100					285	285	285
8178	30170490	59	55					135	135	135
8179	30170490	79	75					185	185	185
8180	30170490	89	85					235	235	235
8181	30170490	120	100					285	285	285
8182	30170497	59	55					200	200	200
8183	30170497	79	75					250	250	250
8184	30170497	89	85					300	300	300
8185	30170497	120	100					350	350	350
8186	30170498	59	55					200	200	200
8187	30170498	79	75					250	250	250
8188	30170498	89	85					300	300	300
8189	30170498	120	100					350	350	350
8190	30170505	59	55					275	275	275
8191	30170505	79	75					325	325	325
8192	30170505	89	85					375	375	375
8193	30170505	120	100					425	425	425
8194	30170506	59	55					275	275	275
8195	30170506	79	75					325	325	325
8196	30170506	89	85					375	375	375
8197	30170506	120	100					425	425	425
8198	30170513	59	55					350	350	350
8199	30170513	79	75					400	400	400
8200	30170513	89	85					450	450	450
8201	30170513	120	100					500	500	500
8202	30170514	59	55					350	350	350
8203	30170514	79	75					400	400	400
8204	30170514	89	85					450	450	450
8205	30170514	120	100					500	500	500
8206	30170521	59	55					425	425	425
8207	30170521	79	75					475	475	475
8208	30170521	89	85					525	525	525
8209	30170521	120	100					575	575	575
8210	30170522	59	55					425	425	425
8211	30170522	79	75					475	475	475
8212	30170522	89	85					525	525	525
8213	30170522	120	100					575	575	575
8214	30170491	59	55					160	160	160
8215	30170491	79	75					210	210	210
8216	30170491	89	85					260	260	260
8217	30170491	120	100					310	310	310
8218	30170492	59	55					160	160	160
8219	30170492	79	75					210	210	210
8220	30170492	89	85					260	260	260
8221	30170492	120	100					310	310	310
8222	30170499	59	55					250	250	250
8223	30170499	79	75					300	300	300
8224	30170499	89	85					350	350	350
8225	30170499	120	100					400	400	400
8226	30170500	59	55					250	250	250
8227	30170500	79	75					300	300	300
8228	30170500	89	85					350	350	350
8229	30170500	120	100					400	400	400
8230	30170507	59	55					350	350	350
8231	30170507	79	75					400	400	400
8232	30170507	89	85					450	450	450
8233	30170507	120	100					500	500	500
8234	30170508	59	55					350	350	350
8235	30170508	79	75					400	400	400
8236	30170508	89	85					450	450	450
8237	30170508	120	100					500	500	500
8238	30170515	59	55					450	450	450
8239	30170515	79	75					500	500	500
8240	30170515	89	85					550	550	550
8241	30170515	120	100					600	600	600
8242	30170516	59	55					450	450	450
8243	30170516	79	75					500	500	500
8244	30170516	89	85					550	550	550
8245	30170516	120	100					600	600	600
8246	30170523	59	55					550	550	550
8247	30170523	79	75					600	600	600
8248	30170523	89	85					650	650	650
8249	30170523	120	100					700	700	700
8250	30170524	59	55					550	550	550
8251	30170524	79	75					600	600	600
8252	30170524	89	85					650	650	650
8253	30170524	120	100					700	700	700
8254	30006501	54	40		2109201		2109201	103	73	57
8255	30006502	54	45		2109201		2109201	169	73	57
8256	30006503	54	50		2109201		2109201	243	73	57
8257	30006504	54	50		2109201		2109201	317	77	61
8258	30006505	54	50		2109201		2109201	418	79	62
8259	30006501	79	55		2109201		2109201	317	117	91
8260	30006502	79	60		2109201		2109201	418	117	91
8261	30006503	79	65		2109201		2109201	524	117	91
8262	30006504	79	65		2109201		2109201	580	128	100
8263	30006505	79	65		2109201		2109201	725	132	103
8264	30006501	120	80		2109201		2109201	502	165	129
8265	30006502	120	80		2109201		2109201	716	165	129
8266	30006503	120	80		2109201		2109201	922	165	129
8267	30006504	120	80		2109201		2109201	1210	190	148
8268	30006505	120	80		2109201		2109201	1379	195	152
8269	30061401	28	28	40300		202000		6	21	14
8270	30061402	28	28	40301		202001		6	21	14
8271	30061403	28	28	40300		202000		6	21	14
8272	30061404	28	28	40301		202001		6	21	14
8273	30061405	28	28	40300		202000		6	21	14
8274	30061406	28	28	40301		202001		6	21	14
8275	30061407	28	28	40300		202000		6	21	14
8276	30061408	28	28	40301		202001		6	21	14
8277	30061409	28	28	40300		202000		6	21	14
8278	30061410	28	28	40301		202001		6	21	14
8279	30061411	28	28	40300		202000		6	21	14
8280	30061412	28	28	40301		202001		6	21	14
8281	30061413	28	28	40300		202000		6	21	14
8282	30061414	28	28	40301		202001		6	21	14
8283	30061415	28	28	40300		202000		6	21	14
8284	30061416	28	28	40301		202001		6	21	14
8285	30061417	28	28	40300		202000		6	21	14
8286	30061418	28	28	40301		202001		6	21	14
8287	30061419	28	28	40300		202000		6	21	14
8288	30061420	28	28	40301		202001		6	21	14
8289	30061421	28	28	40300		202000		6	21	14
8290	30061422	28	28	40301		202001		6	21	14
8291	30061423	28	28	40300		202000		6	21	14
8292	30061424	28	28	40301		202001		6	21	14
8293	30061425	28	28	40300		202000		6	21	14
8294	30061426	28	28	40301		202001		6	21	14
8295	30061401	30	30	40300		202000		9	36	23
8296	30061402	30	30	40301		202001		9	36	23
8297	30061403	30	30	40300		202000		9	36	23
8298	30061404	30	30	40301		202001		9	36	23
8299	30061405	30	30	40300		202000		9	36	23
8300	30061406	30	30	40301		202001		9	36	23
8301	30061407	30	30	40300		202000		9	36	23
8302	30061408	30	30	40301		202001		9	36	23
8303	30061409	30	30	40300		202000		9	36	23
8304	30061410	30	30	40301		202001		9	36	23
8305	30061411	30	30	40300		202000		9	36	23
8306	30061412	30	30	40301		202001		9	36	23
8307	30061413	30	30	40300		202000		9	36	23
8308	30061414	30	30	40301		202001		9	36	23
8309	30061415	30	30	40300		202000		9	36	23
8310	30061416	30	30	40301		202001		9	36	23
8311	30061417	30	30	40300		202000		9	36	23
8312	30061418	30	30	40301		202001		9	36	23
8313	30061419	30	30	40300		202000		9	36	23
8314	30061420	30	30	40301		202001		9	36	23
8315	30061421	30	30	40300		202000		9	36	23
8316	30061422	30	30	40301		202001		9	36	23
8317	30061423	30	30	40300		202000		9	36	23
8318	30061424	30	30	40301		202001		9	36	23
8319	30061425	30	30	40300		202000		9	36	23
8320	30061426	30	30	40301		202001		9	36	23
8321	30061401	40	40	40300		202000		13	50	32
8322	30061402	40	40	40301		202001		13	50	32
8323	30061403	40	40	40300		202000		13	50	32
8324	30061404	40	40	40301		202001		13	50	32
8325	30061405	40	40	40300		202000		13	50	32
8326	30061406	40	40	40301		202001		13	50	32
8327	30061407	40	40	40300		202000		13	50	32
8328	30061408	40	40	40301		202001		13	50	32
8329	30061409	40	40	40300		202000		13	50	32
8330	30061410	40	40	40301		202001		13	50	32
8331	30061411	40	40	40300		202000		13	50	32
8332	30061412	40	40	40301		202001		13	50	32
8333	30061413	40	40	40300		202000		13	50	32
8334	30061414	40	40	40301		202001		13	50	32
8335	30061415	40	40	40300		202000		13	50	32
8336	30061416	40	40	40301		202001		13	50	32
8337	30061417	40	40	40300		202000		13	50	32
8338	30061418	40	40	40301		202001		13	50	32
8339	30061419	40	40	40300		202000		13	50	32
8340	30061420	40	40	40301		202001		13	50	32
8341	30061421	40	40	40300		202000		13	50	32
8342	30061422	40	40	40301		202001		13	50	32
8343	30061423	40	40	40300		202000		13	50	32
8344	30061424	40	40	40301		202001		13	50	32
8345	30061425	40	40	40300		202000		13	50	32
8346	30061426	40	40	40301		202001		13	50	32
8347	30061401	50	50	40300		202000		19	73	47
8348	30061402	50	50	40301		202001		19	73	47
8349	30061403	50	50	40300		202000		19	73	47
8350	30061404	50	50	40301		202001		19	73	47
8351	30061405	50	50	40300		202000		19	73	47
8352	30061406	50	50	40301		202001		19	73	47
8353	30061407	50	50	40300		202000		19	73	47
8354	30061408	50	50	40301		202001		19	73	47
8355	30061409	50	50	40300		202000		19	73	47
8356	30061410	50	50	40301		202001		19	73	47
8357	30061411	50	50	40300		202000		19	73	47
8358	30061412	50	50	40301		202001		19	73	47
8359	30061413	50	50	40300		202000		19	73	47
8360	30061414	50	50	40301		202001		19	73	47
8361	30061415	50	50	40300		202000		19	73	47
8362	30061416	50	50	40301		202001		19	73	47
8363	30061417	50	50	40300		202000		19	73	47
8364	30061418	50	50	40301		202001		19	73	47
8365	30061419	50	50	40300		202000		19	73	47
8366	30061420	50	50	40301		202001		19	73	47
8367	30061421	50	50	40300		202000		19	73	47
8368	30061422	50	50	40301		202001		19	73	47
8369	30061423	50	50	40300		202000		19	73	47
8370	30061424	50	50	40301		202001		19	73	47
8371	30061425	50	50	40300		202000		19	73	47
8372	30061426	50	50	40301		202001		19	73	47
8373	30061401	60	60	40300		202000		24	94	60
8374	30061402	60	60	40301		202001		24	94	60
8375	30061403	60	60	40300		202000		24	94	60
8376	30061404	60	60	40301		202001		24	94	60
8377	30061405	60	60	40300		202000		24	94	60
8378	30061406	60	60	40301		202001		24	94	60
8379	30061407	60	60	40300		202000		24	94	60
8380	30061408	60	60	40301		202001		24	94	60
8381	30061409	60	60	40300		202000		24	94	60
8382	30061410	60	60	40301		202001		24	94	60
8383	30061411	60	60	40300		202000		24	94	60
8384	30061412	60	60	40301		202001		24	94	60
8385	30061413	60	60	40300		202000		24	94	60
8386	30061414	60	60	40301		202001		24	94	60
8387	30061415	60	60	40300		202000		24	94	60
8388	30061416	60	60	40301		202001		24	94	60
8389	30061417	60	60	40300		202000		24	94	60
8390	30061418	60	60	40301		202001		24	94	60
8391	30061419	60	60	40300		202000		24	94	60
8392	30061420	60	60	40301		202001		24	94	60
8393	30061421	60	60	40300		202000		24	94	60
8394	30061422	60	60	40301		202001		24	94	60
8395	30061423	60	60	40300		202000		24	94	60
8396	30061424	60	60	40301		202001		24	94	60
8397	30061425	60	60	40300		202000		24	94	60
8398	30061426	60	60	40301		202001		24	94	60
8399	30061401	80	70	40302		202002		32	125	79
8400	30061402	80	70	40301		202001		32	125	79
8401	30061403	80	70	40302		202002		32	125	79
8402	30061404	80	70	40301		202001		32	125	79
8403	30061405	80	70	40302		202002		32	125	79
8404	30061406	80	70	40301		202001		32	125	79
8405	30061407	80	70	40302		202002		32	125	79
8406	30061408	80	70	40301		202001		32	125	79
8407	30061409	80	70	40302		202002		32	125	79
8408	30061410	80	70	40301		202001		32	125	79
8409	30061411	80	70	40302		202002		32	125	79
8410	30061412	80	70	40301		202001		32	125	79
8411	30061413	80	70	40302		202002		32	125	79
8412	30061414	80	70	40301		202001		32	125	79
8413	30061415	80	70	40302		202002		32	125	79
8414	30061416	80	70	40301		202001		32	125	79
8415	30061417	80	70	40302		202002		32	125	79
8416	30061418	80	70	40301		202001		32	125	79
8417	30061419	80	70	40302		202002		32	125	79
8418	30061420	80	70	40301		202001		32	125	79
8419	30061421	80	70	40302		202002		32	125	79
8420	30061422	80	70	40301		202001		32	125	79
8421	30061423	80	70	40302		202002		32	125	79
8422	30061424	80	70	40301		202001		32	125	79
8423	30061425	80	70	40302		202002		32	125	79
8424	30061426	80	70	40301		202001		32	125	79
8425	30061401	120	80	40302		202002		42	165	104
8426	30061402	120	80	40301		202001		42	165	104
8427	30061403	120	80	40302		202002		42	165	104
8428	30061404	120	80	40301		202001		42	165	104
8429	30061405	120	80	40302		202002		42	165	104
8430	30061406	120	80	40301		202001		42	165	104
8431	30061407	120	80	40302		202002		42	165	104
8432	30061408	120	80	40301		202001		42	165	104
8433	30061409	120	80	40302		202002		42	165	104
8434	30061410	120	80	40301		202001		42	165	104
8435	30061411	120	80	40302		202002		42	165	104
8436	30061412	120	80	40301		202001		42	165	104
8437	30061413	120	80	40302		202002		42	165	104
8438	30061414	120	80	40301		202001		42	165	104
8439	30061415	120	80	40302		202002		42	165	104
8440	30061416	120	80	40301		202001		42	165	104
8441	30061417	120	80	40302		202002		42	165	104
8442	30061418	120	80	40301		202001		42	165	104
8443	30061419	120	80	40302		202002		42	165	104
8444	30061420	120	80	40301		202001		42	165	104
8445	30061421	120	80	40302		202002		42	165	104
8446	30061422	120	80	40301		202001		42	165	104
8447	30061423	120	80	40302		202002		42	165	104
8448	30061424	120	80	40301		202001		42	165	104
8449	30061425	120	80	40302		202002		42	165	104
8450	30061426	120	80	40301		202001		42	165	104
8451	15030101	50	49	100801010	10120102	100801	10120102	416	335	303
8452	15030104	50	49	100801010	10120106	100801	10120106	416	335	303
8453	15030106	50	49	100801010	10120106	100801	10120106	416	335	303
8454	15030109	50	49	100801010	10120109	100801	10120109	416	335	303
8455	15030110	50	49	100801010	10120110	100801	10120110	216	135	103
8456	15030111	50	49	100801010	10120111	100801	10120111	316	235	203
8457	15030115	50	49	100801010	10120118	100801	10120118	216	135	103
8458	15030117	50	49	100801010	10120123	100801	10120123	316	235	203
8459	15030118	50	49	100801010	10120123	100801	10120123	216	135	103
8460	15030101	65	64	100801010	10120102	100801	10120102	416	335	303
8461	15030104	65	64	100801010	10120106	100801	10120106	416	335	303
8462	15030106	65	64	100801010	10120106	100801	10120106	416	335	303
8463	15030109	65	64	100801010	10120109	100801	10120109	416	335	303
8464	15030110	65	64	100801010	10120110	100801	10120110	216	135	103
8465	15030111	65	64	100801010	10120111	100801	10120111	316	235	203
8466	15030115	65	64	100801010	10120118	100801	10120118	316	235	203
8467	15030117	65	64	100801010	10120123	100801	10120123	316	235	203
8468	15030118	65	64	100801010	10120123	100801	10120123	316	235	203
8469	15030101	120	75	100801010	10120102	100801	10120102	416	335	303
8470	15030104	120	75	100801010	10120106	100801	10120106	416	335	303
8471	15030106	120	75	100801010	10120106	100801	10120106	416	335	303
8472	15030109	120	75	100801010	10120109	100801	10120109	416	335	303
8473	15030110	120	75	100801010	10120110	100801	10120110	216	135	103
8474	15030111	120	75	100801010	10120111	100801	10120111	316	235	203
8475	15030115	120	75	100801010	10120118	100801	10120118	416	335	303
8476	15030117	120	75	100801010	10120123	100801	10120123	316	235	203
8477	15030118	120	75	100801010	10120123	100801	10120123	416	335	303
8478	16030103	50	49	110801010	11120104	110801	11120104	216	135	103
8479	16030103	65	64	110801010	11120104	110801	11120104	316	235	203
8480	16030103	120	75	110801010	11120104	110801	11120104	416	335	303
8481	15020201	50	49	11930		210905		216	135	103
8482	15020201	65	64	11930		210905		316	235	203
8483	15020201	120	75	11930		210905		416	335	303
8484	15020202	120	75		11921		11921	416	335	303
8485	15020203	120	75		11922		11922	416	460	303
8486	30162001	120	40					25	25	25
8487	30162002	120	40					50	50	50
8488	30162003	120	40					75	75	75
8489	30162004	120	40					100	100	100
8490	30162005	120	40					125	125	125
8491	30162006	120	40					100	100	100
8492	30162007	120	40					110	110	110
8493	30162008	120	40					120	120	120
8494	30162009	120	40					145	145	145
8495	30162010	120	40					130	130	130
8496	30162011	120	40					175	175	175
8497	30162012	120	40					200	200	200
8498	30162013	120	40					225	225	225
8499	30162014	120	40					250	250	250
8500	30162015	120	40					225	225	225
8501	30162016	120	40					250	250	250
8502	30162017	120	40					275	275	275
8503	30162018	120	40					300	300	300
8504	30162019	120	40					325	325	325
8505	30162020	120	40					350	350	350
8506	30162021	120	40					400	400	400
8507	30162022	120	40					425	425	425
8508	30162023	120	40					450	450	450
8509	30162024	120	40					475	475	475
8510	30162025	120	40					575	575	575
8511	30162026	120	40					525	525	525
8512	30162027	120	40					550	550	550
8513	30162028	120	40					525	525	525
8514	30162029	120	40					525	525	525
8515	30162030	120	40					600	600	600
8516	30162031	120	40					625	625	625
8517	30162032	120	40					675	675	675
8518	30162033	120	40					700	700	700
8519	30162034	120	40					725	725	725
8520	30162035	120	40					750	750	750
8521	30162036	120	40					725	725	725
8522	30162037	120	40					725	725	725
8523	30162038	120	40					750	750	750
8524	30162039	120	40					800	800	800
8525	30162040	120	40					850	850	850
8526	30162041	120	40					925	925	925
8527	30162042	120	40					900	900	900
8528	30162043	120	40					950	950	950
8529	30162044	120	40					1000	1000	1000
8530	30162045	120	40					1050	1050	1050
8531	30190120	120	40					100	1	1
8532	30190121	120	40					100	1	1
8533	30190122	120	40					100	1	1
8534	30190123	120	40					100	1	1
8535	30190124	120	40					100	1	1
8536	30190125	120	40					100	1	1
8537	13012101	120	25	130113010		131301		69	37	30
8538	30190130	120	40					100	1	1
8539	30190131	120	40					100	1	1
8540	30190132	120	40					100	1	1
8541	30190133	120	40					100	1	1
8542	30190134	120	40					100	1	1
8543	30190135	120	40					100	1	1
8544	10130153	120	40	11943		210906		600	500	400
8545	10130154	120	40	11943		210906		600	500	400
8546	30006601	54	40		2112005		2112005	103	73	57
8547	30006602	54	45		2112005		2112005	169	73	57
8548	30006603	54	50		2112005		2112005	243	73	57
8549	30006604	54	50		2112005		2112005	317	77	61
8550	30006605	54	50		2112005		2112005	418	79	62
8551	30006601	79	55		2112005		2112005	317	117	91
8552	30006602	79	60		2112005		2112005	418	117	91
8553	30006603	79	65		2112005		2112005	524	117	91
8554	30006604	79	65		2112005		2112005	580	128	100
8555	30006605	79	65		2112005		2112005	725	132	103
8556	30006601	120	80		2112005		2112005	301	99	77
8557	30006602	120	80		2112005		2112005	429	99	77
8558	30006603	120	80		2112005		2112005	553	99	77
8559	30006604	120	80		2112005		2112005	967	173	134
8560	30006605	120	80		2112005		2112005	1379	195	152
8561	30100828	120	80					300	225	150
8562	30100829	120	80					300	225	150
8563	30100830	120	80					300	225	150
8564	30100831	120	80					300	225	150
8565	30200299	54	50					150	150	100
8566	30200299	79	65					300	300	150
8567	30200299	120	80					450	400	200
8568	30101001	120	80					300	225	150
8569	30101002	120	80					300	225	150
8570	30101003	120	80					300	225	150
8571	30090580	54	50	2112006		211201		86	93	73
8572	30090581	54	50	2112006		211201		110	96	75
8573	30090582	54	50	2112006		211201		136	98	77
8574	30090583	54	50	2112006		211201		188	110	86
8575	30090584	54	50	2112006		211201		250	120	95
8576	30090580	69	65	2112006		211201		123	162	127
8577	30090581	69	65	2112006		211201		185	170	133
8578	30090582	69	65	2112006		211201		246	178	140
8579	30090583	69	65	2112006		211201		321	186	145
8580	30090584	69	65	2112006		211201		402	193	151
8581	30090580	120	80	2112006		211201		168	235	183
8582	30090581	120	80	2112006		211201		258	243	190
8583	30090582	120	80	2112006		211201		357	252	197
8584	30090583	120	80	2112006		211201		462	261	205
8585	30090584	120	80	2112006		211201		516	271	211
8586	30090585	54	50	2112007		211202		86	93	73
8587	30090586	54	50	2112007		211202		110	96	75
8588	30090587	54	50	2112007		211202		136	98	77
8589	30090588	54	50	2112007		211202		188	110	86
8590	30090589	54	50	2112007		211202		250	120	95
8591	30090585	69	65	2112007		211202		123	162	127
8592	30090586	69	65	2112007		211202		185	170	133
8593	30090587	69	65	2112007		211202		246	178	140
8594	30090588	69	65	2112007		211202		321	186	145
8595	30090589	69	65	2112007		211202		402	193	151
8596	30090585	120	80	2112007		211202		168	235	183
8597	30090586	120	80	2112007		211202		258	243	190
8598	30090587	120	80	2112007		211202		357	252	197
8599	30090588	120	80	2112007		211202		462	261	205
8600	30090589	120	80	2112007		211202		516	271	211
8601	30301401	120	80					198	198	198
8602	30301402	120	80					387	387	387
8603	30301403	120	80					564	564	564
8604	30301404	120	80					814	814	814
8605	30301405	120	80					1052	1052	1052
8606	10130102	49	50					216	135	93
8607	10130103	49	50					216	135	93
8608	10130105	49	50					216	135	93
8609	10130107	49	50					216	135	93
8610	10130110	49	50					176	105	73
8611	10130112	49	50					216	135	93
8612	10130115	49	50					416	335	213
8613	10130119	49	50					216	135	93
8614	10130121	49	50					216	135	93
8615	10130123	49	50					216	135	93
8616	10130124	49	50					416	150	96
8617	10130126	49	50					416	215	143
8618	10130127	49	50					1099	402	256
8619	10130128	49	50					616	190	80
8620	10130129	49	50					616	190	90
8621	10130130	49	50					887	402	256
8622	10130102	57	65					316	235	153
8623	10130103	57	65					316	235	153
8624	10130105	57	65					316	235	153
8625	10130107	57	65					316	235	153
8626	10130110	57	65					276	205	133
8627	10130112	57	65					316	235	153
8628	10130115	57	65					416	335	213
8629	10130119	57	65					316	235	153
8630	10130121	57	65					316	235	153
8631	10130123	57	65					316	235	153
8632	10130124	57	65					416	150	96
8633	10130126	57	65					416	215	143
8634	10130127	57	65					1099	402	256
8635	10130128	57	65					616	190	80
8636	10130129	57	65					616	190	90
8637	10130130	57	65					887	402	256
8638	10130102	120	75					416	335	213
8639	10130103	120	75					416	335	213
8640	10130105	120	75					416	335	213
8641	10130107	120	75					416	335	213
8642	10130110	120	75					376	305	193
8643	10130112	120	75					416	335	213
8644	10130115	120	75					416	335	213
8645	10130119	120	75					416	335	213
8646	10130121	120	75					416	335	213
8647	10130123	120	75					416	335	213
8648	10130124	120	75					416	150	96
8649	10130126	120	75					416	215	143
8650	10130127	120	75					1099	402	256
8651	10130128	120	75					616	190	80
8652	10130129	120	75					616	190	90
8653	10130130	120	75					887	402	256
8654	30200001	49	50					216	135	93
8655	30200002	49	50					216	135	93
8656	30200003	49	50					216	135	93
8657	30200004	49	50					216	135	93
8658	30200005	49	50					216	135	93
8659	30200006	49	50					216	135	93
8660	30200007	49	50					216	135	93
8661	30200008	49	50					216	135	93
8662	30200009	49	50					216	135	93
8663	30200010	49	50					216	135	93
8664	30200011	49	50					216	135	93
8665	30200012	49	50					216	135	93
8666	30200013	49	50					216	135	93
8667	30200014	49	50					216	135	93
8668	30200015	49	50					216	135	93
8669	30200016	49	50					216	135	93
8670	30200017	49	50					216	135	93
8671	30200018	49	50					216	135	93
8672	30200019	49	50					216	135	93
8673	30200020	49	50					216	135	93
8674	30200021	49	50					216	135	93
8675	30200022	49	50					216	135	93
8676	30200023	49	50					216	135	93
8677	30200024	49	50					216	135	93
8678	30200025	49	50					216	135	93
8679	30200026	49	50					216	135	93
8680	30200027	49	50					216	135	93
8681	30200028	49	50					216	135	93
8682	30200029	49	50					216	135	93
8683	30200030	49	50					216	135	93
8684	30200031	49	50					216	135	93
8685	30200032	49	50					216	135	93
8686	30200033	49	50					216	135	93
8687	30200034	49	50					216	135	93
8688	30200035	49	50					216	135	93
8689	30200036	49	50					216	135	93
8690	30200037	49	50					216	135	93
8691	30200038	49	50					216	135	93
8692	30200039	49	50					216	135	93
8693	30200040	49	50					216	135	93
8694	30200041	49	50					216	135	93
8695	30200042	49	50					216	135	93
8696	30200043	49	50					216	135	93
8697	30200044	49	50					216	135	93
8698	30200045	49	50					216	135	93
8699	30200046	49	50					216	135	93
8700	30200047	49	50					216	135	93
8701	30200048	49	50					216	135	93
8702	30200049	49	50					216	135	93
8703	30200050	49	50					216	135	93
8704	30200051	49	50					216	135	93
8705	30200052	49	50					216	135	93
8706	30200053	49	50					216	135	93
8707	30200054	49	50					216	135	93
8708	30200055	49	50					216	135	93
8709	30200056	49	50					216	135	93
8710	30200057	49	50					216	135	93
8711	30200058	49	50					216	135	93
8712	30200059	49	50					216	135	93
8713	30200060	49	50					216	135	93
8714	30200001	57	65					316	235	153
8715	30200002	57	65					316	235	153
8716	30200003	57	65					316	235	153
8717	30200004	57	65					316	235	153
8718	30200005	57	65					316	235	153
8719	30200006	57	65					316	235	153
8720	30200007	57	65					316	235	153
8721	30200008	57	65					316	235	153
8722	30200009	57	65					316	235	153
8723	30200010	57	65					316	235	153
8724	30200011	57	65					316	235	153
8725	30200012	57	65					316	235	153
8726	30200013	57	65					316	235	153
8727	30200014	57	65					316	235	153
8728	30200015	57	65					316	235	153
8729	30200016	57	65					316	235	153
8730	30200017	57	65					316	235	153
8731	30200018	57	65					316	235	153
8732	30200019	57	65					316	235	153
8733	30200020	57	65					316	235	153
8734	30200021	57	65					316	235	153
8735	30200022	57	65					316	235	153
8736	30200023	57	65					316	235	153
8737	30200024	57	65					316	235	153
8738	30200025	57	65					316	235	153
8739	30200026	57	65					316	235	153
8740	30200027	57	65					316	235	153
8741	30200028	57	65					316	235	153
8742	30200029	57	65					316	235	153
8743	30200030	57	65					316	235	153
8744	30200031	57	65					316	235	153
8745	30200032	57	65					316	235	153
8746	30200033	57	65					316	235	153
8747	30200034	57	65					316	235	153
8748	30200035	57	65					316	235	153
8749	30200036	57	65					316	235	153
8750	30200037	57	65					316	235	153
8751	30200038	57	65					316	235	153
8752	30200039	57	65					316	235	153
8753	30200040	57	65					316	235	153
8754	30200041	57	65					316	235	153
8755	30200042	57	65					316	235	153
8756	30200043	57	65					316	235	153
8757	30200044	57	65					316	235	153
8758	30200045	57	65					316	235	153
8759	30200046	57	65					316	235	153
8760	30200047	57	65					316	235	153
8761	30200048	57	65					316	235	153
8762	30200049	57	65					316	235	153
8763	30200050	57	65					316	235	153
8764	30200051	57	65					316	235	153
8765	30200052	57	65					316	235	153
8766	30200053	57	65					316	235	153
8767	30200054	57	65					316	235	153
8768	30200055	57	65					316	235	153
8769	30200056	57	65					316	235	153
8770	30200057	57	65					316	235	153
8771	30200058	57	65					316	235	153
8772	30200059	57	65					316	235	153
8773	30200060	57	65					316	235	153
8774	30200001	120	75					416	335	213
8775	30200002	120	75					416	335	213
8776	30200003	120	75					416	335	213
8777	30200004	120	75					416	335	213
8778	30200005	120	75					416	335	213
8779	30200006	120	75					416	335	213
8780	30200007	120	75					416	335	213
8781	30200008	120	75					416	335	213
8782	30200009	120	75					416	335	213
8783	30200010	120	75					416	335	213
8784	30200011	120	75					416	335	213
8785	30200012	120	75					416	335	213
8786	30200013	120	75					416	335	213
8787	30200014	120	75					416	335	213
8788	30200015	120	75					416	335	213
8789	30200016	120	75					416	335	213
8790	30200017	120	75					416	335	213
8791	30200018	120	75					416	335	213
8792	30200019	120	75					416	335	213
8793	30200020	120	75					416	335	213
8794	30200021	120	75					416	335	213
8795	30200022	120	75					416	335	213
8796	30200023	120	75					416	335	213
8797	30200024	120	75					416	335	213
8798	30200025	120	75					416	335	213
8799	30200026	120	75					416	335	213
8800	30200027	120	75					416	335	213
8801	30200028	120	75					416	335	213
8802	30200029	120	75					416	335	213
8803	30200030	120	75					416	335	213
8804	30200031	120	75					416	335	213
8805	30200032	120	75					416	335	213
8806	30200033	120	75					416	335	213
8807	30200034	120	75					416	335	213
8808	30200035	120	75					416	335	213
8809	30200036	120	75					416	335	213
8810	30200037	120	75					416	335	213
8811	30200038	120	75					416	335	213
8812	30200039	120	75					416	335	213
8813	30200040	120	75					416	335	213
8814	30200041	120	75					416	335	213
8815	30200042	120	75					416	335	213
8816	30200043	120	75					416	335	213
8817	30200044	120	75					416	335	213
8818	30200045	120	75					416	335	213
8819	30200046	120	75					416	335	213
8820	30200047	120	75					416	335	213
8821	30200048	120	75					416	335	213
8822	30200049	120	75					416	335	213
8823	30200050	120	75					416	335	213
8824	30200051	120	75					416	335	213
8825	30200052	120	75					416	335	213
8826	30200053	120	75					416	335	213
8827	30200054	120	75					416	335	213
8828	30200055	120	75					416	335	213
8829	30200056	120	75					416	335	213
8830	30200057	120	75					416	335	213
8831	30200058	120	75					416	335	213
8832	30200059	120	75					416	335	213
8833	30200060	120	75					416	335	213
8834	30301501	120	80					198	198	198
8835	30301502	120	80					387	387	387
8836	30301503	120	80					564	564	564
8837	30301504	120	80					814	814	814
8838	30301505	120	80					1052	1052	1052
8839	13012214	120	75					205	150	87
8840	13012216	120	75					205	150	87
8841	10130153	79	75	11943		210906		450	300	150
8842	10130154	79	75	11943		210906		450	300	150
8843	10130153	54	50	11943		210906		280	180	80
8844	10130154	54	50	11943		210906		280	180	80
8845	10130142	49	50					216	135	93
8846	10130143	49	50					216	135	93
8847	10130145	49	50					216	135	93
8848	10130147	49	50					216	135	93
8849	10130156	49	50					176	105	73
8850	10130157	49	50					216	135	93
8851	10130158	49	50					416	335	213
8852	10130159	49	50					216	135	93
8853	10130161	49	50					216	135	93
