StageId	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId[1]	UnlockEventId[2]	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	PreEventId[3]	PreEventId[4]	ClearEventId[1]	ClearEventId[2]	ClearEventId[3]	DisappearCondition	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	FirstRequireActionPoint	FinishRequireActionPoint	CharacterLimitType	CareerSuggestType	AISuggestType	LimitBuffId	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	PreStageId[4]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	FirstTeamExp	FinishTeamExp	CardExp	FirstCardExp	FinishCardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	DescEventId[1]	DescEventId[2]	DescEventId[3]	SettleLoseTipId	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]	MultiChallengeId	Restartable	ResetHpCount[1]	ResetHpCount[2]	ResetHpCount[3]	StoryUiStyle	OnlineMsgId	ForceAllyEffect	DisableDeadEffect	HideAction	Ability
30170451	Encounter	Halloween - Encounter 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210520					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170452	Encounter	Halloween - Encounter 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210520					10			48						1	RG00505BA			3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170453	Encounter	Halloween - Encounter 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210521					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170454	Encounter	Halloween - Encounter 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210521					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170455	Elite Battle	Halloween - Elite Battle 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210522					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170456	Elite Battle	Halloween - Elite Battle 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210522					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170457	Elite Battle	Halloween - Elite Battle 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210523					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170458	Elite Battle	Halloween - Elite Battle 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210523					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170459	Encounter	Halloween - Encounter 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210520					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170460	Encounter	Halloween - Encounter 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210520					10			48						1	RG00507BA			3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170461	Encounter	Halloween - Encounter 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210521					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170462	Encounter	Halloween - Encounter 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210521					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170463	Elite Battle	Halloween - Elite Battle 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210522					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170464	Elite Battle	Halloween - Elite Battle 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210522					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170465	Elite Battle	Halloween - Elite Battle 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210523					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170466	Elite Battle	Halloween - Elite Battle 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210523					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170467	Encounter	Halloween - Encounter 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210520					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170468	Encounter	Halloween - Encounter 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210520					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170469	Encounter	Halloween - Encounter 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210521					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170470	Encounter	Halloween - Encounter 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210521					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170471	Elite Battle	Halloween - Elite Battle 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210522					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170472	Elite Battle	Halloween - Elite Battle 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210522					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170473	Elite Battle	Halloween - Elite Battle 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210523					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170474	Elite Battle	Halloween - Elite Battle 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55	10			3			1							16100		210523					10			48						1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1							12						1	2	3											
30170475	Boss Battle	BOSS1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55	10			3			1							16132		210524					10			48						1	RG00502BA	RG00502EA		3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170476	Boss Battle	BOSS2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55	10			3			1							16132		210524					10			48						1	RG00504BA	RG00504EA		3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170477	Boss Battle	BOSS3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55	10			3			1							16132		210524					10			48						1	RG00506BA	RG00506EA		3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170478	Boss Battle	BOSS4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55	10			3			1							16132		210524					10			48						1				3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170479	Boss Battle	BOSS5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55	10			3			1							16132		210524					10			48						1	RG00508BA	RG00508EA		3	Normal: Enemies are of moderate strength.																1							12						1	2	3											
30170480	Boss Battle	Trial Boss 1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55				3			1							16133		210529														1				3	Normal: Enemies are of moderate strength.																1													1	2	3											
30170481	Boss Battle	Trial Boss 2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55				3			1							16133		210529														1				3	Normal: Enemies are of moderate strength.																1													1	2	3											
30170482	Boss Battle	Trial Boss 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55				3			1							16133		210529														1				3	Normal: Enemies are of moderate strength.																1													1	2	3											
30170483	Boss Battle	Trial Boss 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55				3			1							16133		210529														1				3	Normal: Enemies are of moderate strength.																1													1	2	3											
30170484	Boss Battle	Trial Boss 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		21	308	20010			1													1			0		55				3			1							16133		210529														1		RG00509BA		3	Normal: Enemies are of moderate strength.																1													1	2	3											
30170485	Encounter - Cruel	Trial - Encounter 1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170486	Encounter - Deadly	Trial - Encounter 1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170487	Encounter - Cruel	Trial - Encounter 1 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170488	Encounter - Deadly	Trial - Encounter 1 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170489	Elite Battle - Cruel	Trial - Elite Battle 1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170490	Elite Battle - Deadly	Trial - Elite Battle 1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170491	Elite Battle - Cruel	Trial - Elite Battle 1 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170492	Elite Battle - Deadly	Trial - Elite Battle 1 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170493	Encounter - Cruel	Trial - Encounter 2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170494	Encounter - Deadly	Trial - Encounter 2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170495	Encounter - Cruel	Trial - Encounter 2 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170496	Encounter - Deadly	Trial - Encounter 2 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170497	Elite Battle - Cruel	Trial - Elite Battle 2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170498	Elite Battle - Deadly	Trial - Elite Battle 2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170499	Elite Battle - Cruel	Trial - Elite Battle 2 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170500	Elite Battle - Deadly	Trial - Elite Battle 2 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170501	Encounter - Cruel	Trial - Encounter 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170502	Encounter - Deadly	Trial - Encounter 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170503	Encounter - Cruel	Trial - Encounter 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170504	Encounter - Deadly	Trial - Encounter 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170505	Elite Battle - Cruel	Trial - Elite Battle 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170506	Elite Battle - Deadly	Trial - Elite Battle 3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170507	Elite Battle - Cruel	Trial - Elite Battle 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170508	Elite Battle - Deadly	Trial - Elite Battle 3 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170509	Encounter - Cruel	Trial - Encounter 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170510	Encounter - Deadly	Trial - Encounter 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170511	Encounter - Cruel	Trial - Encounter 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170512	Encounter - Deadly	Trial - Encounter 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170513	Elite Battle - Cruel	Trial - Elite Battle 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170514	Elite Battle - Deadly	Trial - Elite Battle 4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170515	Elite Battle - Cruel	Trial - Elite Battle 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170516	Elite Battle - Deadly	Trial - Elite Battle 4 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170517	Encounter - Cruel	Trial - Encounter 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170518	Encounter - Deadly	Trial - Encounter 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210525														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170519	Encounter - Cruel	Trial - Encounter 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170520	Encounter - Deadly	Trial - Encounter 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210526														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170521	Elite Battle - Cruel	Trial - Elite Battle 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170522	Elite Battle - Deadly	Trial - Elite Battle 5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210527														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170523	Elite Battle - Cruel	Trial - Elite Battle 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30170524	Elite Battle - Deadly	Trial - Elite Battle 5 - ex	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png		28	308	20010			1													1			0		55				3			1							16131		210528														1				3	Normal: Enemies are of moderate strength.	Hard: More challenging enemies but with increased support point.															1													1	2	3											
30130201	Sleeping Beauty	Are you clear about the rules, my "Sleeping Beauty"?	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		205					1													1	1		0						3			1																							1	RY00101BA			3														1		2	1									2	Square			1	2	3											
30130202	Little Red Cap	All good now. Commandant, why are you using remote communication... Do you mind explaining?	Assets/Product/Texture/Image/UiFubenYurenjie/Yurenjie01.png		205					1													2	1		0			15			3			1		30130201					100701010	2103010	100701	2103010				15									1	RY00102BA	RY00102EA		3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	8001								1	Rectangle			1	2	3											
30130203	Two Musketeers	And I am Lee... We are like two musketeers now.	Assets/Product/Texture/Image/UiFubenYurenjie/Yurenjie02.png		205					1													3	1		0			15			3			1		30130202					100701020	2103020	100702	2103020				15									1	RY00103BA			3	Defeat all the Corrupted.	Take note of the Constructs... They seem weird.												1		2	1	8000		8019						1	Rectangle			1	2	3											
30130204	Ali Baba	Is this another trick that Lord is playing on me?	Assets/Product/Texture/Image/UiFubenYurenjie/Yurenjie03.png		205					1													4	1		0			15			3			1		30130203					100701030	2103030	100703	2103030				15									1	RY00104BA			3	Defeat all the Corrupted.	Pay attention to the conversations among the Constructs.												1		2	1	8007		8017						1	Rectangle			1	2	3											
30130205	The Three Little Pigs	Let us show you the power of the trio!	Assets/Product/Texture/Image/UiFubenYurenjie/Yurenjie04.png		205					1													5	1		0			15			3			1		30130204					100701040	2103040	100704	2103040				15									1	RY00105BA			3	Defeat all the Corrupted.	Don't drag Liv down.												1		2	1	8002								1	Rectangle			1	2	3											
30130206	Puss in Boots	...What a terrible joke.	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		205					1													6	1		0						3			1		30130205																					1	RY00106BA			3														1		2	1									2	Square			1	2	3											
30130207	Pinocchio	You are a pervert, aren't you?!	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		205					1													7	1		0						3			1		30130206																					1	RY00107BA			3														1		2	1									2	Square			1	2	3											
30130208	Daughter of the Ocean	These are the guidelines on Connection Chambers.	Assets/Product/Texture/Image/UiFubenYurenjie/Yurenjie05.png		205					1													8	1		0			15			3			1		30130207					100701050	2103050	100705	2103050				15									1	RY00108BA			3	Answer the questions based on the clues you have.	Wrong answers will reduce your HP.												1		2	1	8001								1	Rectangle			1	2	3											
30130209	The Prince	It doesn't matter what Commandant sees in me, because I only have one thing to do, right from the beginning.	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		205					1													9	1		0						3			1		30130208																					1	RY00109BA			3														1		2	1									2	Square			1	2	3											
30130210	Happy April Fools' Day!	It's great when everyone comes together, Commandant. I wish we can spend every year, every month, and every holiday like this.	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		205					1													10	1		0						3			1		30130209																					1	RY00110BA			3														1		2	1									2	Square			1	2	3											
30130211	Sky Lord Celica	The world fell into darkness, and I became the Lord of the Sky.	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		205					1													11	1		0						3			1		30130210																					1	RY00111BA			3														1		2	1									2	Square			1	2	3											
30130212	Coming Celebration	As the celebration is around the corner, preparation is already underway.	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq2.png	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq.png	36		10101			1													1			0		40	0			0			0	300													0			0						1	HD01701BA			3														1		2	1							3		2	Square			1	2	3											
30130213	Private Letter	A private letter has unveiled the curtain of the celebration ahead of time.	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq2.png	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq.png	36		10101			1													2			0		40	0			0			0	300	30130212												0			0						1	HD01702BA			3														1		2	1							3		2	Square			1	2	3											
30130214	Endless Battle		Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIcon3.png		36		10101			1													3			0		40	0			0			0	300	30130213						16307		16307				0			0						1	HD01703BA	HD01703EA		3	On foot or with thrusters,	the winner is the one who crosses the finish line first.												1		2	1	9134						3		1	Rectangle			1	2	3											
30130215	Tug of War	In this match are two persevering rivals.	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq2.png	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq.png	36		10101			1													4			0		40	0			0			0	300	30130214												0			0						1	HD01704BA			3														1		2	1							3		2	Square			1	2	3											
30130216	The Rabbit and the Distant Moon		Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIcon4.png		36		10101			1													5			0		40	0			0			0	300	30130215						16308		16308				0			0						1	HD01705BA	HD01705EA		3	Legends change as time flies.													1		2	1	9135						3		1	Rectangle			1	2	3											
30130217	Beloved World	Inside its envelope, the engraved message will be carried far away.	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq2.png	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq.png	36		10101			1													6			0		40	0			0			0	300	30130216												0			0						1	HD01706BA			3														1		2	1							3		2	Square			1	2	3											
30130218	Converging Streams	One way or the other, a celebration always bonds people together even before anyone is aware of it.	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq2.png	Assets/Product/Texture/Image/UiFubenZhongQiu2022/UiFubenZhongQiuIconJq.png	36		10101			1													7			0		40	0			0			0	300	30130217												0			0						1	HD01707BA			3														1		2	1							3		2	Square			1	2	3											
14010113	Port Hub		Assets/Product/Texture/Image/UiAssign/UiAssignTab01.png		103	303				1													1	80		0						0			0	300							14010113		14010113															BJ00101EA		3	Warning: This is an extremely dangerous challenge.	Boost the BP of members before attempting.	Monster Level: Nightmare 70											1		2	1							13			Rectangle			1	2	3		1									
