Id	AttribId	PromotedId	Kind	Type	Note	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
91030	9003	9200	3	3		Repairer (Enhanced)	1			0		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1	1	1			0	5	0.8	2	1.5	0		0.3	20									0.05	0							3			0.7		90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051						910300	900301	900302	900303	900304	900305	900306																																																																																														
91031	9003	9200	3	3		Repairer Specialist I	1			0		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1	1	1			0	5	0.8	2	1.5	0		0.3	20									2.5	0							3			0.7		90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051						910300	900301	900302	900303	900304	900305	900306																																																																																														
91090	9009	9200	3	3		Ground Monitor (Enhanced)	1			0		Mo1DimianjianshiqiMd000001		1		1	1	0.1			1	1	1			0	5	1	2	1.5			0.3	20									0.05	0							3			1		90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051						910900	900901	900902																																																																																																		
91100	9010	9201	3	3		Aerial Monitor (Enhanced)	1			0		Mo1KongzhongjianshiqiMd000001		1		1	1	0.1			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			1		90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051						911000	901001	901002																																																																																																		
91110	9011	9201	3	3		Pilgrim (Enhanced)	1			0		Me1XunjingzheMd000001		1		1	1	0.2			1	1	1			0	5	1.1	2	1.5			0.3	20									0.05	0							3			1		90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						911100	901101	901102	901103																																																																																																	
91111	9011	9200	3	3		Hydraulic (Enhanced)	1			0		Me1XunjingzheMd000001		1		1	1	0.2			1	1	1			0	5	1.1	2	1.5			0.3	20									2.5	0							3			1		90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						911100	901101	901102	901103																																																																																																	
91120	9012	9200	3	3		Protector (Enhanced)	1			0		Mo1BaohuzheMd000001		1		1.3	1.3	0.2			1	1	1			0	5	1.1	2	1.5			0.3	20									0.05	0							3			1.3		90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051						911200	901201	901202	901203																																																																																																	
91130	9013	9200	3	3		Tamer (Enhanced)	1			0		Me1XunshoushiMd000001		1		1.7	1.7	1.5			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			1.7		90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061					911300	901301	901302	901303	901304																																																																																																
91140	9014	9200	3	3		Jitterbomb (Enhanced)	1			0		Mo1LiebianyuanchongMd000001		1		0.6	0.6	0.1			1	1	1			0	5	0.8	2	1.5			0.3	20									0	0							3			0.6							9014	900008	100027	900011	900051	901412						911400	901401	901402																																																																																																		
91150	9015	9200	3	3		Hydraulic (Enhanced)	1			0		Mo1YeyaMd000001		1		1.2	1.2	0.5			1	1	1			0	5	1.1	2	1.5			0.3	20									0.05	0							3			1.2		90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061					911500	901501	901502	901503	901504	901505	901506																																																																																														
91160	9016	9201	3	3		Sentry Gun (Enhanced)	1			0		Mo1ShaojiejipaoMd000001		1		0.8	0.8	0.3			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.8		90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051						911600	901601	901602																																																																																																		
91170	9017	9201	3	3		Missionary (Enhanced)	1			0		Mo1BudaozheMd000001		1		0.5	0.5	0.1			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.5		90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051						911700	901701	901702	901703	901704	901705	901706																																																																																														
91171	9017	9201	3	3		Missionary (Enhanced)	1			0		Mo1BudaozheMd000001		1		0.5	0.5	0.1			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.5		90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051						911700																																																																																																				
91180	9018	9200	3	3		Executor (Enhanced)	1			0		Mo1ZhixingzheMd000001		1		0.6	0.6	0.1			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.6		90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061					911800	901801	901802	901803	901804	901807	901808																																																																																														
91190	9019	9202	3	3		Shieldbearer (Enhanced)	1			0		Mo1ShouhuzheMd000001		1		1	1	0.5			1	1	1			0	5	1	2	1.5			0.3	20									0.05	0							3			1		90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901910	901917				911900	901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912	901998	901999																																																																																						
91200	9020	9200	3	3		Black Spider (Enhanced)	1			0		Mo1HeizhizhuMd000001		1		1	1	0.1			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0		90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051							912000	902001	902002	902003																																																																																																	
91210	9021	9203	3	3		Gardener (Enhanced)	1			0		Me1YuandingMd000001		1		0.8	0.8	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.8		90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051						912100	902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
91220	9022	9303	2	2		Excavator (Enhanced)	1			0		Me1YijiwajuezheMd000001		1		0.5	0.5	0.1			1	1	1			0	5	0.8	2	1.5			0.7	20									1.9	0							3			0.5		90220098	90220096	90220094	90220092		9022	900008	100027	900011	900051								902201	902202	902203	902204	902205	902206	902207	902208	902209	902210	902211																																																																																									
91250	9025	9203	3	2		Ronin IV (Enhanced)	1			0		Mo1LangrensixingMd000001		1		0.7	0.7	0.2			1	1	1			0	3	0.8	2	1.5			0.3	20									2.5	0							3			1.1		90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033							912500	902501	902502	902503	902504	902505	902506																																																																																														
91260	9026	9204	3	3		Bio-Salamander (Enhanced)				0		Mo1FangshengrongyuanMd000001		1		1.1	1.1	0.4			1	1	1			0	3	0.8	2	1.5			0.3	20									2.5	0							3			1.1		90260098	90260096	90260094	90260092		9026	900008	100027	900011	900033							912600	902601	902602	902603	902604	902605	902606																																																																																														
91330	9033	9203	3	2		Envoy (Enhanced)				0		Me1XinshiMd000001		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2.5	0							3			1		90330098	90330096	90330094	90330092		9033	900007	900008	100027	900011	900051	903310	903311				913300	903301	903302	903303	903304	903305	903306	903307	903308	903309	903310																																																																																										
91340	9034	9203	3	2		Royal Guard (Enhanced)				0		Me1JinweiMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5			0.3	20									3	0							3			1		90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051	903423						903401	903402	903403	903404	903405	903406	903407	903408	903409	903451	903452	903455	903456	903457	903458	903459	903460	903461	903462	903463																																																																																
91350	9035	9203	3	2		Firefighter (Enhanced)	1			0		Me1XiaofangweishiMd000001		1		1.5	1.5	0.5			1	1	1			0	5	1	2	1.5			0.3	20	0								0	0							3			1.5		90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051						913500	903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
91360	9036	9203	3	2		Deconstructor (Enhanced)	1			0		Me1FenjiezheMd000001		1		1	1	0.3			1	1	1			1	5	0.8	2	1.5	0		0.3	20									0.95	0							3			1		90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704					913600	903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
91370	9037	9204	3	3		Explorer (Enhanced)	1			0		Me1YijikantanzheMd000001		1		1	1	0.2			1	1	1			0	3	0.8	2	2			0.3	20	0								2.5								3			1		90370098	90370096	90370094	90370092		9037	900007	900008	100027	900011	900051		995203				913700	903701	903702	903703	903704	903705																																																																																															
91380	9038	9204	3	2		Construct (Enhanced)				0		Me1GouzaotiMd10001		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3			1		90380098	90380096	90380094	90380092		9038											913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702	903816	903817	903818	903819	903820	903821	903814	903815	903827																																																																												
91381	9038	9204	3	2		Construct (Support)				0		Me1GouzaotiMd10001		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3			1		90380098	90380096	90380094	90380092		9038	790013	715088									913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702	903816	903817	903818	903819	903820	903821	903827																																																																														
91382	9038	9204	3	2		Construct (Enhanced)				0		Me1GouzaotiMd10001		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							2			1		90380098	90380096	90380094	90380092		9038											913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702	903816	903817	903818	903819	903820	903821	903814	903815	903827																																																																												
91383	9038	9204	3	2		Construct (Enhanced)				0		NPC1GouzaotiMd10002		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3			1		90380098	90380096	90380094	90380092		9038											913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702	903816	903817	903818	903819	903820	903821	903827																																																																														
91390	9039	9200	1	2		Harvester (Enhanced)				0		Mb1RobotarmorMd030001		1		1.5	1.5	0.1			0.8	1	0.8			1	10	0.8	2	1.5			0	99999									4.2								3			1.5		90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056				913900	903901	903902	903903	903904	903905																																																																																															
91400	9040	9203	3	2		Bio-Bull (Enhanced)	1			0		Me1FangshengdouniuMd000001		1		1.7	1.7	1.5			1	1	1			0	5	0.8	2	1.5			0	20	0								3								3			1.7		90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006							914000	904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
91410	9041	9204	2	2		Acid Ant (Enhanced)	1			0		Me1SuanyegongyiMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	0.8	2	1.5			0	20	0								3								3			1.7		90410098	90410096	90410094	90410092		9041	900008	100027	900011	970006								970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
91420	9042	9204	3	2		Musashi VI (Enhanced)	1			0		Me1WuzangliuxingMd000001		1		1.7	1.7	0.5			1	1	1			0	5	1.1	2	1.5			0	20									1.5	0							3			1.7		90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006							914200	904201	904202	904203	904204	904205	904206	904207	904208	904209	904210	904211	904212																																																																																								
91430	9043	9203	3	3		Musashi IX (Enhanced)	1			0		Me1SwordMd002001		1		1.3	1.3	0.1			1	1	1			0	5	1.3	2	1.5			0	20	0								3								3			1.3		81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006						914300	904301	904302	904303	904304	904305	904306	904307	904308	904309	904331																																																																																										
91440	9044	9204	3	3		Terrapod (Enhanced)	1			0		Me1ZilujingweiMd000001		1		1.1	1.1	0.1			1	1	1			0	5	1.5	2	1.5			0	20	0								3								3			1.1		90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
91450	9045	9203	3	2		Polar Soldier	1			0		Me1JidijibingMd000001		1		0.8	0.8	0.3			1	1	1	1		0	5	0.8	2	1.5			0.7	10									1.9	0							3			0.8		90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051							914500	904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517	904522	904523																																																																																	
91460	9046	9203	3	2		Deep-sea Ambusher	1			0		Me1ShenhaiqianfuzheMd000002		1		0.9	0.9	0.5			1.5	1	1.5	1.5	900001	0	5	0.8	2	1.5			0.7	10		1#904601|2#904602|3#904603	1#1#15|2#1#15|3#1#15						1.9	0							3			0.9		90460098	90460096	90460094	90460092		9046	904607	900011	900051								914600	904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616	904617																																																																																			
91461	9046	9203	3	2		Deep-sea Ambusher	1			0		Me1ShenhaiqianfuzheMd000002		1		0.9	0.9	0.5			1.5	1	1.5	1.5	900001	0	5	0.8	2	1.5			0.7	10		1#904601|2#904602|3#904603	1#1#15|2#1#15|3#1#15						1.9	0							3			0.9		90460098	90460096	90460094	90460092		730288												904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616	904617																																																																																			
93180	9318	9199	3	3		Nalasr-E (Basic)	1			0		Mo1HetipaotaiMd010001		1		2	2	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9318	900007	900008	100027	900011	900051							931801	931802	931803	931804	931805	931806	931807	931808	931809	931810	931811	931812	931813	931814	931815																																																																																					
93181	9318	9299	3	3		Nalasr-E (Enhanced)	1			0		Mo1HetipaotaiMd010001		1		2	2	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9318	900007	900008	100027	900011	900051	745367						931801	931802	931803	931804	931805	931806	931807	931808	931809	931810	931811	931812	931813	931814	931815																																																																																					
93182	9318	9399	3	3		Nalasr-E (Extreme)	1			0		Mo1HetipaotaiMd010001		1		2	2	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9318	900007	900008	100027	900011	900051	745368						931801	931802	931803	931804	931805	931806	931807	931808	931809	931810	931811	931812	931813	931814	931815																																																																																					
93183	9318	9399	3	3		Sniper-PK43	1			0		Mo1HetipaotaiyoujunMd010001		1		2	2	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9321	900007	900008	100027	900011	900051							932101	932102	932103	932104	932105	932106	932107	932108	932109	932110																																																																																										
93190	9318	9199	3	3		Heal-Z (Basic)	1			0		Mo1HetiyiliaojiMd010001		1		2	2.1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9319	900007	900008	100027	900011	900051							931901	931902	931903	931904	931905	931906	931907	931908	931909																																																																																											
93191	9318	9299	3	3		Heal-Z (Enhanced)	1			0		Mo1HetiyiliaojiMd010001		1		2	2.1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9319	900007	900008	100027	900011	900051	745307						931901	931902	931903	931904	931905	931906	931907	931908	931909																																																																																											
93192	9318	9399	3	3		Heal-Z (Extreme)	1			0		Mo1HetiyiliaojiMd010001		1		2	2.1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93110098	93110096	93110094	93110092		9319	900007	900008	100027	900011	900051	745308						931901	931902	931903	931904	931905	931906	931907	931908	931909																																																																																											
93221	9322	9199	3	3		Deporter-R (Basic)	1			0		Mo1HetiwurenjiMd010001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93220098	93220096	93220094	93220092		9322	900007	900008	100027	900011	900051							932201	932202	932203	932204																																																																																																
93222	9322	9299	3	3		Deporter-R (Enhanced)	1			0		Mo1HetiwurenjiMd010001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93220098	93220096	93220094	93220092		9322	900007	900008	100027	900011	900051							932201	932202	932203	932204																																																																																																
93223	9322	9399	3	3		Deporter-R (Extreme)	1			0		Mo1HetiwurenjiMd010001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			1.2		93220098	93220096	93220094	93220092		9322	900007	900008	100027	900011	900051							932201	932202	932203	932204																																																																																																
93230	9323	9199	3	3		Courier-M (Basic)	1			0		Me1HetigongzuojiqiMd010001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1	0							3			1		93110098	93110096	93110094	93110092		9323	900007	900008	100027	900011	900051							932301	932302	932303	932304	932305	932306	932307	932308																																																																																												
93231	9323	9299	3	3		Courier-M (Enhanced)	1			0		Me1HetigongzuojiqiMd010001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1	0							3			1		93110098	93110096	93110094	93110092		9323	900007	900008	100027	900011	900051							932301	932302	932303	932304	932305	932306	932307	932308																																																																																												
93232	9323	9399	3	3		Courier-M (Extreme)	1			0		Me1HetigongzuojiqiMd010001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1	0							3			1		93110098	93110096	93110094	93110092		9323	900007	900008	100027	900011	900051							932301	932302	932303	932304	932305	932306	932307	932308																																																																																												
93240	9324	9199	3	3		Moon Morpher (Basic)	1			0		Mo1MoonlighterMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1.1	0							3			1.2		93110098	93110096	93110094	93110092		9324	900007	900008	100027	900011	900051							932401	932402	932403	932404	932405	932406	932407	932408	932409	932410	932411	932412																																																																																								
93241	9324	9299	3	3		Moon Morpher (Enhanced)	1			0		Mo1MoonlighterMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1.1	0							3			1.2		93110098	93110096	93110094	93110092		9324	900007	900008	100027	900011	900051							932401	932402	932403	932404	932405	932406	932407	932408	932409	932410	932411	932412																																																																																								
93242	9324	9399	3	3		Moon Morpher (Extreme)	1			0		Mo1MoonlighterMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1.1	0							3			1.2		93110098	93110096	93110094	93110092		9324	900007	900008	100027	900011	900051							932401	932402	932403	932404	932405	932406	932407	932408	932409	932410	932411	932412																																																																																								
93251	9325	9190	2	1		Signal Light Phantom (Basic)	1			0		Me1LampmonsterMd000001		2	932503	1	1	1	1		1	1	1			0	3	0.8	2	15			0.3	20									2	0							3			1.5		93110098	93110096	93110094	93110092		9325	900007	900008	100027	900011	900051							932501	932502	932503	932504	932505	932506	932507	932508	932509	932510	932511	932512	932513	932514	932515	932516	932517	932518	932519	932520	932521	932522	932523	932524	932525	932526	932527	932528	932529	932530																																																																						
93252	9325	9290	2	1		Signal Light Phantom (Enhanced)	1			0		Me1LampmonsterMd000001		2	932503	1	1	1	1		1	1	1			0	3	0.8	2	15			0.3	20									2	0							3			1.5		93110098	93110096	93110094	93110092		9325	900007	900008	100027	900011	900051							932501	932502	932503	932504	932505	932506	932507	932508	932509	932510	932511	932512	932513	932514	932515	932516	932517	932518	932519	932520	932521	932522	932523	932524	932525	932526	932527	932528	932529	932530																																																																						
93253	9325	9391	2	1		Signal Light Phantom (Extreme)	1			0		Me1LampmonsterMd000001		2	932503	1	1	1	1		1	1	1			0	3	0.8	2	15			0.3	20									2	0							3			1.5		93110098	93110096	93110094	93110092		9325	900007	900008	100027	900011	900051							932501	932502	932503	932504	932505	932506	932507	932508	932509	932510	932511	932512	932513	932514	932515	932516	932517	932518	932519	932520	932521	932522	932523	932524	932525	932526	932527	932528	932529	932530																																																																						
93291	9329	9199	3	2		Redcoral Host (Basic)	1			0		Mo1CoralerMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9329	900007	900008	100027	900011	900051							932901	932902	932903	932904	932905																																																																																															
93292	9329	9299	3	2		Redcoral Host (Enhanced)	1			0		Mo1CoralerMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9329	900007	900008	100027	900011	900051							932901	932902	932903	932904	932905																																																																																															
93293	9329	9399	3	2		Redcoral Host (Extreme)	1			0		Mo1CoralerMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9329	900007	900008	100027	900011	900051							932901	932902	932903	932904	932905																																																																																															
93294	9329	9391	3	2		Redcoral Host	1			0		Mo1CoralerMd010003		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092																																																																																																																	
93295	9329	9190	3	2		Redcoral Host (Basic)	1			0		Mo1CoralerMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9329	900007	900008	100027	900011	900051							932901	932902	932903	932904	932905																																																																																															
93296	9329	9290	3	2		Redcoral Host (Enhanced)	1			0		Mo1CoralerMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9329	900007	900008	100027	900011	900051							932901	932902	932903	932904	932905																																																																																															
93297	9329	9391	3	2		Redcoral Host (Extreme)	1			0		Mo1CoralerMd010001		1		0.8	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9329	900007	900008	100027	900011	900051							932901	932902	932903	932904	932905																																																																																															
93301	9330	9199	3	2		Chela Host (Basic)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051							933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93302	9330	9299	3	2		Chela Host (Enhanced)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051							933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93303	9330	9399	3	2		Chela Host (Extreme)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051							933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93304	9330	9199	3	2		Chela Host (Basic)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051	933013						933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93305	9330	9299	3	2		Chela Host (Enhanced)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051	933013						933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93306	9330	9399	3	2		Chela Host (Extreme)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051	933013						933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93307	9330	9190	3	2		Chela Host (Basic)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051	933013						933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93308	9330	9290	3	2		Chela Host (Enhanced)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051	933013						933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93309	9330	9391	3	2		Chela Host (Extreme)	1			0		Mo1YssutiMd010001		1		1	1	1			1.5	1	1			0	5	0.8	2	2	0		0.3	10									2.67	0							3			1.2		93110098	93110096	93110094	93110092		9330	900007	900008	100027	900011	900051	933013						933001	933002	933003	933004	933005	933006	933007	933008																																																																																												
93311	9331	9100	2	3		Hetero-Consciousness Host (Basic)	1			0		Me1TwofacerMd010001		1		2	1	1			1	1	1			0	5	0.8	2	1.5			0	20	0								2	0							3	1		1.7		93070098	93070096	93070094	93070092		9331	900007	900008	100027	900011	900051	933105	933109	933170	933192			933101	933102	933103	933104	933105	933106	933107	933108	933109	933110	933111	933112	933113	933114	933115	933116	933117	933118	933119	933120	933121	933122	933123	933124	933125	933126	933127	933128	933129	933130																																																																						
93312	9331	9203	2	3		Hetero-Consciousness Host (Enhanced)	1			0		Me1TwofacerMd010001		1		2	1	1			1	1	1			0	5	0.8	2	1.5			0	20	0								2	0							3	1		1.7		93070098	93070096	93070094	93070092		9331	900007	900008	100027	900011	900051	933105	933109	933170	933192			933101	933102	933103	933104	933105	933106	933107	933108	933109	933110	933111	933112	933113	933114	933115	933116	933117	933118	933119	933120	933121	933122	933123	933124	933125	933126	933127	933128	933129	933130																																																																						
