Id	Name	FightEventId	CharacterId	SynthesisId	SynthesisCount	Capacity	Quality	Icon	ResolveId	ResolveCount	Exp	Description	IsShowInLibrary	Priority
18112024	Luminance: Overclock 1	223208	1031003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	When Light Penalty deals DMG outside of a Signature Move, gain an extra 50 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5050
18112031	Luminance: Overclock 2	223209	1031003	18112032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	10	10	Enter Matrix and gain 1 Blue Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2051
18112032	Luminance: Overclock 2	223210	1031003	18112033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	30	30	Enter Matrix and gain 2 Blue Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3051
18112033	Luminance: Overclock 2	223211	1031003	18112034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	90	90	Enter Matrix and gain 3 Blue Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4051
18112034	Luminance: Overclock 2	223212	1031003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	Enter Matrix and gain 4 Blue Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5051
18112041	Luminance: Special	223213	1031003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	When over-healed, the healed target's DMG increases by 200% for 5s. [Support]: DMG of whole team increases by 50% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Luminance Enhancement.	1	6052
18113011	Tenebrion: Core	223301	1061003	18113012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	10	10	Gain 5% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 5% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2052
18113012	Tenebrion: Core	223302	1061003	18113013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	30	30	Gain 12% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 10% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3052
18113013	Tenebrion: Core	223303	1061003	18113014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	90	90	Gain 19% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 15% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4052
18113014	Tenebrion: Core	223304	1061003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	Gain 26% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5052
18113021	Tenebrion: Overclock 1	223305	1061003	18113022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	10	10	Unleash 1/2/3-Ping to gain an extra 1/2/3 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2053
18113022	Tenebrion: Overclock 1	223306	1061003	18113023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	30	30	Unleash 1/2/3-Ping to gain an extra 2/3/5 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3053
18113023	Tenebrion: Overclock 1	223307	1061003	18113024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	90	90	Unleash 1/2/3-Ping to gain an extra 3/5/7 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4053
18113024	Tenebrion: Overclock 1	223308	1061003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	Unleash 1/2/3-Ping to gain an extra 4/5/10 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5053
18113031	Tenebrion: Overclock 2	223309	1061003	18113032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	10	10	Gain 1 random Signal Orb when attacking. 4s cooldown. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2054
18113032	Tenebrion: Overclock 2	223310	1061003	18113033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	30	30	Gain 1 random Signal Orb when attacking. 3s cooldown. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3054
18113033	Tenebrion: Overclock 2	223311	1061003	18113034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	90	90	Gain 1 random Signal Orb when attacking. 2s cooldown. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4054
18113034	Tenebrion: Overclock 2	223312	1061003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	Gain 1 random Signal Orb when attacking. 1s cooldown. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5054
18113041	Tenebrion: Special	223313	1061003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	Gain 80% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Tenebrion Enhancement.	1	6055
18114011	Ember: Core	223401	1071003	18114012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	10	10	Increase all DMG by 1% for every 2% Thermal Energy gained. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2055
18114012	Ember: Core	223402	1071003	18114013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	30	30	Increase all DMG by 2% for every 2% Thermal Energy gained. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3055
18114013	Ember: Core	223403	1071003	18114014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	90	90	Increase all DMG by 3% for every 2% Thermal Energy gained. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4055
18114014	Ember: Core	223404	1071003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	Increase all DMG by 4% for every 2% Thermal Energy gained. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5055
18114021	Ember: Overclock 1	223405	1071003	18114022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	10	10	During Enhanced Mode, gain an extra 2 Energy for every Ping. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2056
18114022	Ember: Overclock 1	223406	1071003	18114023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	30	30	During Enhanced Mode, gain an extra 4 Energy for every Ping. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3056
18114023	Ember: Overclock 1	223407	1071003	18114024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	90	90	During Enhanced Mode, gain an extra 6 Energy for every Ping. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4056
18114024	Ember: Overclock 1	223408	1071003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	During Enhanced Mode, gain an extra 8 Energy for every Ping. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5056
18114031	Ember: Overclock 2	223409	1071003	18114032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	10	10	Enter Matrix after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2057
18114032	Ember: Overclock 2	223410	1071003	18114033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	30	30	Enter Matrix and gain 1 Blue Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3057
18114033	Ember: Overclock 2	223411	1071003	18114034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	90	90	Enter Matrix and gain 2 Blue Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4057
18114034	Ember: Overclock 2	223412	1071003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	Enter Matrix and gain 3 Blue Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5057
18114041	Ember: Special	223413	1071003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	Increase all DMG by 4% for every 2% Thermal Energy gained. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Ember Enhancement.	1	6058
18115011	Pulse: Core	223501	1051003	18115012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	10	10	Increase Overload DMG by 20% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 5% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2058
18115012	Pulse: Core	223502	1051003	18115013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	30	30	Increase Overload DMG by 30% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 10% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3058
18115013	Pulse: Core	223503	1051003	18115014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	90	90	Increase Overload DMG by 40% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 15% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4058
18115014	Pulse: Core	223504	1051003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	Increase Overload DMG by 50% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5058
18115021	Pulse: Overclock 1	223505	1051003	18115022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	10	10	Overload mode activated after casting Signature Move extends by 1s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2059
18115022	Pulse: Overclock 1	223506	1051003	18115023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	30	30	Overload mode activated after casting Signature Move extends by 2s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3059
18115023	Pulse: Overclock 1	223507	1051003	18115024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	90	90	Overload mode activated after casting Signature Move extends by 3s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4059
18115024	Pulse: Overclock 1	223508	1051003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	Overload mode activated after casting Signature Move extends by 4s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5059
18115031	Pulse: Overclock 2	223509	1051003	18115032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	10	10	Enter Matrix after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2060
18115032	Pulse: Overclock 2	223510	1051003	18115033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	30	30	Enter Matrix and gain 1 Red Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3060
18115033	Pulse: Overclock 2	223511	1051003	18115034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	90	90	Enter Matrix and gain 2 Red Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4060
18115034	Pulse: Overclock 2	223512	1051003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	Enter Matrix and gain 3 Red Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5060
18115041	Pulse: Special	223513	1051003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	Increase Overload DMG by 50% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Pulse Enhancement.	1	6061
18116011	Crimson Abyss: Core	223601	1021003	18116012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	10	10	When Sword Wave lands a critical hit, CRIT DMG increases by 25%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2061
18116012	Crimson Abyss: Core	223602	1021003	18116013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	30	30	When Sword Wave lands a critical hit, CRIT DMG increases by 50%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3061
18116013	Crimson Abyss: Core	223603	1021003	18116014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	90	90	When Sword Wave lands a critical hit, CRIT DMG increases by 75%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4061
18116014	Crimson Abyss: Core	223604	1021003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	300	270	When Sword Wave lands a critical hit, CRIT DMG increases by 100%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5061
18116021	Crimson Abyss: Overclock 1	223605	1021003	18116022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	10	10	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2062
18116022	Crimson Abyss: Overclock 1	223606	1021003	18116023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	30	30	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 30% for 6s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3062
18116023	Crimson Abyss: Overclock 1	223607	1021003	18116024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	90	90	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 40% for 7s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4062
18116024	Crimson Abyss: Overclock 1	223608	1021003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	300	270	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 55% for 8s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5062
18116031	Crimson Abyss: Overclock 2	223609	1021003	18116032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	10	10	Gain 2 Energy when pinging Sword Wave Orbs. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2063
18116032	Crimson Abyss: Overclock 2	223610	1021003	18116033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	30	30	Gain 4 Energy when pinging Sword Wave Orbs. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3063
18116033	Crimson Abyss: Overclock 2	223611	1021003	18116034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	90	90	Gain 6 Energy when pinging Sword Wave Orbs. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4063
18116034	Crimson Abyss: Overclock 2	223612	1021003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	300	270	Gain 9 Energy when pinging Sword Wave Orbs. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5063
18116041	Crimson Abyss: Special	223613	1021003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	62803	300	270	When Sword Wave lands a critical hit, CRIT DMG increases by 100%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Crimson Abyss Enhancement.	1	6064
18117011	Astral: Core	223701	1081003	18117012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	10	10	Shadow attack DMG increases by 50%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2064
18117012	Astral: Core	223702	1081003	18117013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	30	30	Shadow attack DMG increases by 100%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3064
18117013	Astral: Core	223703	1081003	18117014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	90	90	Shadow attack DMG increases by 150%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4064
18117014	Astral: Core	223704	1081003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	300	270	Shadow attack DMG increases by 200%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5064
18117021	Astral: Overclock 1	223705	1081003	18117022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	10	10	After casting Signature Move, gain 1 Red Orb. ATK increases by 20% for 10s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2065
18117022	Astral: Overclock 1	223706	1081003	18117023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	30	30	After casting Signature Move, gain 2 Red Orbs. ATK increases by 30% for 10s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3065
18117023	Astral: Overclock 1	223707	1081003	18117024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	90	90	After casting Signature Move, gain 3 Red Orbs. ATK increases by 40% for 10s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4065
18117024	Astral: Overclock 1	223708	1081003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	300	270	Gain 4 Red Orbs  after casting Signature Move. ATK increases by 50% for 10s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5065
18117031	Astral: Overclock 2	223709	1081003	18117032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	10	10	When activating Core Passive, increase ATK by 20% for 10s and gain 4 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2066
18117032	Astral: Overclock 2	223710	1081003	18117033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	30	30	When activating Core Passive, increase ATK by 30% for 10s and gain 8 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3066
18117033	Astral: Overclock 2	223711	1081003	18117034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	90	90	When activating Core Passive, increase ATK by 40% for 10s and gain 12 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4066
18117034	Astral: Overclock 2	223712	1081003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	300	270	When activating Core Passive, increase ATK by 50% for 10s and gain 15 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5066
18117041	Astral: Special	223713	1081003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	62803	300	270	Shadow attack DMG increases by 200%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Astral Enhancement.	1	6067
18118011	Brilliance: Core	223801	1091002	18118012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	10	10	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 50%. [Tank]: Decrease all Resistances of target hit by 5% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2067
18118012	Brilliance: Core	223802	1091002	18118013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	30	30	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 100%. [Tank]: Decrease all Resistances of target hit by 10% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3067
18118013	Brilliance: Core	223803	1091002	18118014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	90	90	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 150%. [Tank]: Decrease all Resistances of target hit by 15% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4067
18118014	Brilliance: Core	223804	1091002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	300	270	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 200%. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5067
18118021	Brilliance: Overclock 1	223805	1091002	18118022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	10	10	Enter Matrix after charged attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2068
18118022	Brilliance: Overclock 1	223806	1091002	18118023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	30	30	Enter Matrix and gain 1 Blue Orb after charged attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3068
18118023	Brilliance: Overclock 1	223807	1091002	18118024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	90	90	Enter Matrix and gain 2 Blue Orbs after charged attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4068
18118024	Brilliance: Overclock 1	223808	1091002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	300	270	Enter Matrix and gain 3 Blue Orbs after charged attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5068
18118031	Brilliance: Overclock 2	223809	1091002	18118032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	10	10	3-Pings give 4 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2069
18118032	Brilliance: Overclock 2	223810	1091002	18118033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	30	30	3-Pings give 8 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3069
18118033	Brilliance: Overclock 2	223811	1091002	18118034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	90	90	3-Pings give 12 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4069
18118034	Brilliance: Overclock 2	223812	1091002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	300	270	3-Pings give 15 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5069
18118041	Brilliance: Special	223813	1091002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	62803	300	270	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 200%. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Brilliance Enhancement.	1	6070
18119011	Veritas: Core	223901	1041003	18119012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	10	10	When in Sniping Mode, each arrow's Basic Attack DMG will be 20% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2070
18119012	Veritas: Core	223902	1041003	18119013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	30	30	When in Sniping Mode, each arrow's Basic Attack DMG will be 40% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3070
18119013	Veritas: Core	223903	1041003	18119014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	90	90	When in Sniping Mode, each arrow's Basic Attack DMG will be 60% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4070
18119014	Veritas: Core	223904	1041003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	300	270	When in Sniping Mode, each arrow's Basic Attack DMG will be 80% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5070
18119021	Veritas: Overclock 1	223905	1041003	18119022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	10	10	3-Ping DMG increases by 15%. When in Sniping Mode, gain a Red Orb 3-Ping every 4s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2071
18119022	Veritas: Overclock 1	223906	1041003	18119023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	30	30	3-Ping DMG increases by 25%. When in Sniping Mode, gain a Red Orb 3-Ping every 4s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3071
18119023	Veritas: Overclock 1	223907	1041003	18119024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	90	90	3-Ping DMG increases by 35%. When in Sniping Mode, gain a Red Orb 3-Ping every 4s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4071
18119024	Veritas: Overclock 1	223908	1041003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	300	270	3-Ping DMG increases by 50%. When in Sniping Mode, gain a Red Orb 3-Ping every 4s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5071
18119031	Veritas: Overclock 2	223909	1041003	18119032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	10	10	Each attack in Sniping Mode has a 30% chance to deal double DMG and gain 1 Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2072
18119032	Veritas: Overclock 2	223910	1041003	18119033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	62803	30	30	Each attack in Sniping Mode has a 50% chance to deal double DMG and gain 1 Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3072
